,City,District,Neighborhood,İlan no,Son Güncelleme Tarihi,Oda + Salon Sayısı,Brüt / Net M2,Bulunduğu Kat,Bina Yaşı,Isınma Tipi,Kat Sayısı,Krediye Uygunluk,Eşya Durumu,Banyo Sayısı,Yapı Tipi,Yapının Durumu,Kullanım Durumu,Aidat,Cephe,Yakıt Tipi,Yetkili Ofis,Rent,Tapu Durumu,Takas,Kira Getirisi,Site İçerisinde
5723,Ankara,Etimesgut,Bağlıca,36828-3630,07-04-2023,4 + 1,175 m2,2. Kat,Sıfır Bina,Kombi,6 Katlı,Uygun,Eşyalı Değil,2,Betonarme,Sıfır,Boş,,"Kuzey, Güney, Doğu, Batı",Doğalgaz,Evet,3.950.000 TL,Kat Mülkiyeti,Hayır,,
5724,Ankara,Yenimahalle,Beştepe,2670-1940,07-04-2023,4 + 1,190 m2,7. Kat,13 Yaşında,Kombi,14 Katlı,Uygun,Eşyalı Değil,2,,,Boş,,"Kuzey, Doğu, Batı",,,8.250.000 TL,,,18.000 TL,Evet (Site Adı Belirtilmemiş)
5725,Ankara,Çankaya,Mürsel Uluç,6431-989,22-03-2023,4 + 1,178 m2,4. Kat,20 Yaşında,Merkezi,4 Katlı,Uygun,Eşyalı Değil,2,Betonarme,İkinci El,Belirtilmemiş,1.100 TL,"Güney, Batı",Doğalgaz,Evet,3.900.000 TL,Kat Mülkiyeti,Hayır,,
5726,Ankara,Sincan,Selçuklu,88358-1151,07-04-2023,4 + 2,220 m2,Yüksek Giriş,8 Yaşında,Kombi,5 Katlı,Uygun,Eşyalı Değil,2,Betonarme,İkinci El,Kiracılı,150 TL,"Güney, Doğu",Doğalgaz,Evet,2.000.000 TL,Kat Mülkiyeti,Hayır,8.000 TL,
5727,Ankara,Etimesgut,Şehit Osman Avcı,79831-1212,21-03-2023,3 + 1,150 m2,2. Kat,10 Yaşında,Kombi,8 Katlı,Uygun,Eşyalı Değil,1,Betonarme,İkinci El,Mülk Sahibi,90 TL,"Kuzey, Batı",Doğalgaz,Evet,3.000.000 TL,Kat Mülkiyeti,Hayır,6.000 TL,
5728,Ankara,Çankaya,Oran,47587-1136,11-04-2023,3 + 1,180 m2,3. Kat,30 Yaşında,Merkezi (Pay Ölçer),15 Katlı,Uygun,Eşyalı Değil,2,Betonarme,İkinci El,Mülk Sahibi,1.350 TL,"Kuzey, Batı",Doğalgaz,Evet,5.500.000 TL,Kat Mülkiyeti,Hayır,12.500 TL,
5729,Ankara,Yenimahalle,Yeni Batı,89065-121,08-04-2023,3 + 1,148 m2,,Sıfır Bina,Merkezi (Pay Ölçer),15 Katlı,Uygun değil,Eşyalı Değil,2,Betonarme,Sıfır,Boş,150 TL,"Kuzey, Güney, Doğu, Batı",Doğalgaz,Evet,4.500.000 TL,Kat İrtifakı,Evet,3.000 TL,Evet (Site Adı Belirtilmemiş)
5730,Ankara,Etimesgut,Şehit Osman Avcı,29364-19776,13-04-2023,4 + 2,190 m2,12. Kat,2 Yaşında,Merkezi (Pay Ölçer),12 Katlı,Uygun,Eşyalı Değil,2,,,Boş,,Güney,,,3.500.000 TL,Kat Mülkiyeti,Hayır,,Evet (Site Adı Belirtilmemiş)
5731,Ankara,Keçiören,Karşıyaka,101486-1987,12-04-2023,4 + 1,165 m2,2. Kat,Sıfır Bina,Kombi,5 Katlı,Uygun değil,,2,Betonarme,Sıfır,Boş,100 TL,"Güney, Doğu, Batı",Doğalgaz,Evet,2.938.000 TL,Kat Mülkiyeti,Evet,7.000 TL,
5732,Ankara,Sincan,Tandoğan,130172-2680,12-04-2023,3 + 1,130 m2,3. Kat,22 Yaşında,Kombi,3 Katlı,Bilinmiyor,Eşyalı Değil,1,,Betonarme,Boş,50 TL,"Güney, Batı",Doğalgaz,,1.129.000 TL,Kat Mülkiyeti,Hayır,5.500 TL,
5733,Ankara,Mamak,Cengizhan,44716-8336,12-04-2023,3 + 1,130 m2,Kot 1,8 Yaşında,Kombi,3 Katlı,Uygun,Eşyalı Değil,1,Betonarme,İkinci El,Kiracılı,60 TL,"Güney, Batı",Doğalgaz,Evet,1.279.000 TL,Kat Mülkiyeti,Evet,5.000 TL,
5734,Ankara,Altındağ,Karapürçek,130104-738,12-04-2023,3 + 1,120 m2,2. Kat,14 Yaşında,Kombi,3 Katlı,Uygun,Eşyalı Değil,1,Betonarme,İkinci El,Kiracılı,,"Güney, Doğu, Batı",Doğalgaz,Evet,1.250.000 TL,Kat Mülkiyeti,Hayır,,
5735,Ankara,Pursaklar,Merkez,2545-7012,12-04-2023,2 + 1,105 m2,Kot 1,8 Yaşında,Kombi,3 Katlı,Uygun,Eşyalı Değil,1,Betonarme,İkinci El,Mülk Sahibi,,,Doğalgaz,,995.000 TL,Kat Mülkiyeti,Hayır,,
5736,Ankara,Çankaya,Harbiye,63021-7601,12-04-2023,3 + 1,135 m2,2. Kat,28 Yaşında,Merkezi,3 Katlı,Uygun,Eşyalı Değil,1,Betonarme,İkinci El,Mülk Sahibi,1.500 TL,"Güney, Batı",Doğalgaz,,2.749.000 TL,Kat Mülkiyeti,Evet,15.000 TL,
5737,Ankara,Çankaya,Naci Çakır,36851-23402,12-04-2023,3 + 1,115 m2,4. Kat,20 Yaşında,Merkezi,4 Katlı,Uygun,Eşyalı Değil,1,Betonarme,İkinci El,Mülk Sahibi,1.000 TL,"Güney, Doğu, Batı",Doğalgaz,Evet,2.175.000 TL,Kat Mülkiyeti,Hayır,7.500 TL,
5738,Ankara,Etimesgut,Piyade,37640-8687,13-04-2023,3 + 1,130 m2,3. Kat,8 Yaşında,Kombi,3 Katlı,Uygun,Eşyalı Değil,1,Betonarme,İkinci El,Mülk Sahibi,50 TL,"Kuzey, Batı",Doğalgaz,Evet,2.100.000 TL,Kat Mülkiyeti,Hayır,,
5739,Ankara,Mamak,Mutlu,38683-1817,11-04-2023,3 + 1,125 m2,3. Kat,14 Yaşında,Kombi,3 Katlı,Uygun,Eşyalı Değil,1,Betonarme,İkinci El,Mülk Sahibi,50 TL,"Güney, Batı",Doğalgaz,Evet,1.235.000 TL,Kat Mülkiyeti,Hayır,6.000 TL,
5740,Ankara,Keçiören,Ovacık,132036-421,11-04-2023,4 + 1,215 m2,1. Kat,Sıfır Bina,Kombi,18 Katlı,Uygun,Eşyalı Değil,2,Betonarme,Sıfır,Boş,300 TL,"Güney, Doğu, Batı",Doğalgaz,Evet,4.350.000 TL,Kat Mülkiyeti,Evet,20.000 TL,
5741,Ankara,Keçiören,Yayla,4901-4397,11-04-2023,3 + 1,135 m2,1. Kat,4 Yaşında,Kombi,4 Katlı,Uygun,Eşyalı Değil,1,Betonarme,Sıfır,Boş,100 TL,"Kuzey, Güney, Doğu, Batı",Doğalgaz,Evet,1.539.000 TL,Kat Mülkiyeti,Evet,10.000 TL,
5742,Ankara,Mamak,Cengizhan,133335-479,11-04-2023,5 + 1,250 m2,En Üst Kat,Sıfır Bina,Kombi,12 Katlı,Uygun,Eşyalı Değil,2,Betonarme,Sıfır,Boş,,"Güney, Doğu",Doğalgaz,Evet,2.709.000 TL,Kat Mülkiyeti,Evet,,
5743,Ankara,Çankaya,Harbiye,14072-12634,12-04-2023,3 + 1,125 m2,2. Kat,27 Yaşında,Kombi,3 Katlı,Uygun,Eşyalı Değil,2,Betonarme,İkinci El,Boş,100 TL,"Güney, Batı",Doğalgaz,Evet,2.290.000 TL,Kat Mülkiyeti,Evet,15.000 TL,
5744,Ankara,Yenimahalle,Tepealtı,131987-964,11-04-2023,1 + 1,60 m2,Kot 2,15 Yaşında,Kombi,3 Katlı,Uygun,Eşyalı,1,Betonarme,İkinci El,Boş,100 TL,"Güney, Batı",Doğalgaz,Evet,869.000 TL,Kat Mülkiyeti,Evet,5.000 TL,
5745,Ankara,Çankaya,Naci Çakır,3483-5962,11-04-2023,3 + 1,175 m2,2. Kat,26 Yaşında,Kombi,2 Katlı,Uygun,Eşyalı Değil,2,Betonarme,Sıfır,Boş,100 TL,"Güney, Doğu",Doğalgaz,Evet,2.950.000 TL,Kat Mülkiyeti,Hayır,15.000 TL,
5746,Ankara,Çankaya,Remzi Oğuz Arık,16814-6941,12-04-2023,3 + 1,150 m2,3. Kat,40 Yaşında,Merkezi,4 Katlı,Uygun,Eşyalı Değil,1,Betonarme,Sıfır,Boş,1.500 TL,"Güney, Doğu",Doğalgaz,Evet,2.950.000 TL,Kat Mülkiyeti,Hayır,12.000 TL,
5747,Ankara,Mamak,Akşemsettin,128870-397,12-04-2023,3 + 1,135 m2,3. Kat,6 Yaşında,Kombi,3 Katlı,Uygun,Eşyalı Değil,1,Betonarme,İkinci El,Mülk Sahibi,,"Güney, Batı",Doğalgaz,Evet,1.720.000 TL,,Evet,,
5748,Ankara,Sincan,Malazgirt,133656-584,11-04-2023,3 + 1,120 m2,Ara Kat,16 Yaşında,Kombi,3 Katlı,Uygun,Eşyalı Değil,1,Betonarme,İkinci El,Kiracılı,,"Güney, Batı",Doğalgaz,,989.000 TL,Kat Mülkiyeti,Hayır,,
5749,Ankara,Keçiören,Etlik,75812-720,10-04-2023,3 + 1,130 m2,2. Kat,16 Yaşında,Kombi,3 Katlı,Uygun,Eşyalı Değil,1,Betonarme,İkinci El,Boş,,"Güney, Batı",Doğalgaz,Evet,2.200.000 TL,Kat Mülkiyeti,Evet,10.000 TL,
5750,Ankara,Çankaya,Metin Akkuş,36856-597,10-04-2023,3 + 1,110 m2,Kot 1,18 Yaşında,Kombi,2 Katlı,Uygun,Eşyalı Değil,1,Betonarme,İkinci El,Boş,60 TL,"Güney, Doğu",Doğalgaz,Evet,1.245.000 TL,Kat Mülkiyeti,Hayır,6.000 TL,
5751,Ankara,Sincan,Ahi Evran,128082-1187,10-04-2023,3 + 1,135 m2,1. Kat,20 Yaşında,Kombi,4 Katlı,Uygun,Eşyalı Değil,1,Betonarme,,Boş,,"Güney, Doğu",Doğalgaz,Evet,1.680.000 TL,Kat Mülkiyeti,Hayır,,
5752,Ankara,Keçiören,Karakaya,133298-229,10-04-2023,3 + 1,145 m2,4. Kat,10 Yaşında,Kombi,4 Katlı,Uygun değil,Eşyalı Değil,1,Betonarme,İkinci El,Boş,,Güney,Doğalgaz,Evet,1.495.000 TL,Kat Mülkiyeti,Evet,,
5753,Ankara,Keçiören,Ufuktepe,137176-5,10-04-2023,3 + 1,135 m2,3. Kat,10 Yaşında,Kombi,3 Katlı,Uygun,Eşyalı Değil,1,Betonarme,,Boş,,"Güney, Doğu",Doğalgaz,Evet,1.650.000 TL,Kat Mülkiyeti,Hayır,,
5754,Ankara,Pursaklar,Merkez,20040-205,10-04-2023,4 + 1,185 m2,5. Kat,7 Yaşında,Kombi,12 Katlı,Uygun,Eşyalı Değil,2,Betonarme,İkinci El,Kiracılı,,"Kuzey, Doğu, Batı",Doğalgaz,Evet,2.550.000 TL,Kat Mülkiyeti,Hayır,,
5755,Ankara,Keçiören,Etlik,121003-2286,09-04-2023,3 + 1,125 m2,3. Kat,20 Yaşında,Kombi,7 Katlı,Uygun,Eşyalı Değil,1,Betonarme,İkinci El,Mülk Sahibi,100 TL,"Güney, Batı",Doğalgaz,Evet,2.500.000 TL,Kat Mülkiyeti,Evet,10.000 TL,
5756,Ankara,Altındağ,Feridun Çelik,137033-19,12-04-2023,5 + 2,275 m2,5. Kat,1 Yaşında,Kombi,5 Katlı,Uygun,Eşyalı Değil,4,Betonarme,Sıfır,Boş,,"Güney, Doğu",Doğalgaz,Evet,1.830.000 TL,Kat Mülkiyeti,Hayır,,
5757,Ankara,Keçiören,Atapark,135446-171,12-04-2023,3 + 1,135 m2,1. Kat,5 Yaşında,Kombi,4 Katlı,Uygun,Eşyalı Değil,1,Betonarme,İkinci El,Mülk Sahibi,100 TL,"Güney, Doğu",Doğalgaz,Evet,1.589.000 TL,Kat Mülkiyeti,Hayır,5.500 TL,
5758,Ankara,Etimesgut,Şehit Osman Avcı,111334-3657,09-04-2023,3 + 1,140 m2,2. Kat,18 Yaşında,Kombi,8 Katlı,Uygun,Eşyalı Değil,2,Betonarme,İkinci El,Boş,350 TL,"Kuzey, Batı",Doğalgaz,Evet,2.240.000 TL,Kat Mülkiyeti,Hayır,8.000 TL,"Göksukent Sitesi (Ankara, Etimesgut, Şehit Osman Avcı)"
5759,Ankara,Mamak,Altıağaç,121128-1994,11-04-2023,3 + 1,155 m2,4. Kat,5 Yaşında,Kombi,4 Katlı,Uygun,Eşyalı Değil,1,Betonarme,İkinci El,Mülk Sahibi,,Güney,Doğalgaz,Evet,1.730.000 TL,Kat Mülkiyeti,Hayır,,
5760,Ankara,Keçiören,Aşağı Eğlence,131239-301,09-04-2023,2 + 1,110 m2,2. Kat,20 Yaşında,Kombi,3 Katlı,Uygun,Eşyalı Değil,1,Betonarme,Sıfır,Boş,100 TL,"Güney, Doğu, Batı",Doğalgaz,Evet,1.449.000 TL,Kat Mülkiyeti,Evet,12.000 TL,
5761,Ankara,Mamak,Şahintepe,136759-56,09-04-2023,3 + 1,125 m2,3. Kat,15 Yaşında,Kombi,3 Katlı,Uygun,Eşyalı Değil,1,Betonarme,İkinci El,Mülk Sahibi,50 TL,Güney,Doğalgaz,Evet,1.350.000 TL,,Evet,8.500 TL,
5762,Ankara,Altındağ,Yıldıztepe,65739-18214,08-04-2023,3 + 1,135 m2,3. Kat,Sıfır Bina,Kombi,3 Katlı,Uygun,Eşyalı Değil,2,Betonarme,Sıfır,Boş,,"Güney, Doğu",Doğalgaz,Evet,2.150.000 TL,Kat Mülkiyeti,Hayır,8.000 TL,
5763,Ankara,Keçiören,Adnan Menderes,40304-325,07-04-2023,3 + 1,130 m2,Yüksek Giriş,20 Yaşında,Kombi,3 Katlı,Uygun,Eşyalı Değil,1,Betonarme,İkinci El,Kiracılı,,"Güney, Doğu, Batı",Doğalgaz,Evet,1.490.000 TL,Kat Mülkiyeti,Hayır,5.500 TL,
5764,Ankara,Çankaya,Harbiye,2602-9413,07-04-2023,2 + 1,95 m2,Yüksek Giriş,26 Yaşında,Kombi,3 Katlı,Uygun,Eşyalı Değil,1,Betonarme,İkinci El,Kiracılı,150 TL,Güney,Doğalgaz,Evet,1.498.000 TL,Kat Mülkiyeti,Hayır,,
5765,Ankara,Etimesgut,Şeker,133512-359,12-04-2023,3 + 1,135 m2,Ara Kat,4 Yaşında,Kombi,4 Katlı,Uygun değil,Eşyalı Değil,2,Betonarme,İkinci El,Mülk Sahibi,100 TL,"Güney, Batı",Doğalgaz,Evet,2.180.000 TL,Kat Mülkiyeti,Hayır,8.500 TL,
5766,Ankara,Sincan,Mareşal Çakmak,12890-5658,13-04-2023,3 + 1,135 m2,Yüksek Giriş,11 Yaşında,Kombi,4 Katlı,Uygun,Eşyalı Değil,2,Betonarme,İkinci El,Mülk Sahibi,50 TL,"Kuzey, Güney, Doğu",Doğalgaz,,1.399.000 TL,Kat Mülkiyeti,Hayır,6.000 TL,
5767,Ankara,Keçiören,Atapark,131107-388,08-04-2023,3 + 1,145 m2,2. Kat,5 Yaşında,Kombi,3 Katlı,Uygun,Eşyalı Değil,1,Betonarme,İkinci El,Boş,,"Güney, Doğu, Batı",Doğalgaz,Evet,1.779.000 TL,Kat Mülkiyeti,Evet,7.500 TL,
5768,Ankara,Keçiören,Etlik,135323-89,08-04-2023,3 + 1,120 m2,1. Kat,15 Yaşında,Kombi,4 Katlı,Uygun,Eşyalı Değil,1,Betonarme,İkinci El,Boş,50 TL,"Güney, Doğu",Doğalgaz,Evet,1.590.000 TL,Kat Mülkiyeti,Hayır,8.000 TL,
5769,Ankara,Etimesgut,Devlet,110538-1987,11-04-2023,3 + 1,150 m2,7. Kat,18 Yaşında,Kombi,10 Katlı,Uygun,Eşyalı Değil,1,Betonarme,İkinci El,Mülk Sahibi,,"Güney, Doğu",Doğalgaz,Evet,3.000.000 TL,Kat İrtifakı,Hayır,,
5770,Ankara,Keçiören,Ayvalı,5837-5810,12-04-2023,3 + 1,130 m2,1. Kat,20 Yaşında,Kombi,3 Katlı,Uygun,Eşyalı Değil,1,Betonarme,İkinci El,Kiracılı,,"Güney, Batı",Doğalgaz,Evet,2.200.000 TL,Kat Mülkiyeti,Hayır,,
5771,Ankara,Yenimahalle,Pamuklar,39672-9387,11-04-2023,3 + 1,150 m2,6. Kat,10 Yaşında,Kombi,10 Katlı,Uygun,Eşyalı Değil,1,Betonarme,İkinci El,Kiracılı,,"Güney, Doğu",Doğalgaz,Evet,2.985.000 TL,Kat Mülkiyeti,Hayır,,Köşe Sitesi
5772,Ankara,Mamak,Kazım Orbay,692546-1800,07-04-2023,3 + 1,135 m2,4. Kat,14 Yaşında,Kombi,7 Katlı,Uygun,Eşyalı Değil,2,Betonarme,İkinci El,Mülk Sahibi,100 TL,"Güney, Batı",Doğalgaz,Evet,1.850.000 TL,Kat Mülkiyeti,Hayır,,
5773,Ankara,Sincan,Plevne,129583-359,13-04-2023,5 + 1,300 m2,Giriş Katı,5 Yaşında,Kombi,4 Katlı,Uygun,Eşyalı Değil,2,,,Mülk Sahibi,50 TL,"Kuzey, Batı",,,1.890.000 TL,Kat Mülkiyeti,Hayır,,
5774,Ankara,Etimesgut,Oğuzlar,113388-1801,08-04-2023,3 + 1,120 m2,2. Kat,25 Yaşında,Kombi,4 Katlı,Uygun,Eşyalı Değil,1,Betonarme,İkinci El,Kiracılı,50 TL,"Kuzey, Güney, Doğu",Doğalgaz,Evet,1.249.000 TL,Kat Mülkiyeti,Hayır,6.000 TL,
5775,Ankara,Keçiören,Etlik,16149-3092,12-04-2023,3 + 1,130 m2,2. Kat,30 Yaşında,Kombi,3 Katlı,Uygun,Eşyalı Değil,2,Betonarme,Sıfır,Boş,100 TL,Batı,Doğalgaz,,1.980.000 TL,Kat Mülkiyeti,Hayır,15.000 TL,
5776,Ankara,Yenimahalle,Yeni Batı,123623-896,07-04-2023,5 + 1,200 m2,8. Kat,Sıfır Bina,Merkezi (Pay Ölçer),13 Katlı,Uygun,Eşyalı Değil,2,,,Boş,700 TL,"Güney, Doğu",,,4.650.000 TL,Kat Mülkiyeti,Evet,,Zirveden Batı
5777,Ankara,Etimesgut,Topçu,16407-10324,12-04-2023,5 + 1,270 m2,3. Kat,15 Yaşında,Kombi,3 Katlı,Uygun,Eşyalı Değil,2,Betonarme,İkinci El,Boş,50 TL,"Kuzey, Doğu",Doğalgaz,Evet,2.061.000 TL,Kat Mülkiyeti,Hayır,8.000 TL,
5778,Ankara,Keçiören,Ovacık,136916-2,12-04-2023,4 + 1,220 m2,18. Kat,Sıfır Bina,Merkezi (Pay Ölçer),20 Katlı,Uygun,Eşyalı Değil,2,Betonarme,İkinci El,Boş,600 TL,"Kuzey, Güney, Doğu, Batı",Doğalgaz,Evet,3.575.000 TL,Kat Mülkiyeti,Evet,13.000 TL,
5779,Ankara,Keçiören,Etlik,119539-107,10-04-2023,3 + 1,140 m2,1. Kat,20 Yaşında,Kombi,3 Katlı,Uygun,Eşyalı Değil,1,Betonarme,İkinci El,Mülk Sahibi,,"Kuzey, Doğu",Doğalgaz,Evet,1.460.000 TL,Kat Mülkiyeti,Evet,7.000 TL,
5780,Ankara,Keçiören,Kanuni,129976-557,09-04-2023,3 + 1,130 m2,2. Kat,10 Yaşında,Kombi,4 Katlı,Uygun,Eşyalı Değil,1,Betonarme,,Boş,,"Güney, Doğu",Doğalgaz,,1.499.000 TL,Kat Mülkiyeti,Hayır,,
5781,Ankara,Pursaklar,Merkez,66315-1519,08-04-2023,4 + 1,195 m2,11. Kat,7 Yaşında,Merkezi (Pay Ölçer),11 Katlı,Uygun,Eşyalı Değil,2,Betonarme,İkinci El,Boş,,"Güney, Doğu",Doğalgaz,Evet,2.890.000 TL,,Hayır,,
5782,Ankara,Etimesgut,Bağlıca,136890-2,11-04-2023,8 + 2,540 m2,,10 Yaşında,Kombi,4 Katlı,Uygun,Eşyalı Değil,3,Betonarme,İkinci El,Boş,,"Kuzey, Güney, Doğu, Batı",Doğalgaz,Evet,9.590.000 TL,Kat Mülkiyeti,Hayır,40.000 TL,
5783,Ankara,Mamak,Şahintepe,104775-4806,09-04-2023,3 + 1,120 m2,Yüksek Giriş,19 Yaşında,Kombi,3 Katlı,Uygun,Eşyalı Değil,1,Betonarme,İkinci El,Boş,50 TL,"Kuzey, Güney, Doğu, Batı",Doğalgaz,Evet,1.090.000 TL,Kat Mülkiyeti,Evet,6.000 TL,
5784,Ankara,Yenimahalle,Yunus Emre,134670-234,11-04-2023,3 + 1,130 m2,En Üst Kat,25 Yaşında,Kombi,2 Katlı,Uygun,Eşyalı,1,Betonarme,İkinci El,Boş,100 TL,"Güney, Batı",Doğalgaz,Evet,1.630.000 TL,Kat Mülkiyeti,Evet,7.000 TL,
5785,Ankara,Keçiören,Esertepe,133497-205,07-04-2023,3 + 1,170 m2,5. Kat,5 Yaşında,Kombi,14 Katlı,Uygun,Eşyalı Değil,2,Betonarme,İkinci El,Mülk Sahibi,330 TL,"Güney, Doğu",Doğalgaz,Evet,2.760.000 TL,Kat Mülkiyeti,Evet,9.000 TL,
5786,Ankara,Çankaya,Erzurum,131733-432,12-04-2023,3 + 1,120 m2,Ara Kat,35 Yaşında,Kombi,7 Katlı,Uygun,Eşyalı Değil,1,Betonarme,İkinci El,Kiracılı,120 TL,"Güney, Batı",Doğalgaz,Evet,1.250.000 TL,Kat Mülkiyeti,Hayır,6.000 TL,
5787,Ankara,Pursaklar,Fatih,3202-1263,12-04-2023,4 + 1,200 m2,5. Kat,4 Yaşında,Merkezi (Pay Ölçer),10 Katlı,Uygun,Eşyalı Değil,2,Betonarme,İkinci El,Boş,,"Güney, Batı",Doğalgaz,Evet,3.390.000 TL,Kat Mülkiyeti,Hayır,10.000 TL,
5788,Ankara,Etimesgut,Elvan,133183-50,07-04-2023,3 + 1,130 m2,2. Kat,Sıfır Bina,Kombi,3 Katlı,Uygun,Eşyalı Değil,2,Betonarme,Sıfır,Boş,,"Güney, Doğu",Doğalgaz,Evet,2.500.000 TL,Kat Mülkiyeti,Hayır,8.500 TL,
5789,Ankara,Pursaklar,Merkez,66650-650,11-04-2023,4 + 1,200 m2,1. Kat,6 Yaşında,Merkezi,15 Katlı,Uygun,Eşyalı Değil,2,Betonarme,İkinci El,Boş,,"Kuzey, Güney, Doğu",,,2.190.000 TL,Kat Mülkiyeti,Evet,,
5790,Ankara,Keçiören,Çiçekli,16354-23803,12-04-2023,3 + 1,115 m2,Bahçe Katı,16 Yaşında,Kombi,3 Katlı,Uygun,Eşyalı Değil,1,,İkinci El,Mülk Sahibi,,"Kuzey, Güney, Doğu, Batı",Doğalgaz,Evet,965.000 TL,Kat Mülkiyeti,Evet,5.000 TL,
5791,Ankara,Keçiören,Ayvalı,136416-78,11-04-2023,3 + 1,135 m2,Ara Kat,20 Yaşında,Kombi,5 Katlı,Uygun,Eşyalı Değil,1,Betonarme,İkinci El,Boş,,"Güney, Doğu, Batı",Doğalgaz,,1.950.000 TL,Kat Mülkiyeti,Hayır,,
5792,Ankara,Keçiören,Osmangazi,129992-186,11-04-2023,2 + 1,110 m2,Giriş Katı,13 Yaşında,Kombi,3 Katlı,Uygun,Eşyalı Değil,1,Betonarme,İkinci El,Mülk Sahibi,50 TL,"Güney, Doğu",Doğalgaz,Evet,989.000 TL,Kat Mülkiyeti,Evet,5.000 TL,
5793,Ankara,Etimesgut,İstasyon,131820-262,13-04-2023,3 + 1,140 m2,Kot 1,14 Yaşında,Kombi,685 Katlı,Uygun,Eşyalı Değil,1,Betonarme,İkinci El,Boş,85 TL,"Kuzey, Doğu",Doğalgaz,Evet,975.000 TL,Kat Mülkiyeti,Evet,4.500 TL,
5794,Ankara,Mamak,Yeşilbayır,114589-590,11-04-2023,3 + 1,125 m2,1. Kat,Sıfır Bina,Kombi,3 Katlı,Uygun,Eşyalı Değil,2,,,Boş,35 TL,"Güney, Doğu, Batı",,,1.449.000 TL,Kat Mülkiyeti,Hayır,,
5795,Ankara,Keçiören,Etlik,22454-2749,07-04-2023,3 + 1,135 m2,1. Kat,28 Yaşında,Kombi,3 Katlı,Uygun,Eşyalı Değil,2,Betonarme,İkinci El,Boş,100 TL,Güney,Doğalgaz,Evet,2.290.000 TL,Kat Mülkiyeti,Hayır,13.000 TL,
5796,Ankara,Mamak,Mutlu,134545-72,11-04-2023,3 + 1,160 m2,2. Kat,5 Yaşında,Kombi,5 Katlı,Uygun,Eşyalı Değil,1,Betonarme,İkinci El,Mülk Sahibi,80 TL,Güney,Doğalgaz,Evet,1.560.000 TL,Kat Mülkiyeti,Evet,5.000 TL,
5797,Ankara,Sincan,İstasyon,133773-103,11-04-2023,3 + 1,120 m2,3. Kat,25 Yaşında,Kombi,3 Katlı,Uygun,Eşyalı Değil,1,Betonarme,,Boş,,Güney,Doğalgaz,Evet,999.000 TL,Kat Mülkiyeti,Hayır,5.000 TL,
5798,Ankara,Etimesgut,Bağlıca,92647-2918,09-04-2023,5 + 1,360 m2,,Sıfır Bina,Kombi,2 Katlı,Uygun,,5,Betonarme,Sıfır,Boş,,,Doğalgaz,,11.250.000 TL,Kat Mülkiyeti,Hayır,,
5799,Ankara,Çankaya,Bahçelievler,128501-663,08-04-2023,4 + 1,220 m2,En Üst Kat,Sıfır Bina,Kombi,4 Katlı,Uygun,Eşyalı Değil,2,Betonarme,Sıfır,Boş,150 TL,"Doğu, Batı",Doğalgaz,,8.000.000 TL,Kat İrtifakı,Hayır,15.000 TL,
5800,Ankara,Sincan,Plevne,120171-1085,12-04-2023,3 + 1,120 m2,Ara Kat,20 Yaşında,Kombi,4 Katlı,Uygun,Eşyalı Değil,1,Betonarme,İkinci El,Boş,,"Güney, Doğu, Batı",Doğalgaz,Evet,949.000 TL,Kat Mülkiyeti,Evet,,
5801,Ankara,Keçiören,Sancaktepe,5116-786,11-04-2023,6 + 2,450 m2,21 ve üzeri,3 Yaşında,Merkezi (Pay Ölçer),23 Katlı,Uygun,Eşyalı Değil,4,Betonarme,İkinci El,Mülk Sahibi,450 TL,"Güney, Doğu, Batı",Doğalgaz,Evet,6.999.000 TL,Kat Mülkiyeti,Evet,19.000 TL,
5802,Ankara,Keçiören,Aşağı Eğlence,115614-1454,12-04-2023,3 + 1,145 m2,1. Kat,20 Yaşında,Yerden Isıtma,3 Katlı,Uygun,Eşyalı Değil,1,Betonarme,İkinci El,Boş,100 TL,"Güney, Batı",Doğalgaz,,3.249.000 TL,Kat Mülkiyeti,Evet,15.000 TL,
5803,Ankara,Altındağ,Karapürçek,115850-627,09-04-2023,3 + 1,140 m2,En Üst Kat,10 Yaşında,Kombi,3 Katlı,Uygun,Eşyalı Değil,1,Betonarme,İkinci El,Boş,50 TL,Doğu,Doğalgaz,Evet,1.050.000 TL,Kat Mülkiyeti,Hayır,,
5804,Ankara,Mamak,Durali Alıç,122265-1087,10-04-2023,3 + 1,125 m2,1. Kat,8 Yaşında,Kombi,15 Katlı,Uygun,Eşyalı Değil,1,Betonarme,,Mülk Sahibi,,"Güney, Doğu",Doğalgaz,Evet,1.900.000 TL,Kat Mülkiyeti,Hayır,,
5805,Ankara,Keçiören,Aşağı Eğlence,5832-8164,09-04-2023,4 + 1,185 m2,3. Kat,20 Yaşında,Kombi,3 Katlı,Uygun,Eşyalı Değil,2,Betonarme,İkinci El,Mülk Sahibi,,"Güney, Batı",Doğalgaz,Evet,4.100.000 TL,Kat Mülkiyeti,,,
5806,Ankara,Etimesgut,Alsancak,135930-4,12-04-2023,2 + 1,100 m2,Yüksek Giriş,11 Yaşında,Kombi,5 Katlı,Uygun,Eşyalı Değil,1,Betonarme,İkinci El,Boş,,,Doğalgaz,Evet,1.249.000 TL,Kat Mülkiyeti,Hayır,,
