,City,District,Neighborhood,İlan no,Son Güncelleme Tarihi,Oda + Salon Sayısı,Brüt / Net M2,Bulunduğu Kat,Bina Yaşı,Isınma Tipi,Kat Sayısı,Krediye Uygunluk,Eşya Durumu,Banyo Sayısı,Kullanım Durumu,Takas,Cephe,Rent,Tapu Durumu,Yapı Tipi,Yapının Durumu,Aidat,Kira Getirisi,Yakıt Tipi,Yetkili Ofis,Site İçerisinde
204,Ankara,Çankaya,Naci Çakır,46649-9893,11-04-2023,3 + 1,125 m2,2. Kat,22 Yaşında,Kombi,2 Katlı,Uygun,Eşyalı Değil,1,Mülk Sahibi,Hayır,"Güney, Batı",2.300.000 TL,Kat Mülkiyeti,Betonarme,İkinci El,,,Doğalgaz,Evet,
205,Ankara,Çankaya,Naci Çakır,14984-3985,13-04-2023,3 + 1,120 m2,2. Kat,28 Yaşında,Kombi,2 Katlı,Uygun,Eşyalı Değil,1,Kiracılı,Hayır,"Kuzey, Batı",1.490.000 TL,Kat Mülkiyeti,Betonarme,İkinci El,50 TL,,Doğalgaz,Evet,
206,Ankara,Pursaklar,Tevfik İleri,4480-23442,11-04-2023,4 + 1,210 m2,12. Kat,Sıfır Bina,Yerden Isıtma,14 Katlı,Uygun,Eşyalı Değil,2,Boş,Hayır,,3.800.000 TL,Kat Mülkiyeti,Betonarme,Sıfır,,,Doğalgaz,,
207,Ankara,Pursaklar,Yunus Emre,25298-3725,11-04-2023,2 + 1,100 m2,Giriş Katı,16 Yaşında,Kombi,5 Katlı,Uygun değil,Eşyalı Değil,1,Boş,Hayır,"Kuzey, Doğu",795.000 TL,Kat Mülkiyeti,,,,,,,
208,Ankara,Polatlı,Şehitlik,77086-538,10-04-2023,4 + 1,180 m2,1. Kat,5 Yaşında,Kombi,4 Katlı,Uygun,Eşyalı Değil,2,Kiracılı,Evet,"Güney, Doğu, Batı",1.400.000 TL,Kat Mülkiyeti,,,,,,,
209,Ankara,Pursaklar,Mimar Sinan,4480-23376,11-04-2023,4 + 1,185 m2,1. Kat,1 Yaşında,Kombi,15 Katlı,Uygun,Eşyalı Değil,2,Mülk Sahibi,Hayır,,2.250.000 TL,Kat Mülkiyeti,Betonarme,İkinci El,,,Doğalgaz,,
210,Ankara,Çankaya,Prof. Dr. Ahmet Taner Kışlalı,3191-10700,11-03-2023,4 + 1,185 m2,Yüksek Giriş,12 Yaşında,Merkezi,12 Katlı,Uygun,Eşyalı,2,Mülk Sahibi,Hayır,"Kuzey, Doğu, Batı",6.250.000 TL,,,İkinci El,2.400 TL,20.000 TL,Doğalgaz,Evet,
211,Ankara,Çankaya,Yaşamkent,3191-9921,31-03-2023,3 + 1,230 m2,3. Kat,12 Yaşında,Kombi,10 Katlı,Uygun,Eşyalı Değil,2,Mülk Sahibi,Hayır,"Güney, Doğu, Batı",5.500.000 TL,Kat İrtifakı,Betonarme,İkinci El,1.100 TL,10.000 TL,Doğalgaz,Evet,
212,Ankara,Çankaya,Alacaatlı,3191-10742,21-03-2023,5 + 2,410 m2,,5 Yaşında,Kombi,4 Katlı,Uygun,,4,,,,11.000.000 TL,,,,,,,,
213,Ankara,Keçiören,Yükseltepe,90864-768,11-04-2023,4 + 1,190 m2,1. Kat,3 Yaşında,Kombi,17 Katlı,Uygun,Eşyalı Değil,2,Boş,Hayır,"Güney, Doğu, Batı",3.275.000 TL,Kat Mülkiyeti,Betonarme,İkinci El,,10.000 TL,Doğalgaz,Evet,
214,Ankara,Çankaya,İlkadım,2744-13535,03-04-2023,3 + 1,135 m2,2. Kat,25 Yaşında,Kombi,2 Katlı,Uygun,Eşyalı Değil,1,Boş,Evet,"Güney, Batı",2.560.000 TL,Kat Mülkiyeti,Betonarme,Sıfır,70 TL,9.000 TL,Doğalgaz,Evet,
215,Ankara,Çankaya,Osman Temiz,2744-13551,30-03-2023,4 + 1,220 m2,2. Kat,25 Yaşında,Kombi,2 Katlı,Uygun,Eşyalı,2,Mülk Sahibi,Evet,"Güney, Batı",3.250.000 TL,Kat Mülkiyeti,Betonarme,Sıfır,100 TL,10.000 TL,Doğalgaz,Evet,
216,Ankara,Çankaya,Sokullu Mehmet Paşa,14072-12543,11-04-2023,5 + 1,260 m2,3. Kat,26 Yaşında,Kombi,3 Katlı,Uygun,Eşyalı Değil,3,Boş,Evet,"Güney, Doğu",3.495.000 TL,Kat Mülkiyeti,Betonarme,Sıfır,100 TL,20.000 TL,Doğalgaz,Evet,
217,Ankara,Keçiören,Ayvalı,16354-23824,10-04-2023,3 + 1,130 m2,1. Kat,11 Yaşında,Kombi,3 Katlı,Uygun,Eşyalı Değil,1,Mülk Sahibi,Evet,"Güney, Batı",2.250.000 TL,Kat Mülkiyeti,Betonarme,İkinci El,,13.500 TL,Doğalgaz,Evet,
218,Ankara,Keçiören,Aşağı Eğlence,16354-23508,10-04-2023,3 + 1,136 m2,3. Kat,21 Yaşında,Kombi,3 Katlı,Uygun,Eşyalı Değil,1,Boş,Evet,"Kuzey, Güney, Doğu, Batı",2.100.000 TL,Kat Mülkiyeti,Betonarme,İkinci El,,,Doğalgaz,,
219,Ankara,Çankaya,Yukarı Bahçelievler,2644-3223,10-04-2023,2 + 1,90 m2,Giriş Katı,35 Yaşında,Kombi,3 Katlı,Uygun,Eşyalı Değil,1,Kiracılı,Hayır,"Güney, Batı",1.650.000 TL,Kat Mülkiyeti,Kagir,,60 TL,2.000 TL,Doğalgaz,,
220,Ankara,Pursaklar,Merkez,129895-141,27-03-2023,4 + 1,200 m2,1. Kat,4 Yaşında,Merkezi (Pay Ölçer),9 Katlı,Uygun,Eşyalı Değil,2,Kiracılı,,"Güney, Doğu",2.250.000 TL,Kat Mülkiyeti,Betonarme,İkinci El,,,Doğalgaz,,Evet (Site Adı Belirtilmemiş)
221,Ankara,Keçiören,Atapark,113784-727,10-04-2023,2 + 1,115 m2,Yüksek Giriş,15 Yaşında,Kombi,3 Katlı,Uygun,Eşyalı Değil,1,Boş,Evet,"Güney, Doğu, Batı",795.000 TL,Kat Mülkiyeti,Betonarme,Sıfır,50 TL,4.500 TL,Doğalgaz,Evet,
222,Ankara,Gölbaşı,Gaziosmanpaşa,25818-100,05-04-2023,3 + 1,135 m2,1. Kat,6 Yaşında,Kombi,4 Katlı,Uygun,Eşyalı Değil,1,Boş,Hayır,"Doğu, Batı",1.850.000 TL,Kat Mülkiyeti,Betonarme,İkinci El,50 TL,7.000 TL,Doğalgaz,Evet,
223,Ankara,Keçiören,Ayvalı,56045-5511,10-04-2023,3 + 1,125 m2,2. Kat,16 Yaşında,Kombi,3 Katlı,Uygun,Eşyalı,1,Kiracılı,Evet,"Kuzey, Güney, Doğu",1.748.000 TL,Kat Mülkiyeti,Betonarme,İkinci El,,,,Evet,
224,Ankara,Yenimahalle,Ergenekon,56045-5512,10-04-2023,2 + 1,105 m2,1. Kat,30 Yaşında,Kombi,2 Katlı,Uygun,Eşyalı Değil,1,,Evet,"Güney, Doğu, Batı",1.489.000 TL,,Betonarme,İkinci El,,,Doğalgaz,Evet,
225,Ankara,Mamak,Şirintepe,136615-30,11-04-2023,2 + 1,75 m2,Yüksek Giriş,10 Yaşında,Kombi,6 Katlı,Uygun,Eşyalı Değil,1,Boş,Hayır,"Güney, Doğu",1.028.000 TL,Kat Mülkiyeti,Betonarme,İkinci El,50 TL,4.000 TL,Doğalgaz,Evet,
226,Ankara,Mamak,Cengizhan,136615-38,09-04-2023,3 + 1,135 m2,4. Kat,8 Yaşında,Merkezi (Pay Ölçer),12 Katlı,Uygun,Eşyalı Değil,2,Belirtilmemiş,Hayır,"Güney, Batı",2.080.000 TL,Kat Mülkiyeti,Betonarme,İkinci El,150 TL,8.500 TL,Doğalgaz,Evet,
227,Ankara,Altındağ,Baraj,0-40501245,10-04-2023,4 + 1,172 m2,3. Kat,4 Yaşında,Merkezi (Pay Ölçer),8 Katlı,Uygun değil,Eşyalı Değil,2,Mülk Sahibi,Hayır,"Güney, Doğu",2.600.000 TL,Kat Mülkiyeti,Betonarme,İkinci El,330 TL,8.000 TL,Doğalgaz,,
228,Ankara,Keçiören,Etlik,56586-3267,10-04-2023,3 + 1,130 m2,2. Kat,15 Yaşında,Merkezi (Pay Ölçer),2 Katlı,Uygun,Eşyalı Değil,1,Boş,Hayır,"Güney, Doğu",2.015.000 TL,Kat Mülkiyeti,Betonarme,İkinci El,,,Doğalgaz,Evet,
229,Ankara,Pursaklar,Fatih,66315-1544,10-04-2023,3 + 1,130 m2,Yüksek Giriş,Sıfır Bina,Kombi,3 Katlı,Uygun,Eşyalı Değil,1,Boş,Hayır,,1.950.000 TL,Kat Mülkiyeti,Betonarme,Sıfır,,7.000 TL,Doğalgaz,Evet,
230,Ankara,Etimesgut,Süvari,103607-197,10-04-2023,2 + 1,95 m2,Yüksek Giriş,11 Yaşında,Kombi,5 Katlı,Uygun,Eşyalı Değil,1,,Hayır,,1.175.000 TL,Kat Mülkiyeti,Betonarme,İkinci El,,5.000 TL,Doğalgaz,Evet,
231,Ankara,Etimesgut,Bağlıca,48898-1449,10-04-2023,4 + 1,220 m2,3. Kat,9 Yaşında,Merkezi (Pay Ölçer),7 Katlı,Uygun,Eşyalı Değil,2,Kiracılı,Hayır,"Güney, Batı",4.900.000 TL,Kat Mülkiyeti,Betonarme,İkinci El,1.600 TL,17.000 TL,Doğalgaz,Evet,
232,Ankara,Yenimahalle,Pamuklar,5116-867,10-04-2023,3 + 1,165 m2,9. Kat,6 Yaşında,Merkezi (Pay Ölçer),11 Katlı,Uygun,Eşyalı Değil,2,Kiracılı,Evet,"Güney, Doğu, Batı",3.179.000 TL,Kat Mülkiyeti,Betonarme,İkinci El,350 TL,10.000 TL,Doğalgaz,Evet,
233,Ankara,Çankaya,Oran,47587-509,09-04-2023,3 + 1,110 m2,Giriş Katı,45 Yaşında,Kombi,4 Katlı,Uygun,Eşyalı Değil,1,Boş,Hayır,"Kuzey, Güney",4.200.000 TL,Kat Mülkiyeti,Betonarme,İkinci El,200 TL,7.000 TL,Doğalgaz,Evet,
234,Ankara,Pursaklar,Mimar Sinan,25298-3741,11-04-2023,3 + 1,130 m2,Giriş Katı,Sıfır Bina,Kombi,10 Katlı,Uygun,Eşyalı Değil,1,Boş,Hayır,"Kuzey, Doğu",1.749.000 TL,Kat Mülkiyeti,,,,,,,Evet (Site Adı Belirtilmemiş)
235,Ankara,Çankaya,Anıttepe,37380-3973,10-04-2023,3 + 1,175 m2,En Üst Kat,45 Yaşında,Kombi,7 Katlı,Uygun,Eşyalı Değil,1,,Hayır,Doğu,2.125.000 TL,Kat Mülkiyeti,Betonarme,İkinci El,,,Doğalgaz,Evet,
236,Ankara,Etimesgut,Bağlıca,128212-91,06-04-2023,4 + 1,175 m2,Ara Kat,11 Yaşında,Merkezi (Pay Ölçer),13 Katlı,Uygun,Eşyalı Değil,2,Kiracılı,Hayır,"Kuzey, Doğu",3.649.000 TL,Kat Mülkiyeti,Betonarme,İkinci El,1.350 TL,8.500 TL,Doğalgaz,Evet,
237,Ankara,Etimesgut,Bağlıca,128212-102,08-04-2023,4 + 1,180 m2,3. Kat,7 Yaşında,Kombi,7 Katlı,Uygun,Eşyalı Değil,2,Kiracılı,Hayır,"Güney, Batı",3.549.000 TL,Kat Mülkiyeti,Betonarme,İkinci El,1.000 TL,7.500 TL,Doğalgaz,Evet,
238,Ankara,Çankaya,Birlik,2380-2041,05-04-2023,3 + 1,120 m2,2. Kat,27 Yaşında,Kombi,4 Katlı,Uygun,Eşyalı Değil,1,Kiracılı,Hayır,"Kuzey, Doğu",2.300.000 TL,Kat Mülkiyeti,,Betonarme,150 TL,,Doğalgaz,,
239,Ankara,Çankaya,Emek,123928-156,23-03-2023,2 + 1,90 m2,1. Kat,6 Yaşında,Kombi,3 Katlı,Uygun,Eşyalı Değil,1,Kiracılı,,"Güney, Batı",3.350.000 TL,Kat Mülkiyeti,Betonarme,Sıfır,,12.000 TL,Doğalgaz,Evet,
240,Ankara,Çankaya,Metin Akkuş,3493-29356,13-04-2023,3 + 1,130 m2,1. Kat,30 Yaşında,Kombi,2 Katlı,Uygun,Eşyalı Değil,1,Boş,Hayır,"Güney, Batı",2.695.000 TL,Kat Mülkiyeti,Betonarme,Sıfır,50 TL,12.000 TL,Doğalgaz,Evet,
241,Ankara,Çankaya,Aydınlar,3493-29351,12-04-2023,2 + 1,125 m2,1. Kat,25 Yaşında,Kombi,2 Katlı,Uygun,Eşyalı Değil,1,Boş,Hayır,"Güney, Doğu",2.290.000 TL,Kat Mülkiyeti,Betonarme,Sıfır,50 TL,13.000 TL,Doğalgaz,Evet,
242,Ankara,Çankaya,Huzur,3493-29352,10-04-2023,3 + 1,130 m2,3. Kat,23 Yaşında,Kombi,3 Katlı,Uygun,Eşyalı Değil,1,Boş,Hayır,"Güney, Doğu",2.580.000 TL,Kat Mülkiyeti,Betonarme,Sıfır,50 TL,10.000 TL,Doğalgaz,Evet,
243,Ankara,Çankaya,Şehit Cengiz Karaca,3493-29353,10-04-2023,3 + 1,130 m2,2. Kat,25 Yaşında,Kombi,8 Katlı,Uygun,Eşyalı Değil,1,Boş,Hayır,"Güney, Doğu",2.450.000 TL,Kat Mülkiyeti,Betonarme,Sıfır,100 TL,12.000 TL,Doğalgaz,Evet,Demiryolcular Sitesi
244,Ankara,Çankaya,Akpınar,3493-29354,10-04-2023,3 + 1,140 m2,5. Kat,25 Yaşında,Merkezi,6 Katlı,Uygun,Eşyalı Değil,1,Boş,Hayır,"Güney, Batı",2.625.000 TL,Kat Mülkiyeti,Betonarme,Sıfır,650 TL,13.000 TL,Doğalgaz,Evet,Batı Sitesi
245,Ankara,Çankaya,Ata,3493-29355,10-04-2023,3 + 1,140 m2,3. Kat,13 Yaşında,Kombi,4 Katlı,Uygun,Eşyalı Değil,1,Boş,Hayır,"Güney, Batı",3.100.000 TL,Kat Mülkiyeti,Betonarme,Sıfır,100 TL,15.000 TL,Doğalgaz,Evet,
246,Ankara,Mamak,Türközü,132447-172,09-04-2023,3 + 1,115 m2,Giriş Katı,5 Yaşında,Kombi,3 Katlı,Uygun,Eşyalı Değil,1,Kiracılı,Hayır,"Güney, Batı",1.300.000 TL,Kat Mülkiyeti,Betonarme,İkinci El,50 TL,7.000 TL,Doğalgaz,Evet,
247,Ankara,Keçiören,Kanuni,135446-61,31-03-2023,3 + 1,130 m2,2. Kat,5 Yaşında,Kombi,3 Katlı,Uygun,Eşyalı Değil,1,Mülk Sahibi,Hayır,"Güney, Doğu",1.539.000 TL,Kat Mülkiyeti,Betonarme,İkinci El,90 TL,5.500 TL,Doğalgaz,Evet,
248,Ankara,Çankaya,Naci Çakır,3483-5895,10-04-2023,3 + 1,100 m2,1. Kat,28 Yaşında,Kombi,3 Katlı,Uygun,Eşyalı Değil,1,Kiracılı,Hayır,"Güney, Batı",1.590.000 TL,Kat Mülkiyeti,Betonarme,İkinci El,60 TL,6.500 TL,Doğalgaz,Evet,
249,Ankara,Çankaya,Mürsel Uluç,9144-3722,06-04-2023,3 + 1,105 m2,Yüksek Giriş,15 Yaşında,Kombi,3 Katlı,Uygun,Eşyalı,1,Boş,Hayır,Batı,1.400.000 TL,Kat Mülkiyeti,Betonarme,İkinci El,100 TL,6.000 TL,Doğalgaz,Evet,
250,Ankara,Çankaya,Şehit Cengiz Karaca,70164-930,09-04-2023,35 + 8,3.700 m2,,Sıfır Bina,Kombi,3 Katlı,Uygun,,12,Boş,,"Kuzey, Güney, Doğu, Batı",65.000.000 TL,,,Sıfır,,,Doğalgaz,,
251,Ankara,Keçiören,Uyanış,135284-67,09-04-2023,2 + 1,90 m2,Yüksek Giriş,6 Yaşında,Kombi,3 Katlı,Uygun,Eşyalı Değil,1,,Hayır,,880.000 TL,,,,,,Doğalgaz,,
252,Ankara,Çankaya,Akpınar,122878-780,13-03-2023,3 + 1,155 m2,Yüksek Giriş,13 Yaşında,Kombi,4 Katlı,Uygun,Eşyalı,1,Mülk Sahibi,Hayır,"Güney, Doğu",1.849.000 TL,Kat Mülkiyeti,Betonarme,İkinci El,100 TL,9.000 TL,Doğalgaz,Evet,
253,Ankara,Çankaya,Sokullu Mehmet Paşa,122878-796,09-04-2023,3 + 1,110 m2,3. Kat,25 Yaşında,Kombi,3 Katlı,Uygun,Eşyalı Değil,1,Kiracılı,Hayır,"Güney, Doğu",1.375.000 TL,Kat Mülkiyeti,Betonarme,İkinci El,50 TL,10.000 TL,Doğalgaz,Evet,
254,Ankara,Keçiören,Karakaya,135446-28,16-03-2023,4 + 1,160 m2,4. Kat,Sıfır Bina,Kombi,15 Katlı,Uygun,Eşyalı Değil,1,Boş,Hayır,"Güney, Doğu",2.549.000 TL,Kat Mülkiyeti,Betonarme,Sıfır,200 TL,10.000 TL,Doğalgaz,Evet,
255,Ankara,Keçiören,Hisar,101486-1973,09-04-2023,4 + 1,165 m2,2. Kat,Sıfır Bina,Kombi,3 Katlı,Uygun,Eşyalı Değil,2,Boş,Evet,"Güney, Doğu, Batı",2.499.999 TL,Kat Mülkiyeti,Betonarme,Sıfır,100 TL,7.000 TL,Doğalgaz,Evet,
256,Ankara,Keçiören,Yükseltepe,133497-211,09-04-2023,4 + 1,220 m2,10. Kat,5 Yaşında,Merkezi (Pay Ölçer),18 Katlı,Uygun,Eşyalı Değil,2,Boş,Evet,"Güney, Doğu, Batı",3.600.000 TL,Kat Mülkiyeti,Betonarme,İkinci El,100 TL,18.000 TL,Doğalgaz,Evet,Point Evleri
257,Ankara,Pursaklar,Mimar Sinan,129895-164,10-04-2023,3 + 1,125 m2,2. Kat,Sıfır Bina,Kombi,4 Katlı,Uygun,Eşyalı Değil,2,Boş,,"Güney, Doğu",1.850.000 TL,Kat İrtifakı,Betonarme,Sıfır,,,Doğalgaz,,
258,Ankara,Sincan,Fevzi Çakmak,131663-367,04-04-2023,4 + 1,180 m2,3. Kat,4 Yaşında,Merkezi (Pay Ölçer),13 Katlı,Uygun,Eşyalı Değil,2,Kiracılı,Hayır,"Güney, Doğu, Batı",2.299.000 TL,Kat Mülkiyeti,,,,,,,Evet (Site Adı Belirtilmemiş)
259,Ankara,Çankaya,Akpınar,22114-2396,08-04-2023,3 + 1,140 m2,5. Kat,25 Yaşında,Merkezi,6 Katlı,Uygun,Eşyalı Değil,1,Boş,Evet,"Güney, Doğu",2.625.000 TL,Kat Mülkiyeti,Betonarme,Sıfır,650 TL,13.000 TL,Doğalgaz,Evet,
260,Ankara,Çankaya,Şehit Cevdet Özdemir,22114-2399,08-04-2023,2 + 1,100 m2,Kot 2,30 Yaşında,Kombi,3 Katlı,Uygun,Eşyalı Değil,1,Kiracılı,Hayır,Güney,875.000 TL,Kat Mülkiyeti,Betonarme,İkinci El,50 TL,3.500 TL,Doğalgaz,Evet,
261,Ankara,Çankaya,Sokullu Mehmet Paşa,22114-2400,08-04-2023,3 + 1,130 m2,1. Kat,25 Yaşında,Kombi,3 Katlı,Uygun,Eşyalı Değil,1,Boş,Hayır,"Güney, Doğu",2.150.000 TL,Kat Mülkiyeti,Betonarme,İkinci El,50 TL,8.000 TL,Doğalgaz,Evet,
262,Ankara,Çankaya,Naci Çakır,22114-2402,08-04-2023,3 + 1,130 m2,2. Kat,29 Yaşında,Kombi,2 Katlı,Uygun,Eşyalı Değil,1,Boş,Evet,"Kuzey, Batı",2.560.000 TL,Kat Mülkiyeti,Betonarme,Sıfır,75 TL,8.500 TL,Doğalgaz,Evet,
263,Ankara,Çankaya,Mürsel Uluç,22114-2401,08-04-2023,4 + 1,225 m2,3. Kat,18 Yaşında,Kombi,3 Katlı,Uygun,Eşyalı Değil,2,Mülk Sahibi,Hayır,"Güney, Doğu, Batı",2.250.000 TL,Kat Mülkiyeti,Betonarme,İkinci El,50 TL,10.000 TL,Doğalgaz,Evet,
264,Ankara,Çankaya,Harbiye,22114-2403,08-04-2023,3 + 1,110 m2,3. Kat,25 Yaşında,Kombi,3 Katlı,Uygun,Eşyalı Değil,1,Boş,Hayır,"Güney, Batı",1.495.000 TL,Kat Mülkiyeti,Betonarme,İkinci El,50 TL,8.000 TL,Doğalgaz,Evet,
265,Ankara,Keçiören,Hisar,76948-130,08-04-2023,2 + 1,130 m2,Giriş Katı,Sıfır Bina,Kombi,3 Katlı,Uygun,Eşyalı Değil,2,Boş,Evet,"Kuzey, Güney, Doğu, Batı",989.000 TL,Kat Mülkiyeti,Betonarme,,,,Doğalgaz,,
266,Ankara,Keçiören,Atapark,76948-149,08-04-2023,3 + 1,168 m2,17. Kat,1 Yaşında,Merkezi (Pay Ölçer),21 Katlı,Uygun,Eşyalı Değil,2,Boş,Evet,"Güney, Doğu, Batı",3.089.000 TL,Kat Mülkiyeti,Betonarme,Sıfır,500 TL,,Doğalgaz,Evet,
267,Ankara,Keçiören,Etlik,131107-352,08-04-2023,3 + 1,135 m2,En Üst Kat,16 Yaşında,Merkezi,3 Katlı,Uygun,Eşyalı Değil,1,Boş,Evet,"Güney, Doğu, Batı",2.075.000 TL,Kat Mülkiyeti,Betonarme,İkinci El,,8.000 TL,Doğalgaz,,
268,Ankara,Yenimahalle,İlkyerleşim,134072-19,04-04-2023,3 + 1,155 m2,2. Kat,17 Yaşında,Kombi,5 Katlı,Uygun,Eşyalı Değil,2,Mülk Sahibi,Hayır,"Kuzey, Doğu, Batı",2.930.000 TL,Kat Mülkiyeti,Betonarme,İkinci El,250 TL,10.000 TL,Doğalgaz,Evet,
269,Ankara,Pursaklar,Saray Fatih,3202-1253,08-04-2023,4 + 1,200 m2,6. Kat,4 Yaşında,Kombi,7 Katlı,Uygun,,2,Mülk Sahibi,Hayır,Doğu,2.600.000 TL,Kat Mülkiyeti,Betonarme,İkinci El,,7.000 TL,Doğalgaz,Evet,
270,Ankara,Altındağ,Baraj,121794-485,08-04-2023,4 + 1,175 m2,1. Kat,3 Yaşında,Merkezi (Pay Ölçer),6 Katlı,Uygun,Eşyalı Değil,2,Kiracılı,Hayır,"Kuzey, Güney, Doğu",3.050.000 TL,Kat Mülkiyeti,Betonarme,İkinci El,,10.000 TL,Doğalgaz,Evet,
271,Ankara,Çankaya,Bayraktar,121794-478,08-04-2023,3 + 1,175 m2,Kot 1,16 Yaşında,Kombi,6 Katlı,Uygun,Eşyalı Değil,1,Kiracılı,Hayır,"Güney, Batı",1.700.000 TL,Kat Mülkiyeti,Betonarme,İkinci El,,1.700 TL,Doğalgaz,Evet,
272,Ankara,Altındağ,Baraj,121794-503,08-04-2023,4 + 1,178 m2,1. Kat,3 Yaşında,Merkezi (Pay Ölçer),6 Katlı,Uygun,Eşyalı Değil,2,Kiracılı,,"Kuzey, Güney, Doğu",2.875.000 TL,,Betonarme,İkinci El,,,Doğalgaz,Evet,
273,Ankara,Pursaklar,Merkez,121794-505,08-04-2023,4 + 1,185 m2,6. Kat,10 Yaşında,Kombi,8 Katlı,Uygun,Eşyalı Değil,2,Kiracılı,Hayır,"Güney, Doğu, Batı",3.000.000 TL,Kat Mülkiyeti,Betonarme,İkinci El,170 TL,,Doğalgaz,Evet,
274,Ankara,Pursaklar,Merkez,121794-506,08-04-2023,4 + 1,185 m2,8. Kat,10 Yaşında,Kombi,8 Katlı,Uygun,Eşyalı Değil,2,Kiracılı,Hayır,"Güney, Doğu, Batı",3.100.000 TL,Kat Mülkiyeti,Betonarme,İkinci El,170 TL,,Doğalgaz,Evet,
275,Ankara,Keçiören,Hisar,121794-516,08-04-2023,31 + 1,130 m2,3. Kat,3 Yaşında,Kombi,5 Katlı,Uygun,Eşyalı Değil,1,Mülk Sahibi,Evet,"Güney, Batı",1.600.000 TL,,Betonarme,İkinci El,50 TL,,Doğalgaz,Evet,
276,Ankara,Pursaklar,Fatih,121794-522,08-04-2023,6 + 2,400 m2,,11 Yaşında,Kombi,4 Katlı,Uygun,Eşyalı Değil,4,Mülk Sahibi,Evet,"Kuzey, Güney, Doğu, Batı",7.775.000 TL,Kat Mülkiyeti,Betonarme,İkinci El,,,Doğalgaz,Evet,
277,Ankara,Yenimahalle,Turgut Özal,121794-523,08-04-2023,4 + 1,185 m2,1. Kat,Sıfır Bina,Merkezi (Pay Ölçer),13 Katlı,Uygun,Eşyalı Değil,3,Boş,Hayır,"Güney, Doğu, Batı",4.500.000 TL,,Betonarme,Sıfır,500 TL,,Doğalgaz,Evet,
278,Ankara,Çankaya,Eti,121794-521,08-04-2023,3 + 1,130 m2,3. Kat,31 Yaşında,Kombi,7 Katlı,Uygun,Eşyalı Değil,1,Mülk Sahibi,Evet,"Güney, Doğu, Batı",3.450.000 TL,,Betonarme,İkinci El,180 TL,,Doğalgaz,Evet,
279,Ankara,Sincan,Akşemsettin,135930-35,06-04-2023,3 + 1,125 m2,4. Kat,21 Yaşında,Kombi,4 Katlı,Uygun,Eşyalı Değil,1,Mülk Sahibi,Hayır,"Kuzey, Batı",1.259.000 TL,Kat Mülkiyeti,Betonarme,İkinci El,,,Doğalgaz,Evet,
280,Ankara,Çankaya,Mürsel Uluç,6310-18939,13-04-2023,3 + 1,130 m2,2. Kat,17 Yaşında,Kombi,3 Katlı,Uygun,Eşyalı Değil,1,Kiracılı,Hayır,"Doğu, Batı",1.875.000 TL,Kat Mülkiyeti,Betonarme,İkinci El,60 TL,5.500 TL,Doğalgaz,Evet,
281,Ankara,Etimesgut,Turkuaz,123623-898,01-04-2023,4 + 1,189 m2,3. Kat,Sıfır Bina,Merkezi (Pay Ölçer),16 Katlı,Uygun,Eşyalı Değil,2,Boş,Hayır,"Güney, Batı",4.600.000 TL,Kat Mülkiyeti,Betonarme,Sıfır,1 TL,11.000 TL,Doğalgaz,Evet,
282,Ankara,Çankaya,Birlik,2430-9096,07-04-2023,5 + 1,300 m2,En Üst Kat,22 Yaşında,Kombi,3 Katlı,Uygun,Eşyalı Değil,3,Kiracılı,Hayır,"Güney, Doğu, Batı",3.600.000 TL,Kat Mülkiyeti,Betonarme,İkinci El,100 TL,12.000 TL,Doğalgaz,Evet,
283,Ankara,Çankaya,Keklik Pınarı,53453-2385,31-03-2023,4 + 1,180 m2,4. Kat,4 Yaşında,Kombi,4 Katlı,Uygun,Eşyalı Değil,2,Boş,,"Kuzey, Doğu",2.550.000 TL,Kat Mülkiyeti,Betonarme,İkinci El,100 TL,7.000 TL,Doğalgaz,Evet,
284,Ankara,Keçiören,Karakaya,131302-442,10-04-2023,2 + 1,100 m2,Yüksek Giriş,6 Yaşında,Kombi,4 Katlı,Uygun,Eşyalı Değil,1,Mülk Sahibi,Hayır,"Güney, Batı",1.079.000 TL,Kat İrtifakı,Betonarme,İkinci El,,,Doğalgaz,Evet,
285,Ankara,Çankaya,Cevizlidere,6171-6493,03-04-2023,3 + 1,150 m2,3. Kat,17 Yaşında,Kombi,4 Katlı,Uygun,Eşyalı Değil,2,Boş,Hayır,"Kuzey, Doğu",3.000.000 TL,Kat Mülkiyeti,Betonarme,İkinci El,,7.000 TL,Doğalgaz,Evet,
286,Ankara,Çankaya,Yukarı Öveçler,6171-6540,03-04-2023,3 + 1,140 m2,1. Kat,14 Yaşında,Kombi,4 Katlı,Uygun,,2,Kiracılı,,"Kuzey, Batı",3.100.000 TL,Kat Mülkiyeti,Betonarme,İkinci El,100 TL,,Doğalgaz,Evet,
287,Ankara,Çankaya,Ata,37380-3891,06-04-2023,3 + 1,150 m2,3. Kat,15 Yaşında,Kombi,4 Katlı,Uygun,Eşyalı Değil,1,Mülk Sahibi,Hayır,"Güney, Batı",3.000.000 TL,Kat Mülkiyeti,Betonarme,İkinci El,100 TL,,Doğalgaz,Evet,
288,Ankara,Etimesgut,Piyade,103607-178,01-03-2023,5 + 1,250 m2,3. Kat,5 Yaşında,Kombi,3 Katlı,Uygun,Eşyalı Değil,2,Kiracılı,Hayır,,1.850.000 TL,Kat Mülkiyeti,,,1 TL,,,,
