,City,District,Neighborhood,İlan no,Son Güncelleme Tarihi,Oda + Salon Sayısı,Brüt / Net M2,Bulunduğu Kat,Bina Yaşı,Isınma Tipi,Kat Sayısı,Krediye Uygunluk,Eşya Durumu,Banyo Sayısı,Kullanım Durumu,Takas,Cephe,Rent,Tapu Durumu,Yapı Tipi,Yapının Durumu,Aidat,Kira Getirisi,Yakıt Tipi,Yetkili Ofis,Site İçerisinde
289,Ankara,Pursaklar,Fatih,129895-155,29-03-2023,3 + 1,135 m2,1. Kat,14 Yaşında,Kombi,3 Katlı,Uygun,Eşyalı Değil,2,Boş,,,1.680.000 TL,Kat Mülkiyeti,Betonarme,İkinci El,,,Doğalgaz,,
290,Ankara,Pursaklar,Karşıyaka,129895-160,13-04-2023,4 + 1,1.000 m2,,Sıfır Bina,Kombi,2 Katlı,Uygun,Eşyalı Değil,3,Boş,Hayır,,8.000.000 TL,Kat Mülkiyeti,Betonarme,Sıfır,,,Doğalgaz,,
291,Ankara,Pursaklar,Merkez,67369-3857,03-04-2023,3 + 1,130 m2,1. Kat,18 Yaşında,Kombi,3 Katlı,Uygun,Eşyalı Değil,1,Boş,Hayır,"Kuzey, Güney, Doğu",1.519.000 TL,Kat Mülkiyeti,Betonarme,İkinci El,,,Doğalgaz,Evet,
292,Ankara,Keçiören,Sancaktepe,122493-1394,15-02-2023,4 + 1,180 m2,21 ve üzeri,Sıfır Bina,Merkezi (Pay Ölçer),26 Katlı,Uygun,Eşyalı Değil,2,Boş,Hayır,"Kuzey, Doğu",5.250.000 TL,Kat Mülkiyeti,Betonarme,Sıfır,,,Doğalgaz,Evet,
293,Ankara,Keçiören,Esertepe,122493-1390,13-02-2023,5 + 1,235 m2,3. Kat,Sıfır Bina,Merkezi (Pay Ölçer),16 Katlı,Uygun,Eşyalı Değil,2,Boş,Hayır,"Güney, Doğu",5.300.000 TL,Kat Mülkiyeti,Betonarme,Sıfır,,,Doğalgaz,Evet,
294,Ankara,Keçiören,Ovacık,122493-1389,13-02-2023,4 + 1,200 m2,2. Kat,Sıfır Bina,Merkezi (Pay Ölçer),21 Katlı,Uygun,Eşyalı Değil,4,Boş,Hayır,"Kuzey, Güney, Doğu, Batı",5.490.000 TL,Kat Mülkiyeti,Betonarme,Sıfır,,,Doğalgaz,Evet,
295,Ankara,Çubuk,Kızılca,122493-1392,13-02-2023,2 + 1,765 m2,Villa Katı,Sıfır Bina,Kombi,1 Katlı,Uygun değil,Eşyalı Değil,2,Boş,,"Kuzey, Güney, Doğu, Batı",2.000.000 TL,,,Sıfır,,,,Evet,
296,Ankara,Keçiören,Yükseltepe,9028-4123,04-04-2023,4 + 1,200 m2,4. Kat,Sıfır Bina,Merkezi (Pay Ölçer),12 Katlı,Uygun,Eşyalı Değil,2,Boş,,,2.825.000 TL,,Betonarme,Sıfır,900 TL,,Doğalgaz,Evet,
297,Ankara,Çankaya,Sokullu Mehmet Paşa,24453-6443,02-04-2023,2 + 1,95 m2,Giriş Katı,30 Yaşında,Kombi,3 Katlı,Uygun,Eşyalı,1,,Hayır,"Güney, Doğu",1.750.000 TL,Kat Mülkiyeti,Betonarme,İkinci El,100 TL,8.000 TL,Doğalgaz,Evet,
298,Ankara,Keçiören,Ovacık,2841-28445,07-04-2023,4 + 1,190 m2,18. Kat,Sıfır Bina,Kombi,19 Katlı,Uygun,Eşyalı Değil,2,Boş,Evet,"Kuzey, Doğu, Batı",3.575.000 TL,Kat Mülkiyeti,Betonarme,Sıfır,50 TL,7.000 TL,Doğalgaz,Evet,
299,Ankara,Çankaya,Naci Çakır,14072-12334,28-03-2023,3 + 1,120 m2,4. Kat,25 Yaşında,Merkezi,4 Katlı,Uygun,Eşyalı Değil,1,Mülk Sahibi,Hayır,Doğu,2.175.000 TL,Kat Mülkiyeti,Betonarme,İkinci El,500 TL,10.000 TL,Doğalgaz,Evet,
300,Ankara,Etimesgut,Bağlıca,124385-111,06-04-2023,2 + 1,102 m2,7. Kat,2 Yaşında,Merkezi (Pay Ölçer),14 Katlı,Uygun,Eşyalı Değil,2,Kiracılı,Evet,"Güney, Doğu",3.050.000 TL,Kat Mülkiyeti,Betonarme,İkinci El,,,Doğalgaz,,
301,Ankara,Etimesgut,Bağlıca,124385-114,07-04-2023,3 + 1,178 m2,3. Kat,4 Yaşında,Merkezi (Pay Ölçer),12 Katlı,Uygun,Eşyalı Değil,2,Kiracılı,Hayır,"Güney, Doğu",4.849.000 TL,Kat Mülkiyeti,Betonarme,İkinci El,,,Doğalgaz,Evet,
302,Ankara,Etimesgut,Bağlıca,124385-106,06-04-2023,3 + 1,170 m2,2. Kat,10 Yaşında,Kombi,6 Katlı,Uygun,Eşyalı Değil,2,Boş,Hayır,"Kuzey, Batı",3.179.000 TL,,Betonarme,İkinci El,700 TL,15.000 TL,Doğalgaz,Evet,
303,Ankara,Etimesgut,Bağlıca,124385-109,06-04-2023,3 + 1,130 m2,2. Kat,1 Yaşında,Kombi,3 Katlı,Uygun,Eşyalı Değil,1,Boş,Evet,"Kuzey, Güney, Batı",1.743.000 TL,Kat Mülkiyeti,Betonarme,Sıfır,50 TL,10.000 TL,Doğalgaz,Evet,
304,Ankara,Pursaklar,Mimar Sinan,39360-740,13-04-2023,4 + 1,185 m2,11. Kat,1 Yaşında,Kombi,13 Katlı,Uygun,Eşyalı Değil,2,Boş,Hayır,Doğu,2.850.000 TL,Kat Mülkiyeti,Betonarme,Sıfır,,,Doğalgaz,Evet,
305,Ankara,Pursaklar,Fatih,39360-741,13-04-2023,4 + 1,200 m2,15. Kat,4 Yaşında,Merkezi,16 Katlı,Uygun,Eşyalı Değil,2,Mülk Sahibi,Hayır,"Kuzey, Batı",3.600.000 TL,Kat Mülkiyeti,Betonarme,İkinci El,650 TL,,Doğalgaz,Evet,
306,Ankara,Çankaya,İlkadım,9080-4554,12-04-2023,3 + 1,125 m2,Kot 1,26 Yaşında,Kombi,3 Katlı,Uygun,Eşyalı Değil,2,Boş,Evet,"Kuzey, Doğu",2.650.000 TL,Kat Mülkiyeti,,,100 TL,,,,
307,Ankara,Pursaklar,Merkez,5430-1535,07-04-2023,3 + 1,125 m2,3. Kat,15 Yaşında,Kombi,3 Katlı,Uygun,Eşyalı Değil,1,Mülk Sahibi,Hayır,,1.279.000 TL,Kat Mülkiyeti,,İkinci El,,,,Evet,
308,Ankara,Etimesgut,Topçu,14994-11264,06-04-2023,3 + 1,110 m2,Yüksek Giriş,15 Yaşında,Kombi,5 Katlı,Uygun,Eşyalı Değil,1,Boş,Hayır,"Kuzey, Doğu, Batı",1.000.000 TL,Kat Mülkiyeti,Betonarme,İkinci El,50 TL,2.000 TL,Doğalgaz,Evet,Evet (Site Adı Belirtilmemiş)
309,Ankara,Gölbaşı,Hacılar,2490-1050,13-04-2023,8 + 2,600 m2,,3 Yaşında,Kombi,3 Katlı,Uygun,Eşyalı Değil,6,Mülk Sahibi,Evet,"Kuzey, Güney, Doğu, Batı",16.500.000 TL,Kat Mülkiyeti,Betonarme,İkinci El,,50.000 TL,Doğalgaz,,
310,Ankara,Keçiören,İncirli,63290-997,22-03-2023,3 + 1,120 m2,Yüksek Giriş,22 Yaşında,Kombi,4 Katlı,Uygun,Eşyalı Değil,1,Boş,Hayır,Batı,1.375.000 TL,Kat Mülkiyeti,Betonarme,İkinci El,,,Doğalgaz,Evet,
311,Ankara,Pursaklar,Mimar Sinan,3202-1271,06-04-2023,4 + 1,200 m2,3. Kat,2 Yaşında,Kombi,15 Katlı,Uygun,,2,Boş,Hayır,Batı,2.650.000 TL,Kat Mülkiyeti,Betonarme,Sıfır,,9.000 TL,Doğalgaz,Evet,
312,Ankara,Keçiören,Sancaktepe,119539-122,06-04-2023,4 + 1,180 m2,4. Kat,6 Yaşında,Kombi,5 Katlı,Uygun,Eşyalı Değil,2,Mülk Sahibi,Evet,"Güney, Doğu",3.095.000 TL,Kat Mülkiyeti,Betonarme,İkinci El,,10.000 TL,Doğalgaz,Evet,
313,Ankara,Gölbaşı,İncek,129574-9,22-03-2023,3 + 1,110 m2,En Üst Kat,Sıfır Bina,Kombi,4 Katlı,Uygun,Eşyalı Değil,2,Boş,Hayır,"Kuzey, Batı",2.900.000 TL,Kat Mülkiyeti,Betonarme,Sıfır,,,Doğalgaz,Evet,
314,Ankara,Çankaya,Mutlukent,41876-3810,05-04-2023,6 + 1,620 m2,,18 Yaşında,Kombi,4 Katlı,Uygun,Eşyalı Değil,4,Mülk Sahibi,Hayır,"Kuzey, Güney, Doğu, Batı",27.800.000 TL,Kat Mülkiyeti,Betonarme,İkinci El,600 TL,45.000 TL,Doğalgaz,Evet,
315,Ankara,Çankaya,Prof. Dr. Ahmet Taner Kışlalı,41876-3953,05-04-2023,8 + 1,380 m2,,12 Yaşında,Kombi,4 Katlı,Uygun,,3,,,"Kuzey, Güney, Doğu, Batı",11.900.000 TL,Kat Mülkiyeti,Betonarme,İkinci El,,,Doğalgaz,Evet,
316,Ankara,Keçiören,Ufuktepe,135284-53,24-03-2023,2 + 1,130 m2,Giriş Katı,5 Yaşında,Kombi,2 Katlı,Uygun,Eşyalı Değil,1,Boş,,"Kuzey, Güney",888.000 TL,,,,,,Doğalgaz,,
317,Ankara,Keçiören,Yükseltepe,73227-1243,01-04-2023,3 + 1,140 m2,2. Kat,4 Yaşında,Kombi,4 Katlı,Uygun,Eşyalı Değil,1,Boş,Evet,"Güney, Doğu",1.849.000 TL,Kat Mülkiyeti,Betonarme,İkinci El,100 TL,7.500 TL,Doğalgaz,Evet,
318,Ankara,Keçiören,Ayvalı,121721-364,20-03-2023,3 + 1,120 m2,Ara Kat,7 Yaşında,Kombi,3 Katlı,Uygun,,1,Mülk Sahibi,,"Güney, Batı",2.750.000 TL,Kat Mülkiyeti,Betonarme,İkinci El,,,Doğalgaz,Evet,
319,Ankara,Keçiören,Ayvalı,121721-366,21-03-2023,2 + 1,100 m2,Yüksek Giriş,7 Yaşında,Kombi,3 Katlı,Uygun,,1,Kiracılı,,"Güney, Batı",2.250.000 TL,Kat Mülkiyeti,Betonarme,İkinci El,,,Doğalgaz,Evet,
320,Ankara,Sincan,Mareşal Çakmak,69365-3897,13-04-2023,3 + 1,130 m2,1. Kat,24 Yaşında,Kombi,4 Katlı,Bilinmiyor,Eşyalı Değil,1,Boş,Hayır,"Güney, Doğu",1.289.000 TL,Kat Mülkiyeti,,Betonarme,30 TL,5.000 TL,Doğalgaz,,
321,Ankara,Çankaya,Yukarı Dikmen,67934-4286,13-04-2023,4 + 1,160 m2,1. Kat,19 Yaşında,Merkezi,10 Katlı,Uygun,Eşyalı Değil,2,,,,5.850.000 TL,,,,,,,,Tuna Cantürk Sitesi
322,Ankara,Gölbaşı,Hacılar,37695-5957,13-04-2023,8 + 2,463 m2,,20 Yaşında,Kombi,1 Katlı,Uygun,Eşyalı Değil,3,Boş,Hayır,"Kuzey, Güney, Doğu, Batı",11.950.000 TL,Kat Mülkiyeti,Betonarme,İkinci El,1.200 TL,15.000 TL,Doğalgaz,Evet,
323,Ankara,Çankaya,Metin Akkuş,3483-5969,13-04-2023,3 + 1,110 m2,Kot 1,22 Yaşında,Kombi,2 Katlı,Uygun,Eşyalı Değil,1,Boş,Hayır,"Güney, Doğu",1.235.000 TL,Kat Mülkiyeti,Betonarme,İkinci El,75 TL,5.500 TL,Doğalgaz,Evet,
324,Ankara,Çankaya,Seyranbağları,132505-418,13-04-2023,3 + 1,110 m2,3. Kat,25 Yaşında,Kombi,4 Katlı,Uygun,Eşyalı Değil,1,Boş,Hayır,"Güney, Doğu",2.150.000 TL,Kat Mülkiyeti,Betonarme,İkinci El,70 TL,7.000 TL,Doğalgaz,Evet,
325,Ankara,Mamak,Fahri Korutürk,121892-1399,13-04-2023,3 + 1,170 m2,10. Kat,5 Yaşında,Kombi,11 Katlı,Uygun,Eşyalı Değil,2,Boş,Hayır,"Güney, Batı",2.350.000 TL,Kat Mülkiyeti,Betonarme,Sıfır,,,Doğalgaz,Evet,
326,Ankara,Pursaklar,Mimar Sinan,1350-5849,13-04-2023,3 + 1,130 m2,2. Kat,8 Yaşında,Kombi,3 Katlı,Uygun,Eşyalı Değil,1,,Hayır,,1.490.000 TL,Kat Mülkiyeti,Betonarme,,,,Doğalgaz,Evet,
327,Ankara,Pursaklar,Merkez,20040-210,13-04-2023,3 + 1,150 m2,Ara Kat,8 Yaşında,Merkezi (Pay Ölçer),8 Katlı,Uygun,Eşyalı Değil,2,Boş,Hayır,"Güney, Doğu",2.295.000 TL,Kat Mülkiyeti,Betonarme,İkinci El,,,Doğalgaz,Evet,
328,Ankara,Mamak,Başak,133292-186,13-04-2023,4 + 1,140 m2,3. Kat,7 Yaşında,Kombi,3 Katlı,Uygun,Eşyalı Değil,2,Mülk Sahibi,Hayır,"Güney, Doğu",1.385.000 TL,Kat Mülkiyeti,Betonarme,İkinci El,50 TL,4.000 TL,Doğalgaz,Evet,
329,Ankara,Pursaklar,Merkez,73018-4804,13-04-2023,4 + 1,185 m2,2. Kat,Sıfır Bina,Merkezi (Pay Ölçer),16 Katlı,Uygun,Eşyalı Değil,2,Boş,Hayır,"Kuzey, Batı",3.000.000 TL,Kat Mülkiyeti,Betonarme,Sıfır,,,Doğalgaz,Evet,
330,Ankara,Etimesgut,Yavuz Selim,67191-3583,13-04-2023,5 + 1,250 m2,,15 Yaşında,Yerden Isıtma,3 Katlı,Uygun,Eşyalı Değil,1,Kiracılı,Hayır,"Kuzey, Güney, Doğu, Batı",4.900.000 TL,Kat Mülkiyeti,Betonarme,İkinci El,400 TL,,Doğalgaz,Evet,
331,Ankara,Mamak,Akşemsettin,137162-6,13-04-2023,4 + 1,220 m2,4. Kat,Sıfır Bina,Kombi,30 Katlı,Uygun,Eşyalı Değil,2,Boş,,,3.799.000 TL,,Betonarme,Sıfır,,,Doğalgaz,Evet,
332,Ankara,Çankaya,Osman Temiz,9639-18931,13-04-2023,3 + 1,135 m2,Yüksek Giriş,16 Yaşında,Kombi,3 Katlı,Uygun,Eşyalı Değil,2,Boş,Hayır,"Güney, Doğu",2.490.000 TL,Kat Mülkiyeti,Betonarme,İkinci El,100 TL,8.000 TL,Doğalgaz,Evet,
333,Ankara,Etimesgut,Ahi Mesut,133183-61,13-04-2023,4 + 1,175 m2,10. Kat,4 Yaşında,Merkezi (Pay Ölçer),10 Katlı,Uygun,Eşyalı Değil,2,Mülk Sahibi,Hayır,"Güney, Doğu",3.350.000 TL,Kat Mülkiyeti,Betonarme,İkinci El,550 TL,10.000 TL,Doğalgaz,Evet,
334,Ankara,Sincan,Mareşal Çakmak,133656-588,13-04-2023,3 + 1,125 m2,3. Kat,25 Yaşında,Kombi,3 Katlı,Uygun,Eşyalı Değil,1,,Hayır,"Güney, Batı",1.449.000 TL,Kat Mülkiyeti,Betonarme,İkinci El,,,Doğalgaz,Evet,
335,Ankara,Etimesgut,Bağlıca,132150-82,13-04-2023,4 + 4,210 m2,2. Kat,5 Yaşında,Merkezi (Pay Ölçer),8 Katlı,Uygun,Eşyalı Değil,2,Boş,Hayır,"Kuzey, Doğu, Batı",4.250.000 TL,Kat Mülkiyeti,Betonarme,Sıfır,150 TL,10.000 TL,Doğalgaz,Evet,
336,Ankara,Mamak,Mutlu,137265-4,13-04-2023,3 + 1,130 m2,2. Kat,11 Yaşında,Kombi,3 Katlı,Uygun,Eşyalı Değil,2,Mülk Sahibi,Hayır,"Güney, Batı",1.730.000 TL,Kat Mülkiyeti,Ahşap,İkinci El,110 TL,6.500 TL,Doğalgaz,,
337,Ankara,Çankaya,Şehit Cevdet Özdemir,16761-31470,13-04-2023,2 + 1,100 m2,Kot 2,28 Yaşında,Kombi,2 Katlı,Uygun,Eşyalı Değil,1,Kiracılı,Hayır,Güney,875.000 TL,Kat Mülkiyeti,Betonarme,İkinci El,50 TL,3.500 TL,Doğalgaz,Evet,
338,Ankara,Altındağ,Hacettepe,133394-192,13-04-2023,3 + 1,120 m2,2. Kat,30 Yaşında,Kombi,4 Katlı,Uygun,Eşyalı Değil,1,Kiracılı,Hayır,"Güney, Doğu",1.550.000 TL,Kat Mülkiyeti,Betonarme,İkinci El,70 TL,10.000 TL,Doğalgaz,Evet,
339,Ankara,Sincan,29 Ekim,128082-1201,13-04-2023,4 + 1,160 m2,1. Kat,Sıfır Bina,Kombi,12 Katlı,Uygun,Eşyalı Değil,2,Boş,Hayır,"Güney, Doğu",2.600.000 TL,Kat Mülkiyeti,Betonarme,Sıfır,,,Doğalgaz,Evet,
340,Ankara,Gölbaşı,Hacılar,3620-9754,13-04-2023,5 + 2,500 m2,,25 Yaşında,Kombi,3 Katlı,Uygun,,4,Mülk Sahibi,,,12.400.000 TL,Kat Mülkiyeti,Betonarme,İkinci El,800 TL,,Doğalgaz,Evet,
341,Ankara,Mamak,Abidinpaşa,131733-466,13-04-2023,3 + 1,110 m2,3. Kat,27 Yaşında,Merkezi,4 Katlı,Uygun,Eşyalı Değil,1,Kiracılı,Hayır,"Güney, Doğu",1.450.000 TL,Kat Mülkiyeti,Betonarme,İkinci El,50 TL,7.000 TL,Doğalgaz,Evet,
342,Ankara,Çankaya,İlkadım,22114-2439,13-04-2023,3 + 1,125 m2,Kot 1,28 Yaşında,Kombi,5 Katlı,Uygun,Eşyalı Değil,2,Boş,Hayır,"Kuzey, Doğu",2.650.000 TL,Kat Mülkiyeti,Betonarme,İkinci El,65 TL,9.000 TL,Doğalgaz,Evet,
343,Ankara,Keçiören,Sancaktepe,137003-11,13-04-2023,4 + 1,188 m2,21 ve üzeri,3 Yaşında,Merkezi,25 Katlı,Uygun,Eşyalı Değil,2,Mülk Sahibi,Hayır,"Güney, Doğu, Batı",4.100.000 TL,Kat Mülkiyeti,Betonarme,İkinci El,,15.000 TL,Doğalgaz,Evet,
344,Ankara,Yenimahalle,Pamuklar,4901-4406,13-04-2023,4 + 1,200 m2,16. Kat,4 Yaşında,Merkezi (Pay Ölçer),16 Katlı,Uygun,Eşyalı Değil,2,Boş,Evet,"Kuzey, Güney, Doğu, Batı",3.495.000 TL,Kat Mülkiyeti,Betonarme,İkinci El,250 TL,15.000 TL,Doğalgaz,Evet,
345,Ankara,Mamak,Mutlu,137265-4,13-04-2023,3 + 1,130 m2,2. Kat,11 Yaşında,Kombi,3 Katlı,Uygun,Eşyalı Değil,2,Mülk Sahibi,Hayır,"Güney, Batı",1.730.000 TL,Kat Mülkiyeti,Ahşap,İkinci El,110 TL,6.500 TL,Doğalgaz,,
346,Ankara,Sincan,29 Ekim,128082-1201,13-04-2023,4 + 1,160 m2,1. Kat,Sıfır Bina,Kombi,12 Katlı,Uygun,Eşyalı Değil,2,Boş,Hayır,"Güney, Doğu",2.600.000 TL,Kat Mülkiyeti,Betonarme,Sıfır,,,Doğalgaz,Evet,
347,Ankara,Gölbaşı,Hacılar,3620-9754,13-04-2023,5 + 2,500 m2,,25 Yaşında,Kombi,3 Katlı,Uygun,,4,Mülk Sahibi,,,12.400.000 TL,Kat Mülkiyeti,Betonarme,İkinci El,800 TL,,Doğalgaz,Evet,
348,Ankara,Keçiören,Ayvalı,31522-13758,13-04-2023,3 + 1,125 m2,2. Kat,25 Yaşında,Kombi,3 Katlı,Uygun,Eşyalı Değil,1,Boş,Hayır,"Güney, Doğu",1.350.000 TL,Kat Mülkiyeti,Betonarme,İkinci El,50 TL,7.500 TL,Doğalgaz,Evet,
349,Ankara,Yenimahalle,İnönü,2000-6172,13-04-2023,3 + 1,110 m2,4. Kat,28 Yaşında,Merkezi,4 Katlı,Uygun,Eşyalı Değil,1,Mülk Sahibi,Hayır,"Güney, Doğu, Batı",1.675.000 TL,Kat Mülkiyeti,Betonarme,İkinci El,1.000 TL,,Doğalgaz,Evet,Güneşkent Sitesi
350,Ankara,Keçiören,Esertepe,5116-878,13-04-2023,3 + 1,125 m2,Yüksek Giriş,20 Yaşında,Kombi,3 Katlı,Uygun,Eşyalı Değil,1,Mülk Sahibi,Evet,"Güney, Doğu, Batı",1.499.000 TL,Kat Mülkiyeti,Betonarme,İkinci El,50 TL,5.000 TL,Doğalgaz,Evet,
351,Ankara,Altındağ,Beşikkaya,129169-457,13-04-2023,3 + 1,115 m2,Yüksek Giriş,10 Yaşında,Kombi,3 Katlı,Uygun,Eşyalı Değil,1,Boş,Hayır,Doğu,849.000 TL,,Betonarme,İkinci El,60 TL,3.250 TL,Doğalgaz,Evet,
352,Ankara,Keçiören,Ufuktepe,130688-99,13-04-2023,3 + 1,110 m2,Kot 1,16 Yaşında,Kombi,3 Katlı,Uygun,Eşyalı Değil,1,Kiracılı,Hayır,"Güney, Doğu, Batı",849.000 TL,Kat Mülkiyeti,,,,,,,
353,Ankara,Pursaklar,Merkez,66650-669,13-04-2023,3 + 1,150 m2,1. Kat,12 Yaşında,Merkezi (Pay Ölçer),8 Katlı,Uygun,Eşyalı Değil,2,Boş,Evet,"Güney, Doğu",2.295.000 TL,Kat Mülkiyeti,Betonarme,İkinci El,,,Doğalgaz,,
354,Ankara,Çankaya,İlkadım,1181-13697,13-04-2023,1 + 1,95 m2,Yüksek Giriş,24 Yaşında,Kombi,3 Katlı,Uygun,Eşyalı,1,Boş,Hayır,Güney,1.320.000 TL,Kat Mülkiyeti,Betonarme,İkinci El,50 TL,6.000 TL,Doğalgaz,Evet,
355,Ankara,Keçiören,Etlik,16149-3106,13-04-2023,3 + 1,110 m2,Yüksek Giriş,25 Yaşında,Kombi,3 Katlı,Uygun,Eşyalı Değil,1,Kiracılı,Hayır,Güney,1.200.000 TL,Kat Mülkiyeti,Betonarme,İkinci El,100 TL,8.000 TL,Doğalgaz,Evet,
356,Ankara,Sincan,Pınarbaşı,130172-2683,13-04-2023,3 + 1,130 m2,1. Kat,13 Yaşında,Kombi,3 Katlı,Uygun,Eşyalı Değil,1,Mülk Sahibi,Hayır,"Güney, Doğu",1.599.000 TL,Kat Mülkiyeti,,Betonarme,50 TL,5.500 TL,Doğalgaz,,
357,Ankara,Pursaklar,Mimar Sinan,4480-23482,13-04-2023,4 + 1,195 m2,9. Kat,Sıfır Bina,Yerden Isıtma,13 Katlı,Uygun,Eşyalı Değil,2,Boş,Hayır,,3.350.000 TL,Kat Mülkiyeti,Betonarme,Sıfır,,,Doğalgaz,,
358,Ankara,Mamak,Yeşilbayır,121650-714,13-04-2023,3 + 1,122 m2,2. Kat,11 Yaşında,Kombi,3 Katlı,Uygun,Eşyalı Değil,1,Boş,Evet,"Güney, Batı",1.680.000 TL,Kat Mülkiyeti,Betonarme,İkinci El,,8.000 TL,Doğalgaz,Evet,
359,Ankara,Keçiören,Sancaktepe,137123-10,13-04-2023,4 + 1,225 m2,Ara Kat,Sıfır Bina,Merkezi (Pay Ölçer),18 Katlı,Uygun,Eşyalı Değil,2,Boş,Evet,"Güney, Batı",3.490.000 TL,Kat Mülkiyeti,Betonarme,Sıfır,,,Doğalgaz,Evet,
360,Ankara,Sincan,Mareşal Çakmak,135187-83,13-04-2023,3 + 1,125 m2,1. Kat,25 Yaşında,Kombi,4 Katlı,Uygun,Eşyalı Değil,1,Boş,Hayır,"Güney, Batı",1.429.000 TL,Kat Mülkiyeti,Betonarme,İkinci El,50 TL,6.000 TL,Doğalgaz,Evet,
361,Ankara,Keçiören,Etlik,75812-740,13-04-2023,3 + 1,135 m2,1. Kat,Sıfır Bina,Kombi,4 Katlı,Uygun,Eşyalı Değil,1,Boş,Evet,"Güney, Doğu",1.980.000 TL,Kat Mülkiyeti,Betonarme,Sıfır,,6.000 TL,Doğalgaz,Evet,
362,Ankara,Çankaya,Bahçelievler,8315-12669,13-04-2023,5 + 2,250 m2,En Üst Kat,15 Yaşında,Kombi,4 Katlı,Uygun,Eşyalı Değil,3,,Evet,"Doğu, Batı",9.000.000 TL,Kat Mülkiyeti,Betonarme,İkinci El,,,Doğalgaz,Evet,
363,Ankara,Pursaklar,Mimar Sinan,5430-1591,13-04-2023,3 + 1,125 m2,1. Kat,15 Yaşında,Kombi,3 Katlı,Uygun,Eşyalı Değil,1,Mülk Sahibi,Hayır,"Güney, Doğu",1.595.000 TL,Kat Mülkiyeti,,İkinci El,,,,Evet,
364,Ankara,Keçiören,Köşk,40304-333,13-04-2023,3 + 1,130 m2,Ara Kat,25 Yaşında,Kombi,3 Katlı,Uygun,Eşyalı Değil,1,Kiracılı,Hayır,"Güney, Batı",1.400.000 TL,Kat Mülkiyeti,Betonarme,İkinci El,50 TL,4.000 TL,Doğalgaz,Evet,
365,Ankara,Mamak,Mutlu,133335-484,13-04-2023,2 + 1,105 m2,Giriş Katı,6 Yaşında,Kombi,3 Katlı,Uygun,Eşyalı Değil,1,Kiracılı,Evet,"Güney, Doğu",949.000 TL,Kat Mülkiyeti,Betonarme,İkinci El,,,Doğalgaz,Evet,
366,Ankara,Keçiören,Yayla,121003-2291,13-04-2023,3 + 1,135 m2,1. Kat,10 Yaşında,Kombi,3 Katlı,Uygun,Eşyalı Değil,1,Boş,Evet,"Güney, Doğu",1.789.000 TL,Kat Mülkiyeti,Betonarme,Sıfır,100 TL,7.500 TL,Doğalgaz,Evet,
367,Ankara,Altındağ,Beşikkaya,10557-3470,13-04-2023,3 + 1,150 m2,4. Kat,5 Yaşında,Kombi,5 Katlı,Uygun,Eşyalı Değil,1,Mülk Sahibi,Hayır,"Güney, Doğu",1.850.000 TL,Kat Mülkiyeti,Betonarme,İkinci El,80 TL,8.000 TL,Doğalgaz,Evet,
368,Ankara,Sincan,Menderes,131739-225,13-04-2023,3 + 1,130 m2,4. Kat,Sıfır Bina,Kombi,4 Katlı,Uygun,Eşyalı Değil,2,Boş,Hayır,"Güney, Batı",1.598.000 TL,Kat Mülkiyeti,Betonarme,İkinci El,,6.500 TL,Doğalgaz,Evet,
369,Ankara,Çankaya,İşçi Blokları,112435-3786,13-04-2023,4 + 1,210 m2,6. Kat,10 Yaşında,Kombi,10 Katlı,Uygun,Eşyalı Değil,2,Boş,Hayır,"Kuzey, Batı",7.950.000 TL,Kat İrtifakı,Betonarme,İkinci El,750 TL,16.000 TL,Doğalgaz,Evet,
370,Ankara,Gölbaşı,İncek,129251-258,13-04-2023,3 + 1,110 m2,En Üst Kat,Sıfır Bina,Kombi,3 Katlı,Uygun değil,Eşyalı Değil,2,Boş,Evet,"Kuzey, Güney, Doğu, Batı",2.350.000 TL,Kat İrtifakı,Betonarme,Yapım Aşamasında,,12.000 TL,Doğalgaz,Evet,
371,Ankara,Sincan,Akşemsettin,99289-1427,13-04-2023,3 + 1,100 m2,Yüksek Giriş,15 Yaşında,Kombi,4 Katlı,Uygun,Eşyalı Değil,1,Kiracılı,Hayır,"Güney, Batı",930.000 TL,Kat Mülkiyeti,Betonarme,İkinci El,30 TL,4.000 TL,Doğalgaz,Evet,
372,Ankara,Mamak,General Zeki Doğan,135135-62,13-04-2023,3 + 1,105 m2,1. Kat,5 Yaşında,Kombi,3 Katlı,Uygun,,1,,,,1.470.000 TL,,,,,,,,
373,Ankara,Yenimahalle,Pamuklar,131239-300,13-04-2023,3 + 1,175 m2,7. Kat,5 Yaşında,Merkezi (Pay Ölçer),8 Katlı,Uygun,Eşyalı Değil,2,Boş,Evet,"Kuzey, Güney, Doğu, Batı",2.550.000 TL,Kat Mülkiyeti,Betonarme,Sıfır,100 TL,7.000 TL,Doğalgaz,Evet,
374,Ankara,Polatlı,Şehitlik,4960-884,13-04-2023,3 + 1,140 m2,3. Kat,15 Yaşında,Kombi,4 Katlı,Uygun,Eşyalı Değil,1,,,"Kuzey, Güney, Doğu",1.500.000 TL,Kat İrtifakı,Betonarme,İkinci El,,4.000 TL,Doğalgaz,,
