,City,District,Neighborhood,İlan no,Son Güncelleme Tarihi,Oda + Salon Sayısı,Brüt / Net M2,Bulunduğu Kat,Bina Yaşı,Isınma Tipi,Kat Sayısı,Krediye Uygunluk,Eşya Durumu,Banyo Sayısı,Yapı Tipi,Yapının Durumu,Tapu Durumu,Site İçerisinde,Yakıt Tipi,Yetkili Ofis,Metro İstasyonu,Durak (Otobüs),Durak (Minibüs),Otogar,Hastane,Acil Servis,Aile Sağlığı Merkezi,Sağlık Kurumları/Diğer,Üniversite,Üniversite Kampüs,İlkokul,Lise,Zincir Marketler,Bakkal/Market,Alışveriş Merkezi,Şarküteri,Rent,Kullanım Durumu,Takas,Kira Getirisi,Aidat,Cephe,Havaalanı,Gar,Poliklinik,Yüksek Okul/Akademi,Ortaokul,Gıda Satış Noktaları,Kapalı Alan M2,Açık Alan M2,Bina Sayısı,Tren İstasyonu/Şehiriçi,Tren İstasyonu/Şehirlerarası,Veteriner,Kreş/Gündüz Bakımevi
221,Ankara,Keçiören,Etlik,31522-13798,10-05-2023,2 + 1,90 m2,Giriş Katı,25 Yaşında,Kombi,4 Katlı,Uygun,Eşyalı Değil,1,Betonarme,İkinci El,Kat Mülkiyeti,,Doğalgaz,Evet,"2,5 km",47 m,"1,9 km","2,3 km",703 m,703 m,58 m,215 m,"1,1 km",638 m,215 m,362 m,41 m,28 m,"1,1 km",138 m,1.350.000 TL,Boş,Hayır,7.000 TL,50 TL,Güney,,,,,,,,,,,,,
222,Ankara,Sincan,Atatürk,133656-689,10-05-2023,3 + 1,135 m2,1. Kat,Sıfır Bina,Kombi,3 Katlı,Uygun,Eşyalı Değil,1,,Sıfır,,,Doğalgaz,,"2,5 km",55 m,367 m,,490 m,661 m,303 m,239 m,"9,4 km","3,4 km",327 m,246 m,62 m,181 m,"1,6 km",23 m,2.300.000 TL,Boş,Hayır,,,"Kuzey, Güney, Doğu, Batı",,"4,3 km",,,,,,,,,,,
223,Ankara,Keçiören,Ayvalı,131239-316,10-05-2023,3 + 1,130 m2,1. Kat,20 Yaşında,Kombi,3 Katlı,Uygun,Eşyalı Değil,1,Betonarme,İkinci El,Kat Mülkiyeti,,Doğalgaz,Evet,"2,6 km",72 m,"1,7 km","3,7 km","1,9 km","1,9 km",478 m,"1,3 km","1,5 km","1,5 km",189 m,332 m,35 m,68 m,"1,7 km",22 m,1.950.000 TL,Boş,Evet,12.000 TL,100 TL,"Kuzey, Güney, Doğu, Batı",,,,,,,,,,,,,
224,Ankara,Keçiören,Sancaktepe,137500-17,10-05-2023,4 + 1,180 m2,6. Kat,Sıfır Bina,Merkezi (Pay Ölçer),17 Katlı,Uygun,Eşyalı Değil,2,Betonarme,Sıfır,Kat Mülkiyeti,Evet (Site Adı Belirtilmemiş),Doğalgaz,Evet,"3,9 km",17 m,"1,1 km","5,2 km","3,1 km","3,1 km",63 m,2 km,912 m,"3,2 km",37 m,677 m,29 m,113 m,"2,3 km",61 m,3.095.000 TL,Boş,Evet,15.000 TL,250 TL,"Güney, Doğu, Batı",,,,,,,,,,,,,
225,Ankara,Mamak,Aşık Veysel,132765-53,10-05-2023,3 + 1,135 m2,Ara Kat,23 Yaşında,Kombi,4 Katlı,Uygun,Eşyalı Değil,1,Betonarme,İkinci El,Kat Mülkiyeti,,Doğalgaz,,"2,2 km",156 m,"2,1 km","6,2 km",751 m,757 m,360 m,466 m,"3,3 km","2,4 km",178 m,210 m,149 m,59 m,4 km,149 m,1.520.000 TL,Kiracılı,,8.000 TL,50 TL,"Güney, Doğu",,,,,,,,,,,,,
226,Ankara,Keçiören,Karakaya,135416-103,10-05-2023,3 + 1,145 m2,1. Kat,15 Yaşında,Kombi,3 Katlı,Uygun,Eşyalı,2,Betonarme,İkinci El,Kat Mülkiyeti,,Doğalgaz,Evet,"4,1 km",30 m,"2,3 km",,3 km,47 m,464 m,"3,2 km","5,1 km","4,3 km",214 m,650 m,177 m,59 m,"3,3 km",167 m,1.349.000 TL,Boş,Evet,6.000 TL,75 TL,"Güney, Doğu","14,8 km",,,,,,,,,,,,
227,Ankara,Keçiören,Yayla,4901-4504,10-05-2023,3 + 1,130 m2,1. Kat,11 Yaşında,Kombi,3 Katlı,Uygun,Eşyalı Değil,1,Betonarme,İkinci El,Kat Mülkiyeti,,Doğalgaz,Evet,"3,6 km",121 m,"1,6 km","4,2 km","2,1 km","2,1 km",416 m,"1,9 km",493 m,"2,3 km",276 m,164 m,259 m,82 m,"2,6 km",69 m,1.459.000 TL,Mülk Sahibi,Evet,7.000 TL,100 TL,"Kuzey, Güney, Doğu, Batı",,,,,,,,,,,,,
228,Ankara,Etimesgut,İstasyon,136498-14,10-05-2023,3 + 1,190 m2,Teras Katı,10 Yaşında,Kombi,3 Katlı,Uygun,Eşyalı Değil,3,Betonarme,İkinci El,Kat Mülkiyeti,,Doğalgaz,Evet,"3,7 km",152 m,5 km,"13,2 km",443 m,415 m,312 m,285 m,"2,3 km","8,3 km",623 m,197 m,102 m,84 m,262 m,68 m,2.450.000 TL,Mülk Sahibi,Evet,15.000 TL,50 TL,"Kuzey, Güney, Batı",,,,,,,,,,,,,
229,Ankara,Keçiören,Güçlükaya,121003-2370,10-05-2023,3 + 1,125 m2,3. Kat,10 Yaşında,Kombi,4 Katlı,Uygun,Eşyalı Değil,1,Betonarme,Sıfır,Kat Mülkiyeti,,Doğalgaz,Evet,631 m,353 m,"1,8 km",,658 m,421 m,490 m,826 m,"2,4 km","1,4 km",187 m,279 m,315 m,79 m,896 m,298 m,1.990.000 TL,Kiracılı,Evet,10.000 TL,100 TL,"Güney, Batı",18 km,,,,,,,,,,,,
230,Ankara,Etimesgut,Bağlıca,135930-51,10-05-2023,4 + 1,180 m2,1. Kat,Sıfır Bina,Kombi,5 Katlı,Uygun,Eşyalı Değil,2,Betonarme,Sıfır,Kat Mülkiyeti,Evet (Site Adı Belirtilmemiş),Doğalgaz,Evet,"3,6 km",125 m,"6,1 km","14,4 km","3,4 km","4,9 km",732 m,174 m,"1,4 km","7,4 km",359 m,345 m,102 m,192 m,"2,7 km",121 m,3.950.000 TL,Boş,Hayır,,,"Güney, Batı",,,,,,,,,,,,,
231,Ankara,Mamak,Şahintepe,122265-1143,10-05-2023,2 + 1,100 m2,Kot 2,12 Yaşında,Kombi,3 Katlı,Uygun,Eşyalı Değil,1,Betonarme,İkinci El,Kat Mülkiyeti,,Doğalgaz,Evet,"3,8 km",99 m,951 m,"7,9 km",895 m,888 m,718 m,"1,9 km","4,7 km","3,9 km",511 m,338 m,208 m,17 m,"2,7 km",283 m,900.000 TL,Mülk Sahibi,Evet,,,Kuzey,,,,,,,,,,,,,
232,Ankara,Mamak,Şahintepe,122845-1877,10-05-2023,3 + 1,125 m2,2. Kat,7 Yaşında,Kombi,3 Katlı,Uygun,Eşyalı Değil,1,Betonarme,İkinci El,Kat Mülkiyeti,,Doğalgaz,Evet,"3,6 km",85 m,"1,8 km","7,5 km",884 m,888 m,375 m,"1,5 km","4,8 km","3,8 km",258 m,443 m,85 m,42 m,"2,7 km",350 m,1.545.000 TL,Mülk Sahibi,Hayır,7.000 TL,,"Güney, Doğu",,,,,,,,,,,,,
233,Ankara,Mamak,Mutlu,93256-674,10-05-2023,4 + 1,260 m2,3. Kat,2 Yaşında,Kombi,3 Katlı,Uygun,Eşyalı Değil,3,Betonarme,İkinci El,Kat Mülkiyeti,,Doğalgaz,Evet,"3,6 km",88 m,547 m,"7,8 km","1,4 km","1,3 km",517 m,"2,1 km","4,1 km","3,5 km",60 m,950 m,165 m,43 m,"3,1 km",577 m,2.599.000 TL,Boş,Evet,15.000 TL,100 TL,Güney,,,,,,,,,,,,,
234,Ankara,Mamak,Mehtap,126096-852,10-05-2023,3 + 1,115 m2,3. Kat,25 Yaşında,Kombi,3 Katlı,Uygun,Eşyalı Değil,1,Betonarme,İkinci El,Kat İrtifakı,,Doğalgaz,Evet,"1,6 km",238 m,"2,7 km","5,6 km","1,1 km","1,1 km",133 m,137 m,"3,1 km",2 km,198 m,235 m,220 m,81 m,"3,8 km",273 m,1.290.000 TL,Mülk Sahibi,Hayır,6.000 TL,,"Güney, Doğu, Batı",,,,,,,,,,,,,
235,Ankara,Altındağ,Güneşevler,113038-55,10-05-2023,3 + 1,135 m2,3. Kat,Sıfır Bina,Merkezi (Pay Ölçer),14 Katlı,Uygun,Eşyalı Değil,2,Betonarme,Sıfır,Kat İrtifakı,,Doğalgaz,Evet,"2,8 km",214 m,"1,4 km",,"1,7 km","1,7 km",325 m,708 m,"4,4 km","4,6 km",388 m,316 m,217 m,78 m,"1,6 km",289 m,3.770.000 TL,Boş,Hayır,14.000 TL,500 TL,Doğu,"18,2 km",,,,,,,,,,,,
236,Ankara,Sincan,29 Ekim,137328-23,10-05-2023,3 + 1,130 m2,Ara Kat,6 Yaşında,Kombi,3 Katlı,Uygun,Eşyalı Değil,2,Betonarme,İkinci El,Kat Mülkiyeti,,Doğalgaz,,"3,1 km",148 m,"6,4 km",,"2,5 km","5,2 km",702 m,"3,4 km","14,9 km","7,3 km",122 m,374 m,16 m,121 m,580 m,229 m,1.745.000 TL,Mülk Sahibi,Hayır,7.000 TL,200 TL,"Kuzey, Doğu",,"10,1 km",,,,,,,,,,,
237,Ankara,Yenimahalle,Pamuklar,129504-507,10-05-2023,3 + 1,148 m2,4. Kat,8 Yaşında,Kombi,8 Katlı,Uygun,Eşyalı Değil,2,Betonarme,İkinci El,Kat Mülkiyeti,,Doğalgaz,Evet,2 km,131 m,"1,4 km","4,1 km",2 km,2 km,163 m,"1,2 km","1,5 km","1,8 km",460 m,129 m,97 m,39 m,"1,8 km",102 m,2.400.000 TL,Boş,Hayır,,,"Güney, Doğu, Batı",,,,,,,,,,,,,
238,Ankara,Keçiören,Yükseltepe,133497-228,10-05-2023,4 + 1,230 m2,14. Kat,2 Yaşında,Merkezi (Pay Ölçer),16 Katlı,Uygun,Eşyalı Değil,2,Betonarme,İkinci El,Kat Mülkiyeti,,Doğalgaz,Evet,"4,6 km",239 m,971 m,,"3,9 km","3,9 km",861 m,"2,6 km","1,5 km","4,1 km",520 m,365 m,542 m,366 m,"1,7 km",635 m,4.874.000 TL,Mülk Sahibi,Evet,20.000 TL,200 TL,"Güney, Doğu, Batı","19,8 km",,,,,,,,,,,,
239,Ankara,Mamak,Peyami Safa,136063-87,10-05-2023,3 + 1,135 m2,Bahçe Katı,16 Yaşında,Kombi,5 Katlı,Uygun,Eşyalı Değil,1,Betonarme,İkinci El,Kat Mülkiyeti,,Doğalgaz,Evet,"1,7 km",36 m,"2,4 km","5,9 km","1,4 km","1,5 km",293 m,942 m,"2,4 km","1,6 km",331 m,276 m,189 m,43 m,"3,1 km",226 m,920.000 TL,Kiracılı,Hayır,,,"Güney, Batı",,,,,,,,,,,,,
240,Ankara,Keçiören,Atapark,129976-598,10-05-2023,3 + 1,140 m2,Yüksek Giriş,10 Yaşında,Kombi,4 Katlı,Uygun,Eşyalı Değil,2,Betonarme,İkinci El,Kat Mülkiyeti,,Doğalgaz,Evet,"2,1 km",190 m,"1,6 km",,"1,3 km","1,3 km",546 m,"1,3 km","2,8 km","2,2 km",264 m,445 m,224 m,73 m,"1,3 km",195 m,1.299.000 TL,Mülk Sahibi,Hayır,7.500 TL,75 TL,"Güney, Doğu, Batı","16,9 km",,,,,,,,,,,,
241,Ankara,Pursaklar,Tevfik İleri,4480-23490,10-05-2023,4 + 1,185 m2,1. Kat,7 Yaşında,Merkezi (Pay Ölçer),17 Katlı,Uygun,Eşyalı Değil,2,Betonarme,İkinci El,Kat Mülkiyeti,,Doğalgaz,,"5,7 km",111 m,599 m,,"1,6 km","1,6 km",580 m,"1,5 km",9 km,"6,3 km",418 m,386 m,191 m,78 m,6 km,273 m,2.300.000 TL,Mülk Sahibi,Hayır,,,,"10,9 km",,,,,,,,,,,,
242,Ankara,Sincan,Plevne,69365-3906,10-05-2023,3 + 1,140 m2,1. Kat,Sıfır Bina,Kombi,4 Katlı,Uygun,Eşyalı Değil,2,,Betonarme,Kat Mülkiyeti,,Doğalgaz,,"1,6 km",270 m,"1,4 km",19 km,"1,1 km",1 km,506 m,451 m,8 km,"5,1 km",321 m,551 m,50 m,25 m,"1,8 km",294 m,2.250.000 TL,Boş,Hayır,6.000 TL,100 TL,"Güney, Doğu",,,,,,,,,,,,,
243,Ankara,Sincan,Tandoğan,130172-2679,10-05-2023,3 + 1,130 m2,3. Kat,13 Yaşında,Kombi,3 Katlı,Uygun,Eşyalı Değil,1,,Betonarme,Kat Mülkiyeti,,Doğalgaz,,"3,1 km",116 m,2 km,,"1,9 km",2 km,319 m,"1,8 km",11 km,"2,1 km",116 m,210 m,314 m,66 m,"2,2 km",322 m,1.269.000 TL,Mülk Sahibi,Hayır,5.500 TL,100 TL,"Güney, Doğu",,"5,9 km",,,,,,,,,,,
244,Ankara,Altındağ,Karapürçek,115850-688,10-05-2023,3 + 1,140 m2,1. Kat,Sıfır Bina,Kombi,3 Katlı,Uygun,Eşyalı Değil,2,Betonarme,Sıfır,Kat Mülkiyeti,,Doğalgaz,Evet,"7,7 km",185 m,"2,2 km",,"6,8 km","6,8 km",694 m,686 m,"9,9 km",9 km,550 m,321 m,52 m,63 m,"6,8 km",145 m,1.775.000 TL,Boş,Hayır,,50 TL,Güney,"15,8 km",,,,,,,,,,,,
245,Ankara,Mamak,Tuzluçayır,124415-239,10-05-2023,3 + 1,125 m2,1. Kat,10 Yaşında,Kombi,4 Katlı,Uygun,Eşyalı Değil,1,,İkinci El,Kat İrtifakı,,Doğalgaz,Evet,"2,8 km",134 m,"1,6 km","6,9 km",126 m,137 m,335 m,952 m,4 km,3 km,103 m,489 m,174 m,65 m,"3,5 km",146 m,1.145.000 TL,Boş,Hayır,4.500 TL,100 TL,Güney,,,,,,,,,,,,,
246,Ankara,Keçiören,Etlik,1457-3314,10-05-2023,4 + 1,160 m2,Yüksek Giriş,15 Yaşında,Kombi,3 Katlı,Uygun,,2,Betonarme,İkinci El,Kat Mülkiyeti,,Doğalgaz,Evet,3 km,66 m,"1,3 km","2,9 km",893 m,893 m,273 m,794 m,"1,6 km","1,4 km",155 m,32 m,18 m,158 m,"1,9 km",75 m,2.250.000 TL,Boş,Evet,10.000 TL,,"Kuzey, Güney, Doğu, Batı",,,,,,,,,,,,,
247,Ankara,Mamak,Durali Alıç,128870-385,10-05-2023,2 + 1,90 m2,Kot 1,10 Yaşında,Kombi,3 Katlı,Uygun,,1,Betonarme,İkinci El,Kat Mülkiyeti,,Doğalgaz,Evet,"5,5 km",103 m,"1,5 km","9,6 km","2,7 km","2,7 km",275 m,630 m,"5,9 km","5,5 km",347 m,711 m,106 m,94 m,"1,4 km",77 m,930.000 TL,Mülk Sahibi,Evet,,,Güney,,,,,,,,,,,,,
248,Ankara,Çankaya,Seyranbağları,124438-727,10-05-2023,5 + 1,250 m2,Çatı Katı,20 Yaşında,Kombi,3 Katlı,Uygun,Eşyalı Değil,2,Betonarme,İkinci El,Kat Mülkiyeti,,Doğalgaz,Evet,"1,1 km",100 m,"1,4 km","4,8 km",940 m,952 m,153 m,889 m,992 m,"1,4 km",174 m,148 m,171 m,98 m,"1,4 km",344 m,2.975.000 TL,Boş,Evet,13.000 TL,100 TL,"Güney, Doğu, Batı",,,,,,,,,,,,,
249,Ankara,Etimesgut,Atayurt,21550-3325,10-05-2023,3 + 1,135 m2,8. Kat,7 Yaşında,Merkezi,11 Katlı,Uygun,Eşyalı Değil,1,Betonarme,,Kat Mülkiyeti,,Doğalgaz,Evet,13 km,48 m,"11,8 km",,"10,6 km","12,2 km",648 m,"10,6 km",3 km,"11,2 km",424 m,777 m,80 m,65 m,566 m,104 m,1.625.000 TL,Kiracılı,Hayır,7.000 TL,450 TL,Güney,,"14,5 km",,,,,,,,,,,
250,Ankara,Keçiören,Karargahtepe,111176-1580,10-05-2023,3 + 1,130 m2,1. Kat,25 Yaşında,Kombi,6 Katlı,Uygun,Eşyalı Değil,1,Betonarme,İkinci El,Kat Mülkiyeti,,Doğalgaz,Evet,,,,,,,,,,,,,,,,,1.725.000 TL,Kiracılı,Hayır,6.000 TL,50 TL,"Güney, Batı",,,,,,,,,,,,,
251,Ankara,Etimesgut,Tunahan,103487-511,10-05-2023,2 + 1,80 m2,En Üst Kat,19 Yaşında,Merkezi,4 Katlı,Uygun,Eşyalı Değil,1,Betonarme,İkinci El,Kat Mülkiyeti,,Doğalgaz,Evet,731 m,74 m,4 km,"17,9 km",3 km,"2,4 km",478 m,904 m,"7,3 km","7,8 km",762 m,557 m,265 m,240 m,905 m,554 m,1.700.000 TL,Kiracılı,Hayır,4.000 TL,920 TL,Güney,,,,,,,,,,,,,
252,Ankara,Yenimahalle,Işınlar,4006-2044,10-05-2023,3 + 1,145 m2,3. Kat,22 Yaşında,Kombi,4 Katlı,Uygun,Eşyalı Değil,1,Betonarme,,Kat Mülkiyeti,,,Evet,555 m,36 m,"3,6 km","2,7 km",648 m,"1,3 km",753 m,617 m,1 km,"1,4 km",325 m,190 m,36 m,41 m,892 m,22 m,2.250.000 TL,Boş,Hayır,6.000 TL,,Güney,,,,,,,,,,,,,
253,Ankara,Çankaya,Aşağı Öveçler,8053-2568,10-05-2023,3 + 1,154 m2,4. Kat,18 Yaşında,Kombi,4 Katlı,Uygun,Eşyalı Değil,1,Betonarme,İkinci El,Kat Mülkiyeti,,Doğalgaz,Evet,,,,,,,,,,,,,,,,,2.350.000 TL,Kiracılı,Hayır,2.480 TL,150 TL,"Kuzey, Güney, Doğu",,,,,,,,,,,,,
254,Ankara,Çankaya,Çiğdem,2450-1406,10-05-2023,3 + 1,160 m2,7. Kat,28 Yaşında,Merkezi,9 Katlı,Bilinmiyor,Eşyalı Değil,1,,Betonarme,Kat Mülkiyeti,,Doğalgaz,,"2,9 km",159 m,373 m,4 km,952 m,"1,6 km",662 m,682 m,2 km,"6,3 km",81 m,71 m,217 m,165 m,662 m,165 m,3.750.000 TL,Kiracılı,Hayır,7.000 TL,1.600 TL,"Kuzey, Güney, Batı",,,,,,,,,,,,,
255,Ankara,Çankaya,Kırkkonaklar,13712-2095,10-05-2023,4 + 1,210 m2,2. Kat,13 Yaşında,Kombi,3 Katlı,Uygun,Eşyalı Değil,2,Betonarme,İkinci El,Kat Mülkiyeti,,Doğalgaz,Evet,"4,6 km",68 m,"1,9 km","7,3 km","1,5 km","1,5 km",38 m,244 m,"2,8 km","4,6 km",370 m,319 m,152 m,165 m,"2,1 km",550 m,2.500.000 TL,Kiracılı,Hayır,4.500 TL,100 TL,"Güney, Doğu",,,,,,,,,,,,,
256,Ankara,Yenimahalle,Pamuklar,16354-23960,10-05-2023,3 + 1,169 m2,6. Kat,10 Yaşında,Merkezi (Pay Ölçer),15 Katlı,Uygun,Eşyalı Değil,2,Betonarme,İkinci El,Kat Mülkiyeti,Evet (Site Adı Belirtilmemiş),Doğalgaz,,"2,2 km",59 m,"1,7 km","3,7 km",2 km,"2,1 km",496 m,1 km,"1,3 km","1,5 km",448 m,310 m,41 m,219 m,"1,5 km",198 m,2.950.000 TL,Mülk Sahibi,Evet,,,"Güney, Batı",,,,,,,,,,,,,
257,Ankara,Altındağ,Aydınlıkevler,123227-130,10-05-2023,5 + 1,300 m2,Çatı Katı,20 Yaşında,Kombi,4 Katlı,Uygun,Eşyalı Değil,2,Betonarme,İkinci El,Kat Mülkiyeti,,Doğalgaz,Evet,"1,1 km",166 m,"2,2 km",,563 m,572 m,145 m,"1,6 km","2,4 km","2,7 km",350 m,522 m,53 m,15 m,"1,7 km",19 m,2.900.000 TL,Boş,Hayır,10.000 TL,,"Kuzey, Güney, Doğu","19,8 km",,,,,,,,,,,,
258,Ankara,Mamak,Altınevler,33697-3960,10-05-2023,1 + 1,65 m2,10. Kat,Sıfır Bina,Merkezi (Pay Ölçer),23 Katlı,Uygun,Eşyalı Değil,1,Betonarme,Sıfır,Kat Mülkiyeti,,Doğalgaz,Evet,"2,6 km",173 m,399 m,,"1,7 km","1,7 km",261 m,"1,3 km","3,7 km","3,3 km",245 m,524 m,592 m,114 m,"2,9 km",826 m,1.780.000 TL,Boş,Hayır,5.000 TL,250 TL,"Güney, Batı","19,9 km",,,,,,,,,,,,
259,Ankara,Keçiören,Karakaya,45620-609,10-05-2023,4 + 1,155 m2,2. Kat,Sıfır Bina,Kombi,3 Katlı,Uygun,Eşyalı Değil,2,,,Kat Mülkiyeti,,,,"4,5 km",36 m,"2,7 km",,"3,4 km",519 m,73 m,"3,6 km","5,1 km","4,7 km",178 m,203 m,83 m,34 m,"3,2 km",36 m,2.499.000 TL,Boş,Hayır,,,Batı,"14,9 km",,,,,,,,,,,,
260,Ankara,Etimesgut,Yavuz Selim,29364-19795,10-05-2023,3 + 1,145 m2,1. Kat,20 Yaşında,Merkezi,8 Katlı,Uygun,Eşyalı Değil,1,Betonarme,İkinci El,Kat Mülkiyeti,Evet (Site Adı Belirtilmemiş),Doğalgaz,Evet,2 km,119 m,"4,9 km","18,6 km","3,4 km","2,3 km",469 m,"2,3 km","8,3 km","8,7 km",570 m,578 m,460 m,463 m,994 m,495 m,2.195.000 TL,Boş,Hayır,,,"Güney, Doğu",,,,,,,,,,,,,
261,Ankara,Pursaklar,Saray Fatih,68974-17656,10-05-2023,4 + 1,180 m2,Yüksek Giriş,13 Yaşında,Kombi,9 Katlı,Uygun,Eşyalı Değil,1,Betonarme,İkinci El,Kat Mülkiyeti,Evet (Site Adı Belirtilmemiş),Doğalgaz,Evet,"8,2 km",188 m,"2,5 km",,"2,5 km","2,4 km","2,4 km","3,8 km",8 km,"7,9 km","1,6 km","2,4 km",2 km,"1,9 km","8,1 km","2,4 km",1.800.000 TL,Kiracılı,Hayır,7.500 TL,,"Kuzey, Batı","9,7 km",,,,,,,,,,,,
262,Ankara,Keçiören,Ayvalı,10345-5256,10-05-2023,3 + 1,140 m2,Giriş Katı,12 Yaşında,Kombi,3 Katlı,Uygun,Eşyalı Değil,1,Betonarme,İkinci El,Kat Mülkiyeti,,Doğalgaz,Evet,2 km,86 m,"2,3 km","3,2 km","1,7 km","1,8 km",265 m,599 m,749 m,944 m,149 m,386 m,71 m,164 m,981 m,175 m,2.000.000 TL,Kiracılı,Hayır,,100 TL,"Kuzey, Doğu, Batı",,,,,,,,,,,,,
263,Ankara,Çankaya,Aziziye,133923-4,10-05-2023,4 + 1,160 m2,4. Kat,1 Yaşında,Kombi,4 Katlı,Uygun,Eşyalı Değil,2,,,,,,,"2,4 km",184 m,"2,7 km","4,6 km",415 m,999 m,611 m,97 m,450 m,"3,8 km",497 m,608 m,203 m,61 m,829 m,183 m,4.100.000 TL,,,,250 TL,,,,,,,,,,,,,,
264,Ankara,Etimesgut,Yapracık,125996-479,10-05-2023,4 + 1,198 m2,4. Kat,11 Yaşında,Merkezi (Pay Ölçer),12 Katlı,Uygun,Eşyalı Değil,2,Betonarme,İkinci El,Kat Mülkiyeti,,Doğalgaz,Evet,11 km,196 m,"10,1 km",,"8,7 km","10,4 km","1,3 km","8,5 km","3,8 km","10,1 km",502 m,"1,4 km","1,6 km",2 km,"2,6 km","2,1 km",2.300.000 TL,Boş,Hayır,6.000 TL,500 TL,"Güney, Batı",,"12,6 km",,,,,,,,,,,
265,Ankara,Çankaya,Emek,54420-1957,10-05-2023,4 + 1,185 m2,3. Kat,Sıfır Bina,Kombi,3 Katlı,Uygun,,3,,,Kat Mülkiyeti,,Doğalgaz,Evet,425 m,226 m,"2,8 km",575 m,962 m,545 m,546 m,527 m,"1,8 km","2,7 km",141 m,256 m,221 m,90 m,1 km,110 m,5.500.000 TL,Boş,,20.000 TL,,"Güney, Doğu",,,,,,,,,,,,,
266,Ankara,Çankaya,Bahçelievler,4537-9687,10-05-2023,4 + 1,135 m2,3. Kat,1 Yaşında,Kombi,4 Katlı,Uygun,Eşyalı Değil,2,Betonarme,Sıfır,,,Doğalgaz,Evet,284 m,58 m,"2,3 km","1,7 km",369 m,218 m,521 m,526 m,720 m,"1,5 km",265 m,120 m,127 m,70 m,"1,5 km",313 m,5.450.000 TL,Boş,Hayır,,,Batı,,,,,,,,,,,,,
267,Ankara,Keçiören,İncirli,45377-869,10-05-2023,2 + 1,110 m2,1. Kat,10 Yaşında,Kombi,3 Katlı,Uygun,Eşyalı Değil,1,Betonarme,İkinci El,Kat Mülkiyeti,,Doğalgaz,,"1,9 km",71 m,1 km,,993 m,993 m,124 m,116 m,"1,7 km","1,9 km",321 m,90 m,31 m,124 m,"1,9 km",55 m,1.098.000 TL,Boş,Hayır,5.000 TL,100 TL,"Güney, Doğu, Batı","19,2 km",,,,,,,,,,,,
268,Ankara,Yenimahalle,Demetlale,77383-679,10-05-2023,3 + 1,120 m2,3. Kat,40 Yaşında,Kombi,6 Katlı,Uygun,,1,,,Kat Mülkiyeti,,,Evet,521 m,427 m,"2,9 km",5 km,927 m,860 m,60 m,156 m,"1,9 km","3,2 km",418 m,408 m,179 m,24 m,"1,4 km",48 m,1.000.000 TL,Kiracılı,,,,,,,,,,,,,,,,,
269,Ankara,Çankaya,Cevizlidere,4110-2619,10-05-2023,3 + 1,155 m2,Kot 1,15 Yaşında,Kombi,4 Katlı,Uygun,,1,,,Kat Mülkiyeti,,Doğalgaz,Evet,"3,2 km",104 m,356 m,"4,1 km","1,1 km","1,8 km",193 m,47 m,2 km,"6,5 km",268 m,554 m,172 m,121 m,646 m,77 m,1.800.000 TL,,,8.000 TL,100 TL,"Kuzey, Batı",,,,,,,,,,,,,
270,Ankara,Sincan,Tandoğan,126490-930,10-05-2023,3 + 1,115 m2,2. Kat,15 Yaşında,Kombi,3 Katlı,Uygun,Eşyalı Değil,1,Betonarme,İkinci El,Kat Mülkiyeti,,Doğalgaz,Evet,"2,9 km",182 m,"1,6 km",,"1,6 km","1,6 km",122 m,"1,4 km","10,6 km","2,4 km",491 m,236 m,184 m,75 m,"1,9 km",199 m,1.580.000 TL,,Evet,7.000 TL,50 TL,"Güney, Doğu",,"5,5 km",,,,,,,,,,,
271,Ankara,Altındağ,Yıldıztepe,124083-109,10-05-2023,3 + 1,145 m2,2. Kat,8 Yaşında,Kombi,4 Katlı,Uygun,Eşyalı Değil,1,Betonarme,İkinci El,Kat Mülkiyeti,,Doğalgaz,Evet,"2,9 km",77 m,"2,1 km",,"2,3 km","2,3 km",673 m,183 m,"4,8 km","4,5 km",282 m,473 m,56 m,205 m,"1,8 km",227 m,1.650.000 TL,Kiracılı,Evet,,150 TL,"Güney, Batı","17,5 km",,,,,,,,,,,,
272,Ankara,Mamak,Aşık Veysel,44716-8415,10-05-2023,2 + 1,105 m2,Bahçe Katı,20 Yaşında,Kombi,3 Katlı,Uygun,Eşyalı Değil,1,Betonarme,İkinci El,Kat Mülkiyeti,,Doğalgaz,Evet,"1,8 km",185 m,"2,4 km","5,9 km","1,1 km","1,1 km",323 m,322 m,"2,9 km","1,9 km",212 m,27 m,197 m,77 m,"3,7 km",54 m,877.000 TL,Kiracılı,Hayır,5.000 TL,50 TL,"Güney, Batı",,,,,,,,,,,,,
273,Ankara,Mamak,Başak,133292-208,10-05-2023,3 + 1,140 m2,2. Kat,13 Yaşında,Kombi,3 Katlı,Uygun,Eşyalı Değil,1,Betonarme,İkinci El,Kat Mülkiyeti,,Doğalgaz,Evet,"7,4 km",14 m,"2,1 km",,"5,7 km","5,7 km",245 m,"1,7 km","9,2 km","8,3 km",342 m,448 m,32 m,39 m,"5,7 km",247 m,1.230.000 TL,Mülk Sahibi,Hayır,3.500 TL,25 TL,"Kuzey, Güney, Doğu, Batı","16,9 km",,,,,,,,,,,,
