,City,District,Neighborhood,İlan no,Son Güncelleme Tarihi,Oda + Salon Sayısı,Brüt / Net M2,Bulunduğu Kat,Bina Yaşı,Isınma Tipi,Kat Sayısı,Krediye Uygunluk,Eşya Durumu,Banyo Sayısı,Yapı Tipi,Yapının Durumu,Tapu Durumu,Site İçerisinde,Yakıt Tipi,Yetkili Ofis,Metro İstasyonu,Durak (Otobüs),Durak (Minibüs),Otogar,Hastane,Acil Servis,Aile Sağlığı Merkezi,Sağlık Kurumları/Diğer,Üniversite,Üniversite Kampüs,İlkokul,Lise,Zincir Marketler,Bakkal/Market,Alışveriş Merkezi,Şarküteri,Rent,Kullanım Durumu,Takas,Kira Getirisi,Aidat,Cephe,Havaalanı,Gar,Poliklinik,Yüksek Okul/Akademi,Ortaokul,Gıda Satış Noktaları,Kapalı Alan M2,Açık Alan M2,Bina Sayısı,Tren İstasyonu/Şehiriçi,Tren İstasyonu/Şehirlerarası,Veteriner,Kreş/Gündüz Bakımevi
353,Ankara,Keçiören,Ufuktepe,135284-53,10-05-2023,2 + 1,130 m2,Giriş Katı,5 Yaşında,Kombi,2 Katlı,Uygun,Eşyalı Değil,1,,,,,Doğalgaz,,,,,,,,,,,,,,,,,,888.000 TL,Boş,Hayır,,,"Kuzey, Güney",,,,,,,,,,,,,
354,Ankara,Sincan,Mareşal Çakmak,124824-1259,10-05-2023,3 + 1,120 m2,2. Kat,20 Yaşında,Kombi,4 Katlı,Uygun,Eşyalı Değil,1,Betonarme,İkinci El,Kat Mülkiyeti,,Doğalgaz,Evet,"2,6 km",153 m,"1,1 km","18,7 km","1,1 km","1,2 km",275 m,745 m,"7,8 km","4,6 km",374 m,250 m,241 m,60 m,"1,9 km",92 m,1.300.000 TL,Mülk Sahibi,Hayır,,,"Güney, Doğu",,,,,,,,,,,,,
355,Ankara,Sincan,Pınarbaşı,112240-520,10-05-2023,6 + 1,245 m2,3. Kat,11 Yaşında,Kombi,3 Katlı,Uygun,Eşyalı Değil,2,,,Kat Mülkiyeti,,,,"3,6 km",239 m,"1,4 km",,1 km,1 km,290 m,881 m,10 km,"2,3 km",300 m,258 m,115 m,73 m,1 km,116 m,1.935.000 TL,Mülk Sahibi,Hayır,,,"Kuzey, Doğu, Batı",,5 km,,,,,,,,,,,
356,Ankara,Mamak,Misket,122845-1800,10-05-2023,4 + 1,250 m2,3. Kat,15 Yaşında,Kombi,3 Katlı,Uygun,Eşyalı Değil,2,Betonarme,İkinci El,Kat Mülkiyeti,,Doğalgaz,Evet,3 km,38 m,"2,2 km","6,9 km",365 m,374 m,373 m,999 m,"4,4 km","3,3 km",328 m,64 m,157 m,93 m,"3,3 km",278 m,1.670.000 TL,Mülk Sahibi,Hayır,6.000 TL,,"Güney, Doğu",,,,,,,,,,,,,
357,Ankara,Keçiören,Uyanış,36667-282,10-05-2023,3 + 1,125 m2,Bahçe Katı,35 Yaşında,Kombi,7 Katlı,Uygun,Eşyalı Değil,1,Betonarme,İkinci El,Kat Mülkiyeti,,Doğalgaz,Evet,249 m,193 m,199 m,,290 m,270 m,275 m,791 m,"4,1 km",876 m,500 m,161 m,26 m,19 m,"1,1 km",220 m,945.000 TL,Kiracılı,Hayır,3.250 TL,,Doğu,"16,4 km",,,,,,,,,,,,
358,Ankara,Yenimahalle,Ragıp Tüzün,59414-3473,10-05-2023,4 + 1,200 m2,Teras Katı,9 Yaşında,Kombi,4 Katlı,Uygun,Eşyalı Değil,2,Betonarme,İkinci El,Kat Mülkiyeti,,Doğalgaz,Evet,250 m,206 m,3 km,"3,6 km",249 m,446 m,362 m,244 m,"1,3 km","1,9 km",335 m,134 m,62 m,245 m,89 m,202 m,3.650.000 TL,Kiracılı,Hayır,10.000 TL,100 TL,"Kuzey, Güney",,,,,,,,,,,,,
359,Ankara,Keçiören,Osmangazi,136351-103,10-05-2023,3 + 1,140 m2,Ara Kat,12 Yaşında,Kombi,4 Katlı,Uygun,Eşyalı Değil,1,Betonarme,İkinci El,Kat Mülkiyeti,,Doğalgaz,Evet,"1,7 km",372 m,322 m,,657 m,635 m,267 m,"1,5 km","3,9 km","1,9 km",411 m,456 m,69 m,51 m,"1,1 km",323 m,1.519.000 TL,Kiracılı,Hayır,6.500 TL,100 TL,"Güney, Batı","15,9 km",,,,,,,,,,,,
360,Ankara,Pursaklar,Merkez,5430-1752,10-05-2023,3 + 1,125 m2,2. Kat,10 Yaşında,Kombi,3 Katlı,Uygun,Eşyalı Değil,1,,,Kat Mülkiyeti,,,Evet,"4,5 km",52 m,"1,4 km",,"1,4 km",300 m,224 m,224 m,"7,4 km","5,1 km",294 m,359 m,75 m,42 m,"4,6 km",175 m,1.690.000 TL,Boş,Hayır,,,,"12,3 km",,,,,,,,,,,,
361,Ankara,Keçiören,Esertepe,4901-4470,10-05-2023,3 + 1,125 m2,Bahçe Katı,20 Yaşında,Kombi,3 Katlı,Uygun,Eşyalı Değil,1,Betonarme,İkinci El,Kat Mülkiyeti,,Doğalgaz,Evet,"1,8 km",204 m,184 m,,"1,5 km","1,4 km",124 m,"1,2 km","1,8 km","1,9 km",417 m,199 m,194 m,37 m,"1,8 km",375 m,909.000 TL,Mülk Sahibi,Evet,7.000 TL,100 TL,"Kuzey, Güney, Doğu, Batı","18,7 km",,,,,,,,,,,,
362,Ankara,Keçiören,İncirli,131107-407,10-05-2023,3 + 1,125 m2,1. Kat,15 Yaşında,Kombi,3 Katlı,Uygun,Eşyalı Değil,1,Betonarme,İkinci El,Kat Mülkiyeti,,Doğalgaz,Evet,"2,2 km",344 m,1 km,,675 m,675 m,222 m,234 m,"1,6 km","1,9 km",184 m,332 m,128 m,59 m,"2,2 km",172 m,1.549.000 TL,Boş,Evet,7.000 TL,,"Güney, Doğu, Batı","19,4 km",,,,,,,,,,,,
363,Ankara,Keçiören,Yayla,131987-930,10-05-2023,5 + 2,290 m2,3. Kat,10 Yaşında,Kombi,3 Katlı,Uygun,Eşyalı Değil,1,Betonarme,İkinci El,Kat Mülkiyeti,,Doğalgaz,Evet,"3,2 km",112 m,"1,4 km",,"1,6 km","1,6 km",177 m,"1,4 km",852 m,2 km,371 m,584 m,148 m,47 m,"2,3 km",403 m,3.349.000 TL,Mülk Sahibi,Evet,8.500 TL,100 TL,"Kuzey, Doğu",20 km,,,,,,,,,,,,
364,Ankara,Pursaklar,Mimar Sinan,4480-23312,10-05-2023,3 + 1,130 m2,Kot 1,4 Yaşında,Merkezi (Pay Ölçer),13 Katlı,Uygun,Eşyalı Değil,1,Betonarme,İkinci El,Kat Mülkiyeti,,Doğalgaz,,"3,6 km",132 m,"2,2 km",,"2,3 km",904 m,817 m,"1,2 km","6,4 km","4,1 km",22 m,455 m,179 m,81 m,"3,6 km",226 m,1.350.000 TL,Mülk Sahibi,Hayır,,,,"13,3 km",,,,,,,,,,,,
365,Ankara,Keçiören,Şenlik,89354-967,10-05-2023,3 + 1,127 m2,En Üst Kat,38 Yaşında,Kombi,4 Katlı,Uygun,Eşyalı Değil,1,Betonarme,İkinci El,Kat Mülkiyeti,,Doğalgaz,Evet,423 m,253 m,520 m,,746 m,733 m,304 m,698 m,"3,5 km",718 m,149 m,332 m,262 m,38 m,"1,5 km",256 m,1.780.000 TL,Boş,Evet,8.000 TL,50 TL,Güney,"16,8 km",,,,,,,,,,,,
366,Ankara,Mamak,Cengizhan,135950-168,10-05-2023,3 + 1,135 m2,1. Kat,8 Yaşında,Kombi,5 Katlı,Uygun,Eşyalı Değil,1,Betonarme,İkinci El,Kat İrtifakı,,Doğalgaz,,"5,1 km",193 m,1 km,"9,2 km","2,3 km","2,3 km",255 m,719 m,"5,4 km",5 km,364 m,691 m,131 m,42 m,"1,7 km",369 m,1.599.000 TL,Mülk Sahibi,Hayır,7.000 TL,,"Güney, Batı",,,,,,,,,,,,,
367,Ankara,Keçiören,Atapark,135446-220,10-05-2023,3 + 1,130 m2,2. Kat,10 Yaşında,Kombi,4 Katlı,Uygun,Eşyalı Değil,1,Betonarme,İkinci El,Kat Mülkiyeti,,Doğalgaz,Evet,"1,9 km",119 m,"1,6 km",,"1,2 km",1 km,405 m,"1,1 km","2,1 km",2 km,319 m,490 m,121 m,91 m,"1,3 km",335 m,1.469.000 TL,Mülk Sahibi,Evet,7.250 TL,110 TL,"Güney, Doğu","17,6 km",,,,,,,,,,,,
368,Ankara,Yenimahalle,Turgut Özal,6266-6926,10-05-2023,4 + 1,203 m2,2. Kat,Sıfır Bina,Merkezi (Pay Ölçer),27 Katlı,Uygun,Eşyalı Değil,2,Betonarme,Sıfır,Kat Mülkiyeti,natura Batıkent sitesi,Doğalgaz,Evet,2 km,96 m,126 m,13 km,"3,1 km","3,2 km",708 m,2 km,5 km,"11,1 km",232 m,233 m,338 m,"1,2 km","3,3 km",330 m,4.500.000 TL,Boş,Hayır,17.000 TL,1.350 TL,"Güney, Doğu",,,,,,,,,,,,,
369,Ankara,Keçiören,19 Mayıs,95656-1287,10-05-2023,3 + 1,120 m2,En Üst Kat,25 Yaşında,Kombi,3 Katlı,Uygun,Eşyalı Değil,1,Betonarme,İkinci El,Kat İrtifakı,,Doğalgaz,Evet,959 m,15 m,"1,3 km",,"1,2 km",856 m,316 m,864 m,"2,3 km",989 m,113 m,202 m,47 m,44 m,"1,6 km",55 m,1.375.000 TL,Kiracılı,Hayır,4.000 TL,60 TL,"Güney, Doğu, Batı","18,2 km",,,,,,,,,,,,
370,Ankara,Keçiören,Etlik,24197-571,10-05-2023,3 + 1,140 m2,2. Kat,16 Yaşında,Kombi,3 Katlı,Uygun,Eşyalı Değil,1,Betonarme,İkinci El,Kat Mülkiyeti,,Doğalgaz,Evet,"2,8 km",14 m,"1,2 km",,307 m,307 m,268 m,305 m,"1,8 km","1,4 km",394 m,224 m,28 m,88 m,"1,9 km",179 m,1.850.000 TL,Boş,Evet,12.000 TL,50 TL,"Kuzey, Doğu, Batı",20 km,,,,,,,,,,,,
371,Ankara,Çankaya,Naci Çakır,36856-698,10-05-2023,3 + 1,115 m2,Yüksek Giriş,22 Yaşında,Kombi,3 Katlı,Uygun,Eşyalı Değil,1,Betonarme,İkinci El,Kat Mülkiyeti,,Doğalgaz,Evet,"4,4 km",122 m,788 m,"5,4 km",49 m,55 m,153 m,"1,2 km","2,1 km","6,2 km",37 m,560 m,129 m,118 m,"1,7 km",227 m,1.649.000 TL,Kiracılı,Hayır,5.500 TL,100 TL,"Güney, Doğu",,,,,,,,,,,,,
372,Ankara,Çankaya,Ata,4180-8911,10-05-2023,3 + 1,130 m2,3. Kat,26 Yaşında,Merkezi,8 Katlı,Uygun,Eşyalı Değil,1,Betonarme,Sıfır,Kat Mülkiyeti,,Doğalgaz,,"4,5 km",76 m,532 m,"5,3 km",949 m,413 m,401 m,412 m,"2,5 km",7 km,552 m,446 m,180 m,246 m,2 km,174 m,2.975.000 TL,Boş,Evet,16.000 TL,850 TL,"Güney, Doğu",,,,,,,,,,,,,
373,Ankara,Etimesgut,Kazım Karabekir,110538-2038,10-05-2023,3 + 1,130 m2,En Üst Kat,13 Yaşında,Kombi,3 Katlı,Uygun,Eşyalı Değil,1,,İkinci El,Kat Mülkiyeti,,Doğalgaz,Evet,"3,4 km",117 m,"4,1 km","14,1 km","1,4 km","1,4 km",254 m,"1,2 km","3,2 km","8,8 km",329 m,647 m,143 m,81 m,991 m,349 m,1.580.000 TL,Kiracılı,Hayır,1.850 TL,100 TL,"Kuzey, Doğu, Batı",,,,,,,,,,,,,
374,Ankara,Mamak,Akşemsettin,114845-613,10-05-2023,2 + 1,120 m2,3. Kat,8 Yaşında,Kombi,3 Katlı,Uygun,Eşyalı Değil,1,Betonarme,İkinci El,,,Doğalgaz,Evet,"5,5 km",146 m,"2,1 km","9,4 km","1,7 km","2,6 km",399 m,"1,9 km","6,4 km","5,6 km",303 m,"1,2 km",296 m,30 m,"1,1 km",615 m,969.000 TL,Kiracılı,Evet,8.000 TL,30 TL,"Güney, Doğu",,,,,,,,,,,,,
375,Ankara,Çankaya,Huzur,9639-18942,10-05-2023,3 + 1,130 m2,3. Kat,28 Yaşında,Merkezi,8 Katlı,Uygun,Eşyalı Değil,1,Betonarme,İkinci El,Kat Mülkiyeti,,Doğalgaz,Evet,"4,5 km",52 m,477 m,"5,4 km",962 m,346 m,331 m,342 m,"2,4 km","7,1 km",624 m,419 m,118 m,273 m,"2,1 km",243 m,2.975.000 TL,Boş,Hayır,10.000 TL,1.250 TL,"Güney, Doğu",,,,,,,,,,,,,
376,Ankara,Sincan,Plevne,136047-156,10-05-2023,3 + 1,135 m2,Yüksek Giriş,16 Yaşında,Kombi,4 Katlı,Uygun,Eşyalı Değil,1,Betonarme,İkinci El,Kat Mülkiyeti,,Doğalgaz,,"2,1 km",244 m,892 m,"19,2 km",655 m,649 m,168 m,138 m,"8,3 km","4,6 km",338 m,260 m,165 m,120 m,"2,1 km",87 m,1.289.000 TL,Boş,Hayır,,,"Güney, Doğu, Batı",,,,,,,,,,,,,
377,Ankara,Çankaya,Şehit Cevdet Özdemir,16761-31505,10-05-2023,4 + 1,160 m2,2. Kat,25 Yaşında,Kombi,2 Katlı,Uygun,Eşyalı Değil,2,Betonarme,Sıfır,Kat Mülkiyeti,,Doğalgaz,Evet,"4,1 km",171 m,338 m,"4,8 km",500 m,924 m,520 m,628 m,"2,7 km","6,2 km",295 m,560 m,279 m,32 m,"1,9 km",237 m,3.190.000 TL,Boş,Evet,15.000 TL,100 TL,"Güney, Doğu",,,,,,,,,,,,,
378,Ankara,Mamak,Mutlu,38683-1839,10-05-2023,3 + 1,140 m2,3. Kat,Sıfır Bina,Kombi,3 Katlı,Uygun,Eşyalı Değil,2,Betonarme,,Kat Mülkiyeti,,Doğalgaz,Evet,"3,7 km",85 m,356 m,"7,9 km","1,3 km","1,3 km",323 m,2 km,"4,3 km","3,6 km",230 m,915 m,184 m,55 m,3 km,391 m,1.950.000 TL,Boş,Hayır,8.000 TL,50 TL,"Kuzey, Batı",,,,,,,,,,,,,
379,Ankara,Mamak,Akşemsettin,104775-4850,10-05-2023,3 + 1,120 m2,2. Kat,Sıfır Bina,Kombi,3 Katlı,Uygun,Eşyalı,1,Betonarme,İkinci El,Kat Mülkiyeti,,Doğalgaz,Evet,"5,4 km",81 m,"1,9 km","9,4 km","1,9 km","2,5 km",177 m,"1,6 km","6,4 km","5,5 km",312 m,"1,3 km",61 m,47 m,"1,3 km",539 m,1.800.000 TL,Boş,Evet,8.000 TL,50 TL,"Kuzey, Güney, Doğu, Batı",,,,,,,,,,,,,
380,Ankara,Çankaya,Huzur,22114-2601,10-05-2023,3 + 1,120 m2,3. Kat,25 Yaşında,Merkezi,8 Katlı,Uygun,Eşyalı Değil,1,Betonarme,İkinci El,Kat Mülkiyeti,,Doğalgaz,Evet,"4,6 km",26 m,460 m,"5,4 km",964 m,319 m,306 m,316 m,"2,4 km","7,1 km",648 m,407 m,95 m,258 m,"2,1 km",272 m,2.975.000 TL,Boş,Hayır,13.000 TL,1.250 TL,"Güney, Doğu",,,,,,,,,,,,,
381,Ankara,Sincan,Tandoğan,129003-292,10-05-2023,2 + 1,110 m2,Bahçe Katı,24 Yaşında,Kombi,4 Katlı,Uygun,Eşyalı Değil,1,,,Kat Mülkiyeti,,Doğalgaz,Evet,"3,1 km",160 m,"1,8 km",,"1,7 km","1,7 km",92 m,"1,6 km","10,8 km","2,2 km",310 m,55 m,168 m,7 m,2 km,135 m,689.000 TL,Kiracılı,Hayır,,30 TL,"Güney, Batı",,"5,7 km",,,,,,,,,,,
382,Ankara,Etimesgut,Tunahan,8316-3840,10-05-2023,3 + 1,100 m2,2. Kat,25 Yaşında,Merkezi,6 Katlı,Uygun,Eşyalı Değil,1,Betonarme,İkinci El,Kat Mülkiyeti,,Doğalgaz,Evet,647 m,147 m,"4,2 km","17,7 km","2,9 km","2,6 km",346 m,1 km,"7,2 km",8 km,623 m,325 m,267 m,384 m,"1,1 km",513 m,1.850.000 TL,Boş,Evet,10.000 TL,840 TL,"Kuzey, Doğu, Batı",,,,,,,,,,,,,
383,Ankara,Polatlı,Fatih,99290-785,10-05-2023,6 + 1,240 m2,En Üst Kat,15 Yaşında,Kombi,4 Katlı,Uygun,Eşyalı Değil,2,Betonarme,İkinci El,Kat Mülkiyeti,,Doğalgaz,Evet,,191 m,537 m,"1,9 km","2,3 km","2,3 km",587 m,,,,288 m,41 m,194 m,199 m,"3,1 km",89 m,1.395.000 TL,Kiracılı,Hayır,5.000 TL,70 TL,"Doğu, Batı",,5 km,"1,1 km","1,8 km",230 m,,,,,,,,
384,Ankara,Sincan,Tandoğan,129003-292,10-05-2023,2 + 1,110 m2,Bahçe Katı,24 Yaşında,Kombi,4 Katlı,Uygun,Eşyalı Değil,1,,,Kat Mülkiyeti,,Doğalgaz,Evet,"3,1 km",160 m,"1,8 km",,"1,7 km","1,7 km",92 m,"1,6 km","10,8 km","2,2 km",310 m,55 m,168 m,7 m,2 km,135 m,689.000 TL,Kiracılı,Hayır,,30 TL,"Güney, Batı",,"5,7 km",,,,,,,,,,,
385,Ankara,Altındağ,Karapürçek,133292-209,10-05-2023,4 + 1,150 m2,2. Kat,12 Yaşında,Kombi,4 Katlı,Uygun,Eşyalı Değil,1,Betonarme,İkinci El,Kat Mülkiyeti,,Doğalgaz,Evet,"7,5 km",338 m,"2,1 km",,"7,2 km","7,2 km",995 m,988 m,"9,8 km","8,7 km",129 m,879 m,146 m,169 m,"6,7 km",308 m,1.550.000 TL,Mülk Sahibi,Hayır,4.000 TL,50 TL,"Güney, Batı","15,2 km",,,,,,,,,,,,
386,Ankara,Altındağ,Atıfbey,0-40768163,10-05-2023,3 + 1,135 m2,3. Kat,11 Yaşında,Kombi,14 Katlı,Uygun,Eşyalı Değil,2,,,,Gökçenefe Konutları,,,,,,,,,,,,,,,,,,,2.200.000 TL,Mülk Sahibi,Hayır,,450 TL,"Kuzey, Doğu",,,,,,,,,,,,,
387,Ankara,Mamak,Şirintepe,0-40766844,10-05-2023,3 + 1,90 m2,Yüksek Giriş,15 Yaşında,Kombi,3 Katlı,Uygun,Eşyalı Değil,1,Betonarme,İkinci El,Kat Mülkiyeti,,Doğalgaz,,,,,,,,,,,,,,,,,,1.200.000 TL,Boş,Hayır,5.500 TL,30 TL,,,,,,,,,,,,,,
388,Ankara,Çankaya,Küçükesat,21719-4013,10-05-2023,2 + 1,90 m2,2. Kat,Sıfır Bina,Kombi,4 Katlı,Uygun,,1,,Sıfır,Kat İrtifakı,,Doğalgaz,Evet,"1,7 km",29 m,"1,6 km","4,7 km",133 m,131 m,224 m,474 m,"1,2 km","2,3 km",294 m,548 m,41 m,49 m,897 m,85 m,2.650.000 TL,Boş,,,,Doğu,,,,,,,,,,,,,
389,Ankara,Keçiören,Ovacık,136916-44,10-05-2023,3 + 1,145 m2,5. Kat,3 Yaşında,Kombi,6 Katlı,Uygun,,1,Betonarme,İkinci El,Kat Mülkiyeti,,Doğalgaz,Evet,"2,8 km",177 m,"1,8 km",,"2,1 km",2 km,636 m,2 km,"1,3 km",3 km,370 m,380 m,699 m,443 m,"1,3 km",824 m,2.495.000 TL,Boş,Evet,8.000 TL,150 TL,"Güney, Batı","18,3 km",,,,,,,,,,,,
390,Ankara,Çankaya,Sokullu Mehmet Paşa,1181-13748,10-05-2023,5 + 1,250 m2,3. Kat,30 Yaşında,Kombi,3 Katlı,Uygun,Eşyalı Değil,3,Betonarme,Sıfır,Kat Mülkiyeti,,Doğalgaz,Evet,"3,2 km",299 m,"1,3 km","3,9 km","1,4 km","1,5 km",105 m,515 m,"2,1 km","5,2 km",330 m,361 m,351 m,83 m,"1,9 km",370 m,3.750.000 TL,Boş,Evet,13.000 TL,50 TL,"Kuzey, Güney, Doğu",,,,,,,,,,,,,
391,Ankara,Çankaya,Ata,5422-3105,10-05-2023,5 + 1,320 m2,4. Kat,13 Yaşında,Kombi,4 Katlı,Uygun,Eşyalı Değil,3,Betonarme,İkinci El,,,Doğalgaz,Evet,,,,,,,,,,,,,,,,,4.250.000 TL,Mülk Sahibi,Hayır,20.000 TL,100 TL,"Güney, Doğu",,,,,,,,,,,,,
392,Ankara,Mamak,Küçük Kayaş,135651-54,10-05-2023,3 + 1,110 m2,Kot 1,1 Yaşında,Kombi,4 Katlı,Uygun,Eşyalı Değil,1,Betonarme,İkinci El,Kat Mülkiyeti,,Doğalgaz,Evet,,,,,,,,,,,,,,,,,1.000.000 TL,Mülk Sahibi,Hayır,6.000 TL,100 TL,Güney,,,,,,,,,,,,,
393,Ankara,Pursaklar,Merkez,3202-1328,10-05-2023,6 + 1,300 m2,,15 Yaşında,Kombi,3 Katlı,Uygun,,3,Betonarme,İkinci El,Kat Mülkiyeti,,Doğalgaz,Evet,"4,9 km",98 m,957 m,,993 m,709 m,360 m,360 m,"7,8 km","5,5 km",42 m,323 m,184 m,158 m,5 km,276 m,6.750.000 TL,Mülk Sahibi,Hayır,15.000 TL,,Güney,"11,9 km",,,,,,,,,,,,
394,Ankara,Çankaya,Çiğdem,131737-537,10-05-2023,5 + 1,280 m2,3. Kat,25 Yaşında,Kombi,3 Katlı,Uygun,Eşyalı Değil,3,Betonarme,İkinci El,Kat Mülkiyeti,,Doğalgaz,Evet,"3,4 km",152 m,480 m,"4,4 km","1,4 km",2 km,592 m,629 m,"2,4 km","6,5 km",234 m,189 m,361 m,56 m,1 km,475 m,8.000.000 TL,Boş,Hayır,18.000 TL,100 TL,"Güney, Doğu, Batı",,,,,,,,,,,,,
395,Ankara,Gölbaşı,İncek,28355-248,10-05-2023,5 + 1,218 m2,Ara Kat,Sıfır Bina,Yerden Isıtma,30 Katlı,Uygun,,2,Betonarme,Sıfır,Kat İrtifakı,Kent İncek Konutları,Doğalgaz,Evet,"11,6 km",921 m,"9,8 km","18,1 km","5,1 km","7,2 km","2,8 km","9,1 km","4,4 km","5,5 km","2,4 km","1,4 km","1,8 km","2,3 km","5,9 km","4,9 km",6.600.000 TL,Boş,Hayır,,,"Kuzey, Doğu, Batı",,,,,,,,,,,,,
396,Ankara,Çankaya,Sokullu Mehmet Paşa,3286-8380,10-05-2023,3 + 1,110 m2,3. Kat,25 Yaşında,Kombi,3 Katlı,Uygun,Eşyalı Değil,2,Betonarme,Sıfır,Kat Mülkiyeti,,Doğalgaz,Evet,"2,4 km",71 m,"2,2 km","3,3 km","1,7 km","1,8 km",507 m,328 m,"1,7 km","4,4 km",422 m,645 m,128 m,74 m,"2,1 km",363 m,2.390.000 TL,Boş,Hayır,12.000 TL,50 TL,"Güney, Doğu",,,,,,,,,,,,,
397,Ankara,Çankaya,Beytepe,57012-6655,10-05-2023,7 + 2,818 m2,,8 Yaşında,Kombi,4 Katlı,Uygun,Eşyalı Değil,6,Betonarme,İkinci El,Kat İrtifakı,,Doğalgaz,Evet,"3,1 km",191 m,"2,6 km","11,2 km","1,5 km","1,5 km",961 m,"1,3 km",5 km,"4,4 km","1,4 km","1,3 km",709 m,600 m,"2,7 km","1,6 km",42.500.000 TL,Mülk Sahibi,Hayır,,,"Kuzey, Güney, Doğu, Batı",,,,,,,,,,,,,
398,Ankara,Pursaklar,Yunus Emre,66650-727,10-05-2023,3 + 1,125 m2,Yüksek Giriş,15 Yaşında,Kombi,2 Katlı,Uygun,Eşyalı Değil,1,Betonarme,İkinci El,Kat Mülkiyeti,,Doğalgaz,,"4,4 km",385 m,"1,7 km",,"1,7 km",558 m,357 m,553 m,"7,7 km","5,1 km",211 m,195 m,258 m,59 m,"4,7 km",281 m,1.599.000 TL,Boş,Hayır,,,,"12,2 km",,,,,,,,,,,,
399,Ankara,Çankaya,Şehit Cevdet Özdemir,3483-6059,10-05-2023,3 + 1,125 m2,2. Kat,29 Yaşında,Kombi,2 Katlı,Uygun,Eşyalı Değil,1,Betonarme,İkinci El,Kat Mülkiyeti,,Doğalgaz,Evet,"3,9 km",109 m,634 m,"4,7 km",589 m,769 m,347 m,753 m,"2,7 km","5,8 km",573 m,203 m,167 m,119 m,"1,9 km",53 m,1.850.000 TL,Kiracılı,Evet,10.000 TL,75 TL,"Güney, Doğu",,,,,,,,,,,,,
400,Ankara,Pursaklar,Merkez,1350-5951,10-05-2023,3 + 1,125 m2,3. Kat,15 Yaşında,Kombi,3 Katlı,Uygun,Eşyalı Değil,1,Betonarme,İkinci El,Kat Mülkiyeti,,Doğalgaz,Evet,"4,8 km",229 m,"1,4 km",,"1,6 km",909 m,176 m,745 m,"8,1 km","5,5 km",39 m,301 m,20 m,150 m,"5,1 km",156 m,1.385.000 TL,Mülk Sahibi,Hayır,,,,"11,8 km",,,,,,,,,,,,
401,Ankara,Mamak,Şirintepe,137162-25,10-05-2023,3 + 1,185 m2,En Üst Kat,3 Yaşında,Kombi,4 Katlı,Uygun,Eşyalı Değil,2,Betonarme,Sıfır,Kat Mülkiyeti,,Doğalgaz,Evet,"4,4 km",59 m,"1,4 km","8,4 km","1,5 km","1,5 km",89 m,2 km,"5,4 km","4,6 km",82 m,505 m,41 m,119 m,2 km,369 m,1.588.000 TL,Boş,Evet,,,Doğu,,,,,,,,,,,,,
402,Ankara,Keçiören,Kalaba,137176-53,10-05-2023,3 + 1,130 m2,Giriş Katı,10 Yaşında,Kombi,3 Katlı,Uygun,Eşyalı Değil,1,Betonarme,,Kat Mülkiyeti,,Doğalgaz,Evet,235 m,65 m,"2,7 km",,91 m,651 m,201 m,939 m,"1,7 km","2,3 km",128 m,191 m,77 m,16 m,83 m,540 m,1.200.000 TL,Mülk Sahibi,Hayır,,,"Güney, Doğu","18,8 km",,,,,,,,,,,,
403,Ankara,Mamak,Hüseyingazi,129424-770,10-05-2023,3 + 1,136 m2,10. Kat,3 Yaşında,Merkezi (Pay Ölçer),14 Katlı,Uygun,Eşyalı Değil,2,Betonarme,İkinci El,Kat Mülkiyeti,Evet (Site Adı Belirtilmemiş),Doğalgaz,Evet,,,,,,,,,,,,,,,,,2.450.000 TL,Mülk Sahibi,Hayır,7.000 TL,300 TL,"Güney, Batı",,,,,,,,,,,,,
404,Ankara,Mamak,Cengizhan,137521-17,10-05-2023,3 + 1,140 m2,5. Kat,5 Yaşında,Kombi,10 Katlı,Uygun değil,Eşyalı Değil,2,,,Kat Mülkiyeti,İlkim Sitesi,,,"4,9 km",160 m,932 m,9 km,"2,1 km","2,1 km",455 m,951 m,"5,4 km","4,9 km",544 m,836 m,79 m,57 m,"1,9 km",436 m,2.349.000 TL,Kiracılı,Hayır,,,Doğu,,,,,,,,,,,,,
405,Ankara,Çankaya,Yaşamkent,39997-4526,10-05-2023,4 + 1,217 m2,Kot 1,10 Yaşında,Kombi,11 Katlı,Uygun,Eşyalı Değil,2,Betonarme,İkinci El,Kat Mülkiyeti,,Doğalgaz,Evet,"5,5 km",71 m,"8,3 km","16,5 km","2,9 km","4,3 km","1,1 km","4,5 km","3,5 km","8,7 km",498 m,498 m,36 m,804 m,5 km,757 m,5.650.000 TL,Mülk Sahibi,Hayır,,1.200 TL,"Güney, Batı",,,,,,,,,,,,,
406,Ankara,Çankaya,Osman Temiz,66820-3950,10-05-2023,2 + 1,95 m2,Kot 2,25 Yaşında,Kombi,3 Katlı,Uygun,Eşyalı Değil,1,Betonarme,İkinci El,Kat Mülkiyeti,,Doğalgaz,Evet,"4,8 km",310 m,773 m,"5,8 km",452 m,449 m,428 m,"1,3 km","1,7 km","6,7 km",481 m,378 m,104 m,114 m,"2,1 km",279 m,1.050.000 TL,Kiracılı,Hayır,,50 TL,"Güney, Doğu",,,,,,,,,,,,,
