,City,District,Neighborhood,İlan no,Son Güncelleme Tarihi,Oda + Salon Sayısı,Brüt / Net M2,Bulunduğu Kat,Bina Yaşı,Isınma Tipi,Kat Sayısı,Eşya Durumu,Banyo Sayısı,Yapı Tipi,Yapının Durumu,Kullanım Durumu,Aidat,Cephe,Depozito,Yakıt Tipi,Yetkili Ofis,Rent,Site İçerisinde,Krediye Uygunluk,Tapu Durumu,Takas,Kira Getirisi
1849,Ankara,Çankaya,Keklik Pınarı,4835-7557,30-03-2023,4 + 1,210 m2,Yüksek Giriş,20 Yaşında,Merkezi,12 Katlı,,2,,,Boş,2.000 TL,,,,Evet,15.000 TL,,,,,
1850,Ankara,Yenimahalle,Çiğdemtepe,14912-3497,10-04-2023,3 + 1,170 m2,5. Kat,4 Yaşında,Kombi,12 Katlı,Eşyalı Değil,2,Betonarme,Sıfır,Boş,,"Güney, Doğu",,Doğalgaz,,9.500 TL,,,Kat Mülkiyeti,,
1851,Ankara,Altındağ,Baraj,0-40138443,09-04-2023,1 + 1,30 m2,Bahçe Katı,12 Yaşında,Merkezi,12 Katlı,Eşyalı,1,Betonarme,İkinci El,Boş,110 TL,Güney,,Doğalgaz,,2.000 TL,TOKİ Kuzey Ankara Konutları,,,,
1852,Ankara,Gölbaşı,Kızılcaşar,62201-131,10-02-2023,1 + 1,60 m2,Zemin,Sıfır Bina,Kombi,3 Katlı,Eşyalı Değil,1,,,Boş,150 TL,"Güney, Doğu, Batı",,,,6.800 TL,,Uygun değil,,,
1853,Ankara,Çankaya,Sokullu Mehmet Paşa,7433-4291,05-04-2023,3 + 1,105 m2,Yüksek Giriş,40 Yaşında,Merkezi,4 Katlı,Eşyalı,1,Betonarme,İkinci El,Boş,530 TL,Doğu,10.000 TL,Doğalgaz,Evet,10.000 TL,,,,,
1854,Ankara,Çankaya,Umut,90726-1193,27-03-2023,1 + 1,80 m2,Yüksek Giriş,40 Yaşında,Kombi,5 Katlı,Eşyalı,2,Betonarme,,Boş,50 TL,Güney,,Doğalgaz,Evet,11.500 TL,,,,,
1855,Ankara,Çankaya,Devlet,39156-4873,11-04-2023,3 + 1,135 m2,3. Kat,45 Yaşında,Merkezi,4 Katlı,Eşyalı Değil,1,,,Boş,1.800 TL,"Doğu, Batı",30.000 TL,Doğalgaz,,13.500 TL,,,,,
1856,Ankara,Çankaya,Dumlupınar,11098-1953,02-04-2023,4 + 1,170 m2,8. Kat,20 Yaşında,Merkezi,8 Katlı,Eşyalı Değil,2,Betonarme,İkinci El,Kiracılı,2.000 TL,"Güney, Batı",28.000 TL,Doğalgaz,Evet,14.500 TL,Evet (Site Adı Belirtilmemiş),,,,
1857,Ankara,Çankaya,Güzeltepe,53653-2224,07-02-2023,5 + 2,450 m2,,16 Yaşında,Kombi,3 Katlı,Eşyalı,4,Betonarme,İkinci El,Boş,2.100 TL,"Güney, Doğu, Batı",,Doğalgaz,Evet,33.000 TL,,,,,
1858,Ankara,Çankaya,Meşrutiyet,129908-306,04-04-2023,1 + 0,45 m2,3. Kat,30 Yaşında,Merkezi,5 Katlı,Eşyalı Değil,1,Betonarme,İkinci El,Boş,,,7.500 TL,Doğalgaz,Evet,7.500 TL,,,,,
1859,Ankara,Gölbaşı,İncek,102968-2602,02-04-2023,2 + 1,73 m2,16. Kat,Sıfır Bina,Yerden Isıtma,28 Katlı,Eşyalı Değil,1,Betonarme,Sıfır,Boş,493 TL,"Kuzey, Batı",,Doğalgaz,Evet,8.500 TL,Kent İncek Konutları,,,,
1860,Ankara,Gölbaşı,Tulumtaş,40002-1953,07-03-2023,7 + 1,260 m2,,16 Yaşında,Kombi,2 Katlı,Eşyalı,4,Betonarme,İkinci El,Boş,,"Kuzey, Güney, Doğu, Batı",,Doğalgaz,Evet,24.000 TL,,,,,
1861,Ankara,Çankaya,Aşıkpaşa,132681-97,05-04-2023,2 + 1,105 m2,Giriş Katı,16 Yaşında,Kombi,5 Katlı,Eşyalı,1,Betonarme,İkinci El,Boş,50 TL,Doğu,12.000 TL,Doğalgaz,Evet,12.000 TL,,,,,
1862,Ankara,Altındağ,Hacettepe,121208-45,29-03-2023,3 + 1,130 m2,2. Kat,3 Yaşında,Kombi,6 Katlı,Eşyalı Değil,1,,,,100 TL,,8.000 TL,,,10.000 TL,,,,,
1863,Ankara,Çankaya,Seyranbağları,119128-249,11-03-2023,3 + 1,120 m2,4. Kat,21 Yaşında,Kombi,5 Katlı,Eşyalı,1,Betonarme,İkinci El,Boş,75 TL,"Kuzey, Doğu, Batı",11.500 TL,Doğalgaz,Evet,11.500 TL,,,,,
1864,Ankara,Çankaya,Ayrancı,69567-1284,25-03-2023,2 + 1,100 m2,Giriş Katı,30 Yaşında,Merkezi,4 Katlı,Eşyalı,1,Betonarme,İkinci El,Belirtilmemiş,750 TL,"Güney, Doğu",30.000 TL,Doğalgaz,Evet,15.000 TL,,,,,
1865,Ankara,Çankaya,İlkadım,0-40257874,05-02-2023,2 + 1,110 m2,5. Kat,18 Yaşında,Merkezi,18 Katlı,Eşyalı,1,Betonarme,,Boş,1.500 TL,"Kuzey, Doğu",24.000 TL,Doğalgaz,,12.000 TL,,,,,
1866,Ankara,Çankaya,Kazım Özalp,16866-142,10-04-2023,5 + 1,280 m2,3. Kat,30 Yaşında,Kombi,3 Katlı,Eşyalı,3,Betonarme,İkinci El,,250 TL,,,Doğalgaz,Evet,28.000 TL,,,,,
1867,Ankara,Çankaya,Güzeltepe,91324-4544,07-04-2023,5 + 1,384 m2,21 ve üzeri,11 Yaşında,Merkezi (Pay Ölçer),23 Katlı,Eşyalı Değil,3,,,Boş,2 TL,"Kuzey, Güney, Doğu",,,,80.000 TL,Park Vadi Evleri,,,,
1868,Ankara,Çankaya,Yaşamkent,4077-2173,11-04-2023,1 + 1,40 m2,Ara Kat,1 Yaşında,Merkezi,4 Katlı,Eşyalı,1,Betonarme,İkinci El,Kiracılı,,"Doğu, Batı",8.500 TL,Doğalgaz,Evet,8.500 TL,,,,,
1869,Ankara,Çankaya,Yukarı Dikmen,117073-193,08-04-2023,1 + 1,76 m2,11. Kat,5 Yaşında,Yerden Isıtma,30 Katlı,Eşyalı Değil,1,Betonarme,İkinci El,Boş,1.200 TL,"Güney, Doğu",15.000 TL,Doğalgaz,Evet,10.000 TL,,,,,
1870,Ankara,Etimesgut,Bağlıca,3191-10777,03-04-2023,3 + 1,165 m2,2. Kat,11 Yaşında,Merkezi (Pay Ölçer),10 Katlı,,2,,,,200 TL,,,,,13.000 TL,,,,,
1871,Ankara,Çankaya,Oran,4337-3328,21-03-2023,2 + 1,100 m2,21 ve üzeri,3 Yaşında,Merkezi,38 Katlı,Eşyalı,1,Betonarme,,Kiracılı,2.260 TL,Güney,28.500 TL,Doğalgaz,,28.500 TL,,,,,
1872,Ankara,Keçiören,Etlik,40508-1059,31-03-2023,3 + 1,115 m2,1. Kat,30 Yaşında,Kombi,3 Katlı,Eşyalı Değil,1,Betonarme,İkinci El,Boş,50 TL,Batı,7.000 TL,Doğalgaz,Evet,7.000 TL,,,,,
1873,Ankara,Çankaya,Hilal,43940-2061,27-03-2023,4 + 1,200 m2,Ara Kat,11 Yaşında,Kombi,4 Katlı,Eşyalı,2,Betonarme,İkinci El,Boş,,"Güney, Doğu",50.000 TL,Doğalgaz,Evet,25.000 TL,,,,,
1874,Ankara,Çankaya,Oran,67934-4017,27-02-2023,5 + 1,345 m2,21 ve üzeri,11 Yaşında,Merkezi (Pay Ölçer),30 Katlı,Eşyalı Değil,4,,,Mülk Sahibi,,,,,,89.750 TL,Park Oran Konutları,Uygun değil,,,
1875,Ankara,Çankaya,Büyükesat,4129-1875,11-04-2023,4 + 1,220 m2,Ara Kat,30 Yaşında,Merkezi (Pay Ölçer),10 Katlı,Eşyalı Değil,2,,,,,,23.500 TL,,Evet,23.500 TL,,,,,
1876,Ankara,Etimesgut,Yukarıyurtçu,3044-3959,21-03-2023,3 + 1,137 m2,4. Kat,11 Yaşında,Merkezi (Pay Ölçer),6 Katlı,Eşyalı Değil,1,Betonarme,İkinci El,Boş,460 TL,"Güney, Doğu",7.250 TL,Doğalgaz,Evet,7.250 TL,,,,,
1877,Ankara,Çankaya,Güzeltepe,83743-383,23-02-2023,4 + 1,350 m2,Ara Kat,25 Yaşında,Kombi,5 Katlı,,4,,,,,,27.500 TL,,,27.500 TL,,,,,
1878,Ankara,Çankaya,Oran,3420-9179,21-02-2023,4 + 1,165 m2,21 ve üzeri,11 Yaşında,Merkezi (Pay Ölçer),30 Katlı,Eşyalı,2,Betonarme,İkinci El,Boş,,,,Doğalgaz,Evet,30.000 TL,,,,,
1879,Ankara,Keçiören,Bağlarbaşı,114617-424,22-03-2023,2 + 1,95 m2,Yüksek Giriş,35 Yaşında,Kombi,3 Katlı,Eşyalı,1,Betonarme,İkinci El,Belirtilmemiş,50 TL,"Güney, Batı",6.000 TL,Doğalgaz,,6.000 TL,,,,,
1880,Ankara,Çankaya,Kırkkonaklar,33976-649,22-02-2023,4 + 1,270 m2,En Üst Kat,17 Yaşında,Kombi,3 Katlı,Eşyalı,3,Betonarme,İkinci El,Mülk Sahibi,200 TL,"Güney, Doğu",38.000 TL,Doğalgaz,Evet,19.000 TL,,,,,
1881,Ankara,Çankaya,Güzeltepe,83594-584,09-03-2023,6 + 1,300 m2,,20 Yaşında,Kombi,2 Katlı,Eşyalı,3,Betonarme,İkinci El,Mülk Sahibi,2.200 TL,,55.000 TL,Doğalgaz,Evet,40.000 TL,,,,,
1882,Ankara,Çankaya,Öveçler,3920-9991,10-04-2023,3 + 1,125 m2,2. Kat,25 Yaşında,Merkezi,3 Katlı,Eşyalı Değil,1,Betonarme,İkinci El,Mülk Sahibi,800 TL,"Kuzey, Güney, Doğu",20.000 TL,Doğalgaz,Evet,12.500 TL,,,,,
1883,Ankara,Çankaya,İlkbahar,121733-970,26-03-2023,6 + 1,305 m2,1. Kat,16 Yaşında,Kombi,10 Katlı,Eşyalı Değil,3,,,Mülk Sahibi,1 TL,"Güney, Doğu, Batı",,,,35.000 TL,,Uygun değil,,,
1884,Ankara,Çankaya,İlkadım,119464-69,27-03-2023,2 + 1,110 m2,10. Kat,20 Yaşında,Merkezi,14 Katlı,Eşyalı Değil,1,Betonarme,İkinci El,Boş,1.200 TL,"Kuzey, Doğu",12.000 TL,Doğalgaz,Evet,12.000 TL,"Şelale Sitesi (Ankara, Çankaya, İlkadım)",,,,
1885,Ankara,Çankaya,Meşrutiyet,129908-303,15-03-2023,1 + 0,45 m2,4. Kat,30 Yaşında,Merkezi,5 Katlı,Eşyalı,1,Betonarme,İkinci El,Boş,,,7.500 TL,Doğalgaz,Evet,7.500 TL,,,,,
1886,Ankara,Çankaya,Kırkkonaklar,126712-11,08-03-2023,4 + 1,175 m2,4. Kat,7 Yaşında,Kombi,4 Katlı,Eşyalı Değil,2,Betonarme,İkinci El,Boş,150 TL,"Kuzey, Güney, Doğu, Batı",16.500 TL,Doğalgaz,Evet,14.500 TL,,,,,
1887,Ankara,Gölbaşı,İncek,102968-2597,01-04-2023,2 + 1,73 m2,4. Kat,Sıfır Bina,Yerden Isıtma,28 Katlı,Eşyalı Değil,1,Betonarme,Sıfır,Boş,,"Güney, Batı",17.000 TL,Doğalgaz,,8.500 TL,Kent İncek Konutları,,,,
1888,Ankara,Çankaya,Ümit,3101-2366,31-03-2023,4 + 1,250 m2,12. Kat,1 Yaşında,Merkezi (Pay Ölçer),27 Katlı,Eşyalı Değil,3,Betonarme,,Boş,100 TL,"Güney, Doğu",50.000 TL,Doğalgaz,Evet,25.000 TL,,,,,
1889,Ankara,Çankaya,Sancak,39156-4870,08-04-2023,3 + 1,120 m2,3. Kat,25 Yaşında,Kombi,4 Katlı,Eşyalı,1,,,Boş,150 TL,,25.000 TL,,,16.000 TL,,,,,
1890,Ankara,Çankaya,Sağlık,47158-1745,27-03-2023,1 + 1,80 m2,En Üst Kat,30 Yaşında,Merkezi,5 Katlı,Eşyalı Değil,1,Betonarme,İkinci El,Mülk Sahibi,550 TL,Güney,5.500 TL,Doğalgaz,Evet,5.500 TL,,,,,
1891,Ankara,Çankaya,Yıldızevler,1345-1917,21-03-2023,3 + 1,240 m2,En Üst Kat,15 Yaşında,Merkezi (Pay Ölçer),8 Katlı,Eşyalı,2,Betonarme,İkinci El,Boş,1.000 TL,Güney,30.000 TL,Doğalgaz,,24.000 TL,,,,,
1892,Ankara,Kahramankazan,Fatih,0-39305218,01-04-2023,3 + 1,140 m2,4. Kat,10 Yaşında,Kombi,7 Katlı,Eşyalı Değil,1,Betonarme,Sıfır,Boş,,Güney,,Doğalgaz,,7.000 TL,,,,,
1893,Ankara,Çankaya,Umut,90726-1184,27-03-2023,1 + 1,75 m2,Yüksek Giriş,40 Yaşında,Kombi,5 Katlı,Eşyalı,2,Betonarme,İkinci El,Boş,50 TL,,,Doğalgaz,Evet,11.000 TL,,,,,
1894,Ankara,Çankaya,Oran,43014-2746,18-03-2023,2 + 1,110 m2,Ara Kat,5 Yaşında,Merkezi (Pay Ölçer),4 Katlı,Eşyalı Değil,1,Betonarme,,Boş,,"Güney, Batı",,,Evet,30.000 TL,Kuzu Rezidans,,,,
1895,Ankara,Çankaya,Ümit,129272-352,06-04-2023,8 + 1,440 m2,,12 Yaşında,Kombi,4 Katlı,Eşyalı Değil,2,,İkinci El,Boş,1 TL,"Kuzey, Güney, Doğu, Batı",60.000 TL,,Evet,30.000 TL,,,,,
1896,Ankara,Çankaya,Güzeltepe,91324-4540,07-04-2023,5 + 1,384 m2,21 ve üzeri,11 Yaşında,Merkezi (Pay Ölçer),23 Katlı,Eşyalı Değil,3,,,Boş,2 TL,"Kuzey, Güney, Doğu",,,,80.000 TL,Park Vadi Evleri,,,,
1897,Ankara,Çankaya,Oran,1740-2186,10-04-2023,3 + 1,180 m2,21 ve üzeri,5 Yaşında,Merkezi (Pay Ölçer),30 Katlı,Eşyalı Değil,2,,,Boş,,Doğu,,,,27.300 TL,,,,,
1898,Ankara,Gölbaşı,Kızılcaşar,117736-67,31-01-2023,7 + 2,980 m2,,2 Yaşında,Kombi,4 Katlı,Eşyalı Değil,8,Betonarme,Sıfır,Boş,2.000 TL,"Kuzey, Güney, Doğu, Batı",130.000 TL,Doğalgaz,Evet,137.000 TL,,,,,
1899,Ankara,Çankaya,İlkadım,30001-6933,13-03-2023,4 + 1,170 m2,19. Kat,20 Yaşında,Merkezi,25 Katlı,Eşyalı,2,Betonarme,İkinci El,Boş,1.650 TL,"Güney, Batı",,Doğalgaz,Evet,24.000 TL,,,,,
1900,Ankara,Çankaya,Aziziye,14225-2899,10-04-2023,3 + 1,250 m2,10. Kat,10 Yaşında,Merkezi (Pay Ölçer),31 Katlı,Eşyalı Değil,2,Betonarme,İkinci El,Boş,2.700 TL,,,Doğalgaz,,36.000 TL,Portakal Çiçeği,,,,
1901,Ankara,Çankaya,Cevizlidere,4110-2590,08-04-2023,3 + 1,145 m2,Yüksek Giriş,9 Yaşında,Kombi,4 Katlı,Eşyalı,2,Betonarme,İkinci El,Boş,,,17.000 TL,Doğalgaz,Evet,17.000 TL,,,,,
1902,Ankara,Çankaya,İşçi Blokları,4337-3175,24-03-2023,4 + 1,250 m2,2. Kat,22 Yaşında,Kombi,12 Katlı,Eşyalı,2,Betonarme,İkinci El,Mülk Sahibi,400 TL,Doğu,18.000 TL,Doğalgaz,Evet,18.000 TL,,,,,
1903,Ankara,Keçiören,Etlik,40508-1058,26-03-2023,3 + 1,125 m2,2. Kat,30 Yaşında,Kombi,3 Katlı,Eşyalı,1,Betonarme,İkinci El,Boş,100 TL,"Güney, Doğu",10.000 TL,Doğalgaz,Evet,10.000 TL,,,,,
1904,Ankara,Altındağ,Hacettepe,114144-1506,28-03-2023,3 + 1,180 m2,1. Kat,30 Yaşında,Kombi,3 Katlı,Eşyalı,1,Betonarme,İkinci El,Boş,,,24.000 TL,Doğalgaz,Evet,12.000 TL,,,,,
1905,Ankara,Etimesgut,Şehit Osman Avcı,4788-5911,06-04-2023,1 + 1,52 m2,1. Kat,30 Yaşında,Merkezi (Pay Ölçer),15 Katlı,Eşyalı Değil,1,Betonarme,İkinci El,Kiracılı,350 TL,Batı,5.500 TL,Doğalgaz,Evet,5.500 TL,,,,,
1906,Ankara,Çankaya,Kırkkonaklar,32120-3184,11-02-2023,4 + 1,250 m2,6. Kat,11 Yaşında,Merkezi,11 Katlı,Eşyalı,2,Betonarme,İkinci El,Mülk Sahibi,3.800 TL,"Kuzey, Güney",25.000 TL,Doğalgaz,Evet,25.000 TL,Aloha Residence,,,,
1907,Ankara,Çankaya,Bahçelievler,3897-480,11-04-2023,3 + 1,125 m2,Yüksek Giriş,35 Yaşında,Merkezi,3 Katlı,Eşyalı Değil,1,Betonarme,İkinci El,Boş,1.100 TL,"Güney, Doğu, Batı",15.000 TL,Doğalgaz,Evet,11.000 TL,,,,,
1908,Ankara,Güdül,Çağa,9609-4116,11-04-2023,1 + 1,60 m2,5. Kat,10 Yaşında,Jeotermal Isıtma,5 Katlı,Eşyalı,1,Betonarme,İkinci El,Boş,212 TL,Kuzey,,Doğalgaz,Evet,4.000 TL,,,,,
1909,Ankara,Çankaya,Emek,3584-27206,27-03-2023,3 + 1,140 m2,Yüksek Giriş,15 Yaşında,Kombi,3 Katlı,Eşyalı Değil,1,Betonarme,İkinci El,Boş,,"Kuzey, Güney, Doğu",,Doğalgaz,Evet,13.000 TL,,,,,
1910,Ankara,Çankaya,Yıldızevler,96629-699,10-04-2023,4 + 1,235 m2,5. Kat,10 Yaşında,Merkezi (Pay Ölçer),11 Katlı,Eşyalı,2,Betonarme,İkinci El,Boş,1.450 TL,"Güney, Doğu",40.000 TL,Doğalgaz,Evet,40.000 TL,,,,,
1911,Ankara,Çankaya,Kazım Özalp,38897-1115,17-02-2023,5 + 2,370 m2,Teras Katı,20 Yaşında,Kat Kaloriferi,2 Katlı,Eşyalı Değil,3,Betonarme,İkinci El,Boş,300 TL,"Doğu, Batı",35.000 TL,Doğalgaz,,35.000 TL,,,,,
1912,Ankara,Çankaya,Oran,83743-328,20-02-2023,3 + 1,140 m2,21 ve üzeri,5 Yaşında,Kat Kaloriferi,40 Katlı,Eşyalı Değil,2,,,,,,28.000 TL,,,28.000 TL,One Tower,,,,
1913,Ankara,Çankaya,Kırkkonaklar,18887-7432,25-03-2023,4 + 1,210 m2,5. Kat,5 Yaşında,Merkezi (Pay Ölçer),18 Katlı,Eşyalı,2,,,Boş,1 TL,"Kuzey, Güney, Doğu, Batı",35.000 TL,,,35.000 TL,Park Vadi Evleri,,,,
1914,Ankara,Yenimahalle,Yuvaköy,111334-3554,01-04-2023,3 + 1,130 m2,4. Kat,Sıfır Bina,Merkezi (Pay Ölçer),9 Katlı,Eşyalı Değil,2,Betonarme,Sıfır,Boş,,Kuzey,11.500 TL,Doğalgaz,Evet,11.500 TL,,,,,
1915,Ankara,Çankaya,Yukarı Bahçelievler,4094-1183,31-03-2023,3 + 1,125 m2,1. Kat,35 Yaşında,Kombi,3 Katlı,Eşyalı,1,Betonarme,İkinci El,Kiracılı,100 TL,,15.000 TL,Doğalgaz,Evet,15.000 TL,,,,,
1916,Ankara,Çankaya,Gaziosmanpaşa,16602-1594,24-03-2023,3 + 1,145 m2,Ara Kat,30 Yaşında,Kombi,4 Katlı,Eşyalı,2,,,,300 TL,,,,,26.000 TL,,,,,
1917,Ankara,Yenimahalle,Kardelen,131325-44,01-04-2023,3 + 1,105 m2,Yüksek Giriş,30 Yaşında,Kombi,4 Katlı,Eşyalı Değil,1,Betonarme,İkinci El,,,"Doğu, Batı",7.500 TL,Doğalgaz,,7.500 TL,,,,,
1918,Ankara,Çankaya,Kırkkonaklar,50790-246,08-04-2023,3 + 1,145 m2,2. Kat,16 Yaşında,Kombi,4 Katlı,Eşyalı Değil,1,Betonarme,İkinci El,Boş,1 TL,"Kuzey, Doğu",16.000 TL,Doğalgaz,Evet,10.000 TL,,,,,
1919,Ankara,Çankaya,Kavaklıdere,3221-2871,03-04-2023,3 + 1,150 m2,4. Kat,50 Yaşında,Merkezi,4 Katlı,Eşyalı,1,Betonarme,İkinci El,Mülk Sahibi,1.100 TL,"Güney, Doğu, Batı",15.000 TL,Doğalgaz,Evet,15.000 TL,,,,,
1920,Ankara,Keçiören,Etlik,59400-1,10-04-2023,2 + 1,100 m2,2. Kat,5 Yaşında,Merkezi,15 Katlı,Eşyalı,2,Betonarme,Sıfır,Boş,500 TL,Batı,10.000 TL,Doğalgaz,Evet,17.500 TL,,,,,
1921,Ankara,Çankaya,Küçükesat,112994-179,02-04-2023,1 + 1,90 m2,3. Kat,1 Yaşında,Kombi,5 Katlı,Eşyalı,1,Betonarme,,Boş,,"Güney, Batı",,Doğalgaz,Evet,16.000 TL,,,,,
1922,Ankara,Çankaya,Büyükesat,103053-474,21-02-2023,3 + 1,120 m2,8. Kat,40 Yaşında,Merkezi,10 Katlı,Eşyalı,1,Betonarme,İkinci El,Boş,,"Doğu, Batı",,Doğalgaz,Evet,18.000 TL,Mesa Güneş Sitesi,,,,
1923,Ankara,Etimesgut,Şeyh Şamil,23342-4933,07-04-2023,1 + 1,60 m2,Ara Kat,25 Yaşında,Merkezi,6 Katlı,Eşyalı Değil,1,Betonarme,İkinci El,,1.080 TL,Güney,5.000 TL,Doğalgaz,Evet,6.500 TL,,,,,
1924,Ankara,Çankaya,Eti,10249-3858,09-04-2023,3 + 1,120 m2,2. Kat,31 Yaşında,Kombi,4 Katlı,,1,Betonarme,İkinci El,Boş,,Güney,,Doğalgaz,Evet,6.500 TL,,,,,
1925,Ankara,Yenimahalle,Emniyet,1124-5527,11-04-2023,1 + 1,70 m2,17. Kat,Sıfır Bina,Merkezi (Pay Ölçer),17 Katlı,Eşyalı Değil,1,Betonarme,Sıfır,Boş,2.700 TL,Kuzey,15.000 TL,Doğalgaz,Evet,15.000 TL,,,,,
1926,Ankara,Çankaya,Mutlukent,2888-14713,10-04-2023,9 + 2,700 m2,Bahçe Katı,26 Yaşında,Kombi,3 Katlı,Eşyalı Değil,7,,,Boş,,"Kuzey, Doğu",,,,62.500 TL,Hekimköy Sitesi,Uygun değil,,,
1927,Ankara,Çankaya,Birlik,123623-724,31-03-2023,5 + 1,380 m2,Bahçe Katı,3 Yaşında,Kombi,4 Katlı,Eşyalı,5,,,Mülk Sahibi,125 TL,"Kuzey, Güney, Doğu, Batı",,,,70.000 TL,,Uygun değil,,,
1928,Ankara,Çankaya,Aziziye,124381-181,10-04-2023,3 + 1,135 m2,1. Kat,31 Yaşında,Merkezi (Pay Ölçer),5 Katlı,Eşyalı,1,,,Boş,700 TL,"Kuzey, Doğu, Batı",,,,18.000 TL,Birinci Basın Sitesi,,,,
1929,Ankara,Çankaya,İlkbahar,25807-2559,31-03-2023,2 + 1,110 m2,Ara Kat,5 Yaşında,Merkezi (Pay Ölçer),29 Katlı,Eşyalı,2,Betonarme,İkinci El,Boş,500 TL,"Güney, Doğu",15.500 TL,Doğalgaz,Evet,13.500 TL,,,,,
1930,Ankara,Çankaya,Büyükesat,117736-62,21-02-2023,5 + 2,380 m2,2. Kat,20 Yaşında,Kombi,4 Katlı,Eşyalı Değil,3,Betonarme,İkinci El,Boş,4.000 TL,"Kuzey, Güney, Batı",38.000 TL,Doğalgaz,Evet,38.000 TL,,,,,
1931,Ankara,Çankaya,Gaziosmanpaşa,4337-2957,07-04-2023,4 + 1,190 m2,Bahçe Katı,30 Yaşında,Merkezi,4 Katlı,Eşyalı,1,Betonarme,,Boş,720 TL,,15.000 TL,Doğalgaz,,18.000 TL,,,,,
1932,Ankara,Sincan,Alcı,136693-20,29-03-2023,3 + 1,130 m2,Ara Kat,1 Yaşında,Kombi,10 Katlı,Eşyalı Değil,2,Betonarme,Sıfır,Boş,400 TL,Güney,3.500 TL,Elektrik,Evet,3.500 TL,Evet (Site Adı Belirtilmemiş),,,,
1933,Ankara,Çankaya,Büyükesat,8006-703,17-02-2023,3 + 1,135 m2,Bahçe Katı,30 Yaşında,Merkezi,4 Katlı,Eşyalı,2,Betonarme,,Mülk Sahibi,930 TL,"Güney, Doğu, Batı",20.000 TL,Doğalgaz,Evet,14.000 TL,,,,,
1934,Ankara,Çankaya,Ayrancı,39156-4881,11-04-2023,3 + 1,135 m2,3. Kat,45 Yaşında,Merkezi,4 Katlı,Eşyalı Değil,1,,,Boş,1.800 TL,"Doğu, Batı",28.000 TL,,,13.500 TL,,,,,
1935,Ankara,Çankaya,Alacaatlı,5665-217,07-03-2023,6 + 1,2.000 m2,,10 Yaşında,VRV,3 Katlı,Eşyalı,5,Betonarme,İkinci El,Boş,,"Kuzey, Güney, Doğu, Batı",,Elektrik,Evet,59.000 TL,,,,,
1936,Ankara,Gölbaşı,Kızılcaşar,3420-8972,29-03-2023,1 + 1,55 m2,Çatı Katı,5 Yaşında,Merkezi,5 Katlı,Eşyalı,1,Betonarme,İkinci El,Boş,,,,Doğalgaz,Evet,7.000 TL,,,,,
1937,Ankara,Çankaya,Aziziye,8539-5736,11-04-2023,4 + 1,325 m2,9. Kat,5 Yaşında,Merkezi (Pay Ölçer),30 Katlı,Eşyalı Değil,2,,,Boş,2.6 TL,"Güney, Doğu, Batı",,,,39.000 TL,Portakal Çiçeği Residence,Uygun değil,,,
1938,Ankara,Yenimahalle,Emniyet,122234-309,28-03-2023,1 + 1,82 m2,3. Kat,Sıfır Bina,Merkezi (Pay Ölçer),8 Katlı,Eşyalı Değil,1,,Sıfır,Boş,,"Kuzey, Doğu",,,Evet,11.500 TL,,,,,
1939,Ankara,Çankaya,100. Yıl,6092-1682,01-03-2023,3 + 1,100 m2,Giriş Katı,39 Yaşında,Kombi,3 Katlı,Eşyalı,1,Betonarme,İkinci El,Boş,75 TL,Doğu,10.000 TL,Doğalgaz,Evet,8.500 TL,,,,,
1940,Ankara,Gölbaşı,Bahçelievler,96079-189,22-03-2023,1 + 1,85 m2,Ara Kat,Sıfır Bina,Merkezi,4 Katlı,Eşyalı,1,Betonarme,Sıfır,Boş,75 TL,"Güney, Doğu",5.500 TL,Doğalgaz,Evet,9.500 TL,,,,,
1941,Ankara,Çankaya,Dodurga,130591-374,20-03-2023,4 + 1,230 m2,15. Kat,1 Yaşında,Merkezi (Pay Ölçer),20 Katlı,Eşyalı Değil,4,,Sıfır,Boş,1.125 TL,Güney,40.000 TL,Doğalgaz,Evet,20.250 TL,,,,,
1942,Ankara,Çankaya,Büyükesat,4537-9729,21-03-2023,1 + 1,65 m2,Kot 2,25 Yaşında,Kombi,3 Katlı,Eşyalı,1,Betonarme,İkinci El,Boş,150 TL,,20.000 TL,Doğalgaz,Evet,10.000 TL,,,,,
1943,Ankara,Çankaya,Hilal,117073-201,06-04-2023,2 + 1,110 m2,4. Kat,5 Yaşında,Merkezi,5 Katlı,Eşyalı,2,,,Boş,2 TL,"Güney, Doğu",,,,14.000 TL,,Uygun değil,,,
1944,Ankara,Çankaya,Emek,14347-1277,22-03-2023,1 + 1,65 m2,Ara Kat,4 Yaşında,Kombi,3 Katlı,Eşyalı,1,Betonarme,İkinci El,Boş,150 TL,"Güney, Batı",15.000 TL,Doğalgaz,Evet,13.500 TL,,,,,
1945,Ankara,Çankaya,Esatoğlu,35644-852,03-04-2023,2 + 1,85 m2,Yüksek Giriş,35 Yaşında,Kombi,4 Katlı,Eşyalı,1,Betonarme,İkinci El,Boş,75 TL,Güney,15.000 TL,Doğalgaz,Evet,15.000 TL,,,,,
1946,Ankara,Çankaya,Kırkkonaklar,18887-7410,10-04-2023,4 + 1,230 m2,11. Kat,5 Yaşında,Merkezi (Pay Ölçer),18 Katlı,Eşyalı,2,,,Mülk Sahibi,1.2 TL,Güney,,,,20.500 TL,Park Vadi Evleri,Uygun değil,,,
