,City,District,Neighborhood,İlan no,Son Güncelleme Tarihi,Oda + Salon Sayısı,Brüt / Net M2,Bulunduğu Kat,Bina Yaşı,Isınma Tipi,Kat Sayısı,Eşya Durumu,Banyo Sayısı,Yapı Tipi,Yapının Durumu,Kullanım Durumu,Aidat,Cephe,Depozito,Yakıt Tipi,Yetkili Ofis,Rent,Site İçerisinde,Krediye Uygunluk,Tapu Durumu,Takas,Kira Getirisi
404,Ankara,Çankaya,Maltepe,7655-1481,08-04-2023,3 + 1,120 m2,1. Kat,30 Yaşında,Kombi,4 Katlı,Eşyalı Değil,1,Betonarme,İkinci El,Boş,150 TL,"Güney, Doğu",11.000 TL,,Evet,11.000 TL,,,,,
405,Ankara,Keçiören,Etlik,129460-203,10-04-2023,1 + 1,95 m2,Kot 1,30 Yaşında,Kombi,3 Katlı,Eşyalı,1,Betonarme,İkinci El,Boş,60 TL,"Kuzey, Güney, Doğu, Batı",8.500 TL,,Evet,8.500 TL,,,,,
406,Ankara,Çankaya,Alacaatlı,4744-11014,09-04-2023,4 + 1,230 m2,18. Kat,3 Yaşında,Merkezi (Pay Ölçer),35 Katlı,Eşyalı Değil,2,Betonarme,İkinci El,Boş,,"Güney, Doğu, Batı",,Doğalgaz,Evet,29.500 TL,,,,,
407,Ankara,Yenimahalle,Susuz,110538-1964,06-04-2023,4 + 1,180 m2,2. Kat,3 Yaşında,Kombi,9 Katlı,Eşyalı Değil,2,Betonarme,İkinci El,Boş,250 TL,"Güney, Batı",30.000 TL,Doğalgaz,Evet,15.500 TL,,,,,
408,Ankara,Çankaya,İlkadım,95616-224,10-04-2023,2 + 1,98 m2,1. Kat,25 Yaşında,Merkezi,10 Katlı,Eşyalı,1,Betonarme,İkinci El,Boş,900 TL,"Güney, Doğu",15.000 TL,Doğalgaz,Evet,13.000 TL,,,,,
409,Ankara,Keçiören,Esertepe,133497-192,06-04-2023,2 + 1,110 m2,3. Kat,25 Yaşında,Kombi,3 Katlı,Eşyalı,2,Betonarme,İkinci El,Boş,100 TL,"Güney, Doğu, Batı",9.500 TL,Doğalgaz,Evet,7.500 TL,,,,,
410,Ankara,Çankaya,Kızılırmak,3920-9917,07-04-2023,3 + 1,176 m2,17. Kat,10 Yaşında,Merkezi,30 Katlı,Eşyalı Değil,2,,İkinci El,Boş,1.900 TL,Batı,28.500 TL,Doğalgaz,,28.500 TL,,,,,
411,Ankara,Çankaya,İlkadım,16761-31337,10-04-2023,3 + 1,125 m2,3. Kat,25 Yaşında,Kombi,3 Katlı,Eşyalı Değil,1,Betonarme,İkinci El,Kiracılı,100 TL,"Kuzey, Batı",11.000 TL,Doğalgaz,Evet,10.750 TL,,,,,
412,Ankara,Çankaya,Bahçelievler,87775-519,08-04-2023,3 + 1,140 m2,2. Kat,25 Yaşında,Kombi,3 Katlı,Eşyalı Değil,2,,İkinci El,Boş,150 TL,"Güney, Doğu, Batı",16.000 TL,Doğalgaz,Evet,16.000 TL,,,,,
413,Ankara,Çankaya,Yaşamkent,4209-2227,10-04-2023,5 + 1,350 m2,,12 Yaşında,Kat Kaloriferi,4 Katlı,Eşyalı,3,Betonarme,İkinci El,Boş,,"Kuzey, Güney, Doğu, Batı",60.000 TL,Akaryakıt,Evet,30.000 TL,,,,,
414,Ankara,Mamak,Demirlibahçe,131828-240,08-04-2023,2 + 1,80 m2,Kot 2,25 Yaşında,Kombi,4 Katlı,Eşyalı,1,Betonarme,İkinci El,Boş,,Güney,7.500 TL,Doğalgaz,Evet,5.000 TL,,,,,
415,Ankara,Gölbaşı,Gaziosmanpaşa,96629-734,10-04-2023,5 + 3,2.000 m2,,11 Yaşında,Merkezi,5 Katlı,Eşyalı,5,Betonarme,İkinci El,Boş,,"Kuzey, Güney, Doğu, Batı",190.000 TL,Doğalgaz,Evet,190.000 TL,,,,,
416,Ankara,Çankaya,Murat,26985-2658,05-04-2023,3 + 1,100 m2,Yüksek Giriş,20 Yaşında,Kombi,7 Katlı,Eşyalı,1,Betonarme,İkinci El,Boş,50 TL,"Güney, Doğu, Batı",10.000 TL,Doğalgaz,Evet,7.500 TL,,,Kat Mülkiyeti,,
417,Ankara,Çankaya,Yıldızevler,6632-1639,09-04-2023,3 + 1,120 m2,5. Kat,40 Yaşında,Merkezi,8 Katlı,Eşyalı,1,Betonarme,İkinci El,Mülk Sahibi,2.500 TL,"Kuzey, Güney, Doğu",15.000 TL,Doğalgaz,Evet,13.000 TL,BASIN SİTESİ,,,,
418,Ankara,Çankaya,Mürsel Uluç,41553-6871,07-04-2023,2 + 1,125 m2,4. Kat,Sıfır Bina,Kombi,4 Katlı,Eşyalı Değil,2,Betonarme,İkinci El,Boş,100 TL,Doğu,9.500 TL,Doğalgaz,Evet,9.500 TL,,,,,
419,Ankara,Çankaya,Ümit,7524-5264,10-04-2023,4 + 1,160 m2,4. Kat,25 Yaşında,Merkezi,16 Katlı,Eşyalı Değil,1,Betonarme,İkinci El,Kiracılı,3.300 TL,,14.500 TL,Doğalgaz,,14.500 TL,,,,,
420,Ankara,Yenimahalle,Emniyet,122234-333,08-04-2023,4 + 1,221 m2,20. Kat,Sıfır Bina,Merkezi (Pay Ölçer),37 Katlı,Eşyalı Değil,4,,Sıfır,Boş,,"Güney, Batı",,,Evet,20.000 TL,,,,,
421,Ankara,Etimesgut,Altay,32249-5745,05-04-2023,3 + 1,117 m2,7. Kat,23 Yaşında,Merkezi (Pay Ölçer),14 Katlı,Eşyalı Değil,1,Betonarme,İkinci El,Boş,388 TL,"Güney, Doğu, Batı",13.500 TL,Doğalgaz,Evet,13.500 TL,Sutek Blokları,,,,
422,Ankara,Çankaya,Kırkkonaklar,19538-3511,07-04-2023,5 + 1,350 m2,2. Kat,13 Yaşında,Kombi,2 Katlı,,4,,,Boş,,"Doğu, Batı",17.000 TL,,Evet,17.000 TL,,,,,
423,Ankara,Çankaya,Büyükesat,7677-4630,10-04-2023,3 + 1,160 m2,1. Kat,25 Yaşında,Merkezi,3 Katlı,Eşyalı,1,Betonarme,İkinci El,Boş,950 TL,,,Doğalgaz,,20.000 TL,,,,,
424,Ankara,Çankaya,Remzi Oğuz Arık,37380-3923,10-04-2023,3 + 1,260 m2,5. Kat,25 Yaşında,Kombi,5 Katlı,Eşyalı,2,Betonarme,İkinci El,Boş,,"Güney, Doğu, Batı",,Doğalgaz,Evet,19.500 TL,,,,,
425,Ankara,Çankaya,Oğuzlar,17197-2280,10-04-2023,3 + 1,100 m2,Yüksek Giriş,27 Yaşında,Merkezi,2 Katlı,Eşyalı,1,Betonarme,İkinci El,Boş,500 TL,"Kuzey, Batı",,Doğalgaz,Evet,15.000 TL,Evet (Site Adı Belirtilmemiş),,,,
426,Ankara,Çankaya,Seyranbağları,9937-2382,08-04-2023,2 + 1,100 m2,Giriş Katı,30 Yaşında,Kombi,2 Katlı,Eşyalı Değil,1,Betonarme,İkinci El,Boş,40 TL,Doğu,17.000 TL,Doğalgaz,,8.500 TL,,,,,
427,Ankara,Etimesgut,Bağlıca,1810-4141,06-04-2023,4 + 1,185 m2,12. Kat,5 Yaşında,Merkezi (Pay Ölçer),13 Katlı,Eşyalı,2,,,Kiracılı,930 TL,"Doğu, Batı",,,,19.500 TL,Bağlıca Botanik Park Konutları,Uygun değil,,,
428,Ankara,Keçiören,İncirli,95656-1264,09-04-2023,2 + 1,115 m2,En Üst Kat,25 Yaşında,Kombi,3 Katlı,Eşyalı,1,Betonarme,Sıfır,Boş,80 TL,"Güney, Batı",14.000 TL,Doğalgaz,Evet,14.000 TL,,,,,
429,Ankara,Etimesgut,Atakent,113388-1804,08-04-2023,2 + 1,110 m2,2. Kat,20 Yaşında,Kombi,3 Katlı,Eşyalı Değil,1,Betonarme,İkinci El,Boş,,Doğu,7.000 TL,Doğalgaz,Evet,7.000 TL,,,,,
430,Ankara,Çankaya,Çukurambar,6666-2919,06-04-2023,4 + 1,190 m2,8. Kat,17 Yaşında,Kombi,9 Katlı,Eşyalı,2,Betonarme,İkinci El,Kiracılı,500 TL,"Güney, Doğu",49.000 TL,Doğalgaz,,24.500 TL,,,,,
431,Ankara,Çankaya,Çankaya,2603-4446,10-04-2023,3 + 1,120 m2,3. Kat,35 Yaşında,Merkezi,10 Katlı,Eşyalı,1,Betonarme,İkinci El,,3.000 TL,"Güney, Batı",25.000 TL,Doğalgaz,Evet,12.500 TL,,,,,
432,Ankara,Etimesgut,Şeyh Şamil,29364-19757,10-04-2023,2 + 1,100 m2,3. Kat,25 Yaşında,Kombi,5 Katlı,Eşyalı Değil,2,Betonarme,İkinci El,Boş,,"Doğu, Batı",,Doğalgaz,Evet,8.500 TL,Alarko Sitesi,,,,
433,Ankara,Keçiören,Uyanış,79717-1309,09-04-2023,3 + 1,130 m2,3. Kat,20 Yaşında,Kombi,3 Katlı,Eşyalı Değil,1,Betonarme,İkinci El,Boş,40 TL,Doğu,7.250 TL,Doğalgaz,Evet,7.250 TL,,,,,
434,Ankara,Çankaya,Mebusevleri,5934-3349,10-04-2023,1 + 1,90 m2,Yüksek Giriş,40 Yaşında,Kombi,2 Katlı,,1,,,Boş,150 TL,"Güney, Batı",8.000 TL,,Evet,8.000 TL,,,,,
435,Ankara,Çankaya,Çankaya,2424-2496,09-04-2023,4 + 1,208 m2,2. Kat,40 Yaşında,Merkezi,4 Katlı,Eşyalı Değil,1,Betonarme,İkinci El,Boş,1.000 TL,,25.000 TL,Doğalgaz,Evet,15.500 TL,,,,,
436,Ankara,Çankaya,Ayrancı,4181-735,11-04-2023,3 + 1,120 m2,En Üst Kat,50 Yaşında,Kombi,3 Katlı,Eşyalı Değil,1,Betonarme,İkinci El,Boş,350 TL,"Güney, Doğu",20.000 TL,Doğalgaz,Evet,15.500 TL,,,,,
437,Ankara,Çankaya,İlkbahar,121733-1001,07-04-2023,2 + 1,178 m2,12. Kat,7 Yaşında,Merkezi (Pay Ölçer),31 Katlı,Eşyalı Değil,2,Betonarme,İkinci El,Boş,1.850 TL,"Güney, Doğu",35.000 TL,Doğalgaz,Evet,35.000 TL,Sinpaş Altın Oran Konutları,,,,
438,Ankara,Çankaya,Birlik,69567-1290,07-04-2023,4 + 1,175 m2,2. Kat,23 Yaşında,Kombi,3 Katlı,Eşyalı Değil,2,Betonarme,İkinci El,Boş,200 TL,"Güney, Doğu, Batı",13.000 TL,Doğalgaz,Evet,13.000 TL,,,,,
439,Ankara,Keçiören,19 Mayıs,1955-7136,09-04-2023,3 + 1,110 m2,Giriş Katı,25 Yaşında,Kombi,2 Katlı,Eşyalı,1,Betonarme,İkinci El,Boş,50 TL,"Kuzey, Batı",,Doğalgaz,Evet,7.500 TL,,,,,
440,Ankara,Çankaya,İlkbahar,10249-3867,09-04-2023,4 + 1,300 m2,20. Kat,10 Yaşında,Merkezi (Pay Ölçer),30 Katlı,Eşyalı Değil,3,Betonarme,İkinci El,Boş,,"Güney, Doğu",,Doğalgaz,Evet,22.000 TL,Evet (Site Adı Belirtilmemiş),,,,
441,Ankara,Etimesgut,Yeni Bağlıca,8316-3686,08-04-2023,2 + 1,112 m2,5. Kat,10 Yaşında,Merkezi (Pay Ölçer),13 Katlı,,2,Betonarme,,Boş,450 TL,"Güney, Batı",12.500 TL,Doğalgaz,Evet,12.500 TL,Koru Bağlıca Evleri,,,,
442,Ankara,Çankaya,Naci Çakır,130826-574,08-04-2023,3 + 1,85 m2,1. Kat,33 Yaşında,Kombi,3 Katlı,Eşyalı,1,Betonarme,İkinci El,Boş,,"Kuzey, Doğu",30.000 TL,Doğalgaz,Evet,12.000 TL,,,,,
443,Ankara,Çankaya,Aşıkpaşa,135839-6,10-04-2023,3 + 1,135 m2,2. Kat,15 Yaşında,Kombi,4 Katlı,Eşyalı,1,Betonarme,İkinci El,Boş,75 TL,,12.500 TL,Doğalgaz,Evet,10.500 TL,,,,,
444,Ankara,Altındağ,Hacettepe,8168-2516,04-04-2023,3 + 1,115 m2,3. Kat,20 Yaşında,Kombi,4 Katlı,Eşyalı Değil,1,Betonarme,İkinci El,Boş,100 TL,"Güney, Batı",10.000 TL,Doğalgaz,,10.000 TL,,,,,
445,Ankara,Yenimahalle,Yunus Emre,56045-5504,11-04-2023,3 + 1,120 m2,2. Kat,22 Yaşında,Kombi,3 Katlı,Eşyalı Değil,1,Betonarme,İkinci El,Boş,,"Kuzey, Doğu",,Doğalgaz,Evet,11.900 TL,,,,,
446,Ankara,Çankaya,Cebeci,58275-1045,10-04-2023,1 + 1,55 m2,1. Kat,1 Yaşında,Kombi,4 Katlı,Eşyalı,1,Betonarme,İkinci El,Boş,300 TL,Doğu,10.750 TL,Doğalgaz,Evet,10.750 TL,,,,,
447,Ankara,Çankaya,100. Yıl,1135-1403,10-04-2023,4 + 1,200 m2,1. Kat,39 Yaşında,Merkezi,3 Katlı,Eşyalı Değil,2,,,Boş,2.000 TL,,60.000 TL,Doğalgaz,Evet,20.000 TL,,,,,
448,Ankara,Etimesgut,Turkuaz,10144-6597,11-04-2023,2 + 1,95 m2,En Üst Kat,8 Yaşında,Merkezi (Pay Ölçer),12 Katlı,Eşyalı Değil,1,Betonarme,İkinci El,Boş,400 TL,"Güney, Batı",9.000 TL,Doğalgaz,Evet,5.250 TL,,,,,
449,Ankara,Etimesgut,Yeşilova,42144-6876,10-04-2023,3 + 1,129 m2,8. Kat,2 Yaşında,Kombi,10 Katlı,Eşyalı Değil,2,Betonarme,İkinci El,Kiracılı,600 TL,Doğu,10.500 TL,Doğalgaz,Evet,10.500 TL,,,,,
450,Ankara,Çankaya,Balgat,2646-1031,11-04-2023,3 + 1,110 m2,1. Kat,25 Yaşında,Kombi,4 Katlı,Eşyalı,2,Betonarme,İkinci El,Boş,100 TL,,20.000 TL,Doğalgaz,Evet,12.000 TL,,,,,
451,Ankara,Etimesgut,Şehit Osman Avcı,83411-1753,08-04-2023,1 + 1,60 m2,2. Kat,7 Yaşında,Merkezi (Pay Ölçer),14 Katlı,Eşyalı,1,Betonarme,İkinci El,Boş,515 TL,Güney,8.750 TL,Doğalgaz,Evet,8.750 TL,Relax Eryaman Konutları,,,,
452,Ankara,Etimesgut,Eryaman,34705-849,09-04-2023,3 + 1,140 m2,14. Kat,7 Yaşında,Merkezi (Pay Ölçer),15 Katlı,Eşyalı Değil,2,Betonarme,İkinci El,Kiracılı,967 TL,Güney,15.000 TL,Doğalgaz,Evet,15.000 TL,,,,,
453,Ankara,Çankaya,Çankaya,10601-1855,05-04-2023,3 + 1,125 m2,2. Kat,37 Yaşında,Merkezi,12 Katlı,Eşyalı Değil,1,Betonarme,İkinci El,Kiracılı,1.500 TL,"Güney, Doğu, Batı",11.000 TL,Doğalgaz,Evet,11.000 TL,,,,,
454,Ankara,Altındağ,Hacettepe,81348-627,10-04-2023,3 + 1,105 m2,2. Kat,30 Yaşında,Kombi,6 Katlı,Eşyalı Değil,1,Betonarme,İkinci El,Boş,100 TL,"Kuzey, Doğu, Batı",6.000 TL,Doğalgaz,Evet,6.000 TL,,,,,
455,Ankara,Mamak,Hüseyingazi,40243-10149,11-04-2023,3 + 1,110 m2,2. Kat,15 Yaşında,Kombi,2 Katlı,Eşyalı,1,Betonarme,İkinci El,Boş,,Batı,,Doğalgaz,Evet,8.250 TL,,,,,
456,Ankara,Çankaya,Oran,47587-449,09-04-2023,3 + 1,160 m2,11. Kat,20 Yaşında,Merkezi,15 Katlı,Eşyalı,2,Betonarme,İkinci El,Boş,1.500 TL,,15.000 TL,Doğalgaz,Evet,12.500 TL,,,,,
457,Ankara,Yenimahalle,Demetgül,10214-2621,10-04-2023,3 + 1,120 m2,9. Kat,35 Yaşında,Kombi,9 Katlı,Eşyalı Değil,1,Betonarme,İkinci El,,,"Güney, Doğu",,Doğalgaz,,6.500 TL,,,,,
458,Ankara,Keçiören,Kanuni,55822-3964,10-04-2023,3 + 1,135 m2,1. Kat,9 Yaşında,Kombi,3 Katlı,Eşyalı Değil,1,Betonarme,İkinci El,Boş,,"Güney, Doğu",6.500 TL,Doğalgaz,Evet,6.500 TL,,,,,
459,Ankara,Çankaya,Aziziye,28547-3325,05-04-2023,2 + 1,105 m2,Kot 2,45 Yaşında,Merkezi,5 Katlı,Eşyalı,1,Betonarme,İkinci El,Boş,1.190 TL,"Kuzey, Batı",10.000 TL,Doğalgaz,Evet,8.500 TL,,,,,
460,Ankara,Çankaya,Cevizlidere,6493-2789,06-04-2023,3 + 1,145 m2,2. Kat,19 Yaşında,Kombi,4 Katlı,Eşyalı Değil,2,Betonarme,İkinci El,Boş,150 TL,"Güney, Batı",13.000 TL,Doğalgaz,Evet,13.000 TL,,,,,
461,Ankara,Polatlı,Kurtuluş,99290-718,06-04-2023,3 + 1,120 m2,En Üst Kat,25 Yaşında,Kombi,4 Katlı,Eşyalı Değil,1,Betonarme,İkinci El,Boş,,"Kuzey, Güney, Batı",2.500 TL,Doğalgaz,Evet,3.000 TL,,,,,
462,Ankara,Çankaya,Güvenevler,4367-5727,09-04-2023,3 + 1,125 m2,Yüksek Giriş,35 Yaşında,Merkezi,4 Katlı,Eşyalı Değil,1,Betonarme,İkinci El,Kiracılı,1.600 TL,Güney,10.000 TL,Doğalgaz,Evet,10.000 TL,,,,,
463,Ankara,Çankaya,Ata,4094-1432,11-04-2023,4 + 1,195 m2,1. Kat,15 Yaşında,Kombi,4 Katlı,Eşyalı Değil,2,Betonarme,İkinci El,Boş,100 TL,,15.000 TL,Doğalgaz,Evet,14.500 TL,,,,,
464,Ankara,Çankaya,Kazım Özalp,4537-9623,08-04-2023,1 + 1,65 m2,1. Kat,35 Yaşında,Merkezi,2 Katlı,Eşyalı,1,Betonarme,İkinci El,Boş,,Doğu,,Doğalgaz,Evet,15.000 TL,,,,,
465,Ankara,Yenimahalle,Ergenekon,121475-86,04-04-2023,2 + 1,85 m2,Yüksek Giriş,16 Yaşında,Merkezi (Pay Ölçer),7 Katlı,,1,,,Boş,,"Güney, Doğu",,,,9.000 TL,Barbaros Sitesi,Uygun değil,,,
466,Ankara,Çankaya,İlkbahar,4337-3338,11-04-2023,1 + 1,60 m2,2. Kat,6 Yaşında,Merkezi,10 Katlı,,1,Betonarme,İkinci El,,600 TL,Güney,14.000 TL,Doğalgaz,Evet,14.000 TL,,,,,
467,Ankara,Çankaya,Osman Temiz,5235-9335,08-04-2023,3 + 1,115 m2,Kot 1,22 Yaşında,Kombi,3 Katlı,Eşyalı,1,Betonarme,İkinci El,Boş,100 TL,,10.000 TL,Doğalgaz,Evet,9.300 TL,,,,,
468,Ankara,Mamak,Durali Alıç,112265-1502,06-04-2023,3 + 1,135 m2,3. Kat,7 Yaşında,Kombi,12 Katlı,Eşyalı Değil,2,Betonarme,İkinci El,Boş,400 TL,"Güney, Doğu",10.000 TL,Doğalgaz,,10.000 TL,,,,,
469,Ankara,Mamak,Başak,124415-250,09-04-2023,3 + 1,165 m2,5. Kat,5 Yaşında,Kombi,8 Katlı,Eşyalı,2,Betonarme,İkinci El,Kiracılı,75 TL,"Güney, Doğu",18.000 TL,Doğalgaz,Evet,8.750 TL,,,,,
470,Ankara,Çankaya,Anıttepe,3053-2173,08-04-2023,2 + 1,85 m2,4. Kat,40 Yaşında,Kombi,4 Katlı,,1,Kagir,İkinci El,Boş,100 TL,"Kuzey, Doğu",8.500 TL,Doğalgaz,Evet,8.500 TL,,,,,
471,Ankara,Yenimahalle,Ragıp Tüzün,43936-12871,07-04-2023,3 + 1,130 m2,Ara Kat,23 Yaşında,Kombi,3 Katlı,Eşyalı Değil,1,Betonarme,İkinci El,Boş,50 TL,"Güney, Doğu, Batı",16.500 TL,Doğalgaz,Evet,8.250 TL,,,,,
472,Ankara,Etimesgut,Elvan,119882-3769,10-04-2023,2 + 1,90 m2,Yüksek Giriş,15 Yaşında,Kombi,3 Katlı,Eşyalı,1,Betonarme,İkinci El,Boş,,"Güney, Batı",,Doğalgaz,Evet,7.500 TL,,,,,
473,Ankara,Çankaya,100. Yıl,7223-38,07-04-2023,4 + 2,270 m2,Teras Katı,30 Yaşında,Kombi,4 Katlı,Eşyalı,2,Betonarme,İkinci El,Boş,500 TL,"Kuzey, Doğu, Batı",35.000 TL,Doğalgaz,Evet,35.000 TL,,,,,
474,Ankara,Çankaya,Cevizlidere,37733-959,10-04-2023,2 + 1,120 m2,Yüksek Giriş,10 Yaşında,Kombi,3 Katlı,Eşyalı Değil,1,Betonarme,İkinci El,Boş,50 TL,,,Doğalgaz,Evet,7.250 TL,,,,,
475,Ankara,Mamak,Karaağaç,45607-2359,09-04-2023,2 + 1,100 m2,9. Kat,8 Yaşında,Merkezi (Pay Ölçer),13 Katlı,Eşyalı Değil,1,Betonarme,İkinci El,Boş,250 TL,"Güney, Batı",7.500 TL,Doğalgaz,Evet,7.000 TL,,,,,
476,Ankara,Çankaya,Barbaros,17943-1558,10-04-2023,4 + 1,160 m2,2. Kat,20 Yaşında,Merkezi,6 Katlı,Eşyalı Değil,1,Betonarme,İkinci El,Boş,2.000 TL,Doğu,14.000 TL,Doğalgaz,Evet,14.000 TL,,,,,
477,Ankara,Çankaya,İlkbahar,124573-65,06-04-2023,1 + 1,125 m2,5. Kat,4 Yaşında,Yerden Isıtma,38 Katlı,Eşyalı Değil,1,Betonarme,İkinci El,Boş,,,,Doğalgaz,Evet,15.000 TL,,,,,
478,Ankara,Çankaya,Yukarı Bahçelievler,54420-1942,07-04-2023,3 + 1,120 m2,2. Kat,40 Yaşında,Merkezi,3 Katlı,Eşyalı Değil,1,,,Boş,1.500 TL,,10.000 TL,Doğalgaz,Evet,10.000 TL,,,,,
479,Ankara,Mamak,Harman,111653-1366,10-04-2023,3 + 1,100 m2,1. Kat,5 Yaşında,Kombi,3 Katlı,Eşyalı,1,,,Boş,50 TL,"Güney, Doğu, Batı",,,,8.500 TL,,Uygun değil,,,
480,Ankara,Etimesgut,Atayurt,97895-1390,06-04-2023,3 + 1,137 m2,4. Kat,10 Yaşında,Merkezi (Pay Ölçer),6 Katlı,Eşyalı Değil,1,Betonarme,İkinci El,Boş,450 TL,Güney,7.000 TL,Doğalgaz,Evet,7.000 TL,,,,,
481,Ankara,Keçiören,Yakacık,122298-480,10-04-2023,3 + 1,130 m2,1. Kat,30 Yaşında,Kombi,3 Katlı,Eşyalı,1,Betonarme,İkinci El,Boş,50 TL,"Güney, Doğu",8.250 TL,Doğalgaz,Evet,8.250 TL,,,,,
482,Ankara,Çankaya,Meşrutiyet,125363-242,06-04-2023,2 + 1,110 m2,Zemin,30 Yaşında,Kombi,4 Katlı,Eşyalı,1,Betonarme,,Boş,300 TL,Doğu,13.500 TL,Doğalgaz,Evet,13.500 TL,,,,,
483,Ankara,Çankaya,100. Yıl,87534-123,06-04-2023,4 + 1,165 m2,Ara Kat,25 Yaşında,Kombi,4 Katlı,Eşyalı Değil,2,Betonarme,İkinci El,Boş,,,15.000 TL,Doğalgaz,Evet,15.000 TL,,,,,
484,Ankara,Altındağ,Örnek,7788-2296,05-04-2023,3 + 1,105 m2,En Üst Kat,45 Yaşında,Kombi,4 Katlı,Eşyalı,1,Kagir,İkinci El,Kiracılı,70 TL,Güney,10.000 TL,Doğalgaz,,5.000 TL,,,,,
485,Ankara,Keçiören,Bağlarbaşı,37328-995,05-04-2023,3 + 1,120 m2,8. Kat,25 Yaşında,Kombi,15 Katlı,Eşyalı,1,,,Boş,150 TL,"Güney, Batı",7.000 TL,,Evet,7.000 TL,,,,,
486,Ankara,Etimesgut,Şehit Osman Avcı,43480-9194,10-04-2023,1 + 1,50 m2,3. Kat,31 Yaşında,Merkezi (Pay Ölçer),15 Katlı,Eşyalı,1,Betonarme,İkinci El,Boş,,Batı,8.000 TL,Doğalgaz,Evet,8.000 TL,,,,,
487,Ankara,Çankaya,Birlik,2522-1832,07-04-2023,2 + 1,120 m2,Yüksek Giriş,18 Yaşında,Kombi,3 Katlı,Eşyalı,1,Betonarme,İkinci El,Boş,200 TL,"Güney, Doğu, Batı",30.000 TL,Doğalgaz,Evet,15.000 TL,,,,,
488,Ankara,Çankaya,Büyükesat,25774-1745,06-04-2023,3 + 1,125 m2,1. Kat,40 Yaşında,Kombi,3 Katlı,Eşyalı,1,Betonarme,,Boş,200 TL,Doğu,12.250 TL,Doğalgaz,,12.250 TL,,,,,
489,Ankara,Çankaya,Sancak,70465-697,08-04-2023,3 + 1,155 m2,2. Kat,25 Yaşında,Kombi,5 Katlı,Eşyalı Değil,1,Betonarme,İkinci El,,150 TL,"Kuzey, Batı",13.000 TL,Doğalgaz,Evet,12.000 TL,,,,,
490,Ankara,Çankaya,Keklik Pınarı,3493-29326,09-04-2023,3 + 1,130 m2,Yüksek Giriş,15 Yaşında,Kombi,4 Katlı,Eşyalı,1,Betonarme,İkinci El,Boş,50 TL,"Güney, Doğu",13.500 TL,Doğalgaz,Evet,12.000 TL,,,,,
491,Ankara,Çankaya,Çiğdem,133274-103,09-04-2023,5 + 1,370 m2,Bahçe Katı,Sıfır Bina,Yerden Isıtma,4 Katlı,Eşyalı Değil,4,,,Boş,,"Kuzey, Güney, Doğu, Batı",,,,56.000 TL,Ortadoğu Çamlık Sitesi,Uygun değil,,,
492,Ankara,Keçiören,Uyanış,126448-187,10-04-2023,4 + 1,220 m2,En Üst Kat,23 Yaşında,Kombi,3 Katlı,Eşyalı Değil,2,Betonarme,İkinci El,Mülk Sahibi,50 TL,Güney,10.000 TL,Doğalgaz,Evet,9.500 TL,,,,,
493,Ankara,Mamak,Bahçeleriçi,121128-1979,07-04-2023,3 + 1,115 m2,1. Kat,15 Yaşında,Kombi,3 Katlı,Eşyalı Değil,1,Betonarme,İkinci El,Boş,,Güney,,Doğalgaz,Evet,8.000 TL,,,,,
494,Ankara,Keçiören,Aşağı Eğlence,16149-3095,06-04-2023,2 + 1,110 m2,Bahçe Katı,30 Yaşında,Kombi,3 Katlı,Eşyalı Değil,1,Betonarme,Sıfır,Boş,,Güney,,Doğalgaz,,7.200 TL,,,,,
495,Ankara,Çankaya,Akpınar,38385-634,08-04-2023,4 + 1,200 m2,20. Kat,1 Yaşında,Merkezi (Pay Ölçer),26 Katlı,Eşyalı Değil,2,Betonarme,Sıfır,Boş,1.783 TL,"Kuzey, Güney, Doğu",50.000 TL,Doğalgaz,,24.750 TL,Tuna Panorama,,,,
496,Ankara,Çankaya,Mürsel Uluç,36851-23257,09-04-2023,3 + 1,150 m2,1. Kat,20 Yaşında,Kombi,3 Katlı,Eşyalı,1,Betonarme,İkinci El,Boş,50 TL,"Güney, Doğu",13.000 TL,Doğalgaz,Evet,13.000 TL,,,,,
497,Ankara,Keçiören,Şehit Kubilay,134984-70,09-04-2023,4 + 1,30 m2,Yüksek Giriş,5 Yaşında,Kombi,4 Katlı,Eşyalı,2,Betonarme,İkinci El,Boş,100 TL,"Kuzey, Güney, Doğu, Batı",8.500 TL,Doğalgaz,Evet,8.500 TL,,,,,
498,Ankara,Çankaya,Karapınar,10557-3453,10-04-2023,5 + 1,300 m2,4. Kat,16 Yaşında,Kombi,4 Katlı,Eşyalı Değil,3,,,Boş,100 TL,"Kuzey, Batı",,,,14.000 TL,,Uygun değil,,,
499,Ankara,Çankaya,Alacaatlı,133497-183,06-04-2023,8 + 4,550 m2,,Sıfır Bina,Kombi,4 Katlı,Eşyalı Değil,4,Betonarme,Sıfır,Boş,1 TL,"Kuzey, Güney, Doğu, Batı",50.000 TL,Doğalgaz,Evet,50.000 TL,,,,,
500,Ankara,Yenimahalle,Kentkoop,135281-62,11-04-2023,3 + 1,110 m2,En Üst Kat,25 Yaşında,Kombi,5 Katlı,Eşyalı Değil,1,,,,,,,,,8.500 TL,Evet (Site Adı Belirtilmemiş),,,,
