,City,District,Neighborhood,İlan no,Son Güncelleme Tarihi,Oda + Salon Sayısı,Brüt / Net M2,Bulunduğu Kat,Bina Yaşı,Isınma Tipi,Kat Sayısı,Krediye Uygunluk,Eşya Durumu,Banyo Sayısı,Yapı Tipi,Yapının Durumu,Kullanım Durumu,Tapu Durumu,Aidat,Takas,Cephe,Site İçerisinde,Kira Getirisi,Yakıt Tipi,Rent,Yetkili Ofis,Kapalı Alan M2,Açık Alan M2,Bina Sayısı,Depozito
415,Ankara,Mamak,Akşemsettin,32358-5406,05-04-2023,4 + 1,222 m2,12. Kat,Sıfır Bina,Kombi,30 Katlı,Uygun,Eşyalı Değil,3,,Sıfır,Boş,Kat Mülkiyeti,,Hayır,"Güney, Doğu",,,Doğalgaz,4.100.000 TL,Evet,,,,
416,Ankara,Çankaya,Beytepe,10495-7720,02-04-2023,4 + 1,185 m2,10. Kat,1 Yaşında,Merkezi (Pay Ölçer),12 Katlı,Uygun,Eşyalı Değil,2,,,Boş,Kat Mülkiyeti,,Evet,,Anitta Beytepe,,,7.300.000 TL,,,,,
417,Ankara,Keçiören,Tepebaşı,113450-597,21-03-2023,2 + 1,110 m2,Kot 1,30 Yaşında,Kombi,4 Katlı,Uygun,Eşyalı Değil,1,Betonarme,İkinci El,Boş,Kat Mülkiyeti,,Hayır,Güney,,3.500 TL,Doğalgaz,785.000 TL,,,,,
418,Ankara,Kahramankazan,Satıkadın,111560-339,10-04-2023,3 + 1,130 m2,5. Kat,21 Yaşında,Kombi,5 Katlı,Uygun,Eşyalı Değil,1,,,Kiracılı,Kat Mülkiyeti,,Hayır,,,,,829.000 TL,,,,,
419,Ankara,Altındağ,Aydınlıkevler,20665-1263,07-03-2023,3 + 1,120 m2,Ara Kat,35 Yaşında,Kombi,3 Katlı,Uygun,Eşyalı Değil,1,Kagir,İkinci El,Kiracılı,Kat Mülkiyeti,35 TL,Hayır,"Kuzey, Doğu, Batı",,3.000 TL,Doğalgaz,1.250.000 TL,Evet,,,,
420,Ankara,Çankaya,100. Yıl,95188-540,02-03-2023,3 + 1,130 m2,5. Kat,28 Yaşında,Kombi,5 Katlı,Uygun,Eşyalı Değil,1,Betonarme,İkinci El,Boş,Kat Mülkiyeti,100 TL,Hayır,"Güney, Doğu, Batı",,12.000 TL,Doğalgaz,3.500.000 TL,Evet,,,,
421,Ankara,Mamak,General Zeki Doğan,93256-654,11-04-2023,3 + 1,140 m2,1. Kat,14 Yaşında,Kombi,3 Katlı,Uygun,Eşyalı Değil,1,Betonarme,İkinci El,Kiracılı,Kat Mülkiyeti,50 TL,Hayır,Güney,,5.000 TL,Doğalgaz,1.495.000 TL,Evet,,,,
422,Ankara,Etimesgut,Yeni Bağlıca,128217-508,10-04-2023,5 + 1,400 m2,Bahçe Katı,Sıfır Bina,Yerden Isıtma,3 Katlı,Uygun,Eşyalı Değil,4,,,Boş,Kat Mülkiyeti,,Evet,Güney,,,,7.700.000 TL,,,,,
423,Ankara,Çankaya,Aşıkpaşa,58275-1060,12-04-2023,6 + 1,250 m2,3. Kat,11 Yaşında,Kombi,3 Katlı,Uygun,Eşyalı Değil,3,,,Mülk Sahibi,Kat Mülkiyeti,,Evet,"Güney, Doğu, Batı",,,,2.700.000 TL,,,,,
424,Ankara,Çankaya,Emek,126667-127,04-03-2023,2 + 1,105 m2,3. Kat,45 Yaşında,Merkezi,4 Katlı,Uygun,Eşyalı,1,Betonarme,İkinci El,Boş,Kat Mülkiyeti,1.100 TL,Hayır,"Kuzey, Doğu",,8.500 TL,Doğalgaz,2.900.000 TL,Evet,,,,
425,Ankara,Sincan,Hürriyet,80026-1148,03-04-2023,3 + 1,130 m2,2. Kat,11 Yaşında,Kombi,5 Katlı,Uygun değil,Eşyalı Değil,2,,,Kiracılı,,100 TL,Hayır,,TOKİ Temelli Konutları,,,990.000 TL,,,,,
426,Ankara,Keçiören,Etlik,22454-2771,13-04-2023,3 + 1,135 m2,En Üst Kat,25 Yaşında,Kombi,3 Katlı,Uygun,Eşyalı Değil,1,Betonarme,İkinci El,Boş,Kat Mülkiyeti,150 TL,Evet,"Güney, Doğu",,10.000 TL,Doğalgaz,1.595.000 TL,Evet,,,,
427,Ankara,Keçiören,Etlik,22454-2771,13-04-2023,3 + 1,135 m2,En Üst Kat,25 Yaşında,Kombi,3 Katlı,Uygun,Eşyalı Değil,1,Betonarme,İkinci El,Boş,Kat Mülkiyeti,150 TL,Evet,"Güney, Doğu",,10.000 TL,Doğalgaz,1.595.000 TL,Evet,,,,
428,Ankara,Çankaya,Ümit,125484-64,01-02-2023,4 + 1,200 m2,7. Kat,10 Yaşında,Kombi,13 Katlı,Uygun,Eşyalı Değil,2,Betonarme,İkinci El,Kiracılı,,900 TL,Evet,Doğu,,1 TL,Doğalgaz,8.220.000 TL,Evet,,,,
429,Ankara,Çankaya,100. Yıl,84203-182,18-03-2023,3 + 1,130 m2,Ara Kat,25 Yaşında,Kombi,3 Katlı,Uygun,Eşyalı Değil,1,Betonarme,İkinci El,Boş,Kat Mülkiyeti,100 TL,Hayır,"Güney, Doğu",,15.000 TL,Doğalgaz,2.500.000 TL,Evet,,,,
430,Ankara,Keçiören,Etlik,16354-23844,12-04-2023,3 + 1,130 m2,3. Kat,21 Yaşında,Kombi,3 Katlı,Uygun,Eşyalı Değil,1,Betonarme,İkinci El,Boş,Kat Mülkiyeti,,Evet,"Güney, Batı",,,Doğalgaz,1.579.000 TL,,,,,
431,Ankara,Keçiören,Basınevleri,111476-1341,14-04-2023,3 + 1,135 m2,3. Kat,19 Yaşında,Kombi,14 Katlı,Uygun,Eşyalı Değil,1,Betonarme,İkinci El,Belirtilmemiş,,,Hayır,"Kuzey, Doğu",,,Doğalgaz,2.200.000 TL,Evet,,,,
432,Ankara,Mamak,Mutlu,126096-793,09-04-2023,3 + 1,120 m2,4. Kat,Sıfır Bina,Kombi,4 Katlı,Uygun,Eşyalı Değil,1,Betonarme,İkinci El,Boş,Kat Mülkiyeti,,Hayır,"Güney, Doğu",,5.000 TL,Doğalgaz,1.395.000 TL,Evet,,,,
433,Ankara,Mamak,Mehtap,122845-1746,13-04-2023,3 + 1,120 m2,1. Kat,15 Yaşında,Kombi,3 Katlı,Uygun,Eşyalı Değil,1,Betonarme,İkinci El,Mülk Sahibi,Kat Mülkiyeti,,Hayır,"Güney, Doğu",,5.500 TL,Doğalgaz,1.295.000 TL,Evet,,,,
434,Ankara,Çankaya,Büyükesat,26875-2753,03-03-2023,3 + 1,140 m2,Yüksek Giriş,30 Yaşında,Kombi,2 Katlı,Uygun,Eşyalı,1,Betonarme,İkinci El,Boş,Kat Mülkiyeti,70 TL,Hayır,"Güney, Doğu",,3.300 TL,Doğalgaz,2.250.000 TL,,,,,
435,Ankara,Çankaya,Beytepe,68680-122,07-04-2023,1 + 1,82 m2,Zemin,Sıfır Bina,Merkezi (Pay Ölçer),13 Katlı,Uygun,Eşyalı Değil,1,Betonarme,Yapım Aşamasında,Boş,Kat İrtifakı,,Hayır,,,,Doğalgaz,2.500.000 TL,Evet,,,,
436,Ankara,Mamak,Tuzluçayır,110339-1042,05-04-2023,3 + 1,125 m2,En Üst Kat,16 Yaşında,Kombi,2 Katlı,Uygun,Eşyalı Değil,1,Betonarme,İkinci El,Kiracılı,Kat Mülkiyeti,20 TL,Evet,"Güney, Batı",,8.000 TL,Doğalgaz,1.189.000 TL,,,,,
437,Ankara,Çankaya,Sokullu Mehmet Paşa,3483-5960,13-04-2023,3 + 1,120 m2,1. Kat,25 Yaşında,Kombi,3 Katlı,Uygun,Eşyalı Değil,1,Betonarme,İkinci El,Kiracılı,Kat Mülkiyeti,75 TL,,"Güney, Batı",,8.000 TL,Doğalgaz,1.585.000 TL,Evet,,,,
438,Ankara,Mamak,Peyami Safa,121228-755,23-03-2023,3 + 1,110 m2,1. Kat,18 Yaşında,Kombi,3 Katlı,Uygun,Eşyalı Değil,1,Betonarme,İkinci El,Mülk Sahibi,Kat Mülkiyeti,40 TL,Hayır,"Güney, Doğu",,4.000 TL,Doğalgaz,1.250.000 TL,,,,,
439,Ankara,Gölbaşı,Taşpınar,1612-3092,11-03-2023,2 + 1,95 m2,5. Kat,1 Yaşında,Merkezi (Pay Ölçer),6 Katlı,Uygun,Eşyalı Değil,2,Betonarme,Sıfır,Boş,Kat İrtifakı,1.100 TL,Hayır,"Güney, Doğu, Batı",Ada İnncek Konutları,1 TL,Doğalgaz,2.350.000 TL,Evet,,,,
440,Ankara,Sincan,Selçuklu,125996-444,30-03-2023,3 + 1,145 m2,2. Kat,17 Yaşında,Kombi,4 Katlı,Uygun,Eşyalı Değil,1,Betonarme,İkinci El,Mülk Sahibi,Kat Mülkiyeti,50 TL,Hayır,"Güney, Doğu, Batı",,4.000 TL,Doğalgaz,1.600.000 TL,Evet,,,,
441,Ankara,Pursaklar,Merkez,0-40174480,29-03-2023,3 + 1,150 m2,7. Kat,7 Yaşında,Merkezi (Pay Ölçer),8 Katlı,Uygun değil,Eşyalı Değil,2,Betonarme,İkinci El,Mülk Sahibi,Kat Mülkiyeti,250 TL,Hayır,"Güney, Batı",Evet (Site Adı Belirtilmemiş),,Doğalgaz,2.680.000 TL,,,,,
442,Ankara,Çankaya,Ehlibeyt,0-40124251,13-04-2023,3 + 1,120 m2,2. Kat,25 Yaşında,Kombi,4 Katlı,Uygun,Eşyalı Değil,1,Betonarme,İkinci El,,Kat Mülkiyeti,50 TL,Hayır,Güney,,,Doğalgaz,3.750.000 TL,,,,,
443,Ankara,Çankaya,Keklik Pınarı,24074-2752,09-02-2023,3 + 2,270 m2,3. Kat,5 Yaşında,Kombi,3 Katlı,Uygun,Eşyalı Değil,2,Betonarme,İkinci El,Mülk Sahibi,Kat İrtifakı,150 TL,Hayır,"Güney, Doğu",,6.500 TL,Doğalgaz,3.100.000 TL,Evet,,,,
444,Ankara,Mamak,Saimekadın,0-40084569,02-04-2023,5 + 1,200 m2,En Üst Kat,29 Yaşında,Kombi,3 Katlı,Uygun,Eşyalı Değil,1,Betonarme,İkinci El,Boş,Kat Mülkiyeti,50 TL,Evet,Güney,,,Doğalgaz,2.100.000 TL,,,,,
445,Ankara,Keçiören,Ovacık,0-40029372,23-01-2023,4 + 1,260 m2,17. Kat,Sıfır Bina,Yerden Isıtma,23 Katlı,Uygun,Eşyalı Değil,2,Betonarme,Sıfır,Boş,Kat Mülkiyeti,,Evet,"Kuzey, Güney, Doğu, Batı",,15.000 TL,Doğalgaz,4.750.000 TL,,,,,
446,Ankara,Etimesgut,Yeşilova,31600-292,08-02-2023,4 + 1,200 m2,10. Kat,Sıfır Bina,Merkezi (Pay Ölçer),15 Katlı,Uygun,Eşyalı Değil,2,Betonarme,Sıfır,Boş,Kat Mülkiyeti,500 TL,Hayır,"Güney, Doğu",MEVA şehir,8.000 TL,Doğalgaz,4.000.000 TL,Evet,,,,
447,Ankara,Çankaya,Bağcılar,0-39139993,09-04-2023,3 + 1,145 m2,1. Kat,7 Yaşında,Merkezi (Pay Ölçer),6 Katlı,Uygun,Eşyalı Değil,2,,İkinci El,Mülk Sahibi,Kat Mülkiyeti,,Evet,"Kuzey, Batı",,5.000 TL,,3.050.000 TL,,,,,
448,Ankara,Çankaya,Sokullu Mehmet Paşa,0-39029045,07-03-2023,3 + 1,125 m2,En Üst Kat,35 Yaşında,Kombi,3 Katlı,Uygun,Eşyalı Değil,1,Betonarme,İkinci El,Kiracılı,Kat Mülkiyeti,50 TL,Evet,"Kuzey, Doğu, Batı",,6.000 TL,Doğalgaz,1.800.000 TL,,,,,
449,Ankara,Çankaya,Güzeltepe,0-38851785,07-03-2023,3 + 1,140 m2,2. Kat,30 Yaşında,Merkezi,3 Katlı,Uygun,Eşyalı Değil,1,,İkinci El,Kiracılı,Kat Mülkiyeti,660 TL,Hayır,Batı,,2.555 TL,Doğalgaz,2.600.000 TL,,,,,
450,Ankara,Şereflikoçhisar,Yeni,0-38750358,23-02-2023,3 + 1,175 m2,6. Kat,Sıfır Bina,Kombi,12 Katlı,Bilinmiyor,Eşyalı Değil,2,Betonarme,Sıfır,Boş,Kat Mülkiyeti,150 TL,Evet,"Kuzey, Güney, Doğu",arş,3.500 TL,Doğalgaz,2.250.000 TL,,,,,
451,Ankara,Çankaya,Cevizlidere,0-38425037,13-04-2023,3 + 1,130 m2,Yüksek Giriş,20 Yaşında,Kombi,4 Katlı,Uygun,,1,Betonarme,İkinci El,Mülk Sahibi,Kat Mülkiyeti,100 TL,Hayır,Güney,,12.000 TL,Doğalgaz,4.500.000 TL,,,,,
452,Ankara,Keçiören,Bademlik,0-37620779,02-02-2023,5 + 1,285 m2,En Üst Kat,10 Yaşında,Kombi,5 Katlı,Bilinmiyor,Eşyalı Değil,2,Betonarme,İkinci El,Mülk Sahibi,Kat Mülkiyeti,100 TL,Hayır,"Güney, Doğu",,2.500 TL,Doğalgaz,4.850.000 TL,,,,,
453,Ankara,Çankaya,Yukarı Bahçelievler,25300-2101,07-04-2023,3 + 1,115 m2,2. Kat,Sıfır Bina,Kombi,3 Katlı,Uygun,Eşyalı Değil,2,Betonarme,Sıfır,,,,,"Kuzey, Doğu, Batı",,15.000 TL,Doğalgaz,5.500.000 TL,Evet,,,,
454,Ankara,Gölbaşı,Oyaca Yeşilçam,121208-49,29-03-2023,2 + 1,100 m2,,3 Yaşında,Kombi,1 Katlı,Uygun,Eşyalı,1,,,,,,Evet,,,,Doğalgaz,4.000.000 TL,,,,,
455,Ankara,Çankaya,Küçükesat,691941-389,12-04-2023,1 + 1,85 m2,Bodrum,40 Yaşında,Kombi,4 Katlı,Uygun,Eşyalı Değil,1,Betonarme,İkinci El,Boş,,,,,,,Doğalgaz,1.275.000 TL,,,,,
456,Ankara,Çankaya,Güzeltepe,21509-2066,13-04-2023,2 + 1,100 m2,11. Kat,21 Yaşında,Merkezi,13 Katlı,Uygun,Eşyalı,1,Betonarme,İkinci El,Kiracılı,Kat Mülkiyeti,1.300 TL,Hayır,"Kuzey, Batı",vadi sitesi,7.000 TL,Doğalgaz,3.000.000 TL,Evet,,,,
457,Ankara,Mamak,Balkiraz,64580-1046,31-03-2023,2 + 1,85 m2,3. Kat,38 Yaşında,Kombi,3 Katlı,Uygun,Eşyalı,1,Kagir,İkinci El,Boş,Kat Mülkiyeti,1.111.111 TL,Hayır,Doğu,,4.000 TL,Doğalgaz,950.000 TL,Evet,,,,
458,Ankara,Çankaya,Emek,124497-95,30-03-2023,2 + 1,80 m2,1. Kat,35 Yaşında,Kombi,3 Katlı,Uygun,Eşyalı Değil,1,,,Kiracılı,Kat Mülkiyeti,150 TL,Hayır,,,8.000 TL,Doğalgaz,1.825.000 TL,Evet,,,,
459,Ankara,Mamak,Akşemsettin,0-31930253,25-01-2023,3 + 1,152 m2,13. Kat,5 Yaşında,Merkezi (Pay Ölçer),41 Katlı,Uygun,Eşyalı Değil,2,Betonarme,İkinci El,Mülk Sahibi,Kat Mülkiyeti,850 TL,Hayır,Güney,Nata Vega Konutları,6.000 TL,Doğalgaz,3.950.000 TL,,,,,
460,Ankara,Mamak,Cengizhan,82418-1398,05-04-2023,3 + 1,120 m2,3. Kat,12 Yaşında,Kombi,4 Katlı,Uygun,Eşyalı Değil,1,,,Boş,Kat Mülkiyeti,40 TL,Hayır,Batı,,4.500 TL,Doğalgaz,1.325.000 TL,Evet,,,,
461,Ankara,Keçiören,Bağlarbaşı,36667-263,25-02-2023,3 + 1,135 m2,2. Kat,16 Yaşında,Kombi,3 Katlı,Uygun,Eşyalı Değil,1,Betonarme,İkinci El,Kiracılı,Kat Mülkiyeti,50 TL,Hayır,"Güney, Doğu",,3.000 TL,Doğalgaz,1.125.000 TL,Evet,,,,
462,Ankara,Gölbaşı,İncek,65944-789,30-03-2023,4 + 1,250 m2,19. Kat,Sıfır Bina,Merkezi (Pay Ölçer),30 Katlı,Uygun değil,Eşyalı Değil,2,,,Boş,Kat Mülkiyeti,,Hayır,,High Hill İncek,,,7.650.000 TL,,,,,
463,Ankara,Mamak,Mutlu,136143-2,10-04-2023,2 + 1,110 m2,Giriş Katı,16 Yaşında,Kombi,5 Katlı,Uygun değil,Eşyalı Değil,1,,,Boş,Kat Mülkiyeti,100 TL,Hayır,,,,,1.370.000 TL,,,,,
464,Ankara,Çankaya,Seyranbağları,47293-699,25-02-2023,2 + 1,110 m2,Ara Kat,40 Yaşında,Merkezi,6 Katlı,Uygun,Eşyalı Değil,1,Betonarme,,Boş,,1.500 TL,,"Doğu, Batı",,7.500 TL,Doğalgaz,1.950.000 TL,Evet,,,,
465,Ankara,Mamak,Bahçeleriçi,0-25677734,12-04-2023,3 + 1,115 m2,1. Kat,12 Yaşında,Kombi,3 Katlı,Uygun,Eşyalı Değil,1,Betonarme,İkinci El,Mülk Sahibi,Kat Mülkiyeti,30 TL,Hayır,,,6.000 TL,Doğalgaz,1.650.000 TL,,,,,
466,Ankara,Çankaya,Yukarı Bahçelievler,53552-1731,01-04-2023,2 + 1,85 m2,Yüksek Giriş,6 Yaşında,Kombi,3 Katlı,Uygun,Eşyalı Değil,1,Betonarme,İkinci El,Kiracılı,Kat Mülkiyeti,150 TL,Hayır,"Güney, Batı",,7.000 TL,Doğalgaz,2.750.000 TL,Evet,,,,
467,Ankara,Sincan,Plevne,130244-636,30-03-2023,2 + 1,90 m2,Yüksek Giriş,20 Yaşında,Kombi,4 Katlı,Uygun,Eşyalı Değil,1,Betonarme,İkinci El,Boş,Kat Mülkiyeti,,Hayır,Doğu,,,Doğalgaz,689.000 TL,Evet,,,,
468,Ankara,Etimesgut,Alsancak,135685-82,27-03-2023,3 + 1,115 m2,Ara Kat,13 Yaşında,Kombi,4 Katlı,Uygun,Eşyalı Değil,1,Betonarme,İkinci El,Mülk Sahibi,Kat Mülkiyeti,50 TL,Hayır,"Güney, Batı",,4.000 TL,Doğalgaz,1.290.000 TL,Evet,,,,
469,Ankara,Etimesgut,Eryaman,692609-4894,02-04-2023,3 + 1,110 m2,1. Kat,7 Yaşında,Kombi,3 Katlı,Uygun,Eşyalı Değil,1,Betonarme,İkinci El,Kiracılı,Kat Mülkiyeti,75 TL,Hayır,"Güney, Doğu",,,Doğalgaz,2.400.000 TL,Evet,,,,
470,Ankara,Çankaya,İncesu,7847-1716,19-03-2023,4 + 1,200 m2,Ara Kat,18 Yaşında,Kombi,4 Katlı,Uygun,Eşyalı Değil,1,Betonarme,İkinci El,Kiracılı,Kat Mülkiyeti,,Hayır,"Güney, Doğu",,,Doğalgaz,4.650.000 TL,Evet,,,,
471,Ankara,Polatlı,Şehitlik,133012-80,04-04-2023,5 + 1,225 m2,4. Kat,11 Yaşında,Kombi,4 Katlı,Uygun,Eşyalı Değil,3,,,Mülk Sahibi,Kat Mülkiyeti,,Hayır,"Kuzey, Güney, Doğu, Batı",,,,1.410.000 TL,,,,,
472,Ankara,Yenimahalle,Yeni Batı,136808-27,04-04-2023,3 + 1,140 m2,2. Kat,3 Yaşında,Merkezi (Pay Ölçer),17 Katlı,Uygun,Eşyalı Değil,2,Betonarme,İkinci El,Boş,Kat Mülkiyeti,700 TL,Hayır,"Kuzey, Doğu",Ata yıldız batı,15.000 TL,Doğalgaz,3.475.000 TL,,,,,
473,Ankara,Etimesgut,Oğuzlar,137024-7,11-04-2023,3 + 1,110 m2,Yüksek Giriş,21 Yaşında,Kombi,5 Katlı,Uygun,Eşyalı Değil,1,Betonarme,İkinci El,Mülk Sahibi,Kat Mülkiyeti,200 TL,Hayır,,,6.000 TL,Doğalgaz,1.370.000 TL,Evet,,,,
474,Ankara,Keçiören,Ufuktepe,126418-78,01-04-2023,4 + 1,205 m2,12. Kat,6 Yaşında,Kombi,18 Katlı,Uygun,Eşyalı Değil,2,Betonarme,İkinci El,Mülk Sahibi,Kat Mülkiyeti,,Hayır,"Güney, Doğu",,13.000 TL,Doğalgaz,3.699.000 TL,Evet,,,,
475,Ankara,Sincan,Gökçek,132600-270,31-03-2023,3 + 1,145 m2,1. Kat,17 Yaşında,Kombi,4 Katlı,Uygun,,1,,,Kiracılı,Kat Mülkiyeti,,,"Güney, Doğu, Batı",,,Doğalgaz,1.249.000 TL,Evet,,,,
476,Ankara,Sincan,Fevzi Çakmak,129696-531,31-03-2023,3 + 1,135 m2,2. Kat,Sıfır Bina,Kombi,4 Katlı,Bilinmiyor,Eşyalı Değil,2,,Betonarme,Boş,Kat Mülkiyeti,,Hayır,Güney,,,Doğalgaz,2.000.000 TL,,,,,
477,Ankara,Altındağ,Baraj,130243-87,11-04-2023,4 + 1,175 m2,11. Kat,17 Yaşında,Kombi,15 Katlı,Uygun,Eşyalı Değil,2,Betonarme,İkinci El,Kiracılı,Kat Mülkiyeti,100 TL,Hayır,"Güney, Batı",,6.000 TL,Doğalgaz,1.650.000 TL,Evet,,,,
478,Ankara,Keçiören,Aktepe,131444-198,06-04-2023,3 + 1,135 m2,En Üst Kat,15 Yaşında,Kombi,4 Katlı,Uygun,Eşyalı Değil,1,Betonarme,İkinci El,Boş,,50 TL,,"Kuzey, Güney, Doğu, Batı",,7.000 TL,Doğalgaz,1.250.000 TL,,,,,
479,Ankara,Sincan,Mustafa Kemal,124678-209,30-03-2023,3 + 1,155 m2,Ara Kat,Sıfır Bina,Kombi,4 Katlı,Uygun,Eşyalı Değil,2,Betonarme,Sıfır,Boş,Kat Mülkiyeti,,,,,6.000 TL,Doğalgaz,1.800.000 TL,Evet,,,,
480,Ankara,Gölbaşı,Taşpınar,90947-37,05-04-2023,4 + 1,160 m2,3. Kat,Sıfır Bina,Kombi,3 Katlı,Uygun değil,Eşyalı Değil,2,,,Boş,Kat İrtifakı,,Hayır,"Kuzey, Batı",,,,4.300.000 TL,,,,,
481,Ankara,Mamak,Başak,132603-101,10-04-2023,1 + 1,50 m2,Kot 1,5 Yaşında,Kombi,4 Katlı,Uygun,Eşyalı,1,,,Boş,Kat Mülkiyeti,50 TL,Hayır,,,,,655.000 TL,,,,,
482,Ankara,Keçiören,Aktepe,134410-42,23-03-2023,4 + 1,150 m2,14. Kat,10 Yaşında,Merkezi,15 Katlı,Uygun,,2,,,,,,,,,,,2.250.000 TL,Evet,,,,
483,Ankara,Pursaklar,Saray Cumhuriyet,130195-25,23-03-2023,4 + 1,185 m2,14. Kat,Sıfır Bina,Kombi,14 Katlı,Uygun,Eşyalı Değil,2,,Sıfır,Boş,Kat Mülkiyeti,,Hayır,"Güney, Doğu",Evet (Site Adı Belirtilmemiş),,Doğalgaz,2.850.000 TL,Evet,,,,
484,Ankara,Mamak,Cengizhan,76138-1229,31-03-2023,3 + 1,185 m2,4. Kat,7 Yaşında,Kombi,4 Katlı,Uygun değil,Eşyalı Değil,2,Betonarme,İkinci El,Mülk Sahibi,Kat Mülkiyeti,,Hayır,Güney,,,Doğalgaz,1.675.000 TL,Evet,,,,
485,Ankara,Yenimahalle,Kentkoop,121018-295,22-03-2023,4 + 1,179 m2,18. Kat,5 Yaşında,Kombi,24 Katlı,Uygun,Eşyalı Değil,2,,,Mülk Sahibi,Kat Mülkiyeti,900 TL,Hayır,"Güney, Batı",Atlantis City Konutları,,,5.400.000 TL,,,,,
486,Ankara,Çankaya,Üniversiteler,2800-3304,22-03-2023,4 + 1,260 m2,21 ve üzeri,Sıfır Bina,Yerden Isıtma,30 Katlı,Uygun,Eşyalı Değil,2,Betonarme,,Boş,Kat İrtifakı,,Hayır,"Güney, Doğu, Batı",,,Doğalgaz,17.500.000 TL,Evet,,,,
487,Ankara,Keçiören,Köşk,3182-5021,05-04-2023,3 + 1,130 m2,2. Kat,15 Yaşında,Kombi,3 Katlı,Uygun,Eşyalı Değil,1,Betonarme,İkinci El,Mülk Sahibi,Kat Mülkiyeti,50 TL,Hayır,"Güney, Batı",,6.000 TL,Doğalgaz,1.550.000 TL,Evet,,,,
488,Ankara,Etimesgut,Ayyıldız,134072-33,30-03-2023,3 + 1,130 m2,5. Kat,15 Yaşında,Kombi,5 Katlı,Uygun,Eşyalı Değil,1,Betonarme,İkinci El,Mülk Sahibi,Kat Mülkiyeti,200 TL,Hayır,"Güney, Doğu",,7.000 TL,Doğalgaz,1.700.000 TL,Evet,,,,
489,Ankara,Keçiören,Kuşcağız,136352-22,19-03-2023,4 + 1,135 m2,Kot 2,13 Yaşında,Kombi,3 Katlı,Uygun,,1,,,,,,,,,,,1.150.000 TL,,,,,
490,Ankara,Yenimahalle,Pamuklar,73227-1240,26-03-2023,3 + 1,180 m2,4. Kat,10 Yaşında,Merkezi (Pay Ölçer),13 Katlı,Uygun,Eşyalı Değil,2,Betonarme,İkinci El,Kiracılı,Kat Mülkiyeti,500 TL,Evet,"Güney, Doğu",,10.000 TL,Doğalgaz,2.750.000 TL,Evet,,,,
491,Ankara,Keçiören,19 Mayıs,2726-6969,17-03-2023,3 + 1,125 m2,2. Kat,30 Yaşında,Kombi,3 Katlı,Uygun,Eşyalı Değil,1,Betonarme,İkinci El,Mülk Sahibi,Kat Mülkiyeti,20 TL,Evet,"Güney, Doğu",,5.000 TL,Doğalgaz,1.399.000 TL,Evet,,,,
492,Ankara,Çankaya,Metin Oktay,136554-7,28-03-2023,3 + 1,140 m2,Çatı Katı,30 Yaşında,Kombi,3 Katlı,Uygun,Eşyalı Değil,1,Betonarme,,Kiracılı,Kat Mülkiyeti,60 TL,,Güney,,5.000 TL,Doğalgaz,2.000.000 TL,Evet,,,,
493,Ankara,Keçiören,Atapark,45620-630,14-03-2023,5 + 1,260 m2,3. Kat,12 Yaşında,Kombi,3 Katlı,Uygun,Eşyalı Değil,2,Betonarme,İkinci El,Mülk Sahibi,Kat İrtifakı,50 TL,Hayır,"Kuzey, Doğu, Batı",,8.000 TL,Doğalgaz,1.890.000 TL,Evet,,,,
494,Ankara,Etimesgut,Alsancak,128932-115,06-04-2023,3 + 1,135 m2,2. Kat,15 Yaşında,Kombi,4 Katlı,Uygun,Eşyalı Değil,1,Betonarme,İkinci El,Boş,Kat Mülkiyeti,50 TL,Evet,"Güney, Batı",,6.000 TL,Doğalgaz,1.589.000 TL,Evet,,,,
495,Ankara,Keçiören,Etlik,9028-4119,17-03-2023,3 + 1,145 m2,1. Kat,8 Yaşında,Kombi,3 Katlı,Uygun,Eşyalı Değil,1,Betonarme,İkinci El,Boş,Kat Mülkiyeti,100 TL,Hayır,,,,Doğalgaz,1.695.000 TL,Evet,,,,
496,Ankara,Keçiören,Ayvalı,135734-34,05-03-2023,3 + 1,130 m2,2. Kat,25 Yaşında,Kombi,3 Katlı,Uygun,Eşyalı Değil,1,Betonarme,İkinci El,Mülk Sahibi,Kat Mülkiyeti,85 TL,Hayır,"Güney, Doğu",,7.500 TL,Doğalgaz,2.099.999 TL,Evet,,,,
497,Ankara,Altındağ,Güneşevler,136435-11,20-03-2023,3 + 1,200 m2,8. Kat,Sıfır Bina,Merkezi (Pay Ölçer),15 Katlı,Uygun değil,Eşyalı Değil,2,,,Boş,Kat Mülkiyeti,,Hayır,"Güney, Doğu",,,,4.400.000 TL,,,,,
498,Ankara,Akyurt,Yıldırım,132979-21,12-04-2023,4 + 1,200 m2,Ara Kat,Sıfır Bina,Kombi,3 Katlı,Uygun,Eşyalı,2,Betonarme,Sıfır,Boş,,,Hayır,,,,Doğalgaz,1.750.000 TL,,,,,
499,Ankara,Çankaya,Akpınar,9075-442,24-03-2023,3 + 1,140 m2,5. Kat,35 Yaşında,Merkezi,6 Katlı,Uygun,Eşyalı Değil,1,Betonarme,İkinci El,Boş,Kat Mülkiyeti,650 TL,Hayır,"Güney, Doğu, Batı",,10.000 TL,Doğalgaz,2.625.000 TL,Evet,,,,
