,City,District,Neighborhood,İlan no,Son Güncelleme Tarihi,Oda + Salon Sayısı,Brüt / Net M2,Bulunduğu Kat,Bina Yaşı,Isınma Tipi,Kat Sayısı,Krediye Uygunluk,Eşya Durumu,Banyo Sayısı,Yapı Tipi,Yapının Durumu,Kullanım Durumu,Tapu Durumu,Takas,Cephe,Kira Getirisi,Yakıt Tipi,Yetkili Ofis,Rent,Aidat,Site İçerisinde,Depozito
86,Ankara,Gölbaşı,Gökçehüyük,134659-13,23-03-2023,2 + 1,120 m2,,Sıfır Bina,Kombi,1 Katlı,Bilinmiyor,Eşyalı Değil,1,Betonarme,Yapım Aşamasında,Belirtilmemiş,Arsa,,"Kuzey, Güney, Doğu, Batı",,Doğalgaz,Evet,1.000.000 TL,,,
87,Ankara,Mamak,Diriliş,132472-183,06-04-2023,2 + 1,80 m2,5. Kat,4 Yaşında,Merkezi (Pay Ölçer),13 Katlı,Uygun değil,Eşyalı Değil,1,Betonarme,İkinci El,,,Hayır,"Kuzey, Doğu, Batı",5.000 TL,Doğalgaz,Evet,1.550.000 TL,250 TL,,
88,Ankara,Sincan,Pınarbaşı,130244-653,06-04-2023,3 + 1,130 m2,Yüksek Giriş,15 Yaşında,Kombi,4 Katlı,Uygun,Eşyalı Değil,1,,,Mülk Sahibi,Kat Mülkiyeti,Hayır,"Kuzey, Doğu, Batı",,Doğalgaz,Evet,1.599.000 TL,,,
89,Ankara,Gölbaşı,Ballıkpınar,57012-6571,05-04-2023,6 + 1,397 m2,Bahçe Katı,11 Yaşında,Kombi,3 Katlı,Uygun,Eşyalı Değil,3,,,Mülk Sahibi,Kat Mülkiyeti,Evet,"Kuzey, Güney, Doğu, Batı",,,,17.000.000 TL,,Yeşil Vadi Sitesi,
90,Ankara,Mamak,Mutlu,132505-406,05-04-2023,3 + 1,115 m2,Kot 1,17 Yaşında,Kombi,3 Katlı,Uygun,Eşyalı Değil,1,Betonarme,İkinci El,Boş,Kat İrtifakı,Hayır,"Güney, Doğu",4.000 TL,Doğalgaz,Evet,1.120.000 TL,100 TL,,
91,Ankara,Sincan,29 Ekim,131739-209,05-04-2023,2 + 1,100 m2,Yüksek Giriş,3 Yaşında,Kombi,4 Katlı,Uygun değil,Eşyalı Değil,1,Betonarme,İkinci El,Mülk Sahibi,Kat Mülkiyeti,Hayır,"Güney, Doğu",6.000 TL,Doğalgaz,Evet,1.049.000 TL,,,
92,Ankara,Mamak,Cengizhan,135518-156,04-04-2023,2 + 1,100 m2,Yüksek Giriş,9 Yaşında,Kombi,4 Katlı,Uygun,Eşyalı Değil,1,Betonarme,İkinci El,Mülk Sahibi,Kat Mülkiyeti,Hayır,"Güney, Doğu",4.500 TL,Doğalgaz,Evet,949.000 TL,50 TL,,
93,Ankara,Keçiören,Etlik,136351-64,04-04-2023,4 + 1,160 m2,1. Kat,14 Yaşında,Kombi,3 Katlı,Uygun,Eşyalı Değil,1,Betonarme,İkinci El,Boş,Kat Mülkiyeti,Hayır,"Güney, Batı",7.500 TL,Doğalgaz,Evet,2.790.000 TL,125 TL,,
94,Ankara,Pursaklar,Mimar Sinan,66647-1065,04-04-2023,4 + 1,185 m2,2. Kat,2 Yaşında,Kombi,16 Katlı,Uygun,Eşyalı Değil,2,Betonarme,İkinci El,Mülk Sahibi,Kat Mülkiyeti,Hayır,"Güney, Doğu",10.000 TL,Doğalgaz,Evet,2.890.000 TL,,,
95,Ankara,Çankaya,Huzur,54671-2610,10-04-2023,3 + 1,135 m2,6. Kat,20 Yaşında,Kombi,7 Katlı,Uygun,Eşyalı Değil,2,Betonarme,Sıfır,Boş,Kat Mülkiyeti,Hayır,"Güney, Batı",13.000 TL,Doğalgaz,Evet,3.650.000 TL,120 TL,,
96,Ankara,Çankaya,Alacaatlı,134609-354,04-04-2023,1 + 1,72 m2,13. Kat,7 Yaşında,Merkezi (Pay Ölçer),43 Katlı,Uygun,Eşyalı,1,,İkinci El,,Kat Mülkiyeti,,Doğu,14.000 TL,,Evet,2.990.000 TL,1.000 TL,İncek Prestij Konutları,
97,Ankara,Sincan,Selçuklu,136647-27,03-04-2023,2 + 1,190 m2,Yüksek Giriş,15 Yaşında,Kombi,5 Katlı,Uygun,Eşyalı,1,Betonarme,İkinci El,Mülk Sahibi,Kat Mülkiyeti,Hayır,"Güney, Doğu",4.000 TL,Doğalgaz,Evet,1.325.000 TL,50 TL,,
98,Ankara,Sincan,Osmanlı,134636-250,03-04-2023,3 + 1,120 m2,Yüksek Giriş,18 Yaşında,Kombi,5 Katlı,Uygun,Eşyalı Değil,1,Betonarme,İkinci El,Kiracılı,Kat Mülkiyeti,Hayır,Doğu,,Doğalgaz,Evet,1.150.000 TL,,Avrasya 2 Sitesi,
99,Ankara,Altındağ,Beşikkaya,134634-146,02-04-2023,3 + 1,135 m2,Yüksek Giriş,4 Yaşında,Kombi,3 Katlı,Uygun,Eşyalı Değil,1,Betonarme,İkinci El,Kiracılı,Kat Mülkiyeti,Hayır,"Güney, Doğu",3.000 TL,Doğalgaz,Evet,1.050.000 TL,50 TL,,
100,Ankara,Sincan,Tandoğan,129003-262,02-04-2023,3 + 1,130 m2,2. Kat,Sıfır Bina,Kombi,2 Katlı,Uygun,Eşyalı Değil,1,,,Boş,Kat Mülkiyeti,Hayır,"Güney, Batı",,Doğalgaz,Evet,1.399.000 TL,30 TL,,
101,Ankara,Mamak,Şirintepe,136615-27,02-04-2023,3 + 1,135 m2,En Üst Kat,1 Yaşında,Kombi,10 Katlı,Uygun,Eşyalı,2,Betonarme,Sıfır,Boş,Kat Mülkiyeti,Hayır,"Kuzey, Doğu",8.000 TL,Doğalgaz,Evet,2.399.000 TL,200 TL,,
102,Ankara,Mamak,Ege,15126-4118,01-04-2023,3 + 1,140 m2,Ara Kat,8 Yaşında,Merkezi,8 Katlı,Uygun,Eşyalı Değil,1,Betonarme,İkinci El,,Kat Mülkiyeti,Hayır,Doğu,,Doğalgaz,Evet,3.500.000 TL,,,
103,Ankara,Sincan,Plevne,136243-42,04-04-2023,3 + 1,120 m2,2. Kat,25 Yaşında,Kombi,3 Katlı,Uygun,Eşyalı Değil,1,Betonarme,İkinci El,Boş,Kat Mülkiyeti,Hayır,"Güney, Doğu, Batı",,Doğalgaz,Evet,900.000 TL,,,
104,Ankara,Mamak,Akşemsettin,114845-574,31-03-2023,3 + 1,155 m2,Kot 1,12 Yaşında,Kombi,3 Katlı,Uygun,Eşyalı Değil,1,Betonarme,İkinci El,Boş,Kat Mülkiyeti,Evet,Güney,5.500 TL,Doğalgaz,Evet,1.145.000 TL,40 TL,,
105,Ankara,Mamak,Tuzluçayır,132447-163,31-03-2023,5 + 1,270 m2,3. Kat,15 Yaşında,Kombi,3 Katlı,Uygun,Eşyalı Değil,2,Betonarme,,Boş,Kat Mülkiyeti,Hayır,"Güney, Batı",9.000 TL,Doğalgaz,Evet,1.750.000 TL,30 TL,,
106,Ankara,Etimesgut,Atakent,134873-60,31-03-2023,3 + 1,125 m2,Yüksek Giriş,17 Yaşında,Kombi,4 Katlı,Uygun,Eşyalı Değil,2,Betonarme,İkinci El,Kiracılı,Kat Mülkiyeti,Hayır,"Doğu, Batı",5.500 TL,Doğalgaz,Evet,1.130.000 TL,,,
107,Ankara,Mamak,Kıbrısköy,133912-117,31-03-2023,3 + 1,130 m2,10. Kat,5 Yaşında,Kombi,16 Katlı,Uygun,Eşyalı Değil,1,Betonarme,İkinci El,Kiracılı,Kat Mülkiyeti,Hayır,"Güney, Doğu, Batı",4.500 TL,Doğalgaz,Evet,1.650.000 TL,200 TL,,
108,Ankara,Çankaya,Yukarı Öveçler,4180-8906,31-03-2023,3 + 1,150 m2,Yüksek Giriş,16 Yaşında,Kombi,10 Katlı,Uygun,Eşyalı Değil,2,Betonarme,İkinci El,Kiracılı,Kat Mülkiyeti,Evet,"Kuzey, Doğu",15.000 TL,Doğalgaz,Evet,5.250.000 TL,500 TL,,
109,Ankara,Çankaya,Keklik Pınarı,119869-637,31-03-2023,3 + 1,145 m2,1. Kat,17 Yaşında,Kombi,3 Katlı,Uygun,Eşyalı Değil,2,Betonarme,İkinci El,Kiracılı,Kat Mülkiyeti,Hayır,"Güney, Doğu",10.000 TL,Doğalgaz,Evet,3.500.000 TL,350 TL,,
110,Ankara,Keçiören,Yakacık,86676-1579,30-03-2023,3 + 1,125 m2,1. Kat,30 Yaşında,Kombi,3 Katlı,Uygun,Eşyalı Değil,1,,İkinci El,Boş,Kat Mülkiyeti,Evet,"Kuzey, Batı",10.000 TL,Doğalgaz,Evet,1.950.000 TL,50 TL,,
111,Ankara,Yenimahalle,Çiğdemtepe,129504-470,30-03-2023,3 + 1,135 m2,2. Kat,12 Yaşında,Kombi,3 Katlı,Uygun,Eşyalı Değil,1,Betonarme,Sıfır,Boş,Kat Mülkiyeti,Hayır,"Güney, Doğu, Batı",,Doğalgaz,Evet,1.590.000 TL,,,
112,Ankara,Keçiören,İncirli,104762-1423,03-04-2023,7 + 1,360 m2,4. Kat,8 Yaşında,Kombi,4 Katlı,Uygun,,3,,,Mülk Sahibi,Kat Mülkiyeti,Evet,,,,Evet,2.750.000 TL,,,
113,Ankara,Altındağ,Ulubey,133225-165,30-03-2023,3 + 1,150 m2,2. Kat,1 Yaşında,Kombi,10 Katlı,Uygun,Eşyalı Değil,2,,,Boş,Kat Mülkiyeti,Evet,Güney,,,,1.780.000 TL,,Evet (Site Adı Belirtilmemiş),
114,Ankara,Mamak,Ekin,135941-80,12-04-2023,3 + 1,150 m2,Teras Katı,3 Yaşında,Kombi,3 Katlı,Uygun,Eşyalı Değil,1,Betonarme,İkinci El,Boş,Kat Mülkiyeti,Hayır,"Güney, Doğu, Batı",4.000 TL,Doğalgaz,Evet,1.350.000 TL,50 TL,,
115,Ankara,Çankaya,Akpınar,9639-18914,28-03-2023,4 + 1,210 m2,20. Kat,Sıfır Bina,Merkezi (Pay Ölçer),26 Katlı,Uygun,Eşyalı Değil,2,Betonarme,Sıfır,Boş,Kat Mülkiyeti,Hayır,"Güney, Doğu, Batı",20.000 TL,Doğalgaz,Evet,7.250.000 TL,1.200 TL,Tuna Panorama,
116,Ankara,Çankaya,Güzeltepe,1920-1762,06-04-2023,2 + 1,200 m2,21 ve üzeri,14 Yaşında,Merkezi (Pay Ölçer),23 Katlı,Uygun,Eşyalı Değil,2,Betonarme,İkinci El,Boş,Kat Mülkiyeti,Hayır,Batı,,Doğalgaz,Evet,6.500.000 TL,3.000 TL,,
117,Ankara,Çankaya,Şehit Cengiz Karaca,6464-11020,03-04-2023,3 + 1,130 m2,2. Kat,29 Yaşında,Kombi,8 Katlı,Uygun,Eşyalı Değil,1,Betonarme,Sıfır,Boş,Kat Mülkiyeti,Hayır,,12.000 TL,Doğalgaz,,2.450.000 TL,100 TL,,
118,Ankara,Çankaya,Mutlukent,15746-1110,30-03-2023,4 + 1,280 m2,12. Kat,2 Yaşında,Merkezi (Pay Ölçer),17 Katlı,Uygun,Eşyalı,3,Betonarme,İkinci El,Boş,Kat Mülkiyeti,Hayır,"Güney, Doğu, Batı",95.000 TL,Doğalgaz,Evet,26.250.000 TL,3.000 TL,,
119,Ankara,Mamak,Fahri Korutürk,53138-10353,05-04-2023,2 + 1,95 m2,Kot 1,15 Yaşında,Kombi,3 Katlı,Uygun,Eşyalı Değil,1,Betonarme,İkinci El,Boş,Kat Mülkiyeti,Evet,"Güney, Batı",,Doğalgaz,Evet,860.000 TL,,,
120,Ankara,Keçiören,Etlik,131073-238,29-03-2023,3 + 1,125 m2,3. Kat,20 Yaşında,Kombi,3 Katlı,Uygun,Eşyalı Değil,1,Betonarme,Sıfır,Boş,Kat Mülkiyeti,Hayır,"Güney, Doğu",7.500 TL,Doğalgaz,Evet,1.789.000 TL,200 TL,,
121,Ankara,Etimesgut,Elvan,135685-80,27-03-2023,3 + 1,145 m2,Ara Kat,Sıfır Bina,Kombi,3 Katlı,Uygun,Eşyalı Değil,2,Betonarme,Sıfır,Boş,Kat Mülkiyeti,Hayır,Doğu,7.500 TL,Doğalgaz,Evet,2.499.000 TL,100 TL,,
122,Ankara,Keçiören,Kanuni,129420-443,06-04-2023,4 + 1,200 m2,Yüksek Giriş,1 Yaşında,Yerden Isıtma,16 Katlı,Uygun,Eşyalı Değil,2,Betonarme,Sıfır,Boş,Kat Mülkiyeti,Hayır,"Güney, Doğu, Batı",,Doğalgaz,Evet,3.390.000 TL,,,
123,Ankara,Keçiören,Karakaya,103562-89,27-03-2023,4 + 1,150 m2,Ara Kat,1 Yaşında,Kombi,5 Katlı,Uygun,Eşyalı Değil,2,Betonarme,Sıfır,Boş,Kat Mülkiyeti,Hayır,"Kuzey, Güney, Doğu, Batı",,Doğalgaz,Evet,1.900.000 TL,,,
124,Ankara,Çankaya,Esatoğlu,96594-3927,27-03-2023,3 + 1,115 m2,2. Kat,1 Yaşında,Merkezi (Pay Ölçer),4 Katlı,Uygun,Eşyalı Değil,1,Betonarme,İkinci El,Kiracılı,Kat İrtifakı,Hayır,"Kuzey, Batı",,Doğalgaz,Evet,3.750.000 TL,,,
125,Ankara,Yenimahalle,Kayalar,86541-142,26-03-2023,3 + 1,145 m2,6. Kat,5 Yaşında,Kombi,10 Katlı,Uygun,Eşyalı Değil,2,,,Boş,Kat Mülkiyeti,Evet,"Güney, Doğu",,,,1.950.000 TL,100 TL,Evet (Site Adı Belirtilmemiş),
126,Ankara,Mamak,Saimekadın,123019-1465,26-03-2023,3 + 1,120 m2,2. Kat,20 Yaşında,Kombi,3 Katlı,Uygun,Eşyalı Değil,1,Betonarme,İkinci El,Mülk Sahibi,Kat Mülkiyeti,Hayır,"Güney, Doğu",5.000 TL,Doğalgaz,Evet,1.529.000 TL,30 TL,,
127,Ankara,Sincan,Menderes,102398-487,04-04-2023,3 + 1,140 m2,2. Kat,8 Yaşında,Kombi,3 Katlı,Uygun,Eşyalı,1,Betonarme,İkinci El,,Kat Mülkiyeti,Hayır,"Kuzey, Doğu",8.000 TL,Doğalgaz,Evet,1.399.000 TL,,,
128,Ankara,Sincan,Fevzi Çakmak,132236-208,25-03-2023,4 + 1,165 m2,2. Kat,Sıfır Bina,Kombi,5 Katlı,Uygun,Eşyalı Değil,2,,,Boş,Kat Mülkiyeti,Evet,"Güney, Doğu, Batı",,,,1.650.000 TL,,,
129,Ankara,Etimesgut,Oğuzlar,131512-355,11-04-2023,3 + 1,125 m2,Yüksek Giriş,18 Yaşında,Kombi,5 Katlı,Uygun,Eşyalı Değil,1,Betonarme,İkinci El,Mülk Sahibi,Kat Mülkiyeti,Hayır,,7.000 TL,Doğalgaz,,1.375.000 TL,200 TL,Evet (Site Adı Belirtilmemiş),
130,Ankara,Keçiören,Etlik,76948-138,28-03-2023,3 + 1,115 m2,Ara Kat,10 Yaşında,Kombi,4 Katlı,Uygun,Eşyalı Değil,1,Betonarme,İkinci El,Boş,Kat Mülkiyeti,Evet,"Kuzey, Güney, Doğu, Batı",,Doğalgaz,,1.689.000 TL,100 TL,,
131,Ankara,Keçiören,Basınevleri,118347-866,23-03-2023,3 + 1,120 m2,8. Kat,15 Yaşında,Kombi,15 Katlı,Uygun,Eşyalı Değil,1,Betonarme,İkinci El,Belirtilmemiş,Kat Mülkiyeti,Evet,"Güney, Doğu, Batı",,Doğalgaz,Evet,2.375.000 TL,,,
132,Ankara,Gölbaşı,Karşıyaka,129272-415,13-04-2023,4 + 1,215 m2,,16 Yaşında,Kombi,2 Katlı,Uygun,Eşyalı Değil,2,Betonarme,İkinci El,Boş,Kat İrtifakı,Hayır,"Kuzey, Güney, Doğu, Batı",15.000 TL,Doğalgaz,Evet,5.850.000 TL,100 TL,,
133,Ankara,Çankaya,Kızılırmak,3920-9959,03-04-2023,4 + 1,200 m2,Ara Kat,20 Yaşında,Kombi,10 Katlı,Uygun,Eşyalı Değil,2,Betonarme,İkinci El,Belirtilmemiş,Kat Mülkiyeti,Hayır,"Kuzey, Güney, Batı",,Doğalgaz,Evet,6.400.000 TL,750 TL,,
134,Ankara,Mamak,Cengizhan,135950-91,23-03-2023,3 + 1,155 m2,8. Kat,5 Yaşında,Kombi,12 Katlı,Uygun,Eşyalı Değil,2,Betonarme,İkinci El,Belirtilmemiş,Kat Mülkiyeti,Hayır,"Güney, Doğu",10.000 TL,Doğalgaz,,2.149.000 TL,,Mirbey Sitesi,
135,Ankara,Mamak,Türközü,133073-156,25-03-2023,6 + 1,280 m2,4. Kat,Sıfır Bina,Kombi,5 Katlı,Uygun,Eşyalı Değil,2,Betonarme,Sıfır,Boş,Kat Mülkiyeti,Hayır,"Güney, Batı",,Doğalgaz,Evet,3.100.000 TL,,,
136,Ankara,Keçiören,Güzelyurt,136504-27,22-03-2023,4 + 1,150 m2,Yüksek Giriş,12 Yaşında,Merkezi,13 Katlı,Uygun,Eşyalı Değil,2,Betonarme,İkinci El,Mülk Sahibi,Kat Mülkiyeti,Hayır,"Güney, Doğu",,Doğalgaz,Evet,1.375.000 TL,,,
137,Ankara,Keçiören,Kuşcağız,130985-139,22-03-2023,3 + 1,125 m2,1. Kat,18 Yaşında,Kombi,4 Katlı,Uygun,Eşyalı Değil,1,Betonarme,İkinci El,Boş,Kat Mülkiyeti,Evet,"Güney, Doğu",5.000 TL,Doğalgaz,Evet,888.000 TL,50 TL,,
138,Ankara,Etimesgut,İstasyon,109341-1278,13-04-2023,3 + 1,130 m2,4. Kat,Sıfır Bina,Kombi,8 Katlı,Uygun,Eşyalı Değil,1,Betonarme,Sıfır,Boş,Kat Mülkiyeti,Hayır,Güney,7.000 TL,Doğalgaz,Evet,2.497.000 TL,250 TL,,
139,Ankara,Pursaklar,Merkez,104817-595,21-03-2023,3 + 1,150 m2,1. Kat,5 Yaşında,Merkezi (Pay Ölçer),8 Katlı,Uygun,Eşyalı Değil,2,,,Boş,Kat Mülkiyeti,Evet,"Güney, Doğu",,,,2.195.000 TL,,Evet (Site Adı Belirtilmemiş),
140,Ankara,Çankaya,Yaşamkent,4846-5020,21-03-2023,2 + 1,110 m2,16. Kat,3 Yaşında,Yerden Isıtma,22 Katlı,Uygun,Eşyalı Değil,2,,,Kiracılı,Kat Mülkiyeti,Hayır,"Güney, Batı",,,,4.500.000 TL,1.4 TL,Anka Cadde,
141,Ankara,Keçiören,Etlik,130627-227,06-04-2023,2 + 1,120 m2,3. Kat,26 Yaşında,Kombi,3 Katlı,Uygun,Eşyalı Değil,1,,,Kiracılı,Kat Mülkiyeti,Hayır,"Güney, Doğu, Batı",,,,1.430.000 TL,,,
142,Ankara,Pursaklar,Saray Cumhuriyet,133788-108,21-03-2023,4 + 1,150 m2,8. Kat,1 Yaşında,Kombi,12 Katlı,Uygun,Eşyalı Değil,2,Betonarme,Sıfır,Boş,Kat Mülkiyeti,Hayır,"Kuzey, Doğu, Batı",7.000 TL,Doğalgaz,,2.950.000 TL,250 TL,,
143,Ankara,Mamak,Boğaziçi,121650-694,20-03-2023,4 + 1,250 m2,4. Kat,8 Yaşında,Kombi,4 Katlı,Uygun,Eşyalı Değil,2,Betonarme,İkinci El,Boş,Kat Mülkiyeti,Hayır,"Güney, Doğu",8.000 TL,Doğalgaz,Evet,1.495.000 TL,,,
144,Ankara,Altındağ,Aydınlıkevler,28040-1423,22-03-2023,4 + 1,250 m2,3. Kat,Sıfır Bina,Kombi,3 Katlı,Uygun,Eşyalı Değil,2,Betonarme,Sıfır,Boş,Kat İrtifakı,Hayır,"Güney, Doğu",10.000 TL,Doğalgaz,Evet,4.750.000 TL,,,
145,Ankara,Mamak,Kazım Orbay,134058-59,10-04-2023,3 + 1,128 m2,3. Kat,10 Yaşında,Kombi,6 Katlı,Uygun,Eşyalı Değil,1,Betonarme,İkinci El,Kiracılı,Kat Mülkiyeti,Hayır,"Güney, Doğu",6.000 TL,Doğalgaz,Evet,2.400.000 TL,150 TL,,
146,Ankara,Etimesgut,İstasyon,114844-1251,03-04-2023,3 + 1,145 m2,Yüksek Giriş,7 Yaşında,Kombi,3 Katlı,Uygun,,1,Betonarme,,,Kat Mülkiyeti,Evet,,,Doğalgaz,,1.799.000 TL,,,
147,Ankara,Etimesgut,Bağlıca,129708-225,10-04-2023,6 + 2,950 m2,Bahçe Katı,Sıfır Bina,Kombi,2 Katlı,Uygun,Eşyalı Değil,4,,,Boş,Kat İrtifakı,Evet,"Kuzey, Güney, Doğu, Batı",,,,14.500.000 TL,850 TL,,
148,Ankara,Keçiören,Aşağı Eğlence,130429-188,10-04-2023,3 + 1,120 m2,1. Kat,26 Yaşında,Merkezi (Pay Ölçer),3 Katlı,Uygun,Eşyalı Değil,1,,,Boş,Kat Mülkiyeti,Hayır,"Güney, Doğu",,,,2.000.000 TL,1 TL,,
149,Ankara,Keçiören,Yükseltepe,125332-659,10-04-2023,5 + 1,245 m2,21 ve üzeri,Sıfır Bina,Merkezi (Pay Ölçer),30 Katlı,Uygun,Eşyalı Değil,2,,,Boş,Kat Mülkiyeti,Hayır,"Güney, Doğu",,,,5.400.000 TL,,Livadi Life,
150,Ankara,Etimesgut,İstasyon,132970-85,18-03-2023,3 + 1,130 m2,4. Kat,5 Yaşında,Kombi,9 Katlı,Uygun,Eşyalı Değil,1,Betonarme,İkinci El,Boş,Kat Mülkiyeti,Hayır,"Kuzey, Batı",8.000 TL,Doğalgaz,Evet,2.500.000 TL,250 TL,,
151,Ankara,Çankaya,Naci Çakır,66820-3920,18-03-2023,3 + 1,110 m2,Kot 1,25 Yaşında,Kombi,3 Katlı,Uygun,Eşyalı Değil,1,Betonarme,İkinci El,Kiracılı,Kat Mülkiyeti,Hayır,"Kuzey, Doğu",,Doğalgaz,Evet,1.260.000 TL,50 TL,,
152,Ankara,Çankaya,Birlik,131460-77,31-03-2023,4 + 1,150 m2,1. Kat,29 Yaşında,Merkezi,3 Katlı,Uygun,Eşyalı Değil,2,Kagir,İkinci El,Mülk Sahibi,Kat Mülkiyeti,Hayır,"Güney, Doğu, Batı",15.000 TL,Doğalgaz,Evet,3.975.000 TL,2.000 TL,,
153,Ankara,Etimesgut,Bağlıca,97366-1348,21-03-2023,2 + 1,112 m2,Ara Kat,7 Yaşında,Merkezi (Pay Ölçer),13 Katlı,Uygun,Eşyalı Değil,2,Betonarme,İkinci El,Boş,Kat Mülkiyeti,Hayır,"Güney, Doğu, Batı",,Doğalgaz,Evet,2.900.000 TL,,,
154,Ankara,Altındağ,Karapürçek,129169-431,16-03-2023,2 + 1,120 m2,Yüksek Giriş,13 Yaşında,Kombi,3 Katlı,Uygun,Eşyalı Değil,1,Betonarme,,Kiracılı,Kat Mülkiyeti,Hayır,Doğu,3.000 TL,Doğalgaz,Evet,865.000 TL,60 TL,,
155,Ankara,Çankaya,Karapınar,130591-370,16-03-2023,3 + 1,130 m2,1. Kat,11 Yaşında,Kombi,6 Katlı,Uygun,Eşyalı Değil,1,,,Boş,Kat Mülkiyeti,Hayır,"Güney, Doğu, Batı",,,,2.355.000 TL,150 TL,,
156,Ankara,Etimesgut,30 Ağustos,133993-31,15-03-2023,2 + 1,105 m2,2. Kat,16 Yaşında,Kombi,5 Katlı,Uygun,Eşyalı,1,,,Mülk Sahibi,Kat Mülkiyeti,Hayır,"Güney, Doğu",,,,1.050.000 TL,50 TL,,
157,Ankara,Keçiören,Basınevleri,95656-1241,16-03-2023,3 + 1,130 m2,2. Kat,25 Yaşında,Kombi,3 Katlı,Uygun,Eşyalı Değil,1,Betonarme,İkinci El,Belirtilmemiş,Kat Mülkiyeti,Hayır,"Güney, Doğu, Batı",5.000 TL,Doğalgaz,Evet,1.399.000 TL,70 TL,,
158,Ankara,Mamak,Cengizhan,124415-231,03-04-2023,3 + 1,155 m2,3. Kat,8 Yaşında,Kombi,4 Katlı,Uygun,Eşyalı Değil,1,Betonarme,İkinci El,Kiracılı,,Hayır,Batı,5.000 TL,Doğalgaz,Evet,1.675.000 TL,100 TL,,
159,Ankara,Keçiören,Kuşcağız,136577-5,24-03-2023,3 + 1,125 m2,Giriş Katı,15 Yaşında,Kombi,3 Katlı,Uygun,Eşyalı Değil,1,Betonarme,İkinci El,Boş,Kat Mülkiyeti,Hayır,"Güney, Doğu",,Doğalgaz,Evet,1.099.000 TL,,,
160,Ankara,Yenimahalle,Turgut Özal,19258-4022,31-03-2023,4 + 1,165 m2,6. Kat,11 Yaşında,Merkezi (Pay Ölçer),14 Katlı,Uygun,Eşyalı Değil,2,Betonarme,İkinci El,Kiracılı,Kat Mülkiyeti,Hayır,"Kuzey, Güney, Doğu",10.000 TL,Doğalgaz,Evet,3.875.000 TL,900 TL,,
161,Ankara,Yenimahalle,Turgut Özal,121320-410,02-04-2023,4 + 1,200 m2,6. Kat,4 Yaşında,Merkezi (Pay Ölçer),14 Katlı,Uygun,Eşyalı Değil,2,Betonarme,İkinci El,Mülk Sahibi,Kat Mülkiyeti,Evet,"Kuzey, Doğu",,Doğalgaz,Evet,4.640.000 TL,,May West Konutları,
162,Ankara,Çankaya,Birlik,136254-12,28-03-2023,2 + 1,95 m2,1. Kat,Sıfır Bina,Kombi,3 Katlı,Uygun,Eşyalı Değil,2,,,Boş,Kat İrtifakı,Hayır,"Güney, Doğu, Batı",,,,3.250.000 TL,,,
163,Ankara,Mamak,Peyami Safa,110339-1012,22-03-2023,3 + 1,130 m2,4. Kat,11 Yaşında,Kombi,4 Katlı,Uygun,Eşyalı Değil,1,,,Boş,Kat Mülkiyeti,Evet,"Güney, Batı",,,,1.175.000 TL,35 TL,,
164,Ankara,Altındağ,Karapürçek,132205-482,30-03-2023,4 + 1,175 m2,Giriş Katı,2 Yaşında,Kombi,13 Katlı,Uygun,Eşyalı Değil,2,,,Boş,Kat Mülkiyeti,Evet,"Güney, Batı",,,,1.600.000 TL,150 TL,,
165,Ankara,Keçiören,Kanuni,121676-374,16-03-2023,3 + 1,135 m2,2. Kat,7 Yaşında,Kombi,3 Katlı,Uygun,Eşyalı Değil,1,Betonarme,İkinci El,Boş,Kat Mülkiyeti,Hayır,"Güney, Doğu, Batı",4.500 TL,Doğalgaz,Evet,1.269.000 TL,50 TL,,
166,Ankara,Mamak,Akdere,7847-1705,03-04-2023,3 + 1,145 m2,Ara Kat,18 Yaşında,Kombi,6 Katlı,Uygun,Eşyalı Değil,1,Betonarme,İkinci El,Kiracılı,,Hayır,"Güney, Doğu",,Doğalgaz,Evet,1.270.000 TL,,,
167,Ankara,Etimesgut,Bağlıca,28880-4340,30-03-2023,4 + 1,185 m2,2. Kat,1 Yaşında,Kombi,7 Katlı,Uygun,Eşyalı Değil,2,Betonarme,İkinci El,Kiracılı,Kat Mülkiyeti,,"Güney, Batı",10.000 TL,Doğalgaz,Evet,3.970.000 TL,,,
168,Ankara,Keçiören,Ovacık,134216-74,06-04-2023,4 + 1,200 m2,14. Kat,3 Yaşında,Kombi,27 Katlı,Uygun,Eşyalı,2,Betonarme,Sıfır,Boş,Kat Mülkiyeti,Evet,"Güney, Doğu, Batı",13.000 TL,Doğalgaz,Evet,3.450.000 TL,100 TL,,
169,Ankara,Keçiören,Ayvalı,121721-343,01-04-2023,4 + 1,180 m2,5. Kat,7 Yaşında,Merkezi,15 Katlı,Uygun,,2,Betonarme,İkinci El,Boş,Kat Mülkiyeti,,Güney,,Doğalgaz,Evet,3.160.000 TL,,,
170,Ankara,Etimesgut,Bağlıca,115027-315,10-04-2023,4 + 1,165 m2,1. Kat,11 Yaşında,Merkezi,9 Katlı,Uygun,Eşyalı Değil,2,,,Boş,Kat Mülkiyeti,Evet,"Kuzey, Doğu, Batı",,,,3.269.000 TL,,,
