,City,District,Neighborhood,İlan no,Son Güncelleme Tarihi,Oda + Salon Sayısı,Brüt / Net M2,Bulunduğu Kat,Bina Yaşı,Isınma Tipi,Kat Sayısı,Krediye Uygunluk,Eşya Durumu,Banyo Sayısı,Yapı Tipi,Yapının Durumu,Kullanım Durumu,Tapu Durumu,Takas,Cephe,Kira Getirisi,Yakıt Tipi,Yetkili Ofis,Rent,Aidat,Site İçerisinde,Depozito
1543,Ankara,Mamak,Şafaktepe,133841-304,12-04-2023,2 + 1,100 m2,Kot 2,35 Yaşında,Kombi,4 Katlı,Uygun,Eşyalı,1,,,Kiracılı,,Hayır,"Kuzey, Batı",3.000 TL,Doğalgaz,,830.000 TL,50 TL,,
1544,Ankara,Mamak,Abidinpaşa,121228-761,07-04-2023,3 + 1,110 m2,2. Kat,26 Yaşında,Kombi,3 Katlı,Uygun,Eşyalı Değil,1,,,Kiracılı,Kat Mülkiyeti,Hayır,Güney,,,,1.100.000 TL,30 TL,,
1545,Ankara,Çankaya,Kırkkonaklar,119791-628,10-04-2023,3 + 1,130 m2,Kot 1,12 Yaşında,Kombi,3 Katlı,Uygun,Eşyalı,1,,İkinci El,Boş,Kat Mülkiyeti,Hayır,"Güney, Batı",7.500 TL,Doğalgaz,Evet,1.500.000 TL,100 TL,,
1546,Ankara,Çankaya,Ayrancı,39156-4866,13-04-2023,3 + 1,130 m2,2. Kat,40 Yaşında,Merkezi,4 Katlı,Uygun,Eşyalı Değil,1,,,Boş,,,"Güney, Batı",10.000 TL,,,3.100.000 TL,800 TL,,
1547,Ankara,Mamak,Kıbrısköy,10409-2057,30-03-2023,3 + 1,130 m2,2. Kat,Sıfır Bina,Merkezi,12 Katlı,Uygun,Eşyalı Değil,1,Betonarme,İkinci El,Boş,Kat Mülkiyeti,Hayır,"Güney, Doğu",5.000 TL,Doğalgaz,Evet,1.775.000 TL,200 TL,,
1548,Ankara,Çankaya,Emek,5647-3304,03-04-2023,3 + 1,135 m2,2. Kat,25 Yaşında,Kombi,4 Katlı,Uygun,Eşyalı Değil,1,Betonarme,İkinci El,,Kat Mülkiyeti,Evet,Batı,,Doğalgaz,Evet,3.650.000 TL,,,
1549,Ankara,Etimesgut,Şehit Osman Avcı,44824-2913,20-03-2023,1 + 1,65 m2,6. Kat,7 Yaşında,Merkezi (Pay Ölçer),11 Katlı,Uygun,Eşyalı Değil,1,Betonarme,İkinci El,Kiracılı,Kat Mülkiyeti,Hayır,Doğu,,Doğalgaz,Evet,1.650.000 TL,650 TL,Alpak & Neva Armonia Konutları,
1550,Ankara,Altındağ,Gültepe,125123-68,28-03-2023,3 + 1,125 m2,1. Kat,10 Yaşında,Merkezi (Pay Ölçer),6 Katlı,Uygun,Eşyalı Değil,1,Betonarme,İkinci El,Kiracılı,Kat Mülkiyeti,Hayır,"Güney, Doğu",5.000 TL,Doğalgaz,Evet,1.100.000 TL,325 TL,Evet (Site Adı Belirtilmemiş),
1551,Ankara,Keçiören,Bademlik,70969-3550,07-04-2023,3 + 1,130 m2,3. Kat,15 Yaşında,Kombi,4 Katlı,Uygun,Eşyalı Değil,1,Betonarme,İkinci El,Kiracılı,Kat Mülkiyeti,,"Kuzey, Doğu, Batı",,Doğalgaz,,1.350.000 TL,,,
1552,Ankara,Sincan,Plevne,128082-1189,10-04-2023,2 + 1,125 m2,2. Kat,20 Yaşında,Kombi,4 Katlı,Uygun,Eşyalı Değil,1,Betonarme,,Kiracılı,Kat Mülkiyeti,Hayır,"Güney, Doğu",,Doğalgaz,Evet,1.150.000 TL,,,
1553,Ankara,Yenimahalle,Ragıp Tüzün,106733-487,03-04-2023,3 + 1,130 m2,Yüksek Giriş,Sıfır Bina,Kombi,3 Katlı,Uygun,Eşyalı Değil,2,Betonarme,Sıfır,Boş,Kat Mülkiyeti,Hayır,Güney,3.500 TL,Doğalgaz,Evet,3.500.000 TL,50 TL,,
1554,Ankara,Yenimahalle,Karşıyaka,114216-300,30-03-2023,3 + 1,120 m2,3. Kat,30 Yaşında,Kombi,6 Katlı,Uygun,Eşyalı Değil,1,Betonarme,İkinci El,Kiracılı,Kat Mülkiyeti,Evet,"Kuzey, Doğu, Batı",5.500 TL,Doğalgaz,,970.000 TL,150 TL,,
1555,Ankara,Çankaya,Göktürk,47158-1758,31-03-2023,5 + 1,260 m2,Ara Kat,10 Yaşında,Kombi,4 Katlı,Uygun,Eşyalı Değil,2,Betonarme,,Boş,Kat Mülkiyeti,,"Güney, Doğu, Batı",10.000 TL,,Evet,2.799.999 TL,,,
1556,Ankara,Mamak,Hüseyingazi,125989-2314,11-04-2023,3 + 1,140 m2,1. Kat,8 Yaşında,Kombi,4 Katlı,Uygun,Eşyalı Değil,1,Betonarme,İkinci El,Mülk Sahibi,Kat Mülkiyeti,Hayır,"Güney, Batı",,Doğalgaz,Evet,1.280.000 TL,,,
1557,Ankara,Keçiören,Ayvalı,16354-23770,10-04-2023,3 + 1,130 m2,1. Kat,10 Yaşında,Kombi,3 Katlı,Uygun,Eşyalı Değil,1,Betonarme,İkinci El,Boş,Kat Mülkiyeti,Evet,"Kuzey, Güney, Doğu, Batı",7.000 TL,Doğalgaz,Evet,1.825.000 TL,100 TL,,
1558,Ankara,Keçiören,İncirli,111476-1301,09-04-2023,4 + 1,165 m2,3. Kat,25 Yaşında,Kombi,3 Katlı,Uygun,,2,,,,Kat Mülkiyeti,Hayır,,,,Evet,1.425.000 TL,,,
1559,Ankara,Çankaya,Bademlidere,124718-38,21-02-2023,3 + 1,140 m2,Yüksek Giriş,7 Yaşında,Kombi,4 Katlı,Uygun,Eşyalı Değil,2,Betonarme,İkinci El,Mülk Sahibi,,Hayır,"Güney, Doğu",1.500 TL,Doğalgaz,Evet,2.200.000 TL,100 TL,,
1560,Ankara,Yenimahalle,Çiğdemtepe,8316-3504,08-04-2023,4 + 1,149 m2,6. Kat,10 Yaşında,Merkezi,11 Katlı,Uygun,Eşyalı Değil,2,Betonarme,İkinci El,Kiracılı,,Hayır,"Kuzey, Güney, Doğu, Batı",,Doğalgaz,Evet,1.525.000 TL,,,
1561,Ankara,Gölbaşı,Kızılcaşar,28355-187,10-04-2023,3 + 1,167 m2,5. Kat,5 Yaşında,Merkezi (Pay Ölçer),30 Katlı,Uygun değil,Eşyalı Değil,2,,,Kiracılı,Kat Mülkiyeti,Hayır,"Güney, Doğu",,,,4.522.000 TL,,,
1562,Ankara,Çankaya,Gökkuşağı,24251-95,03-04-2023,3 + 1,125 m2,Giriş Katı,15 Yaşında,Kombi,4 Katlı,Uygun,Eşyalı Değil,1,Betonarme,İkinci El,Boş,Kat Mülkiyeti,Hayır,"Kuzey, Doğu",5.000 TL,Doğalgaz,Evet,1.850.000 TL,100 TL,,
1563,Ankara,Etimesgut,Şehit Osman Avcı,83411-1732,11-03-2023,1 + 0,35 m2,3. Kat,7 Yaşında,Merkezi (Pay Ölçer),14 Katlı,Uygun,Eşyalı Değil,1,Betonarme,İkinci El,Kiracılı,Kat Mülkiyeti,Hayır,Doğu,4.000 TL,Doğalgaz,Evet,1.120.000 TL,460 TL,,
1564,Ankara,Etimesgut,Güzelkent,81610-7207,13-04-2023,3 + 1,120 m2,2. Kat,16 Yaşında,Kombi,4 Katlı,Uygun,Eşyalı Değil,1,Betonarme,,Kiracılı,Kat Mülkiyeti,Hayır,"Güney, Doğu",,Doğalgaz,Evet,1.565.000 TL,150 TL,,
1565,Ankara,Etimesgut,Elvan,114417-145,07-03-2023,5 + 1,260 m2,Teras Katı,12 Yaşında,Kombi,4 Katlı,Uygun,Eşyalı Değil,2,Betonarme,İkinci El,Boş,Kat Mülkiyeti,Hayır,"Güney, Doğu",,Doğalgaz,Evet,2.500.000 TL,,,
1566,Ankara,Çankaya,Keklik Pınarı,65944-783,10-04-2023,3 + 1,190 m2,6. Kat,16 Yaşında,Merkezi (Pay Ölçer),12 Katlı,Uygun,Eşyalı Değil,2,,,Boş,Kat Mülkiyeti,Evet,"Güney, Doğu, Batı",,,,6.750.000 TL,1.5 TL,Park Manzara Evleri,
1567,Ankara,Çankaya,Kırkkonaklar,61156-5780,10-04-2023,5 + 1,300 m2,3. Kat,18 Yaşında,Kombi,3 Katlı,Uygun,,3,Betonarme,İkinci El,Boş,Kat Mülkiyeti,Hayır,"Güney, Doğu, Batı",,Doğalgaz,Evet,3.400.000 TL,100 TL,,
1568,Ankara,Keçiören,İncirli,692549-1690,01-04-2023,3 + 1,130 m2,En Üst Kat,35 Yaşında,Kombi,3 Katlı,Uygun,Eşyalı Değil,1,Betonarme,İkinci El,Belirtilmemiş,Kat Mülkiyeti,Hayır,"Kuzey, Güney, Doğu, Batı",10.000 TL,Doğalgaz,Evet,2.670.000 TL,100 TL,,
1569,Ankara,Etimesgut,Bağlıca,2626-10508,21-03-2023,2 + 1,97 m2,12. Kat,5 Yaşında,Merkezi (Pay Ölçer),12 Katlı,Uygun,Eşyalı Değil,2,,İkinci El,Mülk Sahibi,,Hayır,"Güney, Doğu",,Doğalgaz,Evet,2.675.000 TL,550 TL,,
1570,Ankara,Sincan,Pınarbaşı,69778-5060,07-04-2023,3 + 1,115 m2,3. Kat,16 Yaşında,Kombi,3 Katlı,Uygun,Eşyalı Değil,1,Betonarme,İkinci El,Mülk Sahibi,Kat Mülkiyeti,Hayır,"Güney, Batı",3.500 TL,Doğalgaz,Evet,1.315.000 TL,50 TL,,
1571,Ankara,Haymana,Yeni,0-40479363,17-03-2023,2 + 1,90 m2,6. Kat,10 Yaşında,Kombi,6 Katlı,Uygun,Eşyalı Değil,1,Betonarme,İkinci El,Kiracılı,Kat Mülkiyeti,Evet,"Kuzey, Güney, Doğu, Batı",2.000 TL,Doğalgaz,,640.000 TL,200 TL,,
1572,Ankara,Çankaya,Barbaros,4145-479,13-04-2023,3 + 1,120 m2,Bahçe Katı,40 Yaşında,Merkezi,5 Katlı,Uygun,Eşyalı Değil,1,Betonarme,İkinci El,Kiracılı,,Hayır,"Güney, Batı",7.000 TL,Doğalgaz,,2.350.000 TL,1.500 TL,,
1573,Ankara,Çubuk,Cumhuriyet,118393-117,31-03-2023,3 + 1,130 m2,1. Kat,11 Yaşında,Kombi,5 Katlı,Uygun,Eşyalı Değil,1,,,Mülk Sahibi,Kat Mülkiyeti,Hayır,"Güney, Batı",,,,925.000 TL,75 TL,,
1574,Ankara,Altındağ,Gültepe,131291-108,08-04-2023,3 + 1,125 m2,3. Kat,11 Yaşında,Kombi,4 Katlı,Uygun,Eşyalı Değil,1,Betonarme,İkinci El,Mülk Sahibi,Kat Mülkiyeti,Hayır,,,Doğalgaz,Evet,850.000 TL,,,
1575,Ankara,Etimesgut,Süvari,30002-8261,08-04-2023,2 + 1,95 m2,Yüksek Giriş,20 Yaşında,Kombi,3 Katlı,Uygun,Eşyalı Değil,1,Betonarme,İkinci El,Kiracılı,Kat Mülkiyeti,Hayır,"Güney, Batı",,Doğalgaz,Evet,1.000.000 TL,,,
1576,Ankara,Gölbaşı,Eymir,97182-311,12-04-2023,3 + 1,110 m2,2. Kat,10 Yaşında,Kombi,3 Katlı,Uygun,Eşyalı Değil,1,Betonarme,İkinci El,Kiracılı,Kat Mülkiyeti,Hayır,"Güney, Batı",2.500 TL,Doğalgaz,Evet,1.680.000 TL,150 TL,,
1577,Ankara,Çankaya,Yukarı Bahçelievler,1124-5536,14-04-2023,2 + 1,100 m2,2. Kat,40 Yaşında,Merkezi,5 Katlı,Uygun,Eşyalı Değil,1,Betonarme,İkinci El,Boş,Kat Mülkiyeti,Hayır,"Kuzey, Güney",10.000 TL,Doğalgaz,Evet,5.100.000 TL,,,
1578,Ankara,Etimesgut,Oğuzlar,1493-12973,10-04-2023,3 + 1,110 m2,4. Kat,22 Yaşında,Kombi,5 Katlı,Uygun,Eşyalı Değil,1,Betonarme,İkinci El,Kiracılı,Kat Mülkiyeti,Hayır,Güney,6.000 TL,Doğalgaz,Evet,1.350.000 TL,250 TL,,
1579,Ankara,Çankaya,Gaziosmanpaşa,38897-1254,30-03-2023,3 + 1,135 m2,1. Kat,45 Yaşında,Kombi,3 Katlı,Uygun,Eşyalı Değil,1,Betonarme,İkinci El,Kiracılı,Kat Mülkiyeti,Evet,"Güney, Batı",4.000 TL,Doğalgaz,Evet,3.000.000 TL,100 TL,,
1580,Ankara,Polatlı,İstiklal,129186-329,08-04-2023,3 + 1,143 m2,Ara Kat,4 Yaşında,Kombi,7 Katlı,Uygun,Eşyalı Değil,2,Betonarme,İkinci El,Mülk Sahibi,Kat Mülkiyeti,Hayır,"Kuzey, Güney, Batı",5.000 TL,Doğalgaz,,1.649.000 TL,,Evet (Site Adı Belirtilmemiş),
1581,Ankara,Sincan,Alcı,95525-396,10-04-2023,3 + 1,150 m2,4. Kat,5 Yaşında,Kombi,9 Katlı,Uygun,Eşyalı Değil,2,,,Boş,Kat İrtifakı,Hayır,"Kuzey, Güney, Batı",,,,1.300.000 TL,200 TL,Evet (Site Adı Belirtilmemiş),
1582,Ankara,Gölbaşı,Hacımuratlı,14976-3506,12-04-2023,1 + 1,95 m2,,2 Yaşında,Soba,1 Katlı,Bilinmiyor,Eşyalı Değil,1,Betonarme,İkinci El,Boş,Arsa,Hayır,"Kuzey, Güney, Doğu, Batı",,Kömür-Odun,Evet,1.500.000 TL,150 TL,,
1583,Ankara,Sincan,Mareşal Çakmak,128217-514,05-04-2023,3 + 1,125 m2,2. Kat,16 Yaşında,Kombi,5 Katlı,Uygun,Eşyalı Değil,1,,,Boş,Kat Mülkiyeti,Hayır,"Kuzey, Doğu",,,,1.289.000 TL,50 TL,,
1584,Ankara,Çankaya,Bahçelievler,73240-2237,12-04-2023,1 + 1,60 m2,Bahçe Katı,Sıfır Bina,Kombi,4 Katlı,Uygun,Eşyalı Değil,1,Betonarme,Sıfır,Boş,Kat İrtifakı,Hayır,,10.000 TL,Doğalgaz,Evet,2.500.000 TL,,,
1585,Ankara,Sincan,Osmanlı,68766-4459,13-04-2023,3 + 1,130 m2,3. Kat,25 Yaşında,Kombi,4 Katlı,Uygun,Eşyalı Değil,1,Çelik,İkinci El,Boş,Kat Mülkiyeti,Hayır,"Kuzey, Doğu",6.000 TL,Doğalgaz,Evet,1.449.000 TL,100 TL,,
1586,Ankara,Keçiören,Yükseltepe,56586-3302,09-04-2023,3 + 1,135 m2,Kot 1,4 Yaşında,Kombi,3 Katlı,Uygun,Eşyalı Değil,2,Betonarme,Sıfır,Boş,Kat Mülkiyeti,Evet,"Güney, Doğu",,Doğalgaz,Evet,1.169.000 TL,,,
1587,Ankara,Keçiören,Aşağı Eğlence,1955-6306,12-04-2023,3 + 1,125 m2,Kot 1,25 Yaşında,Kombi,3 Katlı,Uygun,Eşyalı,1,Betonarme,İkinci El,Boş,Kat Mülkiyeti,Hayır,Güney,,Doğalgaz,,1.900.000 TL,25 TL,,
1588,Ankara,Sincan,Törekent,67191-3569,11-04-2023,4 + 1,165 m2,9. Kat,Sıfır Bina,Yerden Isıtma,15 Katlı,Uygun,Eşyalı Değil,2,Betonarme,Sıfır,Boş,Kat İrtifakı,Evet,,12.000 TL,Doğalgaz,Evet,2.949.000 TL,,esila life,
1589,Ankara,Çankaya,Yukarı Bahçelievler,21161-2433,11-04-2023,3 + 1,135 m2,4. Kat,40 Yaşında,Merkezi,4 Katlı,Uygun,Eşyalı Değil,1,Betonarme,İkinci El,Kiracılı,Kat Mülkiyeti,Hayır,"Güney, Doğu, Batı",,Doğalgaz,Evet,2.400.000 TL,450 TL,,
1590,Ankara,Altındağ,Baraj,111616-423,03-04-2023,4 + 1,147 m2,Kot 1,11 Yaşında,Merkezi,14 Katlı,Uygun,Eşyalı Değil,2,,,Boş,Kat Mülkiyeti,Evet,,,,,899.000 TL,,,
1591,Ankara,Polatlı,Kurtuluş,54400-5278,12-04-2023,3 + 1,135 m2,Giriş Katı,Sıfır Bina,Kombi,4 Katlı,Uygun,Eşyalı Değil,1,Betonarme,Sıfır,Boş,Kat Mülkiyeti,Evet,"Kuzey, Doğu",,Doğalgaz,Evet,1.400.000 TL,,,
1592,Ankara,Çankaya,Remzi Oğuz Arık,7092-1372,13-04-2023,4 + 1,185 m2,En Üst Kat,Sıfır Bina,Kombi,5 Katlı,Uygun,Eşyalı Değil,2,Betonarme,Sıfır,Boş,Kat İrtifakı,Hayır,"Güney, Doğu",20.000 TL,Doğalgaz,Evet,6.300.000 TL,200 TL,,
1593,Ankara,Polatlı,Şentepe,4960-835,22-03-2023,3 + 1,220 m2,Villa Katı,16 Yaşında,Kombi,2 Katlı,Uygun,Eşyalı Değil,1,Betonarme,İkinci El,Belirtilmemiş,Kat İrtifakı,,"Kuzey, Doğu, Batı",,Doğalgaz,,1.450.000 TL,,,
1594,Ankara,Mamak,Kıbrısköy,130606-151,23-02-2023,3 + 1,145 m2,3. Kat,Sıfır Bina,Merkezi (Pay Ölçer),13 Katlı,Uygun,Eşyalı Değil,2,Betonarme,Sıfır,Boş,Kat İrtifakı,Hayır,"Kuzey, Güney, Doğu, Batı",,Doğalgaz,Evet,1.550.000 TL,,,
1595,Ankara,Altındağ,Kale,133357-25,08-03-2023,3 + 1,145 m2,Ara Kat,10 Yaşında,Kombi,15 Katlı,Uygun,Eşyalı Değil,1,Betonarme,İkinci El,Boş,Kat Mülkiyeti,,"Güney, Doğu, Batı",7.000 TL,Doğalgaz,Evet,1.300.000 TL,100 TL,aktaştoki,
1596,Ankara,Beypazarı,Ayvaşık,134574-149,05-04-2023,5 + 1,837 m2,,Sıfır Bina,Belirtilmemiş,2 Katlı,Uygun,Eşyalı Değil,2,Betonarme,Sıfır,Boş,Kat Mülkiyeti,Hayır,"Kuzey, Güney, Doğu, Batı",,Kömür-Odun,Evet,7.200.000 TL,,,
1597,Ankara,Çankaya,Aziziye,2603-4504,06-04-2023,3 + 1,140 m2,3. Kat,35 Yaşında,Kombi,3 Katlı,Uygun,Eşyalı Değil,2,Betonarme,İkinci El,Boş,Kat Mülkiyeti,Hayır,Doğu,14.000 TL,Doğalgaz,,3.495.000 TL,,,
1598,Ankara,Yenimahalle,Kaletepe,5116-858,08-04-2023,3 + 1,140 m2,5. Kat,7 Yaşında,Merkezi (Pay Ölçer),6 Katlı,Uygun,Eşyalı Değil,1,Betonarme,İkinci El,Boş,Kat Mülkiyeti,Evet,"Güney, Doğu, Batı",7.500 TL,Doğalgaz,Evet,2.199.000 TL,300 TL,,
1599,Ankara,Altındağ,Karapürçek,115850-681,05-04-2023,3 + 1,140 m2,1. Kat,Sıfır Bina,Kombi,4 Katlı,Uygun,Eşyalı Değil,2,Betonarme,Sıfır,Boş,Kat Mülkiyeti,Hayır,Doğu,,Doğalgaz,Evet,1.650.000 TL,50 TL,,
1600,Ankara,Gölbaşı,İncek,129424-684,05-04-2023,2 + 1,105 m2,2. Kat,1 Yaşında,Kombi,2 Katlı,Uygun,Eşyalı Değil,1,,,Kiracılı,Kat Mülkiyeti,Evet,"Kuzey, Doğu",,,,3.050.000 TL,250 TL,,
1601,Ankara,Çankaya,Mimar Sinan,132505-401,04-04-2023,3 + 1,125 m2,4. Kat,4 Yaşında,Kombi,5 Katlı,Uygun,Eşyalı Değil,1,Betonarme,İkinci El,Boş,Kat Mülkiyeti,Hayır,"Güney, Doğu",7.000 TL,Doğalgaz,Evet,2.080.000 TL,100 TL,,
1602,Ankara,Çankaya,Göktürk,5235-9342,13-04-2023,5 + 1,260 m2,Teras Katı,15 Yaşında,Kombi,3 Katlı,Uygun,Eşyalı Değil,2,Betonarme,İkinci El,Mülk Sahibi,Kat Mülkiyeti,Hayır,"Kuzey, Güney, Doğu",15.000 TL,Doğalgaz,Evet,4.100.000 TL,70 TL,,
1603,Ankara,Keçiören,Yayla,130641-287,04-04-2023,6 + 1,290 m2,4. Kat,8 Yaşında,Kombi,4 Katlı,Uygun,Eşyalı Değil,4,,İkinci El,Mülk Sahibi,Kat Mülkiyeti,Hayır,"Güney, Doğu",,,Evet,3.400.000 TL,,,
1604,Ankara,Gölbaşı,Hacılar,39085-5101,04-04-2023,5 + 1,600 m2,,Sıfır Bina,Yerden Isıtma,2 Katlı,Uygun,Eşyalı Değil,5,Betonarme,Sıfır,Boş,Kat Mülkiyeti,Hayır,"Kuzey, Güney, Doğu, Batı",,Doğalgaz,Evet,20.000.000 TL,,,
1605,Ankara,Çankaya,Dodurga,57012-6558,03-04-2023,4 + 1,210 m2,8. Kat,3 Yaşında,Merkezi (Pay Ölçer),25 Katlı,Uygun,Eşyalı Değil,2,Betonarme,İkinci El,Boş,,Hayır,"Güney, Batı",,Doğalgaz,Evet,5.250.000 TL,600 TL,Ankalife Prestij Konutları,
1606,Ankara,Mamak,Şafaktepe,132472-173,03-04-2023,3 + 1,130 m2,2. Kat,21 Yaşında,Kombi,7 Katlı,Uygun,Eşyalı Değil,1,Betonarme,İkinci El,Kiracılı,Kat Mülkiyeti,Hayır,"Doğu, Batı",4.500 TL,Doğalgaz,Evet,1.250.000 TL,50 TL,,
1607,Ankara,Etimesgut,Eryaman,66675-5633,06-04-2023,3 + 1,102 m2,3. Kat,15 Yaşında,Kombi,3 Katlı,Uygun,Eşyalı Değil,1,Betonarme,İkinci El,Boş,Kat Mülkiyeti,Hayır,"Güney, Batı",,Doğalgaz,Evet,1.680.000 TL,50 TL,,
1608,Ankara,Etimesgut,Eryaman,66675-5633,06-04-2023,3 + 1,102 m2,3. Kat,15 Yaşında,Kombi,3 Katlı,Uygun,Eşyalı Değil,1,Betonarme,İkinci El,Boş,Kat Mülkiyeti,Hayır,"Güney, Batı",,Doğalgaz,Evet,1.680.000 TL,50 TL,,
1609,Ankara,Mamak,Fahri Korutürk,135518-153,02-04-2023,2 + 1,100 m2,Kot 1,1 Yaşında,Kombi,9 Katlı,Uygun,Eşyalı Değil,1,Betonarme,İkinci El,Boş,Kat Mülkiyeti,Hayır,"Güney, Doğu",5.500 TL,Doğalgaz,Evet,1.185.000 TL,100 TL,,
1610,Ankara,Mamak,Diriliş,1248-2222,14-04-2023,3 + 1,145 m2,2. Kat,9 Yaşında,Merkezi (Pay Ölçer),12 Katlı,Uygun,Eşyalı Değil,2,Betonarme,İkinci El,Boş,Kat Mülkiyeti,Hayır,Güney,6.500 TL,Doğalgaz,Evet,2.225.000 TL,250 TL,,
1611,Ankara,Mamak,Şahintepe,133394-183,01-04-2023,3 + 1,105 m2,1. Kat,13 Yaşında,Kombi,4 Katlı,Uygun,Eşyalı Değil,1,Betonarme,İkinci El,Kiracılı,Kat Mülkiyeti,Hayır,"Güney, Doğu",8.000 TL,Doğalgaz,Evet,1.097.000 TL,70 TL,,
1612,Ankara,Yenimahalle,Pamuklar,10345-5213,01-04-2023,4 + 1,200 m2,2. Kat,6 Yaşında,Merkezi (Pay Ölçer),13 Katlı,Uygun,Eşyalı Değil,2,Betonarme,İkinci El,Mülk Sahibi,Kat Mülkiyeti,Hayır,"Güney, Doğu",14.000 TL,Doğalgaz,Evet,3.250.000 TL,,,
1613,Ankara,Etimesgut,Bağlıca,114841-1130,01-04-2023,5 + 1,360 m2,,Sıfır Bina,Kombi,2 Katlı,Uygun,,5,Betonarme,Sıfır,Boş,Kat Mülkiyeti,,,,Doğalgaz,,11.250.000 TL,,,
1614,Ankara,Sincan,Ertuğrulgazi,134636-242,10-04-2023,3 + 1,115 m2,4. Kat,16 Yaşında,Kombi,5 Katlı,Uygun,Eşyalı Değil,1,Betonarme,İkinci El,Boş,Kat Mülkiyeti,Hayır,Doğu,,Doğalgaz,Evet,1.070.000 TL,,,
1615,Ankara,Sincan,Malazgirt,136647-22,01-04-2023,3 + 1,135 m2,En Üst Kat,12 Yaşında,Kombi,3 Katlı,Uygun,Eşyalı,1,Betonarme,İkinci El,Mülk Sahibi,Kat Mülkiyeti,Hayır,"Güney, Batı",5.000 TL,Doğalgaz,Evet,1.400.000 TL,50 TL,,
1616,Ankara,Sincan,29 Ekim,131739-205,05-04-2023,2 + 1,100 m2,1. Kat,3 Yaşında,Kombi,3 Katlı,Uygun,Eşyalı Değil,1,Betonarme,İkinci El,Mülk Sahibi,Kat Mülkiyeti,Hayır,"Güney, Batı",5.500 TL,Doğalgaz,Evet,1.385.000 TL,,,
1617,Ankara,Keçiören,Kamil Ocak,135284-72,08-04-2023,4 + 1,150 m2,Teras Katı,5 Yaşında,Kombi,6 Katlı,Uygun,Eşyalı Değil,1,,,,,,"Güney, Doğu",,Doğalgaz,,3.800.000 TL,,,
1618,Ankara,Sincan,Selçuklu,135187-75,31-03-2023,3 + 1,125 m2,Yüksek Giriş,18 Yaşında,Kombi,4 Katlı,Uygun,Eşyalı Değil,1,Betonarme,İkinci El,Boş,Kat Mülkiyeti,Hayır,"Kuzey, Batı",5.000 TL,Doğalgaz,Evet,1.249.000 TL,50 TL,,
1619,Ankara,Sincan,Atatürk,136364-56,30-03-2023,3 + 1,125 m2,2. Kat,Sıfır Bina,Kombi,3 Katlı,Uygun,Eşyalı Değil,2,Betonarme,Sıfır,Boş,Kat Mülkiyeti,Hayır,"Güney, Batı",,Doğalgaz,Evet,1.950.000 TL,,,
1620,Ankara,Sincan,Selçuklu,129003-257,30-03-2023,3 + 1,130 m2,3. Kat,17 Yaşında,Kombi,4 Katlı,Uygun,Eşyalı Değil,1,,,Boş,Kat Mülkiyeti,Hayır,"Güney, Batı",,Doğalgaz,Evet,1.175.000 TL,30 TL,,
1621,Ankara,Pursaklar,Yunus Emre,133225-156,30-03-2023,4 + 1,190 m2,4. Kat,2 Yaşında,Kombi,16 Katlı,Uygun,Eşyalı Değil,2,,,Mülk Sahibi,Kat Mülkiyeti,Evet,"Güney, Batı",,,,2.590.000 TL,,Evet (Site Adı Belirtilmemiş),
1622,Ankara,Mamak,Kartaltepe,132447-158,29-03-2023,3 + 1,145 m2,3. Kat,21 Yaşında,Kombi,3 Katlı,Uygun,,1,Betonarme,İkinci El,Mülk Sahibi,Kat Mülkiyeti,Hayır,"Güney, Batı",6.000 TL,Doğalgaz,Evet,1.349.000 TL,30 TL,,
1623,Ankara,Keçiören,Ayvalı,129504-466,01-04-2023,3 + 1,125 m2,1. Kat,13 Yaşında,Kombi,3 Katlı,Uygun,Eşyalı Değil,1,Betonarme,İkinci El,Kiracılı,Kat Mülkiyeti,Hayır,"Güney, Doğu",,Doğalgaz,Evet,1.549.000 TL,50 TL,,
1624,Ankara,Mamak,Tuzluçayır,104775-4809,30-03-2023,5 + 1,250 m2,3. Kat,16 Yaşında,Kombi,3 Katlı,Uygun,Eşyalı Değil,2,Betonarme,İkinci El,Boş,Kat Mülkiyeti,Evet,"Kuzey, Güney, Doğu, Batı",9.000 TL,Doğalgaz,,1.700.000 TL,40 TL,,
1625,Ankara,Mamak,Mutlu,692546-1797,29-03-2023,3 + 1,130 m2,3. Kat,14 Yaşında,Kombi,3 Katlı,Uygun,Eşyalı Değil,1,Betonarme,İkinci El,Mülk Sahibi,Kat Mülkiyeti,Hayır,"Güney, Doğu",,Doğalgaz,Evet,1.250.000 TL,,,
1626,Ankara,Sincan,Andiçen,124662-803,05-04-2023,3 + 1,125 m2,1. Kat,21 Yaşında,Kombi,3 Katlı,Uygun,Eşyalı Değil,1,Betonarme,İkinci El,Mülk Sahibi,Kat Mülkiyeti,Hayır,"Kuzey, Doğu, Batı",,Doğalgaz,Evet,1.285.000 TL,,,
1627,Ankara,Altındağ,Karapürçek,134634-136,06-04-2023,3 + 1,135 m2,3. Kat,13 Yaşında,Kombi,3 Katlı,Uygun,Eşyalı Değil,1,Betonarme,İkinci El,Kiracılı,Kat Mülkiyeti,Hayır,"Güney, Batı",3.500 TL,Doğalgaz,Evet,1.065.000 TL,50 TL,,
