,District,Neighborhood,Num_Of_Room,Area,Floor,Age,Heat_type,Apt_Floor,Credit_Eli,Items,Num_of_Bath,Usage,Price
221,Keçiören,Sancaktepe,5,188.0,interstage,3.0,Merkezi,25.0,1.0,0,2.0,Mülk Sahibi,4100000.0
222,Yenimahalle,Pamuklar,5,200.0,interstage,4.0,Merkezi (Pay Ölçer),16.0,1.0,0,2.0,Boş,3495000.0
223,Mamak,Mutlu,4,130.0,interstage,11.0,Kombi,3.0,1.0,0,2.0,Mülk Sahibi,1730000.0
224,Sincan,29 Ekim,5,160.0,interstage,0.0,Kombi,12.0,1.0,0,2.0,Boş,2600000.0
225,Keçiören,Ayvalı,4,125.0,interstage,25.0,Kombi,3.0,1.0,0,1.0,Boş,1350000.0
226,Yenimahalle,İnönü,4,110.0,interstage,28.0,Merkezi,4.0,1.0,0,1.0,Mülk Sahibi,1675000.0
227,Keçiören,Esertepe,4,125.0,interstage,20.0,Kombi,3.0,1.0,0,1.0,Mülk Sahibi,1499000.0
228,Pursaklar,Merkez,4,150.0,interstage,12.0,Merkezi (Pay Ölçer),8.0,1.0,0,2.0,Boş,2295000.0
229,Çankaya,İlkadım,2,95.0,interstage,24.0,Kombi,3.0,1.0,1,1.0,Boş,1320000.0
230,Keçiören,Etlik,4,110.0,interstage,25.0,Kombi,3.0,1.0,0,1.0,Kiracılı,1200000.0
231,Mamak,Yeşilbayır,4,122.0,interstage,11.0,Kombi,3.0,1.0,0,1.0,Boş,1680000.0
232,Keçiören,Sancaktepe,5,225.0,interstage,0.0,Merkezi (Pay Ölçer),18.0,1.0,0,2.0,Boş,3490000.0
233,Sincan,Mareşal Çakmak,4,125.0,interstage,25.0,Kombi,4.0,1.0,0,1.0,Boş,1429000.0
234,Keçiören,Etlik,4,135.0,interstage,0.0,Kombi,4.0,1.0,0,1.0,Boş,1980000.0
235,Keçiören,Köşk,4,130.0,interstage,25.0,Kombi,3.0,1.0,0,1.0,Kiracılı,1400000.0
236,Mamak,Mutlu,3,105.0,interstage,6.0,Kombi,3.0,1.0,0,1.0,Kiracılı,949000.0
237,Keçiören,Yayla,4,135.0,interstage,10.0,Kombi,3.0,1.0,0,1.0,Boş,1789000.0
238,Altındağ,Beşikkaya,4,150.0,interstage,5.0,Kombi,5.0,1.0,0,1.0,Mülk Sahibi,1850000.0
239,Sincan,Menderes,4,130.0,interstage,0.0,Kombi,4.0,1.0,0,2.0,Boş,1598000.0
240,Çankaya,İşçi Blokları,5,210.0,interstage,10.0,Kombi,10.0,1.0,0,2.0,Boş,7950000.0
241,Gölbaşı,İncek,4,110.0,interstage,0.0,Kombi,3.0,0.0,0,2.0,Boş,2350000.0
242,Sincan,Akşemsettin,4,100.0,interstage,15.0,Kombi,4.0,1.0,0,1.0,Kiracılı,930000.0
243,Yenimahalle,Pamuklar,4,175.0,interstage,5.0,Merkezi (Pay Ölçer),8.0,1.0,0,2.0,Boş,2550000.0
244,Çankaya,Seyranbağları,3,100.0,interstage,60.0,Merkezi,5.0,1.0,0,1.0,Kiracılı,1600000.0
245,Mamak,Şirintepe,3,95.0,interstage,12.0,Kombi,3.0,1.0,0,1.0,Boş,1029000.0
246,Etimesgut,Elvan,4,150.0,interstage,10.0,Kombi,4.0,1.0,0,1.0,Mülk Sahibi,1975000.0
247,Çankaya,Emek,3,80.0,interstage,40.0,Merkezi,3.0,1.0,1,1.0,Kiracılı,2100000.0
248,Mamak,Cengizhan,3,110.0,interstage,15.0,Kombi,3.0,1.0,0,1.0,Mülk Sahibi,1180000.0
249,Sincan,Mustafa Kemal,4,138.0,interstage,3.0,Kombi,3.0,0.0,0,1.0,Boş,1690000.0
250,Etimesgut,İstasyon,5,200.0,interstage,12.0,Kombi,6.0,1.0,0,2.0,Boş,2475000.0
251,Çankaya,Maltepe,4,100.0,interstage,30.0,Merkezi,4.0,1.0,0,1.0,Mülk Sahibi,2100000.0
252,Mamak,Bahçelerüstü,4,120.0,interstage,20.0,Kombi,3.0,1.0,0,1.0,Kiracılı,1135000.0
253,Keçiören,Tepebaşı,4,130.0,interstage,15.0,Kombi,5.0,1.0,0,1.0,Kiracılı,1210000.0
254,Çankaya,Emek,4,120.0,interstage,0.0,Kombi,3.0,1.0,0,2.0,Boş,3950000.0
255,Mamak,Fahri Korutürk,4,190.0,interstage,0.0,Kombi,5.0,1.0,0,2.0,Boş,1588000.0
256,Çankaya,İlkadım,5,220.0,interstage,2.0,Kombi,2.0,1.0,0,3.0,Mülk Sahibi,5250000.0
257,Yenimahalle,İnönü,4,125.0,interstage,28.0,Kombi,5.0,1.0,0,1.0,Kiracılı,1550000.0
258,Yenimahalle,Ergazi,2,52.0,interstage,4.0,Merkezi (Pay Ölçer),13.0,0.0,0,1.0,Kiracılı,1975000.0
259,Çankaya,Harbiye,4,125.0,interstage,25.0,Kombi,3.0,1.0,0,1.0,Kiracılı,2700000.0
260,Mamak,Mutlu,3,130.0,interstage,8.0,Kombi,3.0,1.0,0,1.0,Kiracılı,1297000.0
261,Etimesgut,Topçu,6,280.0,interstage,12.0,Kombi,4.0,1.0,0,3.0,Boş,2825000.0
262,Mamak,Akşemsettin,4,120.0,interstage,7.0,Kombi,3.0,1.0,0,1.0,Kiracılı,1500000.0
263,Gölbaşı,Taşpınar,5,210.0,interstage,7.0,Merkezi (Pay Ölçer),33.0,1.0,0,2.0,Boş,9270000.0
264,Mamak,General Zeki Doğan,7,330.0,interstage,4.0,Kombi,9.0,1.0,0,4.0,Boş,3099000.0
265,Sincan,Fevzi Çakmak,3,95.0,interstage,0.0,Kombi,3.0,1.0,0,1.0,Boş,874000.0
266,Etimesgut,Piyade,4,125.0,interstage,18.0,Kombi,3.0,1.0,0,1.0,Kiracılı,1625000.0
267,Mamak,Şafaktepe,3,80.0,interstage,26.0,Kombi,3.0,1.0,0,1.0,Mülk Sahibi,665000.0
268,Çankaya,Güzeltepe,4,115.0,interstage,31.0,Kombi,3.0,1.0,0,1.0,Boş,1810000.0
269,Etimesgut,Yeni Bağlıca,5,243.0,interstage,4.0,Merkezi (Pay Ölçer),12.0,1.0,0,3.0,Mülk Sahibi,5650000.0
270,Etimesgut,Elvan,4,135.0,interstage,0.0,Kombi,3.0,1.0,0,2.0,Boş,2449000.0
271,Pursaklar,Merkez,4,130.0,interstage,15.0,Kombi,3.0,1.0,0,1.0,Boş,1790000.0
272,Mamak,Boğaziçi,4,110.0,interstage,15.0,Kombi,4.0,1.0,0,1.0,Kiracılı,1125000.0
273,Çankaya,Maltepe,3,120.0,interstage,30.0,Merkezi,4.0,1.0,0,1.0,Mülk Sahibi,2000000.0
274,Çankaya,Mustafa Kemal,5,190.0,interstage,14.0,Kombi,4.0,1.0,0,2.0,Kiracılı,4625000.0
275,Mamak,Durali Alıç,4,165.0,interstage,1.0,Kombi,12.0,1.0,0,2.0,Boş,2130000.0
276,Çankaya,Aşağı Öveçler,4,154.0,interstage,18.0,Kombi,4.0,1.0,0,1.0,Kiracılı,2350000.0
277,Çankaya,Keklik Pınarı,4,190.0,interstage,15.0,Merkezi,9.0,1.0,0,1.0,Mülk Sahibi,3150000.0
278,Gölbaşı,İncek,3,90.0,interstage,0.0,Kombi,4.0,1.0,0,1.0,Boş,2600000.0
279,Altındağ,Aydınlıkevler,2,70.0,interstage,5.0,Kombi,4.0,1.0,0,1.0,Kiracılı,1250000.0
280,Çankaya,Bahçelievler,3,90.0,interstage,25.0,Kombi,3.0,1.0,0,1.0,Boş,1950000.0
281,Çankaya,Nasuh Akar,4,130.0,interstage,10.0,Merkezi,11.0,1.0,0,1.0,Boş,3300000.0
282,Çankaya,İleri,3,90.0,interstage,30.0,Kombi,6.0,1.0,0,1.0,Kiracılı,840000.0
283,Mamak,Hürel,4,100.0,interstage,20.0,Kombi,3.0,1.0,0,1.0,Kiracılı,925000.0
284,Keçiören,Karakaya,3,120.0,interstage,15.0,Kombi,4.0,1.0,0,1.0,Mülk Sahibi,1100000.0
285,Etimesgut,Altay,4,110.0,interstage,25.0,Merkezi,10.0,1.0,0,1.0,Kiracılı,2150000.0
286,Çankaya,Maltepe,2,70.0,interstage,0.0,Kombi,4.0,1.0,0,1.0,Boş,1950000.0
287,Sincan,Tandoğan,4,125.0,interstage,20.0,Kombi,3.0,1.0,0,1.0,Boş,1129000.0
288,Mamak,Ekin,4,110.0,interstage,6.0,Kombi,3.0,1.0,0,1.0,Kiracılı,775000.0
289,Çankaya,Aziziye,4,145.0,interstage,30.0,Merkezi,3.0,1.0,0,1.0,Boş,3475000.0
290,Pursaklar,Yunus Emre,4,125.0,interstage,8.0,Kombi,3.0,1.0,0,1.0,Mülk Sahibi,1439000.0
291,Keçiören,Aşağı Eğlence,4,145.0,interstage,17.0,Kombi,4.0,1.0,0,2.0,Boş,2789000.0
292,Etimesgut,Bağlıca,5,185.0,interstage,7.0,Merkezi (Pay Ölçer),11.0,1.0,0,2.0,Mülk Sahibi,4050000.0
293,Sincan,Malazgirt,3,100.0,interstage,20.0,Kombi,4.0,1.0,0,1.0,Kiracılı,698000.0
294,Etimesgut,Süvari,4,140.0,interstage,7.0,Kombi,5.0,1.0,0,1.0,Mülk Sahibi,1750000.0
295,Keçiören,Bağlarbaşı,4,130.0,interstage,25.0,Kombi,3.0,1.0,0,1.0,Kiracılı,1380000.0
296,Çankaya,Bahçelievler,5,200.0,interstage,0.0,Kombi,4.0,1.0,0,1.0,Boş,6000000.0
297,Sincan,Mustafa Kemal,5,165.0,interstage,0.0,Kombi,4.0,0.0,0,2.0,Boş,1940000.0
298,Etimesgut,Piyade,4,150.0,interstage,10.0,Kombi,3.0,1.0,0,1.0,Mülk Sahibi,1450000.0
299,Mamak,Dostlar,4,140.0,interstage,3.0,Kombi,15.0,1.0,0,2.0,Mülk Sahibi,1200000.0
300,Pursaklar,Merkez,4,130.0,interstage,18.0,Kombi,3.0,1.0,0,1.0,Mülk Sahibi,1279000.0
301,Çankaya,Aşağı Öveçler,4,154.0,interstage,18.0,Kombi,4.0,1.0,0,1.0,Kiracılı,2550000.0
302,Gölbaşı,Şafak,3,120.0,interstage,15.0,Kombi,6.0,1.0,0,1.0,Kiracılı,1075000.0
303,Gölbaşı,İncek,3,90.0,interstage,0.0,Yerden Isıtma,4.0,1.0,0,2.0,Boş,2250000.0
304,Mamak,General Zeki Doğan,4,120.0,interstage,20.0,Kombi,4.0,1.0,0,1.0,Kiracılı,1200000.0
305,Keçiören,Yayla,4,155.0,interstage,13.0,Kombi,3.0,1.0,0,1.0,Boş,2350000.0
306,Çankaya,Akpınar,4,140.0,interstage,29.0,Merkezi,6.0,1.0,0,1.0,Boş,2625000.0
307,Çankaya,Anıttepe,4,130.0,interstage,40.0,Merkezi,7.0,1.0,0,1.0,Boş,2275000.0
308,Çankaya,İlkadım,4,135.0,interstage,25.0,Kombi,3.0,1.0,0,1.0,Boş,2550000.0
309,Çankaya,Güzeltepe,5,250.0,interstage,13.0,Merkezi (Pay Ölçer),23.0,1.0,0,2.0,Boş,10400000.0
310,Çankaya,İlker,4,125.0,interstage,15.0,Kombi,3.0,1.0,0,1.0,Kiracılı,1850000.0
311,Gölbaşı,Taşpınar,7,400.0,interstage,0.0,Merkezi (Pay Ölçer),36.0,1.0,0,4.0,Boş,16560000.0
312,Çankaya,Yukarı Bahçelievler,4,125.0,interstage,32.0,Kombi,4.0,1.0,0,1.0,Mülk Sahibi,4150000.0
313,Çankaya,Birlik,4,120.0,interstage,25.0,Kombi,3.0,1.0,0,1.0,Kiracılı,2000000.0
314,Çankaya,İlkbahar,4,120.0,interstage,4.0,Merkezi (Pay Ölçer),22.0,1.0,0,1.0,Mülk Sahibi,2725000.0
315,Mamak,Fahri Korutürk,4,150.0,interstage,5.0,Kombi,3.0,1.0,0,1.0,Mülk Sahibi,1609000.0
316,Keçiören,Atapark,7,200.0,interstage,5.0,Kombi,3.0,1.0,0,2.0,Boş,1579000.0
317,Çankaya,Malazgirt,4,125.0,interstage,0.0,Kombi,3.0,1.0,0,1.0,Boş,2250000.0
318,Gölbaşı,İncek,3,150.0,interstage,14.0,Merkezi (Pay Ölçer),14.0,1.0,0,1.0,Mülk Sahibi,3050000.0
319,Mamak,Misket,5,250.0,interstage,15.0,Kombi,3.0,1.0,0,2.0,Mülk Sahibi,1670000.0
320,Çankaya,İşçi Blokları,3,85.0,interstage,35.0,Kombi,14.0,1.0,0,1.0,Kiracılı,1950000.0
321,Sincan,Plevne,4,125.0,interstage,25.0,Kombi,4.0,1.0,0,1.0,Boş,949000.0
322,Çankaya,Yukarı Bahçelievler,4,145.0,interstage,5.0,Kombi,3.0,1.0,0,1.0,Kiracılı,4550000.0
323,Çankaya,Gökkuşağı,4,140.0,interstage,0.0,Merkezi (Pay Ölçer),5.0,1.0,0,2.0,Boş,3850000.0
324,Sincan,Mareşal Çakmak,4,125.0,interstage,13.0,Kombi,3.0,1.0,0,1.0,Boş,1470000.0
325,Sincan,Mareşal Çakmak,4,125.0,interstage,13.0,Kombi,3.0,1.0,0,1.0,Boş,1470000.0
326,Etimesgut,Bağlıca,5,170.0,interstage,3.0,Merkezi (Pay Ölçer),14.0,1.0,0,2.0,Mülk Sahibi,4650000.0
327,Keçiören,İncirli,4,125.0,interstage,15.0,Kombi,3.0,1.0,0,1.0,Boş,1590000.0
328,Keçiören,Ovacık,5,165.0,interstage,1.0,Merkezi (Pay Ölçer),16.0,1.0,0,1.0,Boş,3099000.0
329,Sincan,Plevne,4,125.0,interstage,24.0,Kombi,4.0,1.0,0,1.0,Boş,949000.0
330,Keçiören,Çaldıran,6,260.0,interstage,25.0,Kombi,3.0,1.0,0,3.0,Mülk Sahibi,1850000.0
331,Etimesgut,Elvan,4,176.0,interstage,9.0,Kombi,4.0,1.0,1,2.0,Mülk Sahibi,2350000.0
332,Altındağ,Aydınlıkevler,4,105.0,interstage,0.0,Kombi,3.0,1.0,0,1.0,Boş,2450000.0
333,Çankaya,Maltepe,4,145.0,interstage,40.0,Merkezi,4.0,1.0,0,1.0,Mülk Sahibi,3200000.0
334,Çankaya,Hilal,3,125.0,interstage,6.0,Kombi,4.0,1.0,0,2.0,Boş,3590000.0
335,Yenimahalle,Batı Sitesi,4,125.0,interstage,27.0,Kombi,5.0,1.0,0,1.0,Mülk Sahibi,1945000.0
336,Çankaya,Bahçelievler,4,130.0,interstage,55.0,Kombi,3.0,1.0,1,1.0,Kiracılı,3750000.0
337,Gölbaşı,İncek,3,95.0,interstage,0.0,Merkezi (Pay Ölçer),4.0,1.0,0,2.0,Boş,2145000.0
338,Çankaya,Karapınar,4,125.0,interstage,15.0,Kombi,4.0,1.0,0,1.0,Mülk Sahibi,1650000.0
339,Çankaya,Birlik,4,140.0,interstage,15.0,Kombi,3.0,1.0,0,1.0,Mülk Sahibi,1875000.0
340,Çankaya,Mürsel Uluç,4,160.0,interstage,18.0,Kombi,3.0,1.0,0,2.0,Kiracılı,2200000.0
341,Çankaya,Yukarı Bahçelievler,4,100.0,interstage,35.0,Merkezi,3.0,1.0,0,1.0,Kiracılı,2050000.0
342,Pursaklar,Yunus Emre,4,125.0,interstage,14.0,Kombi,4.0,1.0,0,1.0,Boş,1380000.0
343,Polatlı,Şentepe,4,160.0,interstage,0.0,Kombi,6.0,1.0,0,2.0,Boş,1580000.0
344,Keçiören,Kalaba,3,105.0,interstage,35.0,Kombi,3.0,1.0,0,1.0,Boş,1149000.0
345,Keçiören,Aşağı Eğlence,4,180.0,interstage,25.0,Kombi,7.0,1.0,0,1.0,Kiracılı,3950000.0
346,Etimesgut,Atakent,4,110.0,interstage,23.0,Kombi,10.0,1.0,0,1.0,Mülk Sahibi,2250000.0
347,Yenimahalle,Gazi,5,130.0,interstage,20.0,Kombi,3.0,1.0,0,2.0,Kiracılı,1950000.0
348,Çankaya,İlkadım,4,135.0,interstage,28.0,Kombi,3.0,1.0,0,1.0,Mülk Sahibi,2499000.0
349,Keçiören,Kuşcağız,4,115.0,interstage,35.0,Kombi,3.0,1.0,0,1.0,Kiracılı,1310000.0
350,Keçiören,Aktepe,4,130.0,interstage,15.0,Kombi,3.0,1.0,0,1.0,Kiracılı,1485000.0
351,Çankaya,Naci Çakır,4,120.0,interstage,27.0,Kombi,2.0,1.0,0,1.0,Mülk Sahibi,1490000.0
352,Etimesgut,Bağlıca,5,198.0,interstage,2.0,Merkezi,14.0,1.0,0,2.0,Boş,4950000.0
353,Pursaklar,Mimar Sinan,5,185.0,interstage,2.0,Merkezi (Pay Ölçer),15.0,1.0,0,2.0,Mülk Sahibi,2550000.0
354,Keçiören,Ayvalı,5,175.0,interstage,8.0,Kombi,3.0,1.0,0,2.0,Boş,1999000.0
355,Keçiören,Atapark,4,110.0,interstage,0.0,Kombi,3.0,1.0,0,2.0,Boş,1800000.0
356,Mamak,Akşemsettin,5,195.0,interstage,6.0,Kombi,5.0,1.0,0,2.0,Mülk Sahibi,1950000.0
357,Etimesgut,Ahi Mesut,5,255.0,interstage,6.0,Merkezi (Pay Ölçer),11.0,1.0,0,2.0,Boş,3750000.0
358,Çankaya,Emek,4,120.0,interstage,0.0,Kombi,3.0,1.0,0,2.0,Boş,3850000.0
359,Çankaya,Emek,4,95.0,interstage,40.0,Kombi,3.0,1.0,0,1.0,Kiracılı,1800000.0
360,Mamak,Aşık Veysel,4,105.0,interstage,20.0,Kombi,5.0,1.0,0,1.0,Mülk Sahibi,1150000.0
361,Mamak,Bahçelerüstü,4,125.0,interstage,12.0,Kombi,3.0,1.0,0,1.0,Kiracılı,1150000.0
362,Çankaya,Eti,4,130.0,interstage,35.0,Kombi,8.0,1.0,0,1.0,Boş,2495000.0
363,Çankaya,Hilal,2,70.0,interstage,9.0,Merkezi,8.0,1.0,0,1.0,Kiracılı,2150000.0
364,Çankaya,Emek,3,95.0,interstage,0.0,Kombi,6.0,1.0,0,1.0,Boş,3850000.0
365,Keçiören,Etlik,3,100.0,interstage,15.0,Kombi,3.0,1.0,0,1.0,Mülk Sahibi,1150000.0
366,Yenimahalle,Susuz,5,170.0,interstage,0.0,Merkezi (Pay Ölçer),15.0,1.0,0,2.0,Boş,3490000.0
367,Gölbaşı,Kızılcaşar,2,68.0,interstage,3.0,Merkezi (Pay Ölçer),21.0,1.0,0,1.0,Boş,3011000.0
368,Çankaya,Maltepe,4,120.0,interstage,0.0,Kombi,4.0,1.0,0,1.0,Boş,2700000.0
369,Çankaya,Sokullu Mehmet Paşa,4,135.0,interstage,28.0,Kombi,3.0,1.0,0,1.0,Mülk Sahibi,2465000.0
370,Pursaklar,Fatih,5,250.0,interstage,15.0,Kombi,3.0,1.0,0,2.0,Mülk Sahibi,1690000.0
371,Keçiören,Ovacık,5,225.0,interstage,0.0,Merkezi (Pay Ölçer),19.0,1.0,0,2.0,Boş,3650000.0
372,Etimesgut,Bağlıca,5,165.0,interstage,0.0,Kombi,6.0,1.0,0,2.0,Boş,3800000.0
373,Etimesgut,Elvan,4,158.0,interstage,14.0,Kombi,3.0,1.0,0,2.0,Kiracılı,1630000.0
374,Yenimahalle,Uğur Mumcu,4,125.0,interstage,27.0,Kombi,7.0,1.0,0,1.0,Kiracılı,2185000.0
375,Çankaya,Mebusevleri,3,95.0,interstage,39.0,Kombi,3.0,1.0,0,1.0,Boş,2350000.0
376,Çankaya,Yaşamkent,4,165.0,interstage,17.0,Merkezi (Pay Ölçer),10.0,1.0,0,2.0,Kiracılı,3850000.0
378,Çankaya,Maltepe,4,150.0,interstage,0.0,Kombi,5.0,1.0,0,1.0,Boş,2685000.0
379,Keçiören,Etlik,4,125.0,interstage,25.0,Kombi,3.0,1.0,0,1.0,Boş,1679000.0
380,Keçiören,Kanuni,4,125.0,interstage,8.0,Kombi,4.0,1.0,1,1.0,Mülk Sahibi,1550000.0
381,Çankaya,Aydınlar,4,130.0,interstage,27.0,Kombi,2.0,1.0,0,1.0,Mülk Sahibi,2500000.0
382,Keçiören,Atapark,4,135.0,interstage,8.0,Kombi,3.0,1.0,0,1.0,Boş,1589000.0
383,Gölbaşı,Taşpınar,2,60.0,interstage,0.0,Kombi,2.0,1.0,0,1.0,Boş,2200000.0
384,Çankaya,Aydınlar,4,130.0,interstage,27.0,Kombi,2.0,1.0,0,1.0,Mülk Sahibi,2500000.0
385,Çankaya,Metin Akkuş,4,120.0,interstage,25.0,Kombi,3.0,1.0,0,1.0,Boş,2695000.0
386,Gölbaşı,Bahçelievler,4,168.0,interstage,0.0,Kombi,4.0,1.0,0,2.0,Boş,3300000.0
387,Keçiören,Kanuni,4,140.0,interstage,8.0,Kombi,4.0,1.0,0,2.0,Mülk Sahibi,1730000.0
388,Mamak,Kutlu,4,120.0,interstage,8.0,Kombi,6.0,1.0,0,1.0,Kiracılı,845000.0
389,Mamak,Çağlayan,5,250.0,interstage,6.0,Kombi,3.0,1.0,0,2.0,Kiracılı,1750000.0
390,Çankaya,Sancak,6,350.0,interstage,25.0,Kombi,4.0,1.0,0,2.0,Mülk Sahibi,7850000.0
391,Altındağ,Karapürçek,4,135.0,interstage,12.0,Kombi,3.0,1.0,0,1.0,Boş,1260000.0
392,Keçiören,Çiçekli,4,120.0,interstage,15.0,Kombi,3.0,1.0,0,1.0,Kiracılı,2650000.0
393,Çankaya,Öveçler,6,250.0,interstage,25.0,Kombi,3.0,1.0,0,2.0,Boş,3450000.0
394,Çankaya,Mürsel Uluç,8,250.0,interstage,25.0,Kombi,3.0,1.0,0,2.0,Mülk Sahibi,3150000.0
395,Çankaya,Sokullu Mehmet Paşa,5,165.0,interstage,22.0,Merkezi,4.0,1.0,0,1.0,Kiracılı,3600000.0
396,Mamak,General Zeki Doğan,4,145.0,interstage,14.0,Kombi,4.0,1.0,0,1.0,Mülk Sahibi,1525000.0
397,Mamak,Durali Alıç,4,130.0,interstage,12.0,Kombi,8.0,1.0,0,2.0,Kiracılı,2750000.0
398,Keçiören,Kafkas,6,340.0,interstage,12.0,Kombi,9.0,1.0,0,4.0,Mülk Sahibi,2499000.0
399,Çankaya,Büyükesat,4,120.0,interstage,40.0,Kombi,3.0,1.0,0,1.0,Kiracılı,1890000.0
400,Keçiören,Atapark,4,130.0,interstage,10.0,Kombi,3.0,1.0,0,1.0,Mülk Sahibi,1725000.0
401,Sincan,Fevzi Çakmak,4,150.0,interstage,2.0,Kombi,3.0,1.0,0,2.0,Mülk Sahibi,1610000.0
402,Keçiören,Ayvalı,4,135.0,interstage,8.0,Kombi,3.0,1.0,0,1.0,Kiracılı,1820000.0
403,Etimesgut,Göksu,5,182.0,interstage,5.0,Merkezi (Pay Ölçer),17.0,1.0,0,2.0,Mülk Sahibi,4300000.0
404,Sincan,Mareşal Çakmak,4,120.0,interstage,20.0,Kombi,4.0,1.0,0,1.0,Boş,1249000.0
405,Keçiören,Bademlik,4,140.0,interstage,15.0,Kombi,3.0,1.0,0,1.0,Boş,1349000.0
406,Çankaya,Mebusevleri,5,165.0,interstage,33.0,Merkezi,4.0,1.0,0,1.0,Boş,4000000.0
407,Mamak,Hüseyingazi,4,140.0,interstage,8.0,Kombi,1.0,1.0,0,1.0,Mülk Sahibi,1280000.0
408,Yenimahalle,Mehmet Akif Ersoy,4,135.0,interstage,13.0,Merkezi,15.0,1.0,0,2.0,Kiracılı,3950000.0
409,Sincan,İstasyon,5,140.0,interstage,8.0,Kombi,4.0,1.0,0,2.0,Kiracılı,1950000.0
410,Altındağ,Karapürçek,4,125.0,interstage,7.0,Kombi,4.0,1.0,0,1.0,Mülk Sahibi,1675000.0
411,Çankaya,İlkbahar,4,120.0,interstage,3.0,Kombi,17.0,1.0,0,2.0,Mülk Sahibi,3749000.0
412,Çankaya,Metin Akkuş,4,110.0,interstage,18.0,Kombi,2.0,1.0,0,1.0,Boş,1235000.0
413,Sincan,Pınarbaşı,4,110.0,interstage,15.0,Kombi,4.0,1.0,0,1.0,Mülk Sahibi,1460000.0
414,Yenimahalle,Varlık,6,180.0,interstage,18.0,Kombi,2.0,1.0,0,1.0,Boş,3500000.0
415,Yenimahalle,Yeşilevler,5,220.0,interstage,0.0,Kombi,8.0,1.0,0,2.0,Boş,3500000.0
416,Altındağ,Karapürçek,4,120.0,interstage,14.0,Kombi,3.0,1.0,0,1.0,Kiracılı,1250000.0
417,Mamak,Akdere,4,140.0,interstage,18.0,Kombi,4.0,1.0,0,1.0,Mülk Sahibi,1650000.0
418,Mamak,General Zeki Doğan,4,90.0,interstage,16.0,Kombi,3.0,1.0,0,1.0,Boş,765000.0
419,Sincan,Mareşal Çakmak,4,120.0,interstage,22.0,Kombi,3.0,1.0,0,1.0,Boş,1249000.0
420,Çankaya,Naci Çakır,4,130.0,interstage,25.0,Kombi,3.0,1.0,0,2.0,Boş,2185000.0
421,Etimesgut,Alsancak,5,260.0,interstage,17.0,Kombi,3.0,1.0,0,3.0,Mülk Sahibi,2150000.0
422,Sincan,Mareşal Çakmak,3,105.0,interstage,4.0,Kombi,4.0,1.0,0,2.0,Mülk Sahibi,1580000.0
423,Altındağ,Karapürçek,7,250.0,interstage,0.0,Kombi,3.0,1.0,0,3.0,Boş,1795000.0
424,Etimesgut,Şeyh Şamil,4,145.0,interstage,20.0,Kombi,8.0,1.0,0,1.0,Mülk Sahibi,2227000.0
425,Altındağ,Aydınlıkevler,4,160.0,interstage,0.0,Kombi,3.0,0.0,0,2.0,Boş,3300000.0
426,Keçiören,Karakaya,4,130.0,interstage,17.0,Kombi,3.0,1.0,0,1.0,Kiracılı,1249000.0
427,Keçiören,Ovacık,5,200.0,interstage,2.0,Merkezi (Pay Ölçer),15.0,1.0,0,2.0,Kiracılı,5900000.0
428,Keçiören,Osmangazi,4,140.0,interstage,18.0,Kombi,4.0,1.0,0,1.0,Boş,1590000.0
429,Çankaya,Malazgirt,4,130.0,interstage,0.0,Kombi,4.0,1.0,0,2.0,Boş,3100000.0
430,Altındağ,Karapürçek,4,140.0,interstage,0.0,Kombi,3.0,1.0,0,2.0,Boş,1670000.0
431,Etimesgut,Bağlıca,4,175.0,interstage,8.0,Merkezi (Pay Ölçer),8.0,1.0,0,2.0,Kiracılı,3500000.0
432,Etimesgut,Şeker,4,120.0,interstage,10.0,Kombi,4.0,1.0,0,1.0,Mülk Sahibi,1595000.0
433,Çankaya,Cebeci,4,120.0,interstage,27.0,Kombi,3.0,1.0,0,1.0,Boş,1429000.0
434,Mamak,Mutlu,4,130.0,interstage,15.0,Kombi,3.0,1.0,0,1.0,Kiracılı,1580000.0
435,Keçiören,Ufuktepe,5,360.0,interstage,6.0,Merkezi,3.0,1.0,0,3.0,Mülk Sahibi,2950000.0
436,Sincan,Mareşal Çakmak,4,115.0,interstage,23.0,Kombi,4.0,1.0,0,1.0,Mülk Sahibi,995000.0
437,Yenimahalle,Kardelen,4,135.0,interstage,17.0,Kombi,7.0,1.0,1,1.0,Kiracılı,2475000.0
438,Etimesgut,Atakent,4,125.0,interstage,17.0,Kombi,4.0,1.0,0,1.0,Boş,1789000.0
439,Keçiören,Kuşcağız,5,220.0,interstage,3.0,Kombi,15.0,1.0,0,2.0,Boş,2990000.0
440,Etimesgut,Yeşilova,5,160.0,interstage,1.0,Merkezi,22.0,1.0,0,2.0,Kiracılı,4250000.0
441,Sincan,Mustafa Kemal,4,120.0,interstage,7.0,Kombi,4.0,1.0,0,1.0,Kiracılı,1199000.0
442,Altındağ,Başpınar,4,155.0,interstage,3.0,Kombi,6.0,1.0,0,1.0,Kiracılı,1750000.0
443,Keçiören,Aşağı Eğlence,5,200.0,interstage,7.0,Kombi,4.0,1.0,0,2.0,Kiracılı,4150000.0
444,Keçiören,Etlik,4,130.0,interstage,20.0,Kombi,3.0,1.0,0,1.0,Boş,1595000.0
445,Keçiören,Karakaya,4,130.0,interstage,15.0,Kombi,3.0,1.0,0,1.0,Boş,1199000.0
