,District,Neighborhood,Num_Of_Room,Area,Floor,Age,Heat_type,Apt_Floor,Credit_Eli,Items,Num_of_Bath,Usage,Price
11873,Altındağ,Güneşevler,5,180.0,interstage,5.0,Merkezi,14.0,1.0,0,2.0,Mülk Sahibi,3950000.0
11874,Çankaya,Huzur,4,130.0,interstage,7.0,Kombi,5.0,1.0,0,1.0,Mülk Sahibi,2650000.0
11875,Keçiören,Esertepe,6,285.0,interstage,4.0,Merkezi (Pay Ölçer),7.0,1.0,0,2.0,Boş,3950000.0
11876,Yenimahalle,Kardelen,5,180.0,interstage,10.0,Merkezi (Pay Ölçer),24.0,1.0,0,2.0,Kiracılı,4200000.0
11877,Mamak,Akşemsettin,4,160.0,interstage,7.0,Merkezi (Pay Ölçer),33.0,1.0,1,2.0,Boş,3250000.0
11878,Gölbaşı,İncek,3,80.0,interstage,0.0,Kombi,2.0,1.0,0,1.0,Boş,2200000.0
11879,Pursaklar,Merkez,4,120.0,interstage,15.0,Kombi,3.0,1.0,0,1.0,Boş,1580000.0
11880,Keçiören,Ayvalı,4,130.0,interstage,23.0,Kombi,3.0,1.0,0,1.0,Boş,1599000.0
11881,Pursaklar,Mimar Sinan,5,190.0,interstage,1.0,Kombi,15.0,1.0,0,2.0,Boş,2950000.0
11882,Mamak,Cengizhan,3,115.0,interstage,14.0,Kombi,3.0,1.0,0,1.0,Mülk Sahibi,1170000.0
11883,Altındağ,Beşikkaya,3,90.0,interstage,6.0,Kombi,4.0,1.0,0,1.0,Mülk Sahibi,798000.0
11884,Keçiören,Ovacık,5,200.0,interstage,0.0,Merkezi (Pay Ölçer),13.0,1.0,0,2.0,Boş,4500000.0
11885,Keçiören,Etlik,4,168.0,interstage,10.0,Merkezi,10.0,1.0,0,2.0,Mülk Sahibi,2759000.0
11886,Keçiören,Yayla,5,235.0,interstage,0.0,Merkezi (Pay Ölçer),17.0,1.0,0,2.0,Boş,6490000.0
11887,Keçiören,Aktepe,6,190.0,interstage,8.0,Kombi,3.0,1.0,0,2.0,Boş,2350000.0
11888,Sincan,Akşemsettin,4,140.0,interstage,18.0,Kombi,4.0,1.0,0,1.0,Boş,939000.0
11889,Pursaklar,Yunus Emre,4,125.0,interstage,8.0,Kombi,3.0,1.0,0,1.0,Boş,2180000.0
11890,Çankaya,Ümit,5,205.0,interstage,4.0,Merkezi (Pay Ölçer),32.0,1.0,0,2.0,Mülk Sahibi,8500000.0
11891,Mamak,Boğaziçi,4,140.0,interstage,4.0,Kombi,4.0,1.0,0,1.0,Mülk Sahibi,1750000.0
11892,Gölbaşı,İncek,2,47.0,interstage,0.0,Kombi,3.0,1.0,0,1.0,Boş,1600000.0
11893,Mamak,Çağlayan,4,150.0,interstage,4.0,Kombi,8.0,1.0,0,1.0,Boş,3150000.0
11894,Çankaya,Huzur,4,130.0,interstage,28.0,Kombi,3.0,1.0,0,1.0,Mülk Sahibi,2600000.0
11895,Keçiören,Etlik,4,135.0,interstage,25.0,Kombi,3.0,1.0,0,1.0,Boş,1575000.0
11896,Gölbaşı,İncek,2,50.0,interstage,0.0,Kombi,2.0,1.0,0,1.0,Boş,1500000.0
11897,Keçiören,Ovacık,5,250.0,interstage,0.0,Merkezi (Pay Ölçer),17.0,1.0,0,2.0,Boş,4250000.0
11898,Çankaya,Aydınlar,3,110.0,interstage,23.0,Kombi,2.0,1.0,0,2.0,Mülk Sahibi,1370000.0
11899,Çankaya,Mürsel Uluç,6,300.0,interstage,25.0,Kombi,5.0,1.0,0,2.0,Kiracılı,3500000.0
11900,Mamak,Şahintepe,4,130.0,interstage,14.0,Kombi,4.0,1.0,0,1.0,Mülk Sahibi,845000.0
11901,Altındağ,Battalgazi,4,120.0,interstage,12.0,Kombi,4.0,1.0,0,1.0,Boş,1075000.0
11902,Keçiören,Sancaktepe,9,450.0,interstage,4.0,Merkezi (Pay Ölçer),15.0,1.0,0,4.0,Boş,5749000.0
11903,Yenimahalle,Burç,4,166.0,interstage,15.0,Kombi,10.0,1.0,0,2.0,Boş,1810000.0
11904,Yenimahalle,Kayalar,5,195.0,interstage,0.0,Kombi,14.0,1.0,0,2.0,Boş,3195000.0
11905,Keçiören,Ovacık,6,280.0,interstage,2.0,Merkezi (Pay Ölçer),23.0,1.0,0,3.0,Boş,6950000.0
11906,Çankaya,Aşıkpaşa,4,115.0,interstage,12.0,Kombi,3.0,1.0,0,1.0,Boş,1700000.0
11907,Mamak,Tuzluçayır,6,220.0,interstage,13.0,Kombi,3.0,1.0,0,2.0,Mülk Sahibi,2050000.0
11908,Gölbaşı,İncek,2,45.0,interstage,0.0,Kombi,3.0,1.0,0,1.0,Boş,1425000.0
11909,Mamak,Cengizhan,4,170.0,interstage,5.0,Kombi,15.0,1.0,0,2.0,Mülk Sahibi,3150000.0
11910,Keçiören,Pınarbaşı,4,135.0,interstage,20.0,Kombi,3.0,1.0,0,1.0,Boş,1725000.0
11911,Çankaya,Şehit Cengiz Karaca,5,300.0,interstage,18.0,Kombi,4.0,1.0,0,2.0,Mülk Sahibi,4850000.0
11912,Çankaya,Şehit Cengiz Karaca,4,100.0,interstage,22.0,Kombi,3.0,1.0,0,1.0,Kiracılı,1395000.0
11913,Mamak,Akşemsettin,4,145.0,interstage,5.0,Kombi,11.0,1.0,0,1.0,Mülk Sahibi,2300000.0
11914,Etimesgut,Ayyıldız,4,180.0,interstage,7.0,Merkezi (Pay Ölçer),10.0,1.0,0,2.0,Kiracılı,2849000.0
11915,Çankaya,Osman Temiz,5,300.0,interstage,25.0,Kombi,3.0,1.0,0,1.0,Mülk Sahibi,3365000.0
11916,Altındağ,Güneşevler,5,205.0,interstage,0.0,Merkezi (Pay Ölçer),15.0,1.0,0,2.0,Boş,5450000.0
11917,Çankaya,Naci Çakır,4,130.0,interstage,25.0,Kombi,2.0,1.0,0,1.0,Boş,2185000.0
11918,Keçiören,Yükseltepe,4,140.0,interstage,4.0,Kombi,3.0,1.0,0,2.0,Kiracılı,1630000.0
11919,Mamak,Fahri Korutürk,4,150.0,interstage,0.0,Kombi,14.0,1.0,0,2.0,Boş,2050000.0
11920,Pursaklar,Mimar Sinan,5,195.0,interstage,4.0,Merkezi (Pay Ölçer),16.0,1.0,0,2.0,Boş,3500000.0
11921,Altındağ,Karapürçek,4,125.0,interstage,12.0,Kombi,4.0,1.0,0,1.0,Mülk Sahibi,1050000.0
11922,Keçiören,Yükseltepe,4,130.0,interstage,0.0,Kombi,3.0,1.0,0,1.0,Boş,2099000.0
11923,Keçiören,Ayvalı,5,180.0,interstage,10.0,Kombi,3.0,1.0,0,2.0,Boş,1750000.0
11924,Mamak,Abidinpaşa,3,110.0,interstage,30.0,Kombi,3.0,1.0,0,1.0,Kiracılı,995000.0
11925,Keçiören,Karakaya,4,135.0,interstage,5.0,Kombi,3.0,1.0,0,2.0,Mülk Sahibi,1350000.0
11926,Keçiören,Ovacık,4,165.0,interstage,0.0,Merkezi (Pay Ölçer),12.0,1.0,0,2.0,Boş,2119000.0
11927,Yenimahalle,Kayalar,5,200.0,interstage,0.0,Merkezi (Pay Ölçer),13.0,1.0,0,2.0,Boş,3200000.0
11928,Mamak,Durali Alıç,4,120.0,interstage,12.0,Kombi,3.0,1.0,0,1.0,Mülk Sahibi,1580000.0
11929,Sincan,Mareşal Çakmak,4,125.0,interstage,18.0,Kombi,4.0,1.0,0,1.0,Mülk Sahibi,990000.0
11930,Çankaya,Yıldızevler,4,130.0,interstage,30.0,Kombi,4.0,1.0,0,1.0,Kiracılı,2250000.0
11931,Sincan,Andiçen,4,130.0,interstage,15.0,Kombi,4.0,1.0,0,1.0,Kiracılı,1850000.0
11932,Mamak,Kazım Orbay,2,75.0,interstage,20.0,Kombi,2.0,1.0,0,1.0,Kiracılı,750000.0
11933,Pursaklar,Fatih,5,200.0,interstage,4.0,Yerden Isıtma,16.0,1.0,0,2.0,Mülk Sahibi,3350000.0
11934,Mamak,Balkiraz,3,110.0,interstage,20.0,Kombi,3.0,1.0,0,1.0,Kiracılı,879000.0
11935,Mamak,Fahri Korutürk,4,130.0,interstage,0.0,Kombi,3.0,1.0,0,1.0,Boş,1700000.0
11936,Gölbaşı,İncek,4,100.0,interstage,0.0,Kombi,3.0,1.0,0,2.0,Boş,2500000.0
11937,Etimesgut,Yeşilova,5,194.0,interstage,0.0,Merkezi (Pay Ölçer),21.0,1.0,0,2.0,Boş,3200000.0
11938,Yenimahalle,Kentkoop,4,120.0,interstage,30.0,Merkezi,10.0,1.0,0,1.0,Mülk Sahibi,1690000.0
11939,Polatlı,Yeni,6,220.0,interstage,3.0,Kombi,4.0,1.0,0,2.0,Mülk Sahibi,1600000.0
11940,Pursaklar,Merkez,5,190.0,interstage,4.0,Merkezi (Pay Ölçer),12.0,1.0,0,2.0,Boş,2600000.0
11941,Mamak,Tuzluçayır,4,130.0,interstage,0.0,Kombi,11.0,1.0,0,1.0,Boş,2800000.0
11942,Çankaya,Harbiye,4,140.0,interstage,22.0,Merkezi,3.0,1.0,0,1.0,Boş,2400000.0
11943,Etimesgut,Piyade,6,250.0,interstage,15.0,Kombi,3.0,1.0,0,3.0,Mülk Sahibi,1600000.0
11944,Keçiören,Yayla,4,140.0,interstage,15.0,Kombi,4.0,1.0,0,1.0,Boş,1399000.0
11945,Keçiören,Etlik,5,185.0,interstage,15.0,Kombi,10.0,1.0,0,2.0,Boş,3500000.0
11946,Çankaya,İlkadım,4,140.0,interstage,7.0,Kombi,16.0,1.0,0,1.0,Kiracılı,3925000.0
11947,Çankaya,Keklik Pınarı,4,130.0,interstage,30.0,Kombi,9.0,1.0,0,1.0,Boş,2445000.0
11948,Keçiören,Etlik,4,145.0,interstage,25.0,Kombi,4.0,1.0,0,1.0,Boş,1589000.0
11949,Mamak,Şirintepe,5,240.0,interstage,13.0,Kombi,3.0,1.0,0,2.0,Mülk Sahibi,2600000.0
11950,Pursaklar,Mimar Sinan,5,200.0,interstage,0.0,Yerden Isıtma,16.0,1.0,0,2.0,Boş,2800000.0
11951,Altındağ,Başpınar,4,130.0,interstage,3.0,Kombi,4.0,1.0,0,2.0,Boş,1250000.0
11952,Çankaya,Çukurambar,5,200.0,interstage,13.0,Kombi,8.0,1.0,1,1.0,Boş,6150000.0
11953,Keçiören,Köşk,7,300.0,interstage,5.0,Kombi,4.0,1.0,0,2.0,Mülk Sahibi,2489000.0
11954,Mamak,Abidinpaşa,4,110.0,interstage,35.0,Kombi,3.0,1.0,0,1.0,Kiracılı,1139000.0
11955,Mamak,Karaağaç,4,105.0,interstage,10.0,Kombi,3.0,1.0,0,1.0,Mülk Sahibi,1050000.0
11956,Pursaklar,Fatih,4,125.0,interstage,15.0,Kombi,3.0,1.0,0,1.0,Boş,1520000.0
11957,Keçiören,Ayvalı,3,130.0,interstage,0.0,Merkezi (Pay Ölçer),30.0,1.0,0,1.0,Boş,3990000.0
11958,Etimesgut,Süvari,4,140.0,interstage,11.0,Kombi,4.0,1.0,0,1.0,Kiracılı,1550000.0
11959,Etimesgut,Süvari,4,140.0,interstage,11.0,Kombi,4.0,1.0,0,1.0,Kiracılı,1550000.0
11960,Pursaklar,Mimar Sinan,5,195.0,interstage,1.0,Yerden Isıtma,15.0,1.0,0,2.0,Boş,2850000.0
11961,Mamak,Misket,4,130.0,interstage,0.0,Kombi,3.0,1.0,0,1.0,Boş,1550000.0
11962,Gölbaşı,İncek,2,45.0,interstage,0.0,Kombi,3.0,1.0,0,1.0,Boş,1450000.0
11963,Çankaya,İlkadım,4,165.0,interstage,25.0,Kombi,4.0,1.0,0,2.0,Mülk Sahibi,2350000.0
11964,Keçiören,Ovacık,4,140.0,interstage,0.0,Kombi,17.0,1.0,0,2.0,Boş,3100000.0
11965,Mamak,Durali Alıç,4,120.0,interstage,12.0,Kombi,3.0,1.0,0,1.0,Mülk Sahibi,1580000.0
11966,Çankaya,İlkadım,4,110.0,interstage,30.0,Kombi,3.0,1.0,0,2.0,Boş,2650000.0
11967,Keçiören,Etlik,4,135.0,interstage,18.0,Kombi,3.0,1.0,0,1.0,Boş,1715000.0
11968,Sincan,Atatürk,6,190.0,interstage,18.0,Kombi,4.0,1.0,0,2.0,Boş,1389000.0
11969,Çankaya,Mürsel Uluç,7,300.0,interstage,20.0,Kombi,3.0,1.0,0,2.0,Boş,2625000.0
11970,Altındağ,Güneşevler,4,170.0,interstage,4.0,Merkezi,13.0,1.0,0,2.0,Kiracılı,3500000.0
11971,Çankaya,İlkadım,4,160.0,interstage,25.0,Kombi,4.0,1.0,0,2.0,Mülk Sahibi,2350000.0
11972,Polatlı,Kurtuluş,4,110.0,interstage,25.0,Kombi,4.0,1.0,0,1.0,Mülk Sahibi,800000.0
11973,Keçiören,Sancaktepe,5,195.0,interstage,0.0,Kombi,10.0,1.0,0,1.0,Boş,2700000.0
11974,Pursaklar,Merkez,4,130.0,interstage,12.0,Kombi,3.0,1.0,0,1.0,Mülk Sahibi,1485000.0
11975,Mamak,Şahintepe,6,240.0,interstage,3.0,Kombi,4.0,1.0,0,2.0,Boş,1850000.0
11976,Altındağ,Ulubey,4,115.0,interstage,5.0,Kombi,3.0,1.0,0,2.0,Boş,1350000.0
11977,Gölbaşı,Karşıyaka,2,55.0,interstage,0.0,Yerden Isıtma,5.0,1.0,0,1.0,Boş,1860000.0
11978,Keçiören,Ovacık,5,220.0,interstage,0.0,Merkezi (Pay Ölçer),16.0,1.0,0,2.0,Boş,3850000.0
11979,Keçiören,Uyanış,7,300.0,interstage,5.0,Kombi,4.0,1.0,0,2.0,Mülk Sahibi,2489000.0
11980,Keçiören,Ovacık,5,200.0,interstage,0.0,Merkezi,30.0,1.0,0,1.0,Boş,3499000.0
11981,Pursaklar,Mimar Sinan,5,205.0,interstage,2.0,Merkezi,15.0,1.0,0,2.0,Mülk Sahibi,4200000.0
11982,Mamak,Çağlayan,4,140.0,interstage,0.0,Kombi,10.0,1.0,0,2.0,Boş,2800000.0
11983,Mamak,Şahintepe,5,255.0,interstage,20.0,Kombi,3.0,1.0,0,1.0,Boş,1700000.0
11984,Gölbaşı,İncek,4,120.0,interstage,0.0,Kombi,3.0,1.0,0,2.0,Boş,2500000.0
11985,Mamak,Şafaktepe,4,120.0,interstage,20.0,Kombi,3.0,1.0,0,1.0,Mülk Sahibi,1350000.0
11986,Çankaya,İncesu,3,110.0,interstage,20.0,Kombi,3.0,1.0,0,1.0,Boş,1397000.0
11987,Çankaya,Akpınar,4,130.0,interstage,30.0,Merkezi,6.0,1.0,0,1.0,Boş,2625000.0
11988,Keçiören,Atapark,4,120.0,interstage,15.0,Kombi,3.0,1.0,0,1.0,Boş,1579000.0
11989,Keçiören,Aşağı Eğlence,4,135.0,interstage,25.0,Kombi,3.0,1.0,0,1.0,Boş,1980000.0
11990,Keçiören,Atapark,5,155.0,interstage,6.0,Kombi,3.0,1.0,0,2.0,Boş,2249000.0
11991,Etimesgut,Elvan,4,140.0,interstage,0.0,Kombi,3.0,1.0,0,2.0,Boş,2400000.0
11992,Çankaya,Harbiye,4,125.0,interstage,27.0,Kombi,3.0,1.0,0,1.0,Kiracılı,2700000.0
11993,Çankaya,Öveçler,6,320.0,interstage,25.0,Kombi,2.0,1.0,0,2.0,Mülk Sahibi,3500000.0
11994,Keçiören,Sancaktepe,5,240.0,interstage,1.0,Kombi,14.0,1.0,1,2.0,Boş,3900000.0
11995,Gölbaşı,Kızılcaşar,2,60.0,interstage,0.0,Kombi,3.0,1.0,0,1.0,Boş,2500000.0
11996,Mamak,Ekin,7,150.0,interstage,12.0,Kombi,3.0,1.0,0,2.0,Kiracılı,1750000.0
11997,Keçiören,Sancaktepe,7,280.0,interstage,0.0,Kombi,4.0,1.0,0,2.0,Boş,2790000.0
11998,Çankaya,Prof. Dr. Ahmet Taner Kışlalı,7,330.0,interstage,5.0,Yerden Isıtma,12.0,1.0,1,3.0,Mülk Sahibi,20000000.0
11999,Keçiören,Karakaya,4,145.0,interstage,10.0,Kombi,6.0,1.0,1,2.0,Boş,1594000.0
12000,Çankaya,Harbiye,3,100.0,interstage,25.0,Kombi,3.0,1.0,0,1.0,Boş,1429000.0
12001,Mamak,Şirintepe,4,110.0,interstage,0.0,Other,3.0,1.0,0,1.0,Boş,1450000.0
12002,Keçiören,Aşağı Eğlence,4,130.0,interstage,25.0,Kombi,3.0,1.0,0,1.0,Boş,1550000.0
12003,Mamak,Aşık Veysel,4,120.0,interstage,8.0,Kombi,3.0,1.0,0,1.0,Boş,2279000.0
12004,Pursaklar,Mimar Sinan,5,205.0,interstage,0.0,Yerden Isıtma,16.0,1.0,0,2.0,Boş,4750000.0
12005,Mamak,Fahri Korutürk,4,150.0,interstage,15.0,Kombi,3.0,1.0,0,2.0,Mülk Sahibi,1540000.0
12006,Gölbaşı,İncek,3,85.0,interstage,0.0,Kombi,2.0,1.0,0,1.0,Boş,2285000.0
12007,Mamak,Mutlu,4,160.0,interstage,1.0,Kombi,3.0,1.0,0,1.0,Mülk Sahibi,1695000.0
12008,Mamak,Ege,6,350.0,interstage,5.0,Merkezi (Pay Ölçer),12.0,1.0,0,4.0,Boş,2575000.0
12009,Çankaya,Aydınlar,4,135.0,interstage,25.0,Kombi,2.0,1.0,0,2.0,Boş,2795000.0
12010,Keçiören,Etlik,4,135.0,interstage,25.0,Kombi,3.0,1.0,0,1.0,Kiracılı,1390000.0
12011,Pursaklar,Merkez,6,250.0,interstage,18.0,Kombi,3.0,1.0,0,2.0,Boş,1750000.0
12012,Çankaya,Göktürk,2,60.0,interstage,2.0,Kombi,4.0,1.0,0,1.0,Boş,1195000.0
12013,Çankaya,Huzur,4,130.0,interstage,7.0,Kombi,5.0,1.0,0,1.0,Mülk Sahibi,2650000.0
12014,Keçiören,Etlik,4,130.0,interstage,18.0,Kombi,4.0,1.0,0,1.0,Kiracılı,1499000.0
12015,Mamak,Kutlu,4,140.0,interstage,10.0,Kombi,3.0,1.0,0,1.0,Mülk Sahibi,1389000.0
12016,Altındağ,Karapürçek,3,100.0,interstage,3.0,Kombi,3.0,1.0,0,1.0,Boş,850000.0
12017,Keçiören,Etlik,4,149.0,interstage,16.0,Merkezi (Pay Ölçer),7.0,1.0,0,1.0,Boş,1869000.0
12018,Çankaya,Naci Çakır,4,130.0,interstage,25.0,Kombi,3.0,1.0,0,1.0,Boş,1750000.0
12019,Keçiören,Karakaya,4,145.0,interstage,3.0,Kombi,4.0,1.0,0,1.0,Boş,1890000.0
12020,Yenimahalle,Ata,5,205.0,interstage,4.0,Merkezi (Pay Ölçer),16.0,1.0,0,2.0,Mülk Sahibi,3250000.0
12021,Çankaya,Harbiye,4,115.0,interstage,25.0,Kombi,3.0,1.0,0,1.0,Kiracılı,1695000.0
12022,Etimesgut,Topçu,4,140.0,interstage,18.0,Kombi,4.0,1.0,0,2.0,Kiracılı,1500000.0
12023,Pursaklar,Merkez,5,180.0,interstage,6.0,Kombi,12.0,1.0,0,2.0,Kiracılı,2900000.0
12024,Yenimahalle,Avcılar,4,150.0,interstage,0.0,Kombi,17.0,1.0,0,1.0,Boş,1700000.0
12025,Keçiören,Güçlükaya,4,120.0,interstage,20.0,Kombi,3.0,1.0,0,1.0,Kiracılı,2100000.0
12026,Mamak,Diriliş,4,140.0,interstage,7.0,Kombi,5.0,1.0,0,1.0,Boş,2500000.0
12027,Pursaklar,Merkez,4,165.0,interstage,7.0,Kombi,12.0,1.0,0,2.0,Mülk Sahibi,2500000.0
12028,Mamak,Saimekadın,6,220.0,interstage,30.0,Kombi,3.0,1.0,0,1.0,Boş,1999000.0
12029,Mamak,Şahintepe,3,110.0,interstage,16.0,Kombi,3.0,1.0,0,1.0,Boş,759000.0
12030,Mamak,Fahri Korutürk,6,170.0,interstage,15.0,Kombi,3.0,1.0,0,1.0,Kiracılı,1160000.0
12031,Sincan,Plevne,4,130.0,interstage,25.0,Kombi,5.0,1.0,0,1.0,Boş,1470000.0
12032,Mamak,Akşemsettin,5,195.0,interstage,0.0,Kombi,3.0,1.0,0,2.0,Boş,1900000.0
12033,Mamak,Karaağaç,4,120.0,interstage,15.0,Kombi,3.0,1.0,0,1.0,Kiracılı,1175000.0
12034,Çankaya,Osman Temiz,4,150.0,interstage,15.0,Kombi,4.0,1.0,0,2.0,Kiracılı,2500000.0
12035,Keçiören,Aşağı Eğlence,4,115.0,interstage,29.0,Kombi,3.0,1.0,0,1.0,Boş,1735000.0
12036,Çankaya,Kültür,3,110.0,interstage,5.0,Kombi,3.0,1.0,0,1.0,Kiracılı,3400000.0
12037,Mamak,Altıağaç,4,135.0,interstage,13.0,Kombi,3.0,1.0,0,2.0,Mülk Sahibi,1275000.0
12038,Çankaya,Huzur,4,130.0,interstage,28.0,Kombi,3.0,1.0,0,1.0,Mülk Sahibi,2600000.0
12039,Mamak,Altıağaç,4,135.0,interstage,13.0,Kombi,3.0,1.0,0,2.0,Mülk Sahibi,1275000.0
12040,Çankaya,Huzur,4,130.0,interstage,28.0,Kombi,3.0,1.0,0,1.0,Mülk Sahibi,2600000.0
12041,Keçiören,Sancaktepe,5,170.0,interstage,1.0,Kombi,5.0,1.0,0,1.0,Boş,2350000.0
12042,Pursaklar,Mimar Sinan,5,190.0,interstage,1.0,Kombi,15.0,1.0,0,2.0,Boş,3000000.0
12043,Mamak,Çağlayan,4,130.0,interstage,13.0,Kombi,3.0,1.0,0,1.0,Mülk Sahibi,1530000.0
12044,Altındağ,Başpınar,3,110.0,interstage,0.0,Kombi,8.0,1.0,0,2.0,Boş,1600000.0
12045,Pursaklar,Mimar Sinan,5,200.0,interstage,3.0,Merkezi (Pay Ölçer),15.0,1.0,0,2.0,Mülk Sahibi,4200000.0
12046,Keçiören,Ovacık,5,212.0,interstage,1.0,Merkezi (Pay Ölçer),18.0,1.0,0,2.0,Mülk Sahibi,4750000.0
12047,Keçiören,Yayla,4,145.0,interstage,10.0,Kombi,3.0,1.0,1,2.0,Boş,1990000.0
12048,Etimesgut,Göksu,6,255.0,interstage,0.0,Merkezi (Pay Ölçer),27.0,1.0,0,2.0,Mülk Sahibi,6250000.0
12049,Çankaya,Harbiye,3,100.0,interstage,25.0,Kombi,3.0,1.0,0,1.0,Boş,1429000.0
12050,Etimesgut,Devlet,2,80.0,interstage,2.0,Merkezi (Pay Ölçer),23.0,1.0,0,1.0,Mülk Sahibi,1950000.0
12051,Pursaklar,Fatih,8,280.0,interstage,16.0,Kombi,3.0,1.0,0,3.0,Mülk Sahibi,1950000.0
12052,Altındağ,Zübeyde Hanım,4,130.0,interstage,12.0,Kombi,6.0,1.0,0,1.0,Boş,1849000.0
12053,Çankaya,Çayyolu,5,185.0,interstage,15.0,Kombi,9.0,1.0,0,2.0,Mülk Sahibi,5000000.0
12054,Yenimahalle,İnönü,4,120.0,interstage,30.0,Merkezi,5.0,1.0,0,1.0,Kiracılı,1570000.0
12055,Keçiören,Uyanış,6,200.0,interstage,10.0,Kombi,3.0,1.0,0,3.0,Boş,2250000.0
12056,Çubuk,Yıldırım Beyazıt,3,75.0,interstage,0.0,Kombi,3.0,1.0,0,1.0,Boş,1000000.0
12057,Çankaya,Çayyolu,5,185.0,interstage,15.0,Kombi,9.0,1.0,0,2.0,Mülk Sahibi,5000000.0
12058,Yenimahalle,İnönü,4,120.0,interstage,30.0,Merkezi,5.0,1.0,0,1.0,Kiracılı,1570000.0
12059,Keçiören,Uyanış,6,200.0,interstage,10.0,Kombi,3.0,1.0,0,3.0,Boş,2250000.0
12060,Çubuk,Yıldırım Beyazıt,3,75.0,interstage,0.0,Kombi,3.0,1.0,0,1.0,Boş,1000000.0
12061,Keçiören,Etlik,4,125.0,interstage,30.0,Kombi,3.0,1.0,0,1.0,Boş,1389000.0
12062,Mamak,Fahri Korutürk,3,110.0,interstage,13.0,Kombi,3.0,1.0,0,1.0,Boş,974000.0
12063,Pursaklar,Fatih,4,150.0,interstage,10.0,Merkezi,7.0,1.0,0,2.0,Mülk Sahibi,2000000.0
12064,Mamak,Ege,4,170.0,interstage,10.0,Kombi,9.0,1.0,1,1.0,Mülk Sahibi,2600000.0
12065,Mamak,Harman,5,155.0,interstage,15.0,Kombi,3.0,1.0,0,1.0,Mülk Sahibi,1300000.0
12066,Mamak,Balkiraz,4,115.0,interstage,25.0,Kombi,4.0,1.0,0,1.0,Kiracılı,1350000.0
12067,Mamak,Kartaltepe,4,140.0,interstage,7.0,Kombi,3.0,1.0,0,1.0,Boş,1950000.0
12068,Çankaya,Ata,4,140.0,interstage,10.0,Kombi,4.0,1.0,0,1.0,Mülk Sahibi,3550000.0
12069,Çankaya,Keklik Pınarı,3,80.0,interstage,3.0,Merkezi (Pay Ölçer),4.0,1.0,0,1.0,Mülk Sahibi,2050000.0
12070,Keçiören,Etlik,5,170.0,interstage,20.0,Kombi,3.0,1.0,0,1.0,Boş,3500000.0
12071,Yenimahalle,Burç,4,150.0,interstage,5.0,Kombi,7.0,1.0,1,2.0,Mülk Sahibi,2599000.0
12072,Pursaklar,Mimar Sinan,4,135.0,interstage,4.0,Kombi,3.0,1.0,0,1.0,Mülk Sahibi,1590000.0
12073,Altındağ,Beşikkaya,4,120.0,interstage,12.0,Kombi,3.0,1.0,0,1.0,Mülk Sahibi,940000.0
12074,Yenimahalle,Ata,4,130.0,interstage,20.0,Kombi,4.0,1.0,0,1.0,Mülk Sahibi,2100000.0
12075,Çankaya,Naci Çakır,4,120.0,interstage,26.0,Kombi,2.0,1.0,0,1.0,Kiracılı,1800000.0
12076,Pursaklar,Fatih,4,125.0,interstage,15.0,Kombi,3.0,1.0,0,1.0,Boş,1595000.0
12077,Keçiören,Aktepe,4,120.0,interstage,25.0,Kombi,3.0,1.0,0,1.0,Boş,1350000.0
12078,Keçiören,Atapark,4,155.0,interstage,5.0,Kombi,3.0,1.0,0,2.0,Mülk Sahibi,2200000.0
12079,Çankaya,Malazgirt,6,240.0,interstage,22.0,Kombi,4.0,1.0,0,1.0,Boş,3550000.0
12080,Gölbaşı,Taşpınar,2,58.0,interstage,0.0,Kombi,5.0,1.0,0,1.0,Boş,2800000.0
12081,Keçiören,Sancaktepe,6,270.0,interstage,7.0,Kombi,4.0,1.0,0,3.0,Mülk Sahibi,3050000.0
12082,Mamak,Çağlayan,4,130.0,interstage,0.0,Kombi,3.0,1.0,0,1.0,Boş,2095000.0
12083,Mamak,Fahri Korutürk,4,125.0,interstage,3.0,Kombi,3.0,1.0,0,1.0,Boş,1000000.0
12084,Altındağ,Güneşevler,4,175.0,interstage,1.0,Merkezi,13.0,1.0,0,2.0,Boş,3500000.0
12085,Çankaya,Aydınlar,4,130.0,interstage,25.0,Kombi,2.0,1.0,0,2.0,Boş,2795000.0
12086,Mamak,Gülveren,4,125.0,interstage,15.0,Kombi,3.0,1.0,0,1.0,Kiracılı,1250000.0
12087,Çankaya,Keklik Pınarı,6,300.0,interstage,12.0,Kombi,3.0,1.0,0,2.0,Mülk Sahibi,2550000.0
12088,Mamak,Şirintepe,4,115.0,interstage,3.0,Kombi,9.0,1.0,0,1.0,Boş,1450000.0
12089,Pursaklar,Mimar Sinan,5,195.0,interstage,2.0,Merkezi,14.0,1.0,0,2.0,Mülk Sahibi,4200000.0
12090,Çankaya,Ata,4,150.0,interstage,13.0,Kombi,4.0,1.0,0,1.0,Kiracılı,2400000.0
12091,Mamak,Durali Alıç,4,130.0,interstage,15.0,Kombi,3.0,1.0,0,1.0,Mülk Sahibi,1650000.0
12092,Pursaklar,Merkez,4,125.0,interstage,13.0,Kombi,3.0,1.0,0,1.0,Boş,1690000.0
12093,Mamak,Başak,4,120.0,interstage,12.0,Kombi,3.0,1.0,0,1.0,Boş,1400000.0
12094,Mamak,Saimekadın,4,115.0,interstage,30.0,Kombi,3.0,1.0,0,1.0,Mülk Sahibi,1195000.0
