iter	RMSE
3239	48998.29883
3240	48977.2149
3241	48970.77515
3242	48953.54779
3243	48934.73998
3244	48908.93023
3245	48891.75192
3246	48855.12437
3247	48848.86695
3248	48834.46315
3249	48825.03664
3250	48801.11897
3251	48770.52551
3252	48754.94627
3253	48733.89685
3254	48726.85254
3255	48715.57735
3256	48707.00594
3257	48684.95085
3258	48676.12562
3259	48659.54758
3260	48649.21409
3261	48638.01768
3262	48629.47482
3263	48608.4466
3264	48594.76809
3265	48578.66353
3266	48564.62322
3267	48542.12764
3268	48525.61644
3269	48505.77435
3270	48492.15592
3271	48484.07903
3272	48471.58164
3273	48459.41832
3274	48427.92667
3275	48418.94905
3276	48410.71389
3277	48397.65523
3278	48390.05298
3279	48362.59749
3280	48317.36595
3281	48311.16021
3282	48295.05283
3283	48283.52335
3284	48264.25558
3285	48231.20139
3286	48212.77528
3287	48183.20171
3288	48160.48741
3289	48125.09912
3290	48097.30185
3291	48090.46913
3292	48063.96485
3293	48050.73253
3294	48029.86271
3295	48017.34412
3296	48007.63539
3297	47994.61077
3298	47980.55629
3299	47952.52418
3300	47929.32523
3301	47904.47393
3302	47887.71939
3303	47883.51442
3304	47877.41189
3305	47869.25048
3306	47837.53806
3307	47817.97848
3308	47798.42481
3309	47779.59104
3310	47760.0549
3311	47727.90592
3312	47702.76166
3313	47691.32272
3314	47671.31703
3315	47657.4482
3316	47649.53059
3317	47638.58112
3318	47629.80811
3319	47602.42893
3320	47590.76663
3321	47581.72645
3322	47558.98116
3323	47549.36197
3324	47528.60896
3325	47507.65916
3326	47491.67863
3327	47483.30952
3328	47477.86371
3329	47464.54973
3330	47457.52466
3331	47435.79108
3332	47429.10863
3333	47408.17906
3334	47403.98399
3335	47390.06755
3336	47377.50777
3337	47359.50834
3338	47325.72152
3339	47307.64036
3340	47283.52879
3341	47271.20316
3342	47254.24067
3343	47243.50496
3344	47233.5967
3345	47228.62436
3346	47219.4179
3347	47214.01813
3348	47203.77159
3349	47197.73996
3350	47187.95849
3351	47176.34645
3352	47167.02783
3353	47150.62033
3354	47140.25144
3355	47120.41796
3356	47091.46625
3357	47070.90181
3358	47061.65357
3359	47044.00666
3360	47034.8017
3361	47014.10982
3362	47001.81118
3363	46999.20207
3364	46992.42048
3365	46975.91374
3366	46961.78488
3367	46942.1343
3368	46925.11555
3369	46901.37193
3370	46893.28202
3371	46887.61328
3372	46872.53202
3373	46861.74686
3374	46840.4603
3375	46827.09266
3376	46816.55888
3377	46809.77879
3378	46795.24048
3379	46772.57871
3380	46745.77637
3381	46738.52166
3382	46721.99431
3383	46704.31027
3384	46694.05025
3385	46674.36432
3386	46656.85115
3387	46652.85213
3388	46640.29847
3389	46627.66701
3390	46613.18016
3391	46582.95729
3392	46565.14457
3393	46553.4687
3394	46530.60488
3395	46514.05538
3396	46493.47769
3397	46485.21158
3398	46449.05959
3399	46414.81847
3400	46402.1721
3401	46394.76167
3402	46386.0686
3403	46374.77418
3404	46362.46193
3405	46345.15835
3406	46326.43838
3407	46304.76468
3408	46294.50554
3409	46287.1408
3410	46267.03838
3411	46261.71804
3412	46243.6917
3413	46235.48726
3414	46229.93956
3415	46219.26527
3416	46211.00674
3417	46199.92638
3418	46187.57815
3419	46149.73331
3420	46134.33037
3421	46118.05402
3422	46101.12165
3423	46094.31374
3424	46066.95657
3425	46048.94669
3426	46029.73171
3427	46011.02787
3428	45998.97251
3429	45973.88524
3430	45953.35792
3431	45942.69677
3432	45931.83117
3433	45920.98563
3434	45909.17109
3435	45884.19082
3436	45861.35271
3437	45842.1408
3438	45825.44186
3439	45816.51848
3440	45799.46896
3441	45766.14189
3442	45743.9408
3443	45733.35049
3444	45727.39657
3445	45722.31356
3446	45707.12338
3447	45690.30647
3448	45680.03649
3449	45660.53857
3450	45650.1865
3451	45634.57207
3452	45628.67939
3453	45606.28415
3454	45592.04769
3455	45576.98285
3456	45569.31839
3457	45549.19105
3458	45531.37917
3459	45519.77902
3460	45491.03894
3461	45475.43781
3462	45460.13491
3463	45443.12297
3464	45434.62981
3465	45424.34623
3466	45408.22267
3467	45399.91534
3468	45387.89002
3469	45365.04553
3470	45344.70022
3471	45321.40066
3472	45305.13379
3473	45290.10712
3474	45278.09169
3475	45256.93704
3476	45252.12208
3477	45225.24899
3478	45208.19504
3479	45195.42822
3480	45179.55418
3481	45154.85773
3482	45132.46926
3483	45121.00646
3484	45104.21189
3485	45081.63652
3486	45052.3622
3487	45039.32792
3488	45026.61941
3489	45016.1131
3490	44996.292
3491	44981.26282
3492	44972.61542
3493	44957.72947
3494	44932.91557
3495	44912.10977
3496	44899.55491
3497	44890.42853
3498	44876.45503
3499	44848.31785
3500	44831.75322
3501	44810.17425
3502	44794.70872
3503	44788.04718
3504	44774.82964
3505	44761.62471
3506	44752.94651
3507	44732.06384
3508	44716.19443
3509	44693.08125
3510	44681.57291
3511	44670.85251
3512	44660.37046
3513	44634.69951
3514	44618.39148
3515	44595.67654
3516	44572.56939
3517	44558.80338
3518	44531.46108
3519	44522.17487
3520	44507.15995
3521	44499.18492
3522	44494.58656
3523	44481.6157
3524	44468.00997
3525	44458.35053
3526	44439.6357
3527	44415.73229
3528	44404.81324
3529	44394.53926
3530	44379.26303
3531	44371.79305
3532	44366.16618
3533	44347.53128
3534	44333.74706
3535	44313.6635
3536	44300.14236
3537	44281.54311
3538	44261.37106
3539	44248.07498
3540	44219.60094
3541	44205.74632
3542	44193.03277
3543	44189.55055
3544	44180.85827
3545	44168.60007
3546	44151.43955
3547	44132.83669
3548	44115.4583
3549	44109.48422
3550	44098.5367
3551	44079.52525
3552	44071.85499
3553	44064.15076
3554	44050.12433
3555	44014.03296
3556	44002.47294
3557	43976.18092
3558	43959.68334
3559	43940.80343
3560	43933.20659
3561	43922.17539
3562	43898.40389
3563	43881.94719
3564	43865.95563
3565	43851.22586
3566	43839.07448
3567	43828.79299
3568	43821.90953
3569	43810.79656
3570	43793.08471
3571	43785.6359
3572	43776.19511
3573	43755.63237
3574	43725.36408
3575	43709.12079
3576	43691.27057
3577	43671.39255
3578	43652.74064
3579	43643.67866
3580	43617.64138
3581	43605.81969
3582	43597.36128
3583	43587.85901
3584	43580.91377
3585	43574.63031
3586	43562.37565
3587	43541.97949
3588	43533.66812
3589	43527.78527
3590	43510.23884
3591	43502.43846
3592	43485.03243
3593	43479.51336
3594	43448.84767
3595	43442.48547
3596	43424.82913
3597	43419.34665
3598	43399.52876
3599	43392.0669
3600	43381.58729
3601	43372.76307
3602	43362.15566
3603	43353.23284
3604	43344.5437
3605	43327.75447
3606	43310.09987
3607	43294.22031
3608	43282.32897
3609	43265.6593
3610	43243.089
3611	43237.07032
3612	43227.44133
3613	43199.61816
3614	43185.16153
3615	43177.84429
3616	43167.41505
3617	43158.54824
3618	43149.79711
3619	43146.42255
3620	43127.72698
3621	43111.62361
3622	43089.26197
3623	43069.98067
3624	43054.92309
3625	43045.94616
3626	43029.45955
3627	43016.09803
3628	43007.87358
3629	42998.37051
3630	42989.96347
3631	42976.59323
3632	42960.83954
3633	42947.80375
3634	42937.79969
3635	42916.09274
3636	42908.469
3637	42903.79171
3638	42883.15538
3639	42867.50377
3640	42857.78288
3641	42847.08271
3642	42836.34442
3643	42825.01267
3644	42807.95951
3645	42804.78461
3646	42788.14032
3647	42770.60925
3648	42763.4838
3649	42739.1627
3650	42724.26832
3651	42716.19392
3652	42702.71279
3653	42687.82493
3654	42677.47499
3655	42670.67109
3656	42656.12669
3657	42616.45505
3658	42611.36061
3659	42604.55486
3660	42585.36405
3661	42576.14446
3662	42557.33115
3663	42548.50961
3664	42541.57002
3665	42530.47298
3666	42525.97855
3667	42520.27821
3668	42511.01464
3669	42494.54071
3670	42486.59242
3671	42468.28681
3672	42456.49059
3673	42443.06179
3674	42427.0661
3675	42416.16576
3676	42408.94565
3677	42402.03102
3678	42380.97521
3679	42366.15779
3680	42355.80547
3681	42346.91594
3682	42329.4716
3683	42318.77882
3684	42311.67651
3685	42298.28137
3686	42287.358
3687	42282.09438
3688	42265.91609
3689	42261.02601
3690	42254.35356
3691	42248.85508
3692	42229.85508
3693	42211.69927
3694	42197.56976
3695	42184.63672
3696	42171.21246
3697	42168.45307
3698	42151.90474
3699	42139.8235
3700	42129.21736
3701	42117.63914
3702	42106.74944
3703	42087.05835
3704	42074.39736
3705	42059.52827
3706	42052.93328
3707	42037.30658
3708	42026.55403
3709	42011.42354
3710	41991.06307
3711	41978.10848
3712	41957.85102
3713	41949.43764
3714	41940.48021
3715	41933.44743
3716	41924.34372
3717	41915.53728
3718	41909.31485
3719	41901.59376
3720	41891.26025
3721	41879.22565
3722	41861.52343
3723	41852.54214
3724	41836.27826
3725	41832.03325
3726	41803.6154
3727	41794.94191
3728	41777.36309
3729	41765.95905
3730	41754.45669
3731	41739.47607
3732	41733.64398
3733	41717.5914
3734	41694.22846
3735	41680.94227
3736	41670.93738
3737	41657.4113
3738	41640.53006
3739	41634.06744
3740	41623.29302
3741	41612.23878
3742	41598.36817
3743	41593.28249
3744	41584.72132
3745	41580.3454
3746	41565.73245
3747	41553.717
3748	41538.65035
3749	41532.86503
3750	41521.62532
3751	41502.72264
3752	41495.71336
3753	41475.58738
3754	41467.37935
3755	41449.32014
3756	41438.10326
3757	41429.91771
3758	41411.8824
3759	41398.90414
3760	41392.33125
3761	41381.03143
3762	41368.75447
3763	41355.75327
3764	41329.73632
3765	41323.83881
3766	41315.12264
3767	41296.29654
3768	41286.9507
3769	41272.91937
3770	41264.43159
3771	41244.63502
3772	41237.49219
3773	41230.33752
3774	41219.26555
3775	41205.22617
3776	41200.17422
3777	41184.52673
3778	41177.0557
3779	41160.40028
3780	41144.61983
3781	41140.21722
3782	41133.65129
3783	41126.25726
3784	41112.55858
3785	41098.01494
3786	41088.79381
3787	41078.40532
3788	41065.39394
3789	41059.31891
3790	41053.47143
3791	41028.95917
3792	41010.76999
3793	41000.22132
3794	40989.34047
3795	40981.10149
3796	40973.24302
3797	40968.12173
3798	40946.39543
3799	40940.8969
3800	40929.885
3801	40918.32376
3802	40906.63187
3803	40891.59055
3804	40870.60066
3805	40863.83887
3806	40857.79888
3807	40838.43189
3808	40826.58721
3809	40821.49406
3810	40804.09819
3811	40793.54693
3812	40784.51157
3813	40768.71946
3814	40763.9439
3815	40745.14721
3816	40732.38807
3817	40717.71003
3818	40710.79678
3819	40696.96194
3820	40690.70894
3821	40685.47132
3822	40669.57788
3823	40665.96723
3824	40655.17647
3825	40650.07932
3826	40640.47546
3827	40608.79613
3828	40596.19297
3829	40581.04202
3830	40561.12593
3831	40554.73412
3832	40543.43833
3833	40533.51833
3834	40518.96558
3835	40508.67705
3836	40498.75363
3837	40489.90036
3838	40480.7723
3839	40473.09858
3840	40467.11177
3841	40449.7904
3842	40437.67232
3843	40428.39857
3844	40422.09453
3845	40403.8518
3846	40392.00954
3847	40379.27135
3848	40373.03795
3849	40357.59485
3850	40344.52922
3851	40328.37898
3852	40314.78318
3853	40308.55124
3854	40299.97064
3855	40294.74945
3856	40290.78955
3857	40278.47746
3858	40272.54198
3859	40257.48305
3860	40238.37632
3861	40226.17749
3862	40202.02747
3863	40184.51192
3864	40176.77596
3865	40169.55004
3866	40162.049
3867	40152.12844
3868	40129.71735
3869	40120.65518
3870	40113.66522
3871	40108.61393
3872	40102.34948
3873	40086.45495
3874	40070.96381
3875	40057.58384
3876	40048.78883
3877	40033.10424
3878	40014.6538
3879	40002.32335
3880	39990.76691
3881	39976.08794
3882	39971.31893
3883	39961.26865
3884	39949.77945
3885	39938.68767
3886	39924.96882
3887	39912.47677
3888	39894.2423
3889	39882.90212
3890	39868.53522
3891	39857.31345
3892	39843.34084
3893	39829.56993
3894	39818.07128
3895	39807.80815
3896	39801.72615
3897	39787.29195
3898	39767.54719
3899	39761.44211
3900	39738.14983
3901	39731.23831
3902	39718.87033
3903	39698.38472
3904	39685.67925
3905	39676.73433
3906	39668.12564
3907	39661.437
3908	39644.95533
3909	39641.36911
3910	39637.05598
3911	39631.06705
3912	39617.7661
3913	39610.28996
3914	39596.23311
3915	39593.05603
3916	39575.56451
3917	39555.591
3918	39548.49065
3919	39537.16346
3920	39527.16641
3921	39512.69602
3922	39508.173
3923	39494.45546
3924	39488.51751
3925	39470.29737
3926	39463.63431
3927	39457.58565
3928	39446.27977
3929	39435.81321
3930	39422.28767
3931	39416.38719
3932	39409.44471
3933	39396.50452
3934	39387.10461
3935	39378.42786
3936	39371.34119
3937	39368.62021
3938	39362.57875
3939	39352.68479
3940	39338.67798
3941	39335.41116
3942	39324.14782
3943	39311.11563
3944	39302.27333
3945	39286.18684
3946	39277.56924
3947	39259.16874
3948	39247.02722
3949	39236.68626
3950	39225.79886
3951	39214.4938
3952	39204.04252
3953	39199.73314
3954	39182.57731
3955	39168.38257
3956	39156.61027
3957	39148.26384
3958	39131.26911
3959	39114.63879
3960	39107.09371
3961	39093.09753
3962	39082.5919
3963	39056.17447
3964	39043.6702
3965	39024.99009
3966	39013.00358
3967	39004.33233
3968	38992.65904
3969	38985.9649
3970	38969.40415
3971	38956.52297
3972	38946.5269
3973	38932.44856
3974	38922.03454
3975	38911.69311
3976	38889.16382
3977	38878.6313
3978	38863.42998
3979	38855.46381
3980	38845.60251
3981	38837.48757
3982	38833.96892
3983	38827.26855
3984	38808.08542
3985	38798.39438
3986	38787.69992
3987	38771.2857
3988	38758.41914
3989	38751.09069
3990	38737.19197
3991	38731.11703
3992	38719.72961
3993	38709.90884
3994	38701.35753
3995	38686.92439
3996	38672.14015
3997	38666.11368
3998	38654.5074
3999	38646.34145
