iter	Passed	Remaining
3250	11010	2536
3251	11013	2533
3252	11017	2530
3253	11021	2526
3254	11024	2523
3255	11028	2520
3256	11031	2516
3257	11035	2513
3258	11039	2509
3259	11042	2506
3260	11046	2503
3261	11049	2499
3262	11053	2496
3263	11056	2493
3264	11060	2489
3265	11063	2486
3266	11067	2483
3267	11070	2479
3268	11074	2476
3269	11077	2473
3270	11081	2469
3271	11085	2466
3272	11088	2463
3273	11092	2459
3274	11095	2456
3275	11099	2452
3276	11103	2449
3277	11106	2446
3278	11110	2443
3279	11113	2439
3280	11117	2436
3281	11120	2432
3282	11124	2429
3283	11127	2426
3284	11131	2422
3285	11134	2419
3286	11138	2416
3287	11141	2412
3288	11145	2409
3289	11148	2406
3290	11152	2402
3291	11155	2399
3292	11159	2395
3293	11163	2392
3294	11166	2389
3295	11170	2385
3296	11173	2382
3297	11177	2379
3298	11180	2375
3299	11184	2372
3300	11187	2369
3301	11191	2365
3302	11194	2362
3303	11198	2358
3304	11201	2355
3305	11205	2352
3306	11208	2348
3307	11212	2345
3308	11215	2342
3309	11219	2338
3310	11222	2335
3311	11226	2332
3312	11229	2328
3313	11234	2325
3314	11237	2322
3315	11241	2318
3316	11244	2315
3317	11248	2311
3318	11251	2308
3319	11254	2305
3320	11258	2301
3321	11261	2298
3322	11265	2295
3323	11269	2291
3324	11273	2288
3325	11276	2285
3326	11280	2281
3327	11284	2278
3328	11287	2275
3329	11291	2271
3330	11294	2268
3331	11297	2265
3332	11301	2261
3333	11305	2258
3334	11308	2254
3335	11311	2251
3336	11315	2248
3337	11318	2244
3338	11321	2241
3339	11324	2237
3340	11328	2234
3341	11331	2231
3342	11334	2227
3343	11338	2224
3344	11341	2220
3345	11344	2217
3346	11348	2214
3347	11351	2210
3348	11354	2207
3349	11358	2203
3350	11361	2200
3351	11365	2197
3352	11368	2193
3353	11372	2190
3354	11375	2186
3355	11378	2183
3356	11382	2180
3357	11385	2176
3358	11389	2173
3359	11392	2169
3360	11395	2166
3361	11398	2163
3362	11402	2159
3363	11406	2156
3364	11410	2153
3365	11413	2149
3366	11416	2146
3367	11420	2142
3368	11423	2139
3369	11427	2136
3370	11430	2132
3371	11434	2129
3372	11438	2126
3373	11441	2122
3374	11445	2119
3375	11448	2116
3376	11452	2112
3377	11456	2109
3378	11459	2106
3379	11463	2102
3380	11466	2099
3381	11470	2096
3382	11473	2092
3383	11477	2089
3384	11481	2085
3385	11484	2082
3386	11487	2079
3387	11491	2075
3388	11494	2072
3389	11498	2069
3390	11501	2065
3391	11505	2062
3392	11508	2058
3393	11512	2055
3394	11515	2052
3395	11519	2048
3396	11522	2045
3397	11525	2041
3398	11528	2038
3399	11532	2035
3400	11535	2031
3401	11538	2028
3402	11542	2024
3403	11545	2021
3404	11548	2017
3405	11551	2014
3406	11554	2011
3407	11558	2007
3408	11562	2004
3409	11566	2001
3410	11569	1997
3411	11572	1994
3412	11575	1990
3413	11578	1987
3414	11581	1984
3415	11585	1980
3416	11588	1977
3417	11591	1973
3418	11594	1970
3419	11598	1966
3420	11601	1963
3421	11604	1960
3422	11607	1956
3423	11611	1953
3424	11614	1949
3425	11617	1946
3426	11620	1942
3427	11624	1939
3428	11627	1936
3429	11630	1932
3430	11633	1929
3431	11636	1925
3432	11640	1922
3433	11643	1919
3434	11646	1915
3435	11649	1912
3436	11652	1908
3437	11655	1905
3438	11659	1901
3439	11662	1898
3440	11665	1895
3441	11668	1891
3442	11671	1888
3443	11674	1884
3444	11677	1881
3445	11680	1877
3446	11683	1874
3447	11687	1871
3448	11690	1867
3449	11693	1864
3450	11696	1860
3451	11700	1857
3452	11703	1853
3453	11706	1850
3454	11709	1847
3455	11712	1843
3456	11715	1840
3457	11718	1836
3458	11721	1833
3459	11724	1829
3460	11728	1826
3461	11731	1823
3462	11734	1819
3463	11737	1816
3464	11741	1812
3465	11743	1809
3466	11747	1805
3467	11750	1802
3468	11753	1799
3469	11756	1795
3470	11759	1792
3471	11762	1788
3472	11766	1785
3473	11769	1782
3474	11772	1778
3475	11776	1775
3476	11780	1771
3477	11784	1768
3478	11787	1765
3479	11790	1761
3480	11794	1758
3481	11797	1755
3482	11800	1751
3483	11804	1748
3484	11807	1744
3485	11811	1741
3486	11814	1738
3487	11818	1734
3488	11822	1731
3489	11826	1728
3490	11829	1724
3491	11834	1721
3492	11838	1718
3493	11842	1714
3494	11845	1711
3495	11849	1708
3496	11853	1704
3497	11857	1701
3498	11860	1698
3499	11864	1694
3500	11868	1691
3501	11872	1688
3502	11876	1685
3503	11880	1681
3504	11884	1678
3505	11888	1675
3506	11892	1671
3507	11896	1668
3508	11900	1665
3509	11904	1661
3510	11908	1658
3511	11912	1655
3512	11916	1651
3513	11920	1648
3514	11924	1645
3515	11928	1642
3516	11932	1638
3517	11936	1635
3518	11940	1632
3519	11944	1628
3520	11948	1625
3521	11952	1622
3522	11956	1618
3523	11960	1615
3524	11965	1612
3525	11968	1608
3526	11973	1605
3527	11977	1602
3528	11981	1599
3529	11985	1595
3530	11989	1592
3531	11993	1589
3532	11997	1585
3533	12001	1582
3534	12004	1579
3535	12008	1575
3536	12013	1572
3537	12017	1569
3538	12021	1565
3539	12024	1562
3540	12028	1559
3541	12032	1555
3542	12036	1552
3543	12040	1549
3544	12044	1545
3545	12048	1542
3546	12051	1539
3547	12054	1535
3548	12058	1532
3549	12061	1528
3550	12065	1525
3551	12068	1522
3552	12072	1518
3553	12075	1515
3554	12078	1511
3555	12082	1508
3556	12086	1505
3557	12089	1501
3558	12092	1498
3559	12096	1495
3560	12099	1491
3561	12103	1488
3562	12106	1484
3563	12109	1481
3564	12112	1478
3565	12116	1474
3566	12119	1471
3567	12123	1467
3568	12127	1464
3569	12131	1461
3570	12135	1457
3571	12139	1454
3572	12143	1451
3573	12147	1447
3574	12151	1444
3575	12155	1441
3576	12159	1437
3577	12163	1434
3578	12166	1431
3579	12170	1427
3580	12173	1424
3581	12177	1421
3582	12180	1417
3583	12184	1414
3584	12188	1410
3585	12192	1407
3586	12196	1404
3587	12200	1400
3588	12204	1397
3589	12208	1394
3590	12212	1390
3591	12216	1387
3592	12220	1384
3593	12224	1380
3594	12227	1377
3595	12231	1374
3596	12234	1370
3597	12238	1367
3598	12242	1364
3599	12246	1360
3600	12250	1357
3601	12253	1353
3602	12257	1350
3603	12260	1347
3604	12264	1343
3605	12268	1340
3606	12272	1337
3607	12275	1333
3608	12279	1330
3609	12282	1326
3610	12285	1323
3611	12289	1320
3612	12292	1316
3613	12295	1313
3614	12298	1309
3615	12301	1306
3616	12305	1303
3617	12309	1299
3618	12313	1296
3619	12316	1292
3620	12320	1289
3621	12324	1286
3622	12327	1282
3623	12331	1279
3624	12334	1275
3625	12337	1272
3626	12341	1269
3627	12344	1265
3628	12347	1262
3629	12350	1258
3630	12354	1255
3631	12357	1252
3632	12360	1248
3633	12363	1245
3634	12366	1241
3635	12370	1238
3636	12373	1234
3637	12376	1231
3638	12379	1228
3639	12383	1224
3640	12387	1221
3641	12390	1217
3642	12393	1214
3643	12396	1211
3644	12400	1207
3645	12403	1204
3646	12407	1200
3647	12410	1197
3648	12413	1194
3649	12416	1190
3650	12420	1187
3651	12423	1183
3652	12427	1180
3653	12430	1177
3654	12434	1173
3655	12437	1170
3656	12440	1166
3657	12443	1163
3658	12447	1160
3659	12450	1156
3660	12453	1153
3661	12456	1149
3662	12460	1146
3663	12463	1142
3664	12466	1139
3665	12469	1136
3666	12473	1132
3667	12476	1129
3668	12480	1125
3669	12483	1122
3670	12486	1119
3671	12489	1115
3672	12492	1112
3673	12495	1108
3674	12498	1105
3675	12502	1101
3676	12505	1098
3677	12508	1095
3678	12511	1091
3679	12515	1088
3680	12518	1084
3681	12521	1081
3682	12524	1078
3683	12528	1074
3684	12531	1071
3685	12535	1067
3686	12538	1064
3687	12541	1061
3688	12544	1057
3689	12548	1054
3690	12551	1050
3691	12554	1047
3692	12557	1043
3693	12560	1040
3694	12564	1037
3695	12567	1033
3696	12570	1030
3697	12573	1026
3698	12576	1023
3699	12579	1019
3700	12583	1016
3701	12586	1013
3702	12589	1009
3703	12592	1006
3704	12596	1002
3705	12599	999
3706	12602	996
3707	12605	992
3708	12608	989
3709	12612	985
3710	12615	982
3711	12618	979
3712	12621	975
3713	12624	972
3714	12628	968
3715	12631	965
3716	12634	961
3717	12637	958
3718	12640	955
3719	12644	951
3720	12647	948
3721	12651	944
3722	12654	941
3723	12658	938
3724	12660	934
3725	12664	931
3726	12667	927
3727	12671	924
3728	12674	921
3729	12677	917
3730	12681	914
3731	12684	910
3732	12687	907
3733	12691	904
3734	12694	900
3735	12698	897
3736	12701	893
3737	12705	890
3738	12709	887
3739	12712	883
3740	12716	880
3741	12720	877
3742	12725	873
3743	12729	870
3744	12733	867
3745	12737	863
3746	12741	860
3747	12745	856
3748	12749	853
3749	12753	850
3750	12757	846
3751	12761	843
3752	12768	840
3753	12776	837
3754	12783	834
3755	12792	831
3756	12798	827
3757	12802	824
3758	12806	821
3759	12810	817
3760	12815	814
3761	12820	811
3762	12824	807
3763	12828	804
3764	12832	800
3765	12836	797
3766	12839	794
3767	12842	790
3768	12846	787
3769	12849	783
3770	12852	780
3771	12856	777
3772	12859	773
3773	12863	770
3774	12866	766
3775	12869	763
3776	12873	760
3777	12876	756
3778	12879	753
3779	12883	749
3780	12886	746
3781	12889	742
3782	12892	739
3783	12896	736
3784	12899	732
3785	12903	729
3786	12907	725
3787	12911	722
3788	12914	719
3789	12917	715
3790	12921	712
3791	12924	708
3792	12928	705
3793	12931	702
3794	12935	698
3795	12939	695
3796	12943	691
3797	12946	688
3798	12950	685
3799	12953	681
3800	12957	678
3801	12960	674
3802	12963	671
3803	12967	668
3804	12971	664
3805	12974	661
3806	12977	657
3807	12980	654
3808	12984	651
3809	12987	647
3810	12991	644
3811	12994	640
3812	12997	637
3813	13000	634
3814	13004	630
3815	13007	627
3816	13011	623
3817	13014	620
3818	13017	616
3819	13020	613
3820	13024	610
3821	13027	606
3822	13030	603
3823	13033	599
3824	13037	596
3825	13040	593
3826	13044	589
3827	13047	586
3828	13050	582
3829	13053	579
3830	13056	575
3831	13060	572
3832	13062	569
3833	13066	565
3834	13069	562
3835	13072	558
3836	13075	555
3837	13079	552
3838	13082	548
3839	13085	545
3840	13088	541
3841	13091	538
3842	13094	534
3843	13098	531
3844	13101	528
3845	13104	524
3846	13107	521
3847	13110	517
3848	13113	514
3849	13116	511
3850	13119	507
3851	13122	504
3852	13126	500
3853	13129	497
3854	13133	493
3855	13136	490
3856	13139	487
3857	13143	483
3858	13146	480
3859	13149	476
3860	13153	473
3861	13156	470
3862	13159	466
3863	13162	463
3864	13166	459
3865	13169	456
3866	13172	453
3867	13175	449
3868	13178	446
3869	13181	442
3870	13184	439
3871	13187	435
3872	13190	432
3873	13194	429
3874	13197	425
3875	13201	422
3876	13203	418
3877	13207	415
3878	13210	412
3879	13214	408
3880	13216	405
3881	13220	401
3882	13223	398
3883	13226	395
3884	13229	391
3885	13232	388
3886	13235	384
3887	13238	381
3888	13242	377
3889	13246	374
3890	13249	371
3891	13253	367
3892	13257	364
3893	13260	360
3894	13263	357
3895	13267	354
3896	13271	350
3897	13274	347
3898	13278	343
3899	13281	340
3900	13285	337
3901	13289	333
3902	13292	330
3903	13297	326
3904	13300	323
3905	13304	320
3906	13308	316
3907	13312	313
3908	13316	310
3909	13320	306
3910	13324	303
3911	13327	299
3912	13331	296
3913	13335	293
3914	13338	289
3915	13342	286
3916	13346	282
3917	13350	279
3918	13353	276
3919	13357	272
3920	13360	269
3921	13364	265
3922	13368	262
3923	13372	258
3924	13375	255
3925	13378	252
3926	13382	248
3927	13385	245
3928	13389	241
3929	13392	238
3930	13396	235
3931	13399	231
3932	13403	228
3933	13406	224
3934	13410	221
3935	13413	218
3936	13417	214
3937	13421	211
3938	13424	207
3939	13428	204
3940	13431	201
3941	13435	197
3942	13439	194
3943	13442	190
3944	13446	187
3945	13449	184
3946	13453	180
3947	13456	177
3948	13460	173
3949	13464	170
3950	13467	167
3951	13471	163
3952	13474	160
3953	13478	156
3954	13481	153
3955	13485	149
3956	13489	146
3957	13493	143
3958	13496	139
3959	13500	136
3960	13503	132
3961	13507	129
3962	13510	126
3963	13513	122
3964	13517	119
3965	13521	115
3966	13524	112
3967	13528	109
3968	13531	105
3969	13535	102
3970	13539	98
3971	13543	95
3972	13546	92
3973	13549	88
3974	13553	85
3975	13556	81
3976	13560	78
3977	13564	75
3978	13567	71
3979	13571	68
3980	13575	64
3981	13578	61
3982	13582	57
3983	13585	54
3984	13589	51
3985	13592	47
3986	13596	44
3987	13599	40
3988	13602	37
3989	13606	34
3990	13610	30
3991	13613	27
3992	13617	23
3993	13620	20
3994	13624	17
3995	13628	13
3996	13631	10
3997	13635	6
3998	13638	3
3999	13642	0
