,District,Neighborhood,Num_Of_Room,Area,Age,Heat_type,Apt_Floor,Credit_Eli,Items,Num_of_Bath,Metro_Station,Bus_Stop,Minibus_Stop,Hospital,Emergency_Service,University,Shopping_Mall,Floor,Price
7893,Keçiören,İncirli,4,130.0,20.0,Kombi,3.0,Uygun,Eşyalı Değil,1.0,2.1,0.221,1.1,0.758,0.758,1.6,2.1,2. Kat,1850000.0
7894,Etimesgut,Şeyh Şamil,5,180.0,0.0,Merkezi (Pay Ölçer),10.0,Uygun,Eşyalı Değil,2.0,2.4,0.044,5.7,4.0,3.1,8.3,0.722,10. Kat,3800000.0
7895,Etimesgut,Yeşilova,4,150.0,0.0,Merkezi (Pay Ölçer),9.0,Uygun değil,Eşyalı Değil,2.0,2.4,0.485,2.4,0.792,0.74,5.8,0.869,4. Kat,3000000.0
7896,Keçiören,Uyanış,4,120.0,15.0,Kombi,3.0,Uygun,Eşyalı Değil,1.0,1.2,0.115,0.605,0.565,0.541,4.2,1.0,Ara Kat,2000000.0
7897,Çankaya,Çamlıtepe,3,80.0,30.0,Kombi,5.0,Uygun,Eşyalı Değil,1.0,0.47,0.124,1.1,0.691,0.942,0.782,1.5,Kot 1,874000.0
7898,Etimesgut,Yeşilova,3,150.0,0.0,Kombi,11.0,Uygun,Eşyalı Değil,2.0,2.2,0.376,1.9,1.8,1.4,7.1,1.4,3. Kat,2580000.0
7899,Çankaya,İlkbahar,4,158.0,20.0,Kombi,3.0,Uygun,Eşyalı Değil,2.0,5.7,0.089,2.4,1.3,1.9,1.3,1.6,1. Kat,3140000.0
7900,Çankaya,Mürsel Uluç,5,178.0,20.0,Merkezi,4.0,Uygun,Eşyalı Değil,2.0,6.0,0.122,0.3,1.5,1.1,1.2,1.3,4. Kat,3900000.0
7901,Çankaya,Cevizlidere,7,410.0,17.0,Kombi,4.0,Uygun,Eşyalı Değil,3.0,3.4,0.06,0.615,1.4,1.5,2.2,0.932,4. Kat,5900000.0
7902,Çankaya,Bağcılar,4,135.0,16.0,Kombi,3.0,Uygun,Eşyalı Değil,1.0,3.0,0.029,2.4,1.1,1.4,2.2,1.8,3. Kat,2100000.0
7903,Etimesgut,Elvan,4,145.0,18.0,Kombi,3.0,Uygun,Eşyalı Değil,1.0,3.3,0.037,2.4,0.275,0.324,5.0,1.5,3. Kat,1590000.0
7904,Keçiören,Ayvalı,4,100.0,15.0,Kombi,3.0,Uygun,Eşyalı Değil,1.0,1.9,0.066,2.3,1.7,1.8,0.707,0.941,Yüksek Giriş,1485000.0
7905,Mamak,Abidinpaşa,4,105.0,27.0,Kombi,3.0,Uygun,Eşyalı Değil,1.0,1.1,0.097,2.3,0.907,0.993,2.1,2.8,Kot 2,795000.0
7906,Etimesgut,Yapracık,4,137.0,10.0,Merkezi (Pay Ölçer),6.0,Uygun,Eşyalı Değil,1.0,11.3,0.095,10.4,8.9,10.6,3.6,2.3,4. Kat,1650000.0
7907,Keçiören,Etlik,4,117.0,27.0,Merkezi,10.0,Uygun,Eşyalı Değil,1.0,2.7,0.038,1.3,0.207,0.207,1.7,1.8,2. Kat,1850000.0
7908,Keçiören,İncirli,4,130.0,25.0,Kombi,2.0,Uygun,Eşyalı,1.0,2.0,0.044,1.5,0.69,0.69,1.1,1.9,Giriş Katı,1275000.0
7909,Keçiören,Emrah,4,105.0,28.0,Kombi,2.0,Uygun,Eşyalı Değil,1.0,1.7,0.09,1.9,0.794,1.0,0.797,1.6,2. Kat,1375000.0
7910,Keçiören,İncirli,4,130.0,16.0,Kombi,3.0,Uygun,Eşyalı Değil,1.0,1.9,0.071,1.0,0.993,0.993,1.7,1.9,Kot 2,825000.0
7911,Keçiören,Ovacık,5,200.0,0.0,Merkezi (Pay Ölçer),16.0,Uygun,Eşyalı Değil,2.0,3.6,0.446,3.0,2.8,2.7,2.3,0.399,7. Kat,3500000.0
7912,Çankaya,İlkbahar,2,88.0,5.0,Merkezi (Pay Ölçer),30.0,Uygun,Eşyalı Değil,1.0,7.2,0.881,2.5,1.8,1.9,1.4,0.467,4. Kat,3250000.0
7913,Çankaya,Harbiye,4,105.0,1.0,Kombi,2.0,Uygun,Eşyalı Değil,1.0,2.8,0.133,1.7,1.6,1.6,1.8,1.4,En Üst Kat,3250000.0
7914,Çankaya,Aziziye,3,90.0,0.0,Kombi,6.0,Uygun,Eşyalı Değil,1.0,2.3,0.054,2.7,0.697,1.1,0.739,1.1,Zemin,3500000.0
7915,Keçiören,Kuşcağız,4,135.0,5.0,Kombi,3.0,Uygun,Eşyalı Değil,1.0,1.2,0.082,0.904,0.754,0.691,2.3,1.1,3. Kat,2100000.0
7916,Çankaya,Seyranbağları,4,125.0,16.0,Kombi,3.0,Uygun,Eşyalı Değil,1.0,0.964,0.049,1.2,0.827,0.837,0.888,1.3,1. Kat,1850000.0
7917,Keçiören,Ayvalı,4,113.0,33.0,Kombi,5.0,Uygun,Eşyalı Değil,1.0,2.2,0.142,2.2,1.1,1.1,0.803,0.847,2. Kat,1550000.0
7918,Mamak,Kutlu,5,120.0,12.0,Kombi,3.0,Uygun,Eşyalı Değil,1.0,2.6,0.041,1.7,1.5,1.5,2.9,2.8,Ara Kat,1350000.0
7919,Çankaya,Emek,2,55.0,4.0,Kombi,3.0,Uygun,Eşyalı Değil,1.0,0.372,0.457,2.9,0.795,0.723,1.7,1.4,Bahçe Katı,1750000.0
7920,Mamak,Bahçelerüstü,6,200.0,20.0,Kombi,3.0,Uygun,Eşyalı Değil,2.0,1.4,0.027,1.7,0.821,0.989,3.2,3.9,3. Kat,2500000.0
7921,Keçiören,Yükseltepe,5,195.0,0.0,Merkezi (Pay Ölçer),17.0,Uygun,Eşyalı Değil,2.0,4.5,0.56,1.3,3.8,3.7,1.6,1.3,10. Kat,3500000.0
7922,Çankaya,Bahçelievler,4,140.0,35.0,Merkezi,3.0,Uygun,Eşyalı Değil,1.0,0.667,0.163,2.2,0.169,0.306,1.1,1.5,2. Kat,3850000.0
7923,Mamak,Türközü,4,130.0,15.0,Kombi,4.0,Uygun,Eşyalı Değil,1.0,2.9,0.237,1.7,1.8,1.8,3.0,2.6,Yüksek Giriş,1365000.0
7924,Mamak,Demirlibahçe,1,45.0,35.0,Kombi,4.0,Uygun,Eşyalı,1.0,0.207,0.093,1.8,0.168,0.403,2.0,2.7,Kot 1,675000.0
7925,Çankaya,Malazgirt,4,135.0,25.0,Kombi,4.0,Uygun,Eşyalı Değil,1.0,4.8,0.047,0.589,0.703,0.247,2.0,2.5,3. Kat,2750000.0
7926,Çankaya,100. Yıl,4,160.0,28.0,Merkezi,7.0,Uygun,Eşyalı Değil,2.0,3.2,0.065,3.1,0.095,1.1,1.3,0.963,Kot 3,3100000.0
7927,Keçiören,İncirli,4,120.0,25.0,Kombi,2.0,Uygun,Eşyalı Değil,1.0,1.7,0.076,0.613,1.2,1.2,2.1,2.1,1. Kat,1550000.0
7928,Çankaya,Yukarı Bahçelievler,3,115.0,35.0,Kombi,4.0,Uygun,Eşyalı Değil,1.0,0.542,0.154,2.4,0.862,0.933,1.6,1.4,3. Kat,2450000.0
7929,Çankaya,Kocatepe,4,120.0,40.0,Merkezi,7.0,Uygun,Eşyalı Değil,1.0,0.421,0.03,0.534,0.459,0.743,0.364,0.417,5. Kat,1750000.0
7930,Yenimahalle,Esentepe,4,125.0,17.0,Kombi,4.0,Uygun,Eşyalı Değil,1.0,0.801,0.042,2.3,0.673,0.676,1.4,0.78,Bodrum ve Zemin,1725.0
7931,Etimesgut,Şehit Osman Avcı,2,55.0,27.0,Merkezi,15.0,Uygun,Eşyalı Değil,1.0,0.265,0.201,4.5,1.1,1.1,5.2,0.279,8. Kat,1450000.0
7932,Mamak,Şafaktepe,6,337.0,14.0,Kombi,7.0,Uygun,Eşyalı Değil,3.0,1.2,0.035,1.8,0.862,0.926,2.7,3.6,5. Kat,2500000.0
7933,Keçiören,Ovacık,4,137.0,0.0,Kombi,9.0,Uygun,Eşyalı Değil,2.0,3.5,0.317,2.8,2.8,2.6,2.2,0.37,1. Kat,2750000.0
7934,Çankaya,Emek,3,98.0,1.0,Kombi,4.0,Uygun,Eşyalı Değil,1.0,0.547,0.39,2.7,0.607,0.832,1.6,1.6,1. Kat,4250000.0
7935,Çankaya,Ayrancı,4,125.0,40.0,Merkezi,4.0,Uygun,Eşyalı Değil,1.0,1.3,0.016,1.7,0.386,0.386,0.859,1.2,3. Kat,2490000.0
7936,Çankaya,Çukurambar,5,200.0,20.0,Kombi,8.0,Uygun,Eşyalı Değil,2.0,1.3,0.065,1.1,0.78,0.263,0.768,1.3,1. Kat,6200000.0
7937,Çankaya,Arka Topraklık,4,100.0,50.0,Kombi,2.0,Bilinmiyor,Eşyalı Değil,1.0,1.1,0.12,1.6,1.0,1.3,1.0,1.6,2. Kat,1500000.0
7938,Altındağ,Gültepe,4,120.0,13.0,Kombi,13.0,Uygun,Eşyalı Değil,1.0,1.2,0.034,1.3,0.712,0.679,1.8,2.9,Giriş Katı,1300000.0
7939,Altındağ,Aydınlıkevler,4,110.0,35.0,Kombi,3.0,Uygun,Eşyalı Değil,1.0,1.0,0.046,2.2,0.546,0.555,2.4,1.6,3. Kat,1550000.0
7940,Keçiören,Atapark,4,135.0,0.0,Kombi,5.0,Uygun,Eşyalı Değil,1.0,2.7,0.586,1.6,1.7,1.7,3.2,1.8,2. Kat,2590000.0
7941,Çankaya,Maltepe,3,85.0,40.0,Kombi,4.0,Uygun,Eşyalı Değil,1.0,0.273,0.081,0.627,0.674,0.711,0.791,0.543,Yüksek Giriş,3000000.0
7942,Keçiören,Uyanış,7,290.0,6.0,Kombi,3.0,Uygun,Eşyalı Değil,2.0,1.5,0.038,0.339,0.757,0.729,4.3,1.3,3. Kat,3850000.0
7943,Yenimahalle,Anadolu,4,185.0,8.0,Kombi,3.0,Uygun,Eşyalı Değil,2.0,0.719,0.033,2.0,0.841,0.837,1.7,1.1,3. Kat,2250000.0
7944,Mamak,Kayaş,4,100.0,16.0,Kombi,2.0,Uygun,Eşyalı,1.0,8.2,0.044,1.4,1.4,5.4,9.4,2.0,1. Kat,1550000.0
7945,Çankaya,Balgat,3,80.0,25.0,Kombi,2.0,Bilinmiyor,Eşyalı Değil,1.0,1.0,0.085,2.2,0.138,0.102,0.456,0.835,2. Kat,1950000.0
7946,Mamak,Küçük Kayaş,4,125.0,10.0,Kombi,3.0,Bilinmiyor,Eşyalı Değil,1.0,8.6,0.113,0.868,1.7,5.7,9.7,2.3,2. Kat,1300000.0
7947,Altındağ,Karapürçek,4,135.0,1.0,Kombi,5.0,Uygun,Eşyalı Değil,1.0,9.3,0.223,0.176,5.7,7.0,10.9,6.0,2. Kat,2380000.0
7948,Keçiören,Ayvalı,4,195.0,11.0,Kombi,12.0,Uygun,Eşyalı Değil,1.0,2.0,0.037,2.4,0.92,1.1,0.765,0.703,3. Kat,3630000.0
7949,Gölbaşı,Şafak,3,100.0,10.0,Kombi,5.0,Uygun,Eşyalı Değil,1.0,12.4,0.247,1.7,1.6,0.604,7.3,0.794,Giriş Katı,1375000.0
7950,Yenimahalle,Anadolu,8,380.0,5.0,Merkezi (Pay Ölçer),11.0,Uygun,Eşyalı Değil,4.0,0.765,0.02,2.0,0.858,0.855,1.7,1.1,En Üst Kat,6500000.0
7951,Altındağ,Aydınlıkevler,4,95.0,20.0,Kombi,3.0,Uygun,Eşyalı Değil,1.0,1.0,0.149,2.6,1.2,1.2,3.5,0.587,En Üst Kat,2050000.0
7952,Yenimahalle,Güzelyaka,3,95.0,0.0,Kombi,7.0,Bilinmiyor,Eşyalı Değil,1.0,1.1,0.164,1.6,1.3,1.3,1.9,1.5,Yüksek Giriş,895000.0
7953,Sincan,29 Ekim,4,125.0,2.0,Kombi,3.0,Uygun,Eşyalı Değil,2.0,4.1,0.05,7.4,2.3,6.0,15.7,0.543,Yüksek Giriş,1250000.0
7954,Yenimahalle,Esentepe,5,170.0,35.0,Kombi,8.0,Bilinmiyor,Eşyalı Değil,3.0,0.851,0.097,2.2,0.73,0.733,1.4,0.822,2. Kat,4500000.0
7955,Etimesgut,Tunahan,4,135.0,17.0,Kombi,14.0,Uygun,Eşyalı Değil,1.0,0.222,0.121,4.4,2.4,2.4,6.7,1.0,Ara Kat,2599000.0
7956,Sincan,29 Ekim,4,150.0,0.0,Kombi,4.0,Uygun,Eşyalı Değil,2.0,4.1,0.069,7.4,2.3,6.1,15.7,0.576,3. Kat,2100000.0
7957,Yenimahalle,Varlık,2,65.0,20.0,Kombi,3.0,Bilinmiyor,Eşyalı Değil,1.0,0.774,0.095,2.2,0.716,1.0,1.6,0.873,Giriş Katı,1100000.0
7958,Gölbaşı,Örencik,3,98.0,10.0,Merkezi (Pay Ölçer),3.0,Bilinmiyor,Eşyalı Değil,1.0,14.2,0.267,1.7,0.802,0.756,8.1,0.928,En Üst Kat,1500000.0
7959,Yenimahalle,Ergenekon,6,330.0,20.0,Kombi,5.0,Uygun,Eşyalı Değil,2.0,1.5,0.08,2.3,1.3,1.5,0.726,0.981,En Üst Kat,4000000.0
7960,Pursaklar,Fatih,5,140.0,15.0,Kombi,3.0,Uygun,Eşyalı Değil,3.0,5.6,0.013,0.873,0.98,1.0,8.6,5.8,Teras Katı,2900000.0
7961,Çankaya,Kırkkonaklar,7,230.0,13.0,Kombi,3.0,Bilinmiyor,Eşyalı Değil,2.0,4.1,0.249,2.5,0.884,1.0,2.1,1.8,3. Kat,5650000.0
7962,Çubuk,Esenboğa Merkez,3,85.0,0.0,Kombi,7.0,Uygun,Eşyalı Değil,1.0,17.9,0.341,11.7,9.1,2.1,3.3,18.1,Ara Kat,1175000.0
7963,Mamak,Bahçelerüstü,3,100.0,8.0,Kombi,4.0,Uygun değil,Eşyalı Değil,1.0,1.7,0.065,1.6,1.0,1.2,3.5,4.0,Ara Kat,1300000.0
7964,Mamak,Zirvekent,3,90.0,8.0,Kombi,6.0,Uygun değil,Eşyalı Değil,1.0,11.2,0.266,4.4,6.5,8.4,10.1,4.3,En Üst Kat,970000.0
7965,Çankaya,Bağcılar,6,300.0,15.0,Kombi,4.0,Uygun değil,Eşyalı Değil,3.0,2.9,0.015,2.4,1.1,1.4,2.2,1.8,4. Kat,2850000.0
7966,Çankaya,Mürsel Uluç,4,138.0,15.0,Kat Kaloriferi,4.0,Uygun,Eşyalı Değil,2.0,6.2,0.137,0.253,1.4,1.4,1.5,1.1,Kot 1,1625000.0
7967,Keçiören,İncirli,4,125.0,30.0,Kombi,3.0,Uygun,Eşyalı Değil,1.0,1.8,0.041,1.4,0.843,0.843,1.2,1.8,Giriş Katı,1389000.0
7968,Yenimahalle,İvedik OSB,7,300.0,10.0,Kombi,4.0,Uygun,Eşyalı Değil,2.0,2.6,0.058,2.4,0.797,3.0,3.5,3.7,En Üst Kat,2650000.0
7969,Etimesgut,Kazım Karabekir,6,230.0,14.0,Kombi,3.0,Uygun,Eşyalı Değil,2.0,3.7,0.125,4.3,1.1,1.1,3.0,0.661,Çatı Katı,1950000.0
7970,Keçiören,Aktepe,4,110.0,20.0,Kombi,3.0,Uygun,Eşyalı Değil,1.0,1.5,0.095,1.3,1.2,1.2,5.0,2.5,1. Kat,1750000.0
7971,Mamak,Hürel,4,210.0,4.0,Kombi,3.0,Uygun,Eşyalı,2.0,2.0,0.234,1.9,1.3,1.3,3.7,4.4,3. Kat,2200000.0
7972,Çankaya,Osman Temiz,4,117.0,25.0,Kombi,2.0,Uygun,Eşyalı Değil,1.0,4.8,0.162,0.465,0.343,0.563,1.9,2.3,Yüksek Giriş,1650000.0
7973,Mamak,Cengizhan,4,115.0,20.0,Kombi,3.0,Uygun,Eşyalı Değil,1.0,5.0,0.07,0.995,2.4,2.4,5.2,1.7,1. Kat,1489000.0
7974,Etimesgut,Devlet,3,100.0,30.0,Merkezi,9.0,Uygun,Eşyalı Değil,1.0,0.378,0.213,2.8,2.0,1.8,7.8,0.193,En Üst Kat,2200000.0
7975,Keçiören,Yeşiltepe,5,136.0,12.0,Merkezi,17.0,Uygun,Eşyalı Değil,2.0,1.7,0.081,1.9,1.8,1.8,4.9,2.5,1. Kat,1250000.0
7976,Çankaya,Beytepe,5,281.0,0.0,Yerden Isıtma,4.0,Uygun değil,Eşyalı Değil,4.0,4.6,0.488,3.2,2.1,2.1,4.1,3.2,Bahçe Katı,16250000.0
7977,Çankaya,Mürsel Uluç,6,230.0,25.0,Kombi,2.0,Uygun,Eşyalı Değil,2.0,5.1,0.179,0.943,0.739,0.736,1.4,2.3,2. Kat,3400000.0
7978,Etimesgut,Bağlıca,6,248.0,8.0,Merkezi (Pay Ölçer),12.0,Uygun,Eşyalı Değil,2.0,5.1,0.109,5.7,4.0,5.8,2.3,4.2,8. Kat,6250000.0
7979,Keçiören,Şenlik,4,125.0,30.0,Kombi,3.0,Uygun,Eşyalı Değil,1.0,0.238,0.12,0.963,1.2,0.773,3.3,1.8,Yüksek Giriş,1630000.0
7980,Etimesgut,Bağlıca,5,190.0,2.0,Merkezi (Pay Ölçer),15.0,Uygun,Eşyalı Değil,2.0,3.5,0.145,6.4,3.1,4.7,1.0,2.7,10. Kat,4950000.0
7981,Çankaya,Sokullu Mehmet Paşa,4,125.0,30.0,Kombi,3.0,Uygun,Eşyalı Değil,1.0,2.8,0.153,1.7,1.7,1.8,1.9,1.9,1. Kat,2190000.0
7982,Çankaya,Hilal,7,400.0,20.0,Kombi,3.0,Uygun,Eşyalı Değil,3.0,5.4,0.067,2.2,1.1,1.5,1.3,1.6,Çatı Katı,5250000.0
7983,Çankaya,Bahçelievler,5,230.0,0.0,Kombi,4.0,Uygun,Eşyalı Değil,2.0,0.438,0.045,2.4,0.198,0.381,0.878,1.6,4. Kat,7250000.0
7984,Pursaklar,Yunus Emre,5,180.0,4.0,Merkezi (Pay Ölçer),17.0,Uygun,Eşyalı Değil,2.0,3.8,0.129,2.0,2.0,0.391,6.9,4.0,Yüksek Giriş,2100000.0
7985,Çankaya,Karapınar,5,170.0,16.0,Kombi,4.0,Uygun,Eşyalı Değil,2.0,4.8,0.308,0.332,1.7,0.809,2.7,2.3,1. Kat,3500000.0
7986,Pursaklar,Mimar Sinan,5,185.0,0.0,Kombi,12.0,Uygun,Eşyalı,2.0,5.9,0.113,0.086,0.132,0.124,8.6,6.0,6. Kat,3500000.0
7987,Pursaklar,Saray Cumhuriyet,5,195.0,3.0,Merkezi (Pay Ölçer),15.0,Uygun,Eşyalı Değil,2.0,10.0,0.451,3.8,4.5,4.4,6.5,10.3,5. Kat,3250000.0
7988,Keçiören,Ovacık,5,155.0,2.0,Merkezi (Pay Ölçer),16.0,Uygun,Eşyalı Değil,2.0,3.5,0.156,2.0,2.9,2.8,0.714,1.5,10. Kat,3650000.0
7989,Altındağ,Battalgazi,4,125.0,12.0,Kombi,3.0,Uygun,Eşyalı Değil,1.0,5.5,0.029,1.1,4.7,4.7,7.5,4.5,2. Kat,1349000.0
7990,Keçiören,Etlik,5,160.0,18.0,Kombi,4.0,Uygun,Eşyalı Değil,2.0,3.2,0.06,1.8,1.7,1.7,1.0,2.1,Yüksek Giriş,2250000.0
7991,Sincan,Mareşal Çakmak,4,130.0,8.0,Kombi,1.0,Uygun,Eşyalı Değil,2.0,2.6,0.087,0.616,0.63,0.823,8.3,1.5,Giriş Katı,2149000.0
7992,Keçiören,Ovacık,5,215.0,0.0,Merkezi (Pay Ölçer),13.0,Uygun,Eşyalı Değil,2.0,3.5,0.262,2.7,2.7,2.6,2.0,0.389,3. Kat,4350000.0
7993,Keçiören,Ayvalı,5,172.0,10.0,Kombi,3.0,Uygun,Eşyalı Değil,2.0,3.0,0.078,1.5,2.1,2.1,1.1,2.1,2. Kat,2450000.0
7994,Sincan,Malazgirt,4,130.0,12.0,Kombi,4.0,Uygun,Eşyalı Değil,1.0,3.6,0.197,2.1,1.8,1.8,10.8,1.8,4. Kat,1490000.0
7995,Sincan,Atatürk,4,150.0,0.0,Kombi,4.0,Uygun,Eşyalı Değil,2.0,3.1,0.057,0.796,0.495,0.52,9.6,1.0,2. Kat,2300000.0
7996,Mamak,Fahri Korutürk,3,120.0,9.0,Kombi,3.0,Uygun,Eşyalı Değil,1.0,5.2,0.135,1.3,2.3,2.3,5.9,1.8,Yüksek Giriş,899000.0
7997,Altındağ,Başpınar,4,125.0,13.0,Kombi,4.0,Uygun,Eşyalı Değil,1.0,4.6,0.044,1.4,3.9,3.9,6.6,3.6,2. Kat,1650000.0
7998,Pursaklar,Mimar Sinan,5,200.0,0.0,Merkezi (Pay Ölçer),13.0,Uygun,Eşyalı Değil,2.0,3.9,0.129,1.9,1.9,0.345,6.9,4.1,13. Kat,3400000.0
7999,Çankaya,Remzi Oğuz Arık,4,150.0,40.0,Merkezi,4.0,Uygun,Eşyalı Değil,1.0,1.7,0.124,2.0,0.331,0.331,0.356,0.771,3. Kat,2950000.0
8000,Çankaya,Harbiye,4,130.0,25.0,Kombi,4.0,Uygun,Eşyalı Değil,1.0,2.8,0.139,1.7,1.6,1.6,1.9,1.5,2. Kat,2650000.0
8001,Pursaklar,Mimar Sinan,5,200.0,0.0,Merkezi (Pay Ölçer),14.0,Uygun,Eşyalı Değil,2.0,6.0,0.254,0.347,0.413,0.387,8.8,6.1,6. Kat,3500000.0
8002,Altındağ,Doğantepe,4,140.0,0.0,Kombi,4.0,Uygun,Eşyalı Değil,2.0,3.0,0.067,2.6,2.8,2.8,5.2,2.1,1. Kat,1990000.0
8003,Çankaya,Karapınar,4,145.0,17.0,Kombi,3.0,Uygun,Eşyalı Değil,2.0,5.0,0.039,0.187,1.5,0.602,2.3,2.3,1. Kat,3250000.0
8004,Çankaya,Harbiye,4,130.0,23.0,Merkezi,3.0,Uygun,Eşyalı Değil,1.0,3.3,0.087,1.2,1.1,1.1,2.2,1.4,2. Kat,2720000.0
8005,Keçiören,Yayla,4,135.0,8.0,Kombi,3.0,Uygun,Eşyalı Değil,1.0,3.2,0.085,1.4,1.7,1.7,0.787,2.4,Yüksek Giriş,1450000.0
8006,Yenimahalle,Güventepe,5,200.0,4.0,Merkezi (Pay Ölçer),17.0,Uygun,Eşyalı Değil,2.0,1.2,0.035,1.5,1.4,1.4,2.1,1.7,8. Kat,4395000.0
8007,Keçiören,Ayvalı,4,135.0,25.0,Kombi,3.0,Uygun,Eşyalı Değil,1.0,2.5,0.183,2.1,1.6,1.6,1.2,1.4,1. Kat,2250000.0
8008,Pursaklar,Merkez,4,135.0,2.0,Kombi,3.0,Uygun,Eşyalı Değil,2.0,5.1,0.241,1.2,1.3,1.0,8.2,5.3,3. Kat,2250000.0
8009,Mamak,Başak,7,250.0,5.0,Kombi,3.0,Uygun,Eşyalı Değil,2.0,6.9,0.065,1.8,5.3,5.2,8.6,5.6,3. Kat,1985000.0
8010,Mamak,Başak,7,250.0,5.0,Kombi,3.0,Uygun,Eşyalı Değil,2.0,6.9,0.065,1.8,5.3,5.2,8.6,5.6,3. Kat,1985000.0
8011,Keçiören,Esertepe,4,120.0,10.0,Kombi,3.0,Uygun,Eşyalı Değil,1.0,2.2,0.234,0.377,1.4,1.4,1.4,2.3,Kot 1,1289000.0
8012,Keçiören,Sancaktepe,7,230.0,4.0,Kombi,4.0,Uygun,Eşyalı Değil,2.0,3.8,0.228,1.2,2.8,2.8,0.618,2.4,4. Kat,4249000.0
8013,Mamak,Durali Alıç,3,95.0,17.0,Kombi,3.0,Uygun,Eşyalı Değil,1.0,5.6,0.16,1.5,2.8,2.8,5.9,1.2,Kot 1,790000.0
8014,Sincan,Andiçen,4,135.0,18.0,Kombi,4.0,Uygun,Eşyalı Değil,1.0,3.3,0.169,0.793,0.508,0.476,8.5,0.85,4. Kat,1299000.0
8015,Keçiören,Kamil Ocak,4,130.0,30.0,Kombi,3.0,Uygun değil,Eşyalı Değil,1.0,0.6,0.138,2.1,0.912,0.942,3.3,0.971,3. Kat,1750000.0
8016,Pursaklar,Yunus Emre,5,185.0,4.0,Merkezi (Pay Ölçer),12.0,Uygun,Eşyalı Değil,2.0,4.2,0.154,2.0,2.1,0.729,7.6,4.6,4. Kat,2600000.0
8017,Mamak,Misket,3,120.0,0.0,Kombi,3.0,Uygun,Eşyalı Değil,1.0,3.2,0.084,2.3,0.393,0.399,4.6,3.2,Giriş Katı,995000.0
8018,Etimesgut,Tunahan,2,60.0,20.0,Merkezi,4.0,Uygun,Eşyalı Değil,1.0,0.435,0.071,4.6,2.0,2.1,6.3,1.2,3. Kat,1395000.0
8019,Yenimahalle,Mehmet Akif Ersoy,2,55.0,54.0,Merkezi,15.0,Uygun,Eşyalı Değil,1.0,1.2,0.163,2.5,0.587,0.538,1.1,0.262,8. Kat,2600000.0
8020,Etimesgut,Bağlıca,5,185.0,0.0,Yerden Isıtma,8.0,Uygun,Eşyalı Değil,2.0,3.6,0.144,6.3,3.1,4.7,1.1,2.7,2. Kat,5500000.0
8021,Yenimahalle,Emniyet,6,229.0,0.0,Merkezi (Pay Ölçer),37.0,Uygun değil,Eşyalı Değil,3.0,0.985,0.02,2.1,0.372,0.417,0.565,1.2,20. Kat,12500000.0
8022,Etimesgut,Ahi Mesut,4,140.0,2.0,Kombi,10.0,Uygun,Eşyalı Değil,2.0,5.5,0.098,3.6,2.7,2.7,4.3,2.2,6. Kat,2949000.0
8023,Yenimahalle,Mehmet Akif Ersoy,5,182.0,5.0,Merkezi (Pay Ölçer),30.0,Uygun,Eşyalı Değil,2.0,0.514,0.415,2.2,0.406,0.591,1.9,0.83,21 ve üzeri,6550000.0
8024,Mamak,Yeşilbayır,4,122.0,11.0,Kombi,3.0,Uygun,Eşyalı Değil,1.0,7.6,0.077,2.0,1.1,4.7,8.6,1.5,2. Kat,1680000.0
8025,Sincan,Selçuklu,5,160.0,0.0,Kombi,4.0,Uygun,Eşyalı Değil,2.0,2.9,0.155,1.1,1.1,1.2,7.9,1.6,1. Kat,2550000.0
8026,Etimesgut,Ahi Mesut,5,175.0,4.0,Merkezi (Pay Ölçer),9.0,Uygun,Eşyalı Değil,2.0,5.0,0.221,4.2,2.6,2.6,4.0,2.2,3. Kat,3580000.0
8027,Çankaya,Kızılırmak,5,370.0,9.0,Merkezi (Pay Ölçer),29.0,Uygun,Eşyalı,3.0,1.1,0.126,1.6,0.178,0.151,0.4,1.1,21 ve üzeri,21500000.0
8028,Etimesgut,Yeni Bağlıca,5,315.0,15.0,Yerden Isıtma,7.0,Uygun,Eşyalı Değil,2.0,5.5,0.045,5.4,4.5,6.3,2.7,4.7,En Üst Kat,4150000.0
8029,Çankaya,Mustafa Kemal,2,82.0,11.0,Merkezi (Pay Ölçer),9.0,Uygun,Eşyalı Değil,1.0,0.535,0.171,3.1,0.734,0.952,2.7,1.9,7. Kat,5750000.0
8030,Mamak,Durali Alıç,4,145.0,9.0,Merkezi,12.0,Uygun,Eşyalı Değil,2.0,5.7,0.013,1.3,3.0,3.0,5.9,1.0,Giriş Katı,2175000.0
8031,Çankaya,Çiğdem,7,270.0,11.0,Kombi,5.0,Uygun değil,Eşyalı Değil,3.0,2.5,0.177,0.444,1.3,0.858,1.7,1.3,5. Kat,7000000.0
8032,Mamak,General Zeki Doğan,4,125.0,15.0,Kombi,3.0,Uygun,Eşyalı Değil,1.0,3.2,0.074,0.885,0.707,0.696,4.0,3.5,Yüksek Giriş,1500000.0
8033,Çankaya,İşçi Blokları,5,180.0,21.0,Kombi,7.0,Uygun,Eşyalı Değil,2.0,2.1,0.201,0.546,0.456,1.1,1.4,0.612,4. Kat,4750000.0
8034,Çankaya,Fakülteler,5,210.0,0.0,Kombi,3.0,Uygun,Eşyalı Değil,3.0,0.438,0.185,1.5,0.643,0.682,1.4,2.1,3. Kat,4100000.0
