,District,Neighborhood,Num_Of_Room,Area,Age,Heat_type,Apt_Floor,Credit_Eli,Items,Num_of_Bath,Metro_Station,Bus_Stop,Minibus_Stop,Hospital,Emergency_Service,University,Shopping_Mall,Floor,Price
5160,Çankaya,Kavaklıdere,4,130.0,52.0,Kombi,5.0,Uygun,Eşyalı Değil,1.0,0.776,0.191,0.688,0.194,0.178,1.1,0.837,2. Kat,2150000.0
5161,Etimesgut,Altay,1,32.0,9.0,Merkezi (Pay Ölçer),16.0,Uygun,Eşyalı,1.0,1.5,0.139,3.8,1.6,1.5,5.4,0.48,Teras Katı,1100000.0
5162,Etimesgut,Alsancak,4,160.0,11.0,Kombi,4.0,Uygun,Eşyalı Değil,1.0,5.0,0.121,4.4,1.9,1.9,3.4,1.5,Yüksek Giriş,1750000.0
5163,Çankaya,Seyranbağları,4,110.0,35.0,Kombi,2.0,Uygun değil,Eşyalı Değil,1.0,1.2,0.172,1.5,0.946,0.943,1.1,1.5,1. Kat,1850000.0
5164,Çankaya,Seyranbağları,3,85.0,40.0,Kombi,3.0,Uygun,Eşyalı Değil,1.0,1.3,0.022,1.6,0.813,0.809,1.2,1.6,Giriş Katı,1350000.0
5165,Keçiören,Atapark,3,110.0,7.0,Kombi,6.0,Uygun,Eşyalı Değil,1.0,1.6,0.047,1.6,0.811,0.682,2.5,0.904,Kot 2,850000.0
5166,Çankaya,Çayyolu,7,580.0,0.0,Kombi,3.0,Uygun,Eşyalı Değil,5.0,2.0,0.145,2.9,0.641,0.64,4.8,1.3,Bahçe Katı,16500000.0
5167,Çankaya,Alacaatlı,2,75.0,0.0,Merkezi (Pay Ölçer),16.0,Uygun değil,Eşyalı Değil,1.0,5.9,0.149,8.3,3.3,4.4,4.2,5.4,4. Kat,2150000.0
5168,Etimesgut,Yeni Bağlıca,4,115.0,0.0,Merkezi,14.0,Uygun değil,Eşyalı Değil,2.0,4.5,0.435,4.8,4.4,4.4,2.9,3.5,Yüksek Giriş,4000000.0
5169,Çankaya,Harbiye,3,90.0,30.0,Kombi,3.0,Uygun,Eşyalı Değil,1.0,3.2,0.083,1.3,1.2,1.2,2.2,1.5,Giriş Katı,1050000.0
5170,Çankaya,Birlik,4,155.0,12.0,Kombi,2.0,Uygun,Eşyalı Değil,2.0,5.3,0.211,2.1,1.5,1.5,3.3,1.7,1. Kat,2700000.0
5171,Çankaya,Tınaztepe,5,150.0,0.0,Kombi,5.0,Uygun,Eşyalı Değil,2.0,0.873,0.301,0.948,0.57,0.575,0.786,0.983,En Üst Kat,4700000.0
5172,Etimesgut,Şehit Osman Avcı,6,360.0,12.0,Kombi,8.0,Uygun,Eşyalı Değil,2.0,1.1,0.073,5.0,0.076,0.054,4.3,1.2,En Üst Kat,4250000.0
5173,Pursaklar,Fatih,3,90.0,27.0,Kombi,3.0,Uygun,Eşyalı Değil,1.0,5.3,0.146,0.898,0.972,1.0,8.4,5.6,Bahçe Katı,859000.0
5174,Mamak,Küçük Kayaş,4,120.0,0.0,Kombi,7.0,Uygun,Eşyalı Değil,1.0,9.4,0.049,0.711,2.6,6.6,10.6,3.2,Kot 1,985000.0
5175,Keçiören,Kanuni,4,135.0,0.0,Kombi,3.0,Uygun,Eşyalı Değil,2.0,2.7,0.072,1.1,1.6,1.4,4.0,1.9,2. Kat,1879000.0
5176,Sincan,Plevne,4,120.0,21.0,Kombi,4.0,Uygun,Eşyalı Değil,1.0,2.0,0.19,1.3,1.1,1.1,7.8,1.9,1. Kat,990000.0
5177,Çankaya,Bademlidere,3,125.0,0.0,Merkezi (Pay Ölçer),27.0,Uygun,Eşyalı Değil,1.0,3.6,0.411,2.1,1.2,1.9,2.5,2.1,12. Kat,3495000.0
5178,Pursaklar,Saray Cumhuriyet,5,180.0,4.0,Kombi,11.0,Uygun,Eşyalı Değil,2.0,9.3,0.08,3.0,3.7,3.6,7.1,9.5,11. Kat,2850000.0
5179,Gölbaşı,Taşpınar,2,47.0,0.0,Merkezi,3.0,Uygun değil,Eşyalı Değil,1.0,8.1,0.206,4.4,2.9,3.0,3.8,2.7,Bahçe Katı,2550000.0
5180,Keçiören,Yeşiltepe,3,110.0,20.0,Kombi,4.0,Uygun,Eşyalı Değil,1.0,1.4,0.013,1.6,1.6,1.6,4.7,2.4,Kot 3,850000.0
5181,Sincan,Osmanlı,4,125.0,20.0,Kombi,4.0,Uygun,Eşyalı Değil,1.0,3.7,0.02,1.1,0.616,0.634,9.4,0.443,Ara Kat,1300000.0
5182,Etimesgut,Piyade,4,120.0,5.0,Kombi,3.0,Uygun,Eşyalı Değil,2.0,3.7,0.017,2.9,1.0,1.1,4.3,2.0,Yüksek Giriş,1875000.0
5183,Altındağ,Karapürçek,4,155.0,1.0,Kombi,5.0,Uygun,Eşyalı Değil,2.0,8.2,0.099,1.3,6.1,6.6,10.2,6.2,3. Kat,2050000.0
5184,Gölbaşı,Kızılcaşar,5,220.0,4.0,Merkezi (Pay Ölçer),18.0,Uygun,Eşyalı Değil,2.0,7.3,0.253,3.9,1.0,1.3,1.9,0.371,18. Kat,7023000.0
5185,Mamak,Mutlu,4,140.0,5.0,Kombi,5.0,Uygun,Eşyalı Değil,1.0,3.6,0.088,0.547,1.4,1.3,4.1,3.1,2. Kat,1420000.0
5186,Keçiören,Ufuktepe,4,120.0,30.0,Kombi,3.0,Uygun,Eşyalı Değil,1.0,1.5,0.155,1.1,0.577,0.591,3.1,0.581,1. Kat,1579000.0
5187,Keçiören,Aktepe,6,260.0,26.0,Kombi,3.0,Uygun,Eşyalı Değil,2.0,1.2,0.07,1.3,1.2,1.2,4.5,2.5,3. Kat,2079000.0
5188,Pursaklar,Yunus Emre,4,110.0,11.0,Kombi,4.0,Uygun,Eşyalı Değil,1.0,3.6,0.11,2.3,2.3,0.629,6.8,3.8,3. Kat,1380000.0
5189,Etimesgut,Şeker,5,145.0,5.0,Kombi,3.0,Uygun,Eşyalı Değil,1.0,1.7,0.143,4.9,1.2,1.2,3.1,2.2,3. Kat,2250000.0
5190,Sincan,29 Ekim,4,140.0,0.0,Kombi,3.0,Uygun,Eşyalı Değil,2.0,4.2,0.214,7.6,2.4,6.2,15.9,0.711,1. Kat,2149000.0
5191,Çankaya,Büyükesat,4,135.0,25.0,Kombi,6.0,Uygun,Eşyalı Değil,1.0,3.1,0.191,3.1,0.222,1.1,1.5,1.1,Yüksek Giriş,2750000.0
5192,Çankaya,Barbaros,3,100.0,31.0,Merkezi,3.0,Uygun,Eşyalı,1.0,1.7,0.122,1.7,0.057,0.066,1.0,0.777,Bahçe Katı,1900000.0
5193,Mamak,Zirvekent,3,90.0,12.0,Kombi,15.0,Uygun,Eşyalı Değil,1.0,11.3,0.336,4.4,6.6,8.3,10.0,4.4,Ara Kat,1020000.0
5194,Çankaya,Aziziye,4,145.0,30.0,Merkezi,3.0,Uygun,Eşyalı Değil,1.0,2.3,0.124,2.5,0.928,1.2,0.969,1.1,3. Kat,3290000.0
5195,Sincan,Mustafa Kemal,5,180.0,1.0,Merkezi (Pay Ölçer),15.0,Uygun,Eşyalı Değil,2.0,3.3,0.326,6.5,3.7,5.7,15.4,1.6,10. Kat,2599000.0
5196,Çankaya,Mimar Sinan,4,110.0,15.0,Kombi,3.0,Uygun,Eşyalı Değil,1.0,1.6,0.277,2.2,1.4,1.3,1.6,2.0,1. Kat,1750000.0
5197,Mamak,Mutlu,5,220.0,4.0,Kombi,3.0,Uygun,Eşyalı Değil,2.0,3.7,0.196,0.848,1.7,1.7,3.7,3.2,3. Kat,2179000.0
5198,Mamak,Durali Alıç,5,155.0,7.0,Kombi,10.0,Uygun,Eşyalı Değil,1.0,5.9,0.068,1.7,2.3,3.0,6.4,1.3,1. Kat,1550000.0
5199,Altındağ,Gültepe,4,125.0,15.0,Merkezi,10.0,Uygun,Eşyalı Değil,1.0,1.4,0.159,1.3,0.808,0.82,1.9,3.0,Zemin,1300000.0
5200,Altındağ,Karapürçek,4,120.0,11.0,Kombi,3.0,Uygun,Eşyalı Değil,1.0,7.8,0.235,2.0,6.6,6.8,10.0,6.7,3. Kat,1240000.0
5201,Sincan,Ertuğrulgazi,4,179.0,5.0,Kombi,10.0,Uygun,Eşyalı Değil,2.0,4.5,0.102,0.38,1.3,1.3,7.8,1.5,1. Kat,2350000.0
5202,Pursaklar,Merkez,4,140.0,18.0,Kombi,3.0,Uygun,Eşyalı Değil,1.0,4.8,0.146,1.4,1.7,0.996,8.1,5.2,1. Kat,1450000.0
5203,Çankaya,Aşıkpaşa,6,240.0,11.0,Kombi,3.0,Uygun,Eşyalı Değil,2.0,2.3,0.165,2.6,1.3,1.1,2.1,1.7,3. Kat,2650000.0
5204,Mamak,Ekin,4,135.0,5.0,Kombi,3.0,Uygun,Eşyalı Değil,1.0,6.7,0.018,1.9,4.9,4.9,8.3,5.3,2. Kat,1185000.0
5205,Pursaklar,Merkez,4,130.0,5.0,Kombi,3.0,Uygun,Eşyalı Değil,1.0,4.4,0.046,1.5,1.6,0.17,7.4,4.5,2. Kat,1580000.0
5206,Etimesgut,Ahi Mesut,4,140.0,2.0,Kombi,10.0,Uygun,Eşyalı Değil,2.0,5.5,0.1,3.6,2.7,2.7,4.3,2.2,6. Kat,2800000.0
5207,Sincan,Menderes,4,130.0,5.0,Kombi,3.0,Uygun,Eşyalı Değil,1.0,4.0,0.26,7.4,3.1,6.2,16.0,0.815,3. Kat,1489000.0
5208,Etimesgut,Şeyh Şamil,4,135.0,16.0,Kombi,9.0,Uygun,Eşyalı Değil,2.0,2.6,0.193,5.6,3.9,2.8,8.7,0.312,4. Kat,1900000.0
5209,Sincan,Plevne,4,110.0,26.0,Kombi,4.0,Uygun,Eşyalı Değil,1.0,1.6,0.132,1.3,0.913,0.902,8.2,1.9,3. Kat,938000.0
5210,Keçiören,Kanuni,4,130.0,5.0,Kombi,3.0,Uygun,Eşyalı Değil,1.0,3.1,0.043,1.3,2.0,1.0,4.7,2.5,2. Kat,1630000.0
5211,Çankaya,Karapınar,4,145.0,14.0,Kombi,5.0,Uygun,Eşyalı Değil,2.0,5.0,0.242,0.386,1.8,0.855,2.6,2.4,1. Kat,3000000.0
5212,Keçiören,Hasköy,5,190.0,0.0,Kombi,9.0,Uygun,Eşyalı Değil,2.0,0.936,0.167,2.5,1.1,1.1,3.4,0.595,7. Kat,4750000.0
5213,Mamak,Fahri Korutürk,5,250.0,6.0,Kombi,4.0,Uygun,Eşyalı Değil,3.0,5.2,0.134,1.3,2.3,2.3,5.9,1.8,4. Kat,2250000.0
5214,Yenimahalle,Batı Sitesi,4,118.0,30.0,Merkezi,10.0,Uygun,Eşyalı Değil,1.0,0.918,0.08,3.7,0.648,0.621,2.4,1.3,2. Kat,2050000.0
5215,Keçiören,Bademlik,4,130.0,5.0,Kombi,4.0,Uygun,Eşyalı Değil,2.0,0.799,0.102,0.687,0.504,0.32,4.5,1.3,1. Kat,1900000.0
5216,Mamak,Türközü,4,127.0,0.0,Kombi,5.0,Uygun,Eşyalı Değil,1.0,3.2,0.136,1.5,1.9,1.9,3.1,2.7,Yüksek Giriş,1427000.0
5217,Sincan,Menderes,3,110.0,0.0,Merkezi (Pay Ölçer),16.0,Uygun,Eşyalı Değil,2.0,3.6,0.236,6.9,2.8,5.8,15.5,0.495,14. Kat,1700000.0
5218,Pursaklar,Fatih,4,135.0,14.0,Kombi,3.0,Uygun,Eşyalı Değil,1.0,5.5,0.199,0.812,1.2,1.3,8.7,5.8,1. Kat,1595000.0
5219,Etimesgut,Göksu,4,120.0,2.0,Merkezi (Pay Ölçer),11.0,Uygun,Eşyalı Değil,1.0,0.82,0.205,4.8,1.4,1.4,5.7,0.819,5. Kat,3500000.0
5220,Mamak,Durali Alıç,4,140.0,9.0,Merkezi (Pay Ölçer),12.0,Uygun,Eşyalı Değil,2.0,5.3,0.116,1.7,2.2,2.4,6.1,1.6,9. Kat,1950000.0
5221,Çankaya,Çankaya,7,520.0,3.0,Merkezi (Pay Ölçer),26.0,Uygun,Eşyalı Değil,4.0,3.2,0.081,3.3,0.116,1.1,1.1,0.986,21 ve üzeri,8850000.0
5222,Keçiören,Etlik,4,140.0,18.0,Kombi,3.0,Uygun,Eşyalı Değil,1.0,2.5,0.049,1.9,0.701,0.701,1.2,1.2,2. Kat,1980000.0
5223,Gölbaşı,Tulumtaş,3,110.0,0.0,Merkezi (Pay Ölçer),13.0,Uygun,Eşyalı Değil,2.0,13.2,0.753,12.4,8.0,10.0,7.5,8.9,6. Kat,3000000.0
5224,Keçiören,Ovacık,5,200.0,0.0,Merkezi (Pay Ölçer),22.0,Uygun,Eşyalı Değil,2.0,3.4,0.18,2.0,2.7,2.6,0.783,1.4,15. Kat,4850000.0
5225,Çankaya,İlkbahar,5,193.0,5.0,Yerden Isıtma,13.0,Uygun,Eşyalı Değil,2.0,7.5,0.71,2.3,1.4,1.4,1.3,0.142,Yüksek Giriş,7410000.0
5226,Sincan,Malazgirt,4,120.0,16.0,Kombi,4.0,Uygun,Eşyalı Değil,1.0,3.6,0.111,2.4,2.1,2.2,11.1,2.2,1. Kat,1090000.0
5227,Mamak,Başak,4,140.0,15.0,Merkezi,3.0,Uygun,Eşyalı Değil,2.0,7.2,0.176,2.0,5.7,5.7,9.1,5.8,3. Kat,1350000.0
5228,Çankaya,Öveçler,4,130.0,17.0,Kombi,4.0,Uygun,Eşyalı Değil,1.0,2.9,0.094,1.6,1.6,1.8,1.7,1.6,Yüksek Giriş,2190000.0
5229,Çankaya,Oran,5,206.0,5.0,Merkezi,5.0,Uygun,Eşyalı,3.0,7.5,0.059,0.388,0.793,0.765,1.9,0.394,1. Kat,9700000.0
5230,Gölbaşı,Bahçelievler,5,200.0,0.0,Kombi,8.0,Uygun,Eşyalı Değil,2.0,14.3,0.455,0.982,0.802,0.789,8.5,0.928,3. Kat,4900000.0
5231,Çankaya,Keklik Pınarı,4,115.0,35.0,Kombi,8.0,Uygun,Eşyalı Değil,1.0,5.2,0.193,0.345,1.5,0.522,2.1,2.1,8. Kat,2200000.0
5232,Çankaya,Bahçelievler,3,95.0,40.0,Kombi,4.0,Uygun,Eşyalı Değil,1.0,0.83,0.009,2.2,0.241,0.332,1.3,1.7,Yüksek Giriş,2150000.0
5233,Pursaklar,Saray Fatih,4,130.0,15.0,Kombi,3.0,Uygun,Eşyalı Değil,2.0,9.0,0.164,2.9,3.3,3.2,7.2,9.1,2. Kat,1595000.0
5234,Çankaya,Gökkuşağı,2,50.0,12.0,Kombi,4.0,Uygun,Eşyalı Değil,1.0,3.7,0.043,0.688,1.6,1.5,2.5,1.2,2. Kat,1690000.0
5235,Çankaya,Mürsel Uluç,4,130.0,15.0,Kombi,3.0,Uygun,Eşyalı Değil,1.0,5.9,0.158,0.535,1.5,1.1,1.0,1.4,Giriş Katı,2200000.0
5236,Gölbaşı,Taşpınar,5,205.0,0.0,Yerden Isıtma,30.0,Uygun değil,Eşyalı Değil,3.0,10.3,1.1,5.8,3.5,4.0,3.2,3.1,10. Kat,2355000.0
5237,Çankaya,Emek,2,60.0,2.0,Kombi,3.0,Bilinmiyor,Eşyalı,1.0,0.393,0.187,2.9,0.907,0.523,1.7,0.988,Kot 1,2200000.0
5238,Çankaya,Sokullu Mehmet Paşa,4,140.0,22.0,Kombi,3.0,Uygun,Eşyalı Değil,1.0,2.8,0.251,1.6,1.7,1.8,1.8,1.8,1. Kat,2950000.0
5239,Sincan,Mareşal Çakmak,4,125.0,21.0,Kombi,4.0,Uygun,Eşyalı Değil,1.0,2.6,0.097,0.15,0.171,0.526,8.8,1.4,1. Kat,1090000.0
5240,Mamak,Hürel,4,130.0,12.0,Kombi,3.0,Uygun,Eşyalı Değil,1.0,2.1,0.17,1.7,1.4,1.4,3.8,4.2,2. Kat,1695000.0
5241,Etimesgut,Topçu,4,110.0,16.0,Kombi,3.0,Uygun,Eşyalı Değil,1.0,3.6,0.151,1.2,1.1,0.412,6.1,2.2,Yüksek Giriş,1250000.0
5242,Sincan,Pınarbaşı,4,130.0,10.0,Kombi,4.0,Uygun,Eşyalı Değil,1.0,3.7,0.074,1.7,1.3,1.3,10.2,1.2,Ara Kat,1500000.0
5243,Keçiören,Yayla,5,170.0,18.0,Kombi,12.0,Uygun,Eşyalı Değil,2.0,3.2,0.056,1.7,1.7,1.7,0.956,2.1,4. Kat,4255000.0
5244,Etimesgut,Topçu,5,185.0,15.0,Kombi,9.0,Uygun,Eşyalı Değil,2.0,3.4,0.013,1.0,1.4,0.103,6.5,2.1,6. Kat,3000000.0
5245,Çankaya,Küçükesat,4,135.0,28.0,Merkezi,4.0,Uygun,Eşyalı Değil,1.0,1.6,0.168,1.8,0.579,0.539,1.6,1.3,1. Kat,2650000.0
5246,Çankaya,Şehit Cengiz Karaca,4,125.0,18.0,Kombi,5.0,Uygun,Eşyalı Değil,1.0,4.4,0.112,0.15,0.382,0.655,2.3,2.2,2. Kat,2849000.0
5247,Sincan,Atatürk,3,105.0,17.0,Kombi,5.0,Uygun,Eşyalı Değil,1.0,2.6,0.145,0.478,0.531,0.63,9.5,1.5,Yüksek Giriş,1089000.0
5248,Çankaya,Bayraktar,3,85.0,30.0,Kombi,3.0,Uygun,Eşyalı Değil,1.0,2.6,0.17,2.7,0.904,0.868,1.7,1.3,Kot 2,950000.0
5249,Altındağ,Aydınlıkevler,4,100.0,45.0,Kombi,3.0,Uygun,Eşyalı Değil,1.0,1.3,0.02,2.1,0.6,0.607,2.6,2.0,1. Kat,1475000.0
5250,Sincan,Plevne,4,120.0,10.0,Kombi,4.0,Uygun,Eşyalı Değil,1.0,2.2,0.12,1.1,1.0,0.998,7.9,2.1,2. Kat,1450000.0
5251,Sincan,Menderes,4,170.0,0.0,Merkezi (Pay Ölçer),15.0,Uygun,Eşyalı Değil,2.0,3.2,0.114,6.5,2.8,5.4,15.1,0.757,2. Kat,2650000.0
5252,Çankaya,Kazım Özalp,4,145.0,40.0,Merkezi,2.0,Uygun,Eşyalı Değil,1.0,3.2,0.093,3.1,0.255,1.2,1.2,0.89,Yüksek Giriş,3250000.0
5253,Pursaklar,Merkez,5,160.0,10.0,Merkezi (Pay Ölçer),8.0,Uygun,Eşyalı Değil,2.0,4.5,0.193,1.3,1.4,0.502,7.3,4.6,2. Kat,2645000.0
5254,Keçiören,Köşk,4,120.0,18.0,Kombi,2.0,Uygun,Eşyalı Değil,1.0,0.693,0.222,0.541,0.333,0.343,4.5,1.7,En Üst Kat,1245000.0
5255,Çankaya,100. Yıl,3,75.0,30.0,Kombi,4.0,Uygun,Eşyalı Değil,1.0,2.5,0.271,2.5,0.672,0.524,0.991,0.55,Giriş Katı,1400000.0
5256,Çankaya,Çukurambar,5,220.0,10.0,Merkezi (Pay Ölçer),10.0,Uygun,Eşyalı Değil,2.0,0.744,0.03,1.7,0.66,0.402,0.842,0.933,3. Kat,9150000.0
5257,Çankaya,Mustafa Kemal,2,80.0,3.0,Merkezi (Pay Ölçer),22.0,Uygun,Eşyalı Değil,1.0,0.35,0.063,3.1,0.525,0.793,2.7,2.0,Ara Kat,4500000.0
5258,Etimesgut,Bağlıca,5,185.0,6.0,Merkezi (Pay Ölçer),15.0,Uygun,Eşyalı Değil,2.0,3.6,0.125,6.1,3.4,4.9,1.4,2.7,5. Kat,4750000.0
5259,Mamak,Mehtap,4,125.0,7.0,Kombi,3.0,Uygun,Eşyalı Değil,1.0,1.8,0.339,2.7,1.0,1.0,3.3,4.0,1. Kat,1690000.0
5260,Altındağ,Hacettepe,4,105.0,38.0,Kombi,4.0,Uygun,Eşyalı Değil,1.0,0.388,0.205,0.983,0.147,0.103,1.2,1.8,3. Kat,2000000.0
5261,Çankaya,Ertuğrulgazi,3,130.0,0.0,Kombi,4.0,Uygun,Eşyalı Değil,2.0,0.715,0.249,1.8,0.746,0.872,1.6,2.3,En Üst Kat,3750000.0
5262,Keçiören,Yakacık,4,135.0,31.0,Kombi,6.0,Uygun,Eşyalı Değil,1.0,0.214,0.209,1.2,1.1,0.67,3.1,1.5,Kot 1,1850000.0
5263,Çankaya,Çukurambar,7,370.0,18.0,Yerden Isıtma,9.0,Uygun,Eşyalı Değil,4.0,0.867,0.033,1.4,0.877,0.377,0.479,1.3,8. Kat,8560000.0
5264,Yenimahalle,Gazi,4,148.0,15.0,Kombi,3.0,Uygun,Eşyalı,1.0,1.4,0.087,2.9,0.604,0.606,0.201,1.6,Yüksek Giriş,2000000.0
5265,Altındağ,Örnek,2,60.0,30.0,Soba,3.0,Uygun,Eşyalı Değil,1.0,1.4,0.054,2.0,0.468,0.458,2.4,2.2,1. Kat,520000.0
5266,Yenimahalle,Karşıyaka,4,100.0,31.0,Kombi,4.0,Uygun,Eşyalı Değil,1.0,0.425,0.096,2.3,0.555,0.893,2.3,1.6,1. Kat,855000.0
5267,Mamak,Durali Alıç,4,140.0,5.0,Kombi,10.0,Uygun,Eşyalı Değil,2.0,5.6,0.129,1.8,2.2,2.7,6.3,1.6,3. Kat,1985000.0
5268,Çankaya,Emek,3,110.0,16.0,Kombi,3.0,Uygun,Eşyalı Değil,1.0,0.509,0.185,2.7,0.403,0.667,1.3,1.9,Yüksek Giriş,2550000.0
5269,Çankaya,Çukurambar,3,175.0,0.0,Fancoil Ünitesi,32.0,Uygun,Eşyalı Değil,1.0,0.695,0.176,1.8,0.573,0.572,0.778,0.922,3. Kat,7902536.0
5270,Gölbaşı,İncek,5,173.0,1.0,Merkezi (Pay Ölçer),28.0,Uygun,Eşyalı Değil,2.0,11.5,0.893,9.6,4.9,7.1,4.2,5.7,14. Kat,5000000.0
5271,Çankaya,Aşıkpaşa,3,100.0,4.0,Kombi,3.0,Uygun,Eşyalı Değil,1.0,2.7,0.107,2.7,0.996,1.0,1.9,1.5,1. Kat,1995000.0
5272,Çankaya,Yukarı Bahçelievler,3,90.0,0.0,Kombi,4.0,Uygun,Eşyalı Değil,1.0,0.742,0.123,1.6,0.553,0.589,0.849,1.7,En Üst Kat,3850000.0
5273,Mamak,Türközü,3,105.0,6.0,Kombi,5.0,Uygun,Eşyalı Değil,1.0,2.2,0.299,2.2,1.9,1.9,2.4,2.5,Kot 1,1290000.0
5274,Pursaklar,Merkez,5,190.0,6.0,Kombi,12.0,Uygun,Eşyalı Değil,2.0,4.6,0.305,1.6,1.7,0.82,7.9,5.0,6. Kat,2670000.0
5275,Gölbaşı,Kızılcaşar,3,139.0,2.0,Merkezi (Pay Ölçer),18.0,Uygun değil,Eşyalı Değil,1.0,7.3,0.262,3.9,1.0,1.3,1.9,0.376,Giriş Katı,4736000.0
5276,Keçiören,İncirli,4,115.0,25.0,Kombi,2.0,Uygun,Eşyalı Değil,1.0,1.8,0.105,0.538,1.2,1.2,2.1,2.1,1. Kat,1549000.0
5277,Çankaya,Maltepe,4,140.0,26.0,Merkezi,4.0,Uygun,Eşyalı Değil,1.0,0.446,0.248,1.3,0.255,0.249,0.856,0.746,2. Kat,3500000.0
5278,Çankaya,Cevizlidere,4,139.0,13.0,Kombi,4.0,Uygun,Eşyalı Değil,2.0,3.8,0.126,0.8,1.7,1.4,2.6,1.3,1. Kat,3650000.0
5279,Çankaya,Kültür,2,45.0,0.0,Kombi,4.0,Uygun,Eşyalı Değil,1.0,0.753,0.316,0.719,0.375,0.371,0.84,0.802,2. Kat,2950000.0
5280,Keçiören,Yükseltepe,4,125.0,8.0,Kombi,3.0,Uygun,Eşyalı Değil,1.0,4.6,0.654,1.4,3.9,3.7,1.8,1.2,Kot 2,940000.0
5281,Etimesgut,Topçu,5,165.0,15.0,Kombi,3.0,Uygun,Eşyalı Değil,2.0,3.1,0.168,1.6,0.821,0.697,6.0,1.6,1. Kat,2600000.0
5282,Mamak,Şahintepe,4,140.0,3.0,Kombi,3.0,Uygun,Eşyalı Değil,1.0,4.0,0.109,1.0,1.1,1.1,4.9,2.5,2. Kat,1850000.0
5283,Keçiören,Ayvalı,3,115.0,15.0,Kombi,3.0,Uygun,Eşyalı Değil,1.0,2.8,0.162,1.9,1.6,1.6,1.4,1.7,Kot 1,1185000.0
5284,Etimesgut,Devlet,5,150.0,11.0,Kombi,6.0,Uygun,Eşyalı Değil,1.0,0.465,0.109,2.7,2.0,1.9,7.8,0.29,2. Kat,2990000.0
5285,Keçiören,Kanuni,4,130.0,4.0,Kombi,3.0,Uygun,Eşyalı Değil,1.0,2.2,0.132,0.473,1.3,1.3,4.4,1.8,1. Kat,1547000.0
5286,Keçiören,Yükseltepe,8,280.0,3.0,Kombi,7.0,Uygun,Eşyalı Değil,2.0,4.1,0.176,0.228,3.6,4.2,1.9,2.5,Teras Katı,2295000.0
5287,Mamak,Akşemsettin,4,115.0,5.0,Kombi,4.0,Uygun,Eşyalı Değil,1.0,6.2,0.166,2.0,1.8,3.3,6.9,1.4,Kot 2,1300000.0
5288,Sincan,Pınarbaşı,4,125.0,16.0,Kombi,3.0,Uygun,Eşyalı Değil,1.0,3.5,0.128,1.1,0.693,0.715,9.6,0.788,3. Kat,1375000.0
5289,Sincan,Akşemsettin,4,125.0,18.0,Kombi,4.0,Uygun,Eşyalı,1.0,1.8,0.064,0.821,0.48,0.468,8.6,2.2,En Üst Kat,1299000.0
5290,Sincan,Ahi Evran,4,135.0,18.0,Kombi,3.0,Uygun,Eşyalı Değil,1.0,1.6,0.171,0.913,0.36,1.1,9.9,2.6,1. Kat,1679000.0
5291,Altındağ,Karapürçek,4,135.0,9.0,Kombi,3.0,Uygun,Eşyalı Değil,2.0,9.5,0.034,0.195,5.8,7.1,11.1,6.1,En Üst Kat,1350000.0
5292,Mamak,Mutlu,3,110.0,9.0,Kombi,3.0,Uygun,Eşyalı Değil,1.0,4.0,0.071,0.07,1.4,1.4,4.6,2.7,Kot 1,829000.0
5293,Keçiören,Etlik,4,126.0,27.0,Kombi,4.0,Uygun,Eşyalı Değil,1.0,2.5,0.039,1.9,0.675,0.675,1.2,1.2,Ara Kat,2250000.0
5294,Mamak,Kusunlar,3,85.0,1.0,Kombi,13.0,Uygun,Eşyalı Değil,1.0,9.3,0.07,1.9,3.1,6.4,9.8,3.2,Kot 1,730000.0
5295,Keçiören,Şehit Kubilay,4,135.0,5.0,Kombi,5.0,Uygun,Eşyalı Değil,1.0,2.8,0.164,1.0,2.5,2.5,1.4,2.3,Kot 1,1560000.0
5296,Çankaya,Ümit,4,190.0,18.0,Merkezi,18.0,Uygun,Eşyalı Değil,2.0,0.646,0.162,4.8,1.6,1.5,4.3,0.643,En Üst Kat,5450000.0
5297,Keçiören,Sancaktepe,4,135.0,8.0,Kombi,3.0,Uygun,Eşyalı Değil,2.0,3.9,0.19,1.3,2.8,2.8,0.568,2.4,Kot 1,1500000.0
5298,Çankaya,Harbiye,6,300.0,18.0,Kombi,3.0,Uygun,Eşyalı Değil,2.0,2.6,0.184,1.8,1.8,1.9,2.0,1.7,3. Kat,6800000.0
5299,Keçiören,Kanuni,4,130.0,15.0,Kombi,4.0,Uygun,Eşyalı Değil,1.0,2.8,0.176,1.1,1.6,1.4,4.1,2.0,Kot 1,1389000.0
5300,Gölbaşı,Taşpınar,2,50.0,0.0,Yerden Isıtma,2.0,Uygun,Eşyalı Değil,1.0,8.8,0.311,4.8,3.0,3.1,3.2,2.4,Zemin,2200000.0
5301,Keçiören,Kanuni,4,130.0,5.0,Kombi,3.0,Uygun,Eşyalı Değil,1.0,3.4,0.262,1.6,2.3,0.703,4.6,2.7,Yüksek Giriş,1359000.0
5302,Mamak,Şahintepe,4,140.0,3.0,Kombi,3.0,Uygun,Eşyalı Değil,1.0,4.0,0.109,1.0,1.1,1.1,4.9,2.5,2. Kat,1850000.0
5303,Keçiören,Ayvalı,3,115.0,15.0,Kombi,3.0,Uygun,Eşyalı Değil,1.0,2.8,0.162,1.9,1.6,1.6,1.4,1.7,Kot 1,1185000.0
